L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Dark Soya Sauce, 90 g","Navya Food Art Dark Soya sauce makes Desi Chinese dishes come alive. It enhances the flavours of your favourite Chinese dishes. Keep Navya Food Art Dark Soya handy on your Dining Table and Enjoy the Goodness of Soya Sauce. Strict adherence to global quality standards during processing and packaging has been the hallmark at Navya foods. With access to good quality raw material and technology, we offer superior quality products at great prices.",90 g,g,90 g,1,1,20,20,"Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap",India,['8906061880648'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40206995_1-navya-food-art-dark-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206995-2_1-navya-food-art-dark-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206995-3_1-navya-food-art-dark-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206995-4_1-navya-food-art-dark-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206995-5_1-navya-food-art-dark-soya-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add a few drops of navya food art dark soya sauce to your soups dressings and stews this gives the dish a nice caramel colour and provides little sweetness to your delicacies.,"['EAN Code: 8906061880648', 'FSSAI Number: 10012044000328', 'Manufacturer Name & Address: Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap', 'Marketed By: Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043', 'Country Of Origin: India', 'Best before 02-09-2023' ]","Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043",-,-,-,"Soya Pulp 8%, Water, Sugar, Salt, Caramel Colour,(ins 150c), Acidifying Agent Ins 260, Emulsifying And Stabilizing Agent Ins 415, Preservatives Ins 211, Contains Class Ii Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Green Chilli Sauce - Enhances Taste, 200 g",Navya Food Art Green Chilli Sauce adds spice to any snack. This sauce enhances the flavours of your favourite Chinese dishes. Your Evening snacks taste much spicy and Hot with this sauce. Take the spice up a notch with the new Green Chilli Sauce that adds a buzz to your evening snack. Give your taste buds something to relish and crave for.,200 g,g,200 g,1,1,55,49,"NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.",India,['8906061880204'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40232600_1-navya-food-art-green-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232600-2_1-navya-food-art-green-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232600-3_1-navya-food-art-green-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232600-4_1-navya-food-art-green-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232600-5_1-navya-food-art-green-chilli-sauce-enhances-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread Navya Food Art Green Chilli Sauce with the help of a table knife onto bread/omelette or take a small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish.,"[{'EAN Code': '8906061880204'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012044000328'}, {'Manufactured by': 'NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.'}, {'Marketed by': 'GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059'}]","GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059",-,-,-,"Green Chilli Paste 30%,Sugar,Salt,Water,Garlic,Ginger,Corn Starch,Stabilizers (Ins 1422&Ins 415),Acidity Regulator (Ins 260),Preservatives Ins 211,Contains Class Ii Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Green Chilli Sauce, 90 g","Navya Food Art Green Chilli Sauce adds spice to any snack. This sauce enhances the flavours of your favourite Chinese dishes. Your evening snacks taste much spicy and hot with this sauce. Strict adherence to global quality standards during processing and packaging has been the hallmark at Navya foods. With access to good quality raw material and technology, we offer superior quality products at great prices.",90 g,g,90 g,1,1,20,20,"Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap",India,['40206993'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40206993_1-navya-food-art-green-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206993-2_1-navya-food-art-green-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206993-3_1-navya-food-art-green-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206993-4_1-navya-food-art-green-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206993-5_1-navya-food-art-green-chilli-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread navya food art green chilli sauce with the help of table knife onto bread/omelette or take a small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish.,"[{'EAN Code': '40206993'}, {'FSSAI Number': '10012044000328'}, {'Manufacturer Name & Address': 'Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap'}, {'Marketed By': 'Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043'}, {'Country Of Origin': 'India'}]","Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043",-,-,-,"Green Chilli Paste 30%, Sugar, Salt, Water, Garlic, Ginger, Corn Starch, Stabilizers (ins 1422&ins 415), Acidity Regulator (ins 260), Preservatives Ins 211,contains Class Ii Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Red Chilli Sauce - Enhances Taste, 200 g","Navya Food Art Red Chilli Sauce adds spice to any snack. This sauce enhances the flavours of your favourite Chinese dishes. Your Evening snacks taste much spicy and Hot with this sauce. The master/father of all chilli sauces, the red chilli sauce is made from 100% fresh red chillies, it will add taste not only to your food but will also 'spice' up your life! Enhance your evening snack experience with this sauce.",200 g,g,200 g,1,1,55,49,"NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.",India,['8906061880457'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40232601_1-navya-food-art-red-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232601-2_1-navya-food-art-red-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232601-3_1-navya-food-art-red-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232601-4_1-navya-food-art-red-chilli-sauce-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232601-5_1-navya-food-art-red-chilli-sauce-enhances-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread Navya Food Art Red Chilli Sauce with the help of a table knife onto bread/omelet or take a small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish.,"[{'EAN Code': '8906061880457'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012044000328'}, {'Manufactured by': 'NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.'}, {'Marketed by': 'GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059'}]","GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059",-,-,-,"Red Chilli Paste 30%, Sugar, Salt, Water,Garlic,Ginger,Stabilizers (INS 1422&INS 415),ACIDITY REGULATOR (INS 260),Preservatives INS 211,Contains Class II Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Red Chilli Sauce, 90 g","Navya Food Art Red Chilli Sauce adds spice to any snack. This sauce enhances the flavours of your favourite Chinese dishes. Your Evening snacks tastes much spicy and Hot with this sauce. Strict adherence to global quality standards during processing and packaging has been the hallmark at Navya foods. With access to good quality raw material and technology, we offer superior quality products at great prices.",90 g,g,90 g,1,1,20,20,"Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap",India,['40206994'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40206994_1-navya-food-art-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206994-2_1-navya-food-art-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206994-3_1-navya-food-art-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206994-4_1-navya-food-art-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206994-5_1-navya-food-art-red-chilli-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread navya food art red chilli sauce with the help of table knife onto bread/omelette or take small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish,"[{'EAN Code': '40206994'}, {'FSSAI Number': '10012044000328'}, {'Manufacturer Name & Address': 'Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap'}, {'Marketed By': 'Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043'}, {'Country Of Origin': 'India'}]","Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043",-,-,-,"Red Chilli Paste 30%, Sugar, Salt, Water, Garlic, Ginger, Stabilizers (ins 1422&ins 415), Acidity Regulator (ins 260), Preservatives Ins 211, Contains Class Ii Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Tomato Ketchup - Enhances Taste, 200 g","Every fried food's best friend, the Tomato Ketchup is made up of high-quality tomatoes gives you a Lip smacking twist to even the blandest of food. Made especially to suit the Indian taste palate, It can be enjoyed with both Indian & international snacks. Can even be added to curries and soups too",200 g,g,200 g,1,1,60,54,"NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.",India,['8906061880105'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40232599_1-navya-food-art-tomato-ketchup-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232599-2_1-navya-food-art-tomato-ketchup-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232599-3_1-navya-food-art-tomato-ketchup-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232599-4_1-navya-food-art-tomato-ketchup-enhances-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40232599-5_1-navya-food-art-tomato-ketchup-enhances-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread Navya Food Art Tomato Ketchup with the help of a table knife onto bread/omelet or take a small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish.,"[{'EAN Code': '8906061880105'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012044000328'}, {'Manufactured by': 'NAVYA FOODS PRIVATE LIMITED, NO 3 -38 CB ROAD GREAMSPET CHITTOR DIST 517002 AP.'}, {'Marketed by': 'GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059'}]","GOOD VIBES CONSUMABLES INDIA PVT LTD NO 35/36, RMJYOTHI NAGAR, RV POST, DUBASIPALYA, NEAR ABHAYAHASTHA GANAPATHI TEMPLE, BANGALORE 560059",-,-,-,"Tomato Paste 27%,Sugar,Iodised Salt,Thickeners(INS 1422 & INS 415),ACIDITY REGULATOR (INS 260),Preservatives (INS 211),Spices & Condiments (Onion Powder,Garlic Powder,Spices & Mixed Spices)Condiments Contains Class II Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NAVYA FOOD ART,"NAVYA FOOD ART Tomato Ketchup, 950 g","Navya Food Art Tomato Ketchup is made from high-quality tomatoes that give you the rich blend. It can be enjoyed with your daily snacks. Strict adherence to global quality standards during processing and packaging has been the hallmark at Navya foods. With access to good quality raw material and technology, we offer superior quality products at great prices.",950 g,g,950 g,1,1,135,135,"Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap",India,['40206990'],['10012044000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40206990_1-navya-food-art-tomato-ketchup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206990-2_1-navya-food-art-tomato-ketchup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206990-3_1-navya-food-art-tomato-ketchup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206990-4_1-navya-food-art-tomato-ketchup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40206990-5_1-navya-food-art-tomato-ketchup.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spread navya food art tomato ketchup with the help of table knife onto bread/omelette or take small quantity in a bowl and dip chips/pakoda/bajjis or any other snacks as you wish.,"['EAN Code: 40206990', 'FSSAI Number: 10012044000328', 'Manufacturer Name & Address: Navya Foods Private Limited, No 3 -38 Cb Road Greamspet, Chittor Dist 517002, Ap', 'Marketed By: Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043', 'Country Of Origin: India', 'Best before 16-07-2023' ]","Good Vibes Consumables India Pvt Ltd, No 402 1St Stage 1St Main 2Nd Block Hbr Layout Kalyanagar Bangalore 560043",-,-,-,"Tomato Paste 27%, Sugar, Iodised Salt, Thickeners(ins 1422 & Ins 415), Acidity Regulator (ins 260), Preservatives (ins 211), Spices & Condiments (onion Powder, Garlic Powder, Spices & Mixed Spices) Condiments Contains Class Ii Preservatives",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NILONS,"NILONS Red Chilli Sauce, 180 g Bottle",Nilons Red Chilli Sauce is made from red chillies and seasoned with spices. It is a quality product hygienically processed and packed to retain its freshness and colour. It is packed with Vitamin C that helps in supporting the immune system and combat chronic diseases. This sauce adds spice and flavour to anything from Asian recipes to Western favourites. You can use it as a wonderful dip for finger foods of all kinds or a side sauce to add more spice to food.,180 g Bottle,g Bottle,180 g Bottle,1,1,55,55,"NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117",India,['50000161'],['10014022003088'],https://datalabs.siva3.io/image/Eunimart_groceries_50000161_5-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000161-2_3-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000161-3_3-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000161-4_3-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000161-5_3-nilons-red-chilli-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use it as a dip or as core ingredients to prepare various Chinese dishes.,"[{'EAN Code': '50000161'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014022003088'}, {'Manufactured & Marketed By': 'NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117'}]","NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117",-,-,-,"Water, Red Chilli Paste (15%), Sugar, Iodised Salt, Spices And Condiments, Corn Starch, Stabilizers And Thickeners (Ins 1422, Ins 415), Preservative (Ins 211) And Contains Permitted Natural Colour (Ins 160)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NILONS,"NILONS Red Chilli Sauce, 80 g","NILON'S Red Chilli Sauce is a bold, spicy sauce, with extra flavour. It's the best sauce for Indian and Chinese dishes. It is a fiery sauce that will add extra flavour to your food. It's an easy way to make any dish more interesting, try it with rice or noodles for a unique atmosphere. This red chilly sauce has a nice flavour that goes well against meats and vegetables, making it a great addition to your spice rack. This red chilli sauce is perfect for Indian and Chinese dishes. Explore more delicious and flavoursome sauces like these from Nilon's, available here at Big Basket.",80 g,g,80 g,1,1,20,20,"Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.",India,['8901560053043'],['10016022004986'],https://datalabs.siva3.io/image/Eunimart_groceries_40292000_1-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292000-2_1-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292000-3_1-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292000-4_1-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292000-5_1-nilons-red-chilli-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292000-6_1-nilons-red-chilli-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Add this sauce to the vegetables or dish of your choice.
2. Stir fry in a hot pan and enjoy the delicious and mouth-watering flavourful dish.","[{'EAN Code': '8901560053043'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10016022004986'}, {'Manufactured by': 'Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.'}]","Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.",-,-,-,"Water, Red Chilli Paste (15%), Sugar, Iodised Salt, Spices And Condiments, Corn Starch, Stabilizers And Thickeners (Ins 1422, Ins 415), Preservative (Ins 211) And Contains Permitted Natural Colour (Ins 160)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NILONS,"NILONS Soya Sauce, 80 g","NILON'S Soya Sauce is the perfect sauce to add extra flavour to Chinese dishes like chow mein or fried rice. The sauce has a lovely depth of colour and a bit of a sour taste which makes this perfect for stir-frying vegetables, meat and more. Its extra flavour is perfect for Chinese dishes that require a thick sauce. Saute vegetables or dishes of your choice and turn them into a delicious chines dish right in your kitchen. Explore more delicious and flavoursome sauces like these from Nilon's, available here at Big Basket.",80 g,g,80 g,1,1,20,20,"Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.",India,['40292001'],['10016022004986'],https://datalabs.siva3.io/image/Eunimart_groceries_40292001_1-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292001-2_1-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292001-3_1-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292001-4_1-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292001-5_1-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292001-6_1-nilons-soya-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Add this sauce to the vegetables or dish of your choice.
2. Stir fry in a hot pan and enjoy the delicious and mouth-watering flavourful dish.","[{'EAN Code': '40292001'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10016022004986'}, {'Manufactured by': 'Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.'}]","Gut No. 175/2A/2, 175/2A/2, 175/2B 176, Utran, Tal:Erandol Dist.: Jalgaon, (Maharashtra)-425117& Marketed By: NILONS ENTERPRISES PVT LTD, Baner Biz Bay,6th Floor, Opp Syngenta, Baner Road, Pune Maharashtra-411045.",-,-,-,"Water, Sugar, Iodised Salt, Soybean (8%), Whole Hydrolised Vegetable Protein, Garlic Powder, Thickeners and Stabilizers (INS 1422, INS 415) Wheat, Acidity Regulator(INS 260), Preservative(202) and Contains Permitted Natural Colour (150C)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NILONS,"NILONS Soya sauce, 180 g Bottle","Nilons Soya Sauce is naturally brewed from the best quality soybeans, wheat and seasoned with salt. It is a well-balanced flavour and taste of saltiness, sweetness and tartness. It has potential health benefits, including for the immune system, gut health, cancer and blood pressure. The overall flavour of soy sauce helps balance different taste components. It can be added directly to food and is used as a dip or salt flavour in cooking. Soy sauce is mostly eaten with rice, noodles, and sushi or sashimi, or can also be mixed with ground wasabi for dipping.",180 g Bottle,g Bottle,180 g Bottle,1,1,55,55,"NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117",India,['40212336'],['10014022003088'],https://datalabs.siva3.io/image/Eunimart_groceries_40212336_4-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212336-2_4-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212336-3_4-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212336-4_4-nilons-soya-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212336-5_4-nilons-soya-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Used as a dipping sauce and a pour-over salads.,"['EAN Code: 40212336', 'Country Of Origin: India', 'FSSAI No: 10014022003088', 'Manufactured & Marketed By: NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117', 'Best Before 6 days from the date of delivery' ]","NILONS ENTERPRISES PVT LTD-Gut No 175/2A/1/2, 175/2A/2, 175/2B/176, Utran, Tal Erandol, Dist Jalgaon Maharashtra-425117",-,-,-,"Water, Sugar, Iodised Salt, Soybean (8%), Whole Hydrolised Vegetable Protein, Garlic Powder, Thickeners and Stabilizers (INS 1422, INS 415) Wheat, Acidity Regulator(INS 260), Preservative(202) and Contains Permitted Natural Colour (150C)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,NILONS,"NILONS Vinegar, 180 ml Plastic Bottle","Vinegar is used in Chinese cooking in numerous ways, but with Nilon's vinegar, the food becomes a must-have that everyone will enjoy. The company sells branded products under Nilon's brand. Any simple dish can be elevated and made extra delicious and tasty with this vinegar.",180 ml Plastic Bottle,ml Plastic Bottle,180 ml Plastic Bottle,1,1,45,45,NILONS,India,['50000159'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000159_3-nilons-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000159-2_3-nilons-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000159-3_3-nilons-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000159-4_3-nilons-vinegar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000159-5_3-nilons-vinegar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water, Acidity Regulator (INS 260)",-,"Shake well before use. Keep in a cool and dry place, away from sunlight. Close the bottle airtight after use to keep fresh.","[{'EAN Code': '50000159'}, {'Country Of Origin': 'India'} ]",-,-,-,-,-,-,-,-
