L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details.1,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Ragi Sesame, 150 g (Pack of 2)","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized, which encourages them to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g (Pack of 2),g (Pack of ),150 g (Pack of 2),2,1,350,350,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219212'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219212_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-2_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-3_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-4_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-5_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-6_1-timios-organic-teething-sticks-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219212-7_1-timios-organic-teething-sticks-ragi-sesame.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219212'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Wheat Flour (54.4%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Organic Ragi Flour (10%), Organic Amaranth (3%), Organic Sesame Seeds (3%), Organic Jeera (1%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Ragi Sesame, For Kids, 150 g","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized, encourage them to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g,g,150 g,1,1,175,140,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219209'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219209_2-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-2_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-3_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-4_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-5_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-6_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-7_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219209'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Wheat Flour (54.4%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Organic Ragi Flour (10%), Organic Amaranth (3%), Organic Sesame Seeds (3%), Organic Jeera (1%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Ragi Sesame, For Kids, 150 g","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized, encourage them to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g,g,150 g,1,1,175,140,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219209'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219209_2-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-2_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-3_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-4_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-5_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-6_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219209-7_1-timios-organic-teething-sticks-ragi-sesame-for-kids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219209'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Wheat Flour (54.4%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Organic Ragi Flour (10%), Organic Amaranth (3%), Organic Sesame Seeds (3%), Organic Jeera (1%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Whole Wheat Ajwain, 150 g (Pack of 2)","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized, which encourages them to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g (Pack of 2),g (Pack of ),150 g (Pack of 2),2,1,350,350,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219211'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219211_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-2_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-3_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-4_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-5_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-6_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219211-7_1-timios-organic-teething-sticks-whole-wheat-ajwain.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219211'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Whole Wheat Flour (64.8%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Almond Powder (5%), Organic Ajwain (1%), Organic Jeera (0.6%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Whole Wheat Ajwain, For Kids, 150 g","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized & encourage the little ones to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g,g,150 g,1,1,175,140,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219208'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219208_2-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-2_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-3_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-4_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-5_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-6_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-7_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219208'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Whole Wheat Flour (64.8%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Almond Powder (5%), Organic Ajwain (1%), Organic Jeera (0.6%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks - Whole Wheat Ajwain, For Kids, 150 g","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized & encourage the little ones to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g,g,150 g,1,1,175,140,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['40219208'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219208_2-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-2_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-3_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-4_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-5_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-6_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219208-7_1-timios-organic-teething-sticks-whole-wheat-ajwain-for-kids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '40219208'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Whole Wheat Flour (64.8%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Almond Powder (5%), Organic Ajwain (1%), Organic Jeera (0.6%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Organic Teething Sticks For Kids - Whole Wheat Ajwain, Multigrain Cumin & Ragi Sesame, 150 g (Pack of 3 )","Timios Organic Teething Sticks are one of the best choices for your kids that is safe to chew. These are amazing finger foods that help in acquiring a taste for your kids. Teething sticks are perfectly sized, which encourages them to learn how to pick and eat on their own at an early age. The best time to offer teething sticks is when they have already begun cutting teeth, as the gnawing soothes the pain and enjoy sticks as well.",150 g (Pack of 3 ),g (Pack of  ),150 g (Pack of 3 ),3,1,525,525,"Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040",India,['8906137430586'],"['10016043001483,13620012000363']",https://datalabs.siva3.io/image/Eunimart_groceries_40219214_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219214-2_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219214-3_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219214-4_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219214-5_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40219214-6_1-timios-organic-teething-sticks-for-kids-whole-wheat-ajwain-multigrain-cumin-ragi-sesame.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '8906137430586'}, {'FSSAI Number': '10016043001483, 13620012000363'}, {'Manufacturer Name & Address': 'Firmroots Pvt. Ltd, D-14/A, TSIIC Industrial Park, Moula Ali, Secunderabad, Telangana - 500040'}, {'Marketed by': 'Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102'}, {'Country Of Origin': 'India'}]","Firmroots Pvt Ltd., #358, 1st Floor, 25th Main Road, 22nd Cross, HSR Layout, Sector -2, Bangalore, Karnataka - 560102",-,-,-,-,"Organic Whole Wheat Flour (64.8%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Almond Powder (5%), Organic Ajwain (1%), Organic Jeera (0.6%), Rock Salt, Natural Mixed Tocopherol (used for freshness) Organic Wheat Flour (54.4%), Organic Rice Bran Oil (15%), Organic Jaggery Powder (13%), Organic Ragi Flour (10%), Organic Amaranth (3%), Organic Sesame Seeds (3%), Organic Jeera (1%), Rock Salt, Natural Mixed Tocopherol (used for freshness) Organic Whole Wheat Flour (61.5%), Organic Rice Bran Oil (15%), Organic Jowar Flour (12%), Organic Oats Flour (4%), Organic Ragi Flour (4%), Organic Amla Powder (1%), Organic Jeera (1%), Organic Coriander Powder (0.5%), Organic Chilli Powder (0.5%), Rock Salt, Natural Mixed Tocopherol (used for freshness)",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Porridge - Organic Millet Khichdi, For Babies 10+ Months, 200 g","1) Made using cleanroom technology
2) Made to Order for maximum freshness",200 g,g,200 g,1,1,300,300,"Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040",India,['40202085'],['13620012000363'],https://datalabs.siva3.io/image/Eunimart_groceries_40202085_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-2_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-3_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-4_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-5_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-6_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202085-7_2-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 2 levelled scoops of the porridge powder in a vessel
Add 100 ml water and mix well
Cook on a medium flame for 2-3 mins while stirring continuously to avoid lumps
Check for the desired temperature of the prepared porridge by tasting it yourself before feeding it to the baby
Start with one scoop initially * You can increase the amount according to the babys intake","[{'EAN Code': '40202085'}, {'FSSAI No': '13620012000363'}, {'Manufacturer Name and Address': 'Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040'}, {'Marketed by': 'Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102'}, {'Country of origin': 'India'}]","Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",-,-,-,-,"Sprouted Jowar, Sprouted Ragi, Moong Dal, Dehydrated Vegetables (carrot flakes, potato flakes, tomato flakes), Cumin (jeera) Powder, Turmeric",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Porridge - Organic Ragi, For Babies 6+ Months, 200 g","1) Made using cleanroom technology
2) Made to Order for maximum freshness",200 g,g,200 g,1,1,160,160,"Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040",India,['40202079'],['13620012000363'],https://datalabs.siva3.io/image/Eunimart_groceries_40202079_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-2_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-3_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-4_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-5_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-6_3-timios-porridge-organic-ragi-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202079-7_2-timios-porridge-organic-ragi-for-babies-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 2 levelled scoops of the porridge powder in a vessel
Add 100 ml water and mix well
Cook on a medium flame for 2-3 mins while stirring continuously to avoid lumps
Check for the desired temperature of the prepared porridge by tasting it yourself before feeding it to the baby
Start with one scoop initially * You can increase the amount according to the babys intake","[{'EAN Code': '40202079'}, {'FSSAI No': '13620012000363'}, {'Manufacturer Name and Address': 'Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040'}, {'Marketed by': 'Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102'}, {'Country of origin': 'India'}]","Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",-,-,-,-,Organic Sprouted Ragi,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Timios,"Timios Porridge - Organic Rice & Carrot, For Babies 6+ Months, 200 g","1) Made using cleanroom technology
2) Made to Order for maximum freshness",200 g,g,200 g,1,1,200,200,"Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040",India,['40202076'],['13620012000363'],https://datalabs.siva3.io/image/Eunimart_groceries_40202076_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-2_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-3_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-4_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-5_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-6_3-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202076-7_2-timios-porridge-organic-rice-carrot-for-babies-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 2 levelled scoops of the porridge powder in a vessel
Add 100 ml water and mix well
Cook on a medium flame for 2-3 mins while stirring continuously to avoid lumps
Check for the desired temperature of the prepared porridge by tasting it yourself before feeding it to the baby
Start with one scoop initially * You can increase the amount according to the babys intake","[{'EAN Code': '40202076'}, {'FSSAI No': '13620012000363'}, {'Manufacturer Name and Address': 'Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040'}, {'Marketed by': 'Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102'}, {'Country of origin': 'India'}]","Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",-,-,-,-,"Organic Rice, Carrot Dehydrated Powder",-
