L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Agnesi,"Agnesi Pasta - Le Penne Rigate N.19, 500 g Pouch","Agnesi offers to you a range of tasty and delicious pasta which is made of high quality of grain. Pasta is very low in sodium and cholesterol-free. Per cup, enriched varieties provide a good source of several essential nutrients, including iron and several B-vitamins.",500 g Pouch,g,500 g Pouch,1,1,299,299,"Colussi / Colussi S.p.A Via G. Spadolini, 5-20141 Milano, Italy",Italy,['283979'],-,https://datalabs.siva3.io/image/Eunimart_groceries_283979_8-agnesi-pasta-le-penne-rigate-n19.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_283979-2_5-agnesi-pasta-le-penne-rigate-n19.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_283979-3_5-agnesi-pasta-le-penne-rigate-n19.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_283979-4_5-agnesi-pasta-le-penne-rigate-n19.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_283979-5_4-agnesi-pasta-le-penne-rigate-n19.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,You can use it to make Italian pasta.,"['EAN Code: 283979', 'Manufactured by: Colussi / Colussi S.p.A Via G. Spadolini, 5-20141 Milano, Italy', 'Marketed by: Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India', 'Country of Origin: ITALY', 'Best before 02-03-2024', '","Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India",-,-,-,Drum Wheat.,-,-,"Agnesi offers to you a range of tasty and delicious pasta which is made of high quality of grain. Pasta is very low in sodium and cholesterol-free. Per cup, enriched varieties provide a good source of several essential nutrients, including iron and several B-vitamins."
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Anil,"Anil Rice Vermicelli, 500 g Pouch","Anil Rice Sevai is a type of rice vermicelli and looks similar to Idiyappam. Rice Sevai, as the name suggests are made out of Rice. They can, however, be made using other food grains like wheat, ragi and other millets.",500 g Pouch,g,500 g Pouch,1,1,67,60.5,"Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",India,['8906042151101'],['10014042001544'],https://datalabs.siva3.io/image/Eunimart_groceries_266292_4-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-2_3-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-3_2-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-4_2-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-5_2-anil-rice-vermicelli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anil Rice Sevai is a popular breakfast option especially in South India as it needs no oil for cooking and can be steamed and easily cooked.
It is also one of the most easily digestible foods.","[{'EAN Code': '8906042151101'}, {'Country of origin': 'India'}, {'FSSAI NO': '10014042001544'}, {'Manufactured & Marketed By': 'Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.'}]","Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",-,-,-,Rice And Iodised Salt.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Anil,"Anil Rice Vermicelli, 500 g Pouch","Anil Rice Sevai is a type of rice vermicelli and looks similar to Idiyappam. Rice Sevai, as the name suggests are made out of Rice. They can, however, be made using other food grains like wheat, ragi and other millets.",500 g Pouch,g,500 g Pouch,1,1,67,60.5,"Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",India,['8906042151101'],['10014042001544'],https://datalabs.siva3.io/image/Eunimart_groceries_266292_4-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-2_3-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-3_2-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-4_2-anil-rice-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266292-5_2-anil-rice-vermicelli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anil Rice Sevai is a popular breakfast option especially in South India as it needs no oil for cooking and can be steamed and easily cooked.
It is also one of the most easily digestible foods.","[{'EAN Code': '8906042151101'}, {'Country of origin': 'India'}, {'FSSAI NO': '10014042001544'}, {'Manufactured & Marketed By': 'Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.'}]","Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",-,-,-,Rice And Iodised Salt.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Anil,"Anil Vermicelli, 450 g Pouch",Anil Vermicelli or Semia is an Indian form of spaghetti made from hard ground wheat. It helps satisfy the noodle craze that is popular in the west. Semia comes in both roasted and non-roasted packed forms. The roasted Semia makes it ready to use and is an instant solution for your cooking needs.,450 g Pouch,g,450 g Pouch,1,1,59,59,"Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",India,['17812084300072'],['10014042001542'],https://datalabs.siva3.io/image/Eunimart_groceries_268653_4-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-2_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-3_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-4_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-5_2-anil-vermicelli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anil vermicelli is used in making sweet dishes like Kheer or Payasam.
Semia can be used for making morning breakfast in the form of Upma along with vegetables like peas, beans, and carrots.","[{'EAN Code': '17812084300072'}, {'Country of origin': 'India'}, {'FSSAI NO': '10014042001542'}, {'Manufactured & Marketed By': 'Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.'}]","Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",-,-,-,Refined Wheat Flour And Maida,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Anil,"Anil Vermicelli, 450 g Pouch",Anil Vermicelli or Semia is an Indian form of spaghetti made from hard ground wheat. It helps satisfy the noodle craze that is popular in the west. Semia comes in both roasted and non-roasted packed forms. The roasted Semia makes it ready to use and is an instant solution for your cooking needs.,450 g Pouch,g,450 g Pouch,1,1,59,59,"Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",India,['17812084300072'],['10014042001542'],https://datalabs.siva3.io/image/Eunimart_groceries_268653_4-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-2_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-3_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-4_2-anil-vermicelli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268653-5_2-anil-vermicelli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anil vermicelli is used in making sweet dishes like Kheer or Payasam.
Semia can be used for making morning breakfast in the form of Upma along with vegetables like peas, beans, and carrots.","[{'EAN Code': '17812084300072'}, {'Country of origin': 'India'}, {'FSSAI NO': '10014042001542'}, {'Manufactured & Marketed By': 'Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.'}]","Top Anil Maarketing Company, A-11/1, L. G. B, COMPOUND, 3RD STREET, MENGLES ROAD, DINDUGAL-624001.",-,-,-,Refined Wheat Flour And Maida,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Ask Foods,"Ask Foods Vermicilli - Choco Dark, 100 g","Decorative items used in making cakes chocolate, etc. Dark Vermicelli or Sprinkles or Jimmies are chocolate-based confectionery used as a decorating ingredient in desserts and pastries such as cakes, ice creams, pudding, pies, muffins e.t.c.They can also be enjoyed as a poppable snack.",100 g,g,100 g,1,1,65,65,"A. S. K. Foods Pvt. Ltd. 166, M. M Road, Coxtown, Bangalore - 560 005",India,['8908001006392'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075550_2-ask-foods-vermicilli-choco-dark.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075550-2_3-ask-foods-vermicilli-choco-dark.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075550-3_3-ask-foods-vermicilli-choco-dark.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075550-4_3-ask-foods-vermicilli-choco-dark.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,You can use this Vermicelli to rake up delicious upmas and to prepare sweet dishes like Seviyan and Kheer.,"[{'EAN Code': '8908001006392'}, {'Country of origin': 'India'}, {'Manufacturer Name and ': 'A. S. K. Foods Pvt. Ltd. 166, M. M Road, Coxtown, Bangalore - 560 005'}]",-,-,-,-,"Sugar, Cocoa Solids, Hydrogenated Vegetable Fat & Emulsifiers.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Ask Foods,"Ask Foods Vermicilli - Choco Rainbow, 100 g","Decorative items used in making cakes chocolate, etc.  Rainbow Vermicelli or Sprinkles or Jimmies are sugar-based confectionery used as a decorating ingredient in desserts and pastries such as cakes, ice creams, pudding, pies, muffins e.t.c They can also be enjoyed as a poppable snack.",100 g,g,100 g,1,1,70,70,"A. S. K. Foods Pvt. Ltd. 166, M. M Road, Coxtown, Bangalore - 560 005",India,['40075551'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075551_3-ask-foods-vermicilli-choco-rainbow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075551-2_1-ask-foods-vermicilli-choco-rainbow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075551-3_1-ask-foods-vermicilli-choco-rainbow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075551-4_1-ask-foods-vermicilli-choco-rainbow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075551-5_1-ask-foods-vermicilli-choco-rainbow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,You can use this Vermicelli to rake up delicious upmas and to prepare sweet dishes like Seviyan and Kheer.,"[{'EAN Code': '40075551'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'A. S. K. Foods Pvt. Ltd. 166, M. M Road, Coxtown, Bangalore - 560 005'}]",-,-,-,-,"Sugar, Milk Solids, Hydrogenated Vegetable Fat & Emulsifier.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Azad,"Azad Vermicelli - Roasted Nylon Sooji, 500 g Pouch","Azad Roasted Nylon Sooji Vermicelli prepared with hard wheat. It is a good to supply of calcium, rich in protein. You can arrange sweet and hot recipes with this vermicelli. It has dietary fibre, with a yummy taste.",500 g Pouch,g,500 g Pouch,1,1,115,115,AZAD FOODS,India,['266419'],-,https://datalabs.siva3.io/image/Eunimart_groceries_266419_2-azad-vermicelli-roasted-nylon-sooji.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266419-2_1-azad-vermicelli-roasted-nylon-sooji.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anil vermicelli is used in making sweet dishes like Kheer or Payasam.
Semia can be used for making morning breakfast in the form of Upma along with vegetables like peas, beans, and carrots.","[{'EAN Code': '266419'}, {'Country of origin': 'India'}, {'Manufacturer Name': 'AZAD FOODS'}]",-,-,-,-,Hard Wheat Semolina.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,Azad,"Azad Vermicelli - Roasted, 200 g Pouch",Azad Vermicelli is a traditional type of pasta round in section like spaghetti cut into tiny inches of length. It is non-sticky & doesn't form clumps. It can be utilized to make various types of sweets.,200 g Pouch,g,200 g Pouch,1,1,52,52,AZAD FOODS,India,['274817'],-,https://datalabs.siva3.io/image/Eunimart_groceries_274817_2-azad-vermicelli-roasted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_274817-2_1-azad-vermicelli-roasted.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,You can use this Vermicelli to rake up delicious upmas.,"[{'EAN Code': '274817'}, {'Country of origin': 'India'}, {'Manufactured by': 'AZAD FOODS'}]",-,-,-,-,"Hard Wheat Flour, Free From Colours",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,BAKERS,"BAKERS Pasta Fuesli - Protein Rich, No Trans Fat & No Cholesterol, 500 g (Buy 1 Get 1 Free)","Pasta Fuesli is a must-have in every pasta lover's home. Baker's Fusilli Pasta is a fun and delicious type of pasta that is perfect for adding a twist to your favourite dishes. This pasta, which is shaped like a spiral or spring, is made with high-quality durum wheat semolina and is sure to become a staple in your kitchen. Whether you're making a simple pasta salad, a hearty casserole, or a classic bowl of fusilli with tomato sauce, Baker's Fusilli Pasta is sure to be a hit. Its unique shape makes it great for holding onto sauces and making your dishes extra flavorful. So why wait? Add some Baker's Fusilli Pasta to your pantry today and start enjoying all the delicious possibilities! Explore other treats by Bakers, only on BigBasket!",500 g (Buy 1 Get 1 Free),g,500 g (Buy 1 Get 1 Free),1,1,165,165,"S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",India,['8906012971227'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289947_1-bakers-pasta-fuesli-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289947-2_1-bakers-pasta-fuesli-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289947-3_1-bakers-pasta-fuesli-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289947-4_1-bakers-pasta-fuesli-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289947-5_1-bakers-pasta-fuesli-protein-rich-no-trans-fat-no-cholesterol.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,For making Italian dishes.,"[{'EAN Code': '8906012971227'}, {'Manufactured & Marketed by': 'S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108'}, {'Country of origin': 'India'}]","S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",-,-,-,Durum Wheat Semolina,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,BAKERS,"BAKERS Pasta Macaroni - Protein Rich, No Trans Fat & No Cholesterol, 500 g (Buy 1 Get 1 Free)","Bakers Pasta Macaroni is a staple in every pasta lover's household. It is a classic and versatile type of pasta that is perfect for a variety of dishes. This package of pasta is made with high-quality ingredients and is sure to become a staple in your kitchen. Whether you're making a simple pasta salad, a hearty casserole, or a classic bowl of mac and cheese, Pasta Macaroni is sure to be a hit. Its small, tube-shaped noodles are perfect for holding onto sauces, making it a tasty and convenient choice for any meal. So why wait? Add some Pasta Macaroni to your pantry today and start enjoying all the delicious possibilities! Explore other treats by Bakers, only on BigBasket!",500 g (Buy 1 Get 1 Free),g,500 g (Buy 1 Get 1 Free),1,1,165,165,"S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",India,['8906012971210'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289945_1-bakers-pasta-macaroni-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289945-2_1-bakers-pasta-macaroni-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289945-3_1-bakers-pasta-macaroni-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289945-4_1-bakers-pasta-macaroni-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289945-5_1-bakers-pasta-macaroni-protein-rich-no-trans-fat-no-cholesterol.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,For making Italian dishes,"[{'EAN Code': '8906012971210'}, {'Manufactured & Marketed by': 'S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108'}, {'Country of origin': 'India'}]","S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",-,-,-,Durum Wheat Semolina,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,BAKERS,"BAKERS Pasta Penne - Protein Rich, No Trans Fat & No Cholesterol, 500 g (Buy 1 Get 1 Free)","Bakers Pasta - Penne is a staple in every pasta lover's household. Baker's Pasta - Penne is a delicious and versatile type of pasta that is perfect for a variety of dishes. This package of pasta is made with high-quality durum wheat semolina and is sure to become a staple in your kitchen. The penne pasta, which is shaped like tubes with diagonal cuts, is great for holding onto sauces and making your dishes extra flavorful. Whether you're making a simple pasta salad, a hearty casserole, or a classic bowl of penne with tomato sauce, Baker's Pasta - Penne is sure to be a hit. So why wait? Add some Baker's Pasta -, Penne, to your pantry today and start enjoying all the delicious possibilities! Explore other treats by Bakers, only on BigBasket!",500 g (Buy 1 Get 1 Free),g,500 g (Buy 1 Get 1 Free),1,1,165,165,"S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",India,['8906012971203'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289946_1-bakers-pasta-penne-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289946-2_1-bakers-pasta-penne-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289946-3_1-bakers-pasta-penne-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289946-4_1-bakers-pasta-penne-protein-rich-no-trans-fat-no-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289946-5_1-bakers-pasta-penne-protein-rich-no-trans-fat-no-cholesterol.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,For making Italian dishes.,"[{'EAN Code': '8906012971203'}, {'Manufactured & Marketed by': 'S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108'}, {'Country of origin': 'India'}]","S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",-,-,-,Durum Wheat Semolina,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-13,BB Royal,"BB Royal BB Royal Choco Flakes 375 g + BB Royal Roasted Vermicelli 400 g, Combo 2 Items","BB Royal Choco Flakes 375 g
With BB Royal Choco Flakes, expect a bowlful of flavour along with a long list of health benefits. Enriched with 10 essential vitamins, minerals and calcium, this breakfast bowl is perfect for anyone who is looking for a healthy and tasty breakfast menu. Low in fat and naturally cholesterol-free, just add warm or cold milk to the choco flakes and enjoy. Explore BB Royal's full range of Cereals, Flakes, Granola and Cereal Bars and give yourself a treat.
Benefits:
Choco Flakes are high in essential nutrients like protein and calcium.
Protein helps in the growth & maintenance of the body and calcium helps in the maintenance of normal bones.
These nutrients help fuel your child's growing body.
Besides, the yummy chocolate taste makes for an ideal breakfast option for children.
BB Royal Roasted Vermicelli 400 g
Looking for some healthy breakfast options? BB Royal Roasted Vermicelli is a perfect pick to ease your morning breakfast hassle. Made with 100% premium suji, it is slightly roasted to give a unique flavour to your dishes. It contains no maida or cholesterol. Gets ready within 10 minutes. You can make sweet or masala vermicelli as per your mood from the same pack. Loved by children and adults alike, vermicelli is much thinner than noodles and is completely healthy for your body.
You can make various healthy breakfasts with vermicelli. Add dry fruits or veggies of your choice to enhance the dish and make it more appealing. The best thing about vermicelli is that it does not have a taste of its own, therefore, you can experiment and invent new dishes. Serve an exciting meal to your family using BB Royal Roasted Vermicelli.
BB Royal is a marquee brand from BigBasket that caters to a wide variety of foodgrains, oils and masala. Sourcing directly from farmers, we ensure the safety and quality of your food at all stages of production making sure that the authenticity of the products is not compromised. Shop more from BB Royal",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,240,200.75,"Kayem Food Industries Pvt. Ltd., Plot No. 2244-2247, Food Park, HSIIDC, Industrial Estate, Rai, Sonepat, Haryana 131 029",India,['1222592'],"['10016064000819,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_222592_1-bb-royal-bb-royal-choco-flakes-375-g-bb-royal-roasted-vermicelli-400-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"BB Royal Choco Flakes 375 g
It can be consumed with milk for breakfast or as a snack.
Add the choco flakes into a bowl full of warm milk.
Sugar or honey is optional.
Storage Information:
Store at an ambient temperature and in a dry place.
Keep away from direct sunlight and heat.
BB Royal Roasted Vermicelli 400 g
Ready to cook. Used in preparing both savoury and sweet dishes.
This Vermicelli can be used to make a variety of dishes like upma, kheer, etc","[{'EAN Code': '1222592'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10016064000819, 10019043002767'}, {'Manufacturer Name & ': 'Kayem Food Industries Pvt. Ltd., Plot No. 2244-2247, Food Park, HSIIDC, Industrial Estate, Rai, Sonepat, Haryana 131 029'}, {'Marketed By': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"BB Royal Choco Flakes 375 g:
Wheat Flour (Atta) (31.52%), Refined Wheat Flour (Maida) (31.52%), Sugar, Cocoa Powder (4.42%), Iodised Salt, Malt Liquid, Calcium Carbonate (Ins 170), Edible Vegetable Oil (Palm Oil), Flavour Milk Chocolate, Flavour Vanilla And Tocopherol (307 B)
BB Royal Roasted Vermicelli 400 g: Wheat Semolina",-,-,-
