L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Smiles - Pudina Chatka, 375 g","Pudina flavoured Smiles are the perfect snack or an accompaniment to your meals. They are mint flavoured and are the perfect addition to your diet with elements of both health and taste. 
The only desire that we at McCain have is to make sure that you get the best tasting snacks to fill your heart and your tummy! We love to put our heads and hearts together to ensure that you get delicious and delectable food in every mouthful that you have.
McCain Foods Ltd. is one of the world's largest producers of French Fries and Potato Specialities. Located in Florenceville, New Brunswick, Canada, McCain has grown to become a global leader in the frozen food industry. From Canada, across the world to Japan, from the tip of Argentina to suburbs in Australia, our tasty and convenient food products are served in restaurants and sold in retail stores; adding nutrition and flavour to family meals time after time.",375 g,g,375 g,1,1,130,130,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['40099226'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40099226_4-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-2_5-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-3_5-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-4_5-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-5_5-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-6_4-mccain-smiles-pudina-chatka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40099226-7_4-mccain-smiles-pudina-chatka.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,To be cooked in hot oil without thawing.,"['EAN Code: 40099226', 'Country Of Origin: India', 'Manufactured by: McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India', 'Best before 28-11-2023', '",-,-,-,-,-,"Potato, Potato Flakes, Mint Leaf Powder",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Smiles Crispy - Happy Potatoes, 750 g",McCain Smiles Crispy - Happy Potatoes 750 g,750 g,g,750 g,1,1,225,225,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['890600061701'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016983_1-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-2_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-3_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-4_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-5_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-6_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-7_4-mccain-smiles-crispy-happy-potatoes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '890600061701'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India'}]",-,-,-,-,-,"Potatoes (56%), Potato Flakes (18%), [Potato, Emulsifiers (E450 & E471), Antioxidant (INS 304, INS 223)], Edible Vegetable Oil, Corn Flour, Edible Common Salt.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Smiles Crispy - Happy Potatoes, 750 g",McCain Smiles Crispy - Happy Potatoes 750 g,750 g,g,750 g,1,1,225,225,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['890600061701'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016983_1-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-2_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-3_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-4_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-5_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-6_4-mccain-smiles-crispy-happy-potatoes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016983-7_4-mccain-smiles-crispy-happy-potatoes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '890600061701'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India'}]",-,-,-,-,-,"Potatoes (56%), Potato Flakes (18%), [Potato, Emulsifiers (E450 & E471), Antioxidant (INS 304, INS 223)], Edible Vegetable Oil, Corn Flour, Edible Common Salt.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Veggie - Nuggets, 325 g","McCain Veggie - Nuggets are sure to delight kids and adults alike. Serve it for friends at a party or at family get-togethers. Perfect to please just everyone. 
McCain Foods Ltd. is one of the world's largest producers of French Fries and Potato Specialities. Located in Florenceville, New Brunswick, Canada, McCain has grown to become a global leader in the frozen food industry. From Canada, across the world to Japan, from the tip of Argentina to suburbs in Australia, our tasty and convenient food products are served in restaurants and sold in retail stores; adding nutrition and flavour to family meals time after time.",325 g,g,325 g,1,1,150,150,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['890600611999'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016989_5-mccain-veggie-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016989-2_7-mccain-veggie-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016989-3_7-mccain-veggie-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016989-4_7-mccain-veggie-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016989-5_7-mccain-veggie-nuggets.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Preheat the oil in Kadhai/Wok (max temperature up to 175 c),
Take the product from the freezer, Fry Directly Do not Thaw,
Put the desired quantity gently in hot oil and deep fry for 3 minutes,
Seal & Keep the remaining product in the freezer.","['EAN Code: 890600611999', 'Country Of Origin: India', 'Manufactured by: McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India', 'Best before 28-11-2023', '",-,-,-,-,-,"Potatoes (45%), Vegetables (21%), [Carrot, Green Capsicum] Bread Crumbs (Wheat Flour, Yeast, Salt, Dextrose, Ascorbic Acid [E300]), Edible Vegetable Oil (Palmolein), Batter (Wheat Flour, Corn Starch, Corn Flour, Salt, Cmc [E466], Rice Flakes, Seasoning (Spices & Condiments, [Red Chilli, Cumin, Coriander, Fenugreek, Garlic, Onion, Turmeric, Mace Powder], Salt, Milk Solids, Malto Dextrin, Sugar, Anti Caking Agent Powder, Red Chilli, Lemon Powder.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Veggie Burger Patty, 360 g Pouch","Take a bite of your favourite burger without putting yourself through a drive-through. Just bring home this pack of McCain Burger Veggie Patties, a slice of nutritional vegetables in a tasty concoction. This pack of six will keep your burger craving satisfied for a long time!",360 g Pouch,g,360 g Pouch,1,1,135,121.5,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['890600061025'],-,https://datalabs.siva3.io/image/Eunimart_groceries_258181_8-mccain-veggie-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_258181-2_7-mccain-veggie-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_258181-3_7-mccain-veggie-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_258181-4_7-mccain-veggie-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_258181-5_7-mccain-veggie-burger-patty.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The patties need to be when they are not in use. You can defrost the number of patties you need in the microwave, or even fry, or bake. You can then place the patty between two slices of burger bread, layer with sliced tomatoes and onions, add a dollop of mayonnaise and cheese and take a big, delicious bite!","[{'EAN Code': '890600061025'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India'}]",-,-,-,-,-,"This pack of vegetable burger patties brings you six patties that is filled with protein and a smattering of carbohydrates.
In these patties, you will also find mashed potatoes, vegetables, spices and a crisp crust of bread crumbs.
These patties are also rich in trans fat.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,McCain,"McCain Veggie Fingers - Veggie Delight With Corn, Carrot & Peas, 400 g","McCain Veggie Fingers - Veggie Delight with Corn, Carrot & Peas. These Veggie fingers filled with corn, carrot and peas are a perfect delight for kids and adults alike. 
McCain Foods Ltd. is one of the world's largest producers of French Fries and Potato Specialities. Located in Florenceville, New Brunswick, Canada, McCain has grown to become a global leader in the frozen food industry. From Canada, across the world to Japan, from the tip of Argentina to suburbs in Australia, our tasty and convenient food products are served in restaurants and sold in retail stores; adding nutrition and flavour to family meals time after time.",400 g,g,400 g,1,1,155,130,"McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India",India,['8906000610923'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016992_5-mccain-veggie-fingers-veggie-delight-with-corn-carrot-peas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016992-2_8-mccain-veggie-fingers-veggie-delight-with-corn-carrot-peas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016992-3_8-mccain-veggie-fingers-veggie-delight-with-corn-carrot-peas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016992-4_8-mccain-veggie-fingers-veggie-delight-with-corn-carrot-peas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016992-5_8-mccain-veggie-fingers-veggie-delight-with-corn-carrot-peas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906000610923'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'McCain Foods India PVT LTD, SH - 41, P.O.Baliasan, Mehsana - 382732, Gujarat, India'}]",-,-,-,-,-,"Potato (47%), Vegetable (19%) [Carrot, Green Peas, Sweet Corns], Bread Crumb (Wheat Flour, Yeast, Edible Common Salt, Permitted Class Ii Preservatives [Ins 282], Antioxidants [Ins 300], Batter (Wheat Flour, Corn Strach, Corn Flour, Edible Common Salt, Thickener [Ins 466]), Rice Flakes, Corn Flour, Edible Common Salt, Spices And Condiments Parsley.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Burger, 500 g",Meatzza Breaded Chicken Burger are made from tender chicken meat which gives you tasty and juicy bite.,500 g,g,500 g,1,1,330,330,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['8904055900402'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40059416_4-meatzza-chicken-burger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059416-2_3-meatzza-chicken-burger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059416-3_3-meatzza-chicken-burger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059416-4_3-meatzza-chicken-burger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059416-5_2-meatzza-chicken-burger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904055900402', 'Manufactured & Marketed By:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Chicken Meat, Water, Predust , Breader, Vegetable Oil, Seasoning[ Bread Crumbs, Salt, Wheat Flour, Dehydrated Vegetables(Onion Powder, Garlic Powder), Spices & Condiments, Dextrose, Stabiliser INS-451(i), Yeast Extract, Permitted Flavour Enhancer INS-635, Permitted Anti Caking Agent INS-551], Potato Flakes, Soya Protein",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Finger, 500 g","Completely continental food and mostly used as a snack, the finished result is delicious and crispy in texture.
It's properly packed and frozen to ensure that it retains its taste and holds the crisp once fried.",500 g,g,500 g,1,1,355,319.5,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['8908053902932'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049530_7-meatzza-chicken-finger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049530-2_8-meatzza-chicken-finger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049530-3_8-meatzza-chicken-finger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049530-4_8-meatzza-chicken-finger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049530-5_465-meatzza-chicken-finger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908053902932', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless Chicken Meat, Water, Refined Palm Olein Oil, Bread Crumb, Iodised Salt, Yeast, Acidity Regulator, Isolated Soy Protein, Predust, Coriander Leaves, Sequestrant.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Jumbo Hot Dog, 500 g","Its a cooked sausage, traditionally grilled or steamed and favoured, served in a sliced bun as a sandwich.
Its properly packed and frozen to ensure that it retains its taste and aroma.
Should be Kept Frozen at or below -18C.",500 g,g,500 g,1,1,365,244.55,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['40049537'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049537_6-meatzza-chicken-jumbo-hot-dog.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049537-2_5-meatzza-chicken-jumbo-hot-dog.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049537-3_5-meatzza-chicken-jumbo-hot-dog.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049537-4_4-meatzza-chicken-jumbo-hot-dog.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40049537', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless chicken meat, Water ,Seasoning, Beet juice powder, Starch, anti oxidant, Dextrose, Iodised salt ,Wheat fiber, Soya protein, Colour fixative.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Malai Seekh Kebab, 500 g",Maeatzza Chicken Seekh Kebab are made from Tender Chicken Meat with Fresh Vegetable which gives you best taste.,500 g,g,500 g,1,1,375,375,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['40059422'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40059422_8-meatzza-chicken-malai-seekh-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059422-2_8-meatzza-chicken-malai-seekh-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059422-3_8-meatzza-chicken-malai-seekh-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059422-4_8-meatzza-chicken-malai-seekh-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059422-5_7-meatzza-chicken-malai-seekh-kebab.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40059422', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Chicken Meat, Milk Solids (Cream, Curd, Cheese), Soya Protein, Water, Fresh Vegetable(Garlic, Green Chili, Ginger, Coriander Leaves), Vegetable Oil, Starch, Iodised Salt, Gram Flour, Spices & Condiments, Vinegar, Kasuri Methi",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Meatball, 500 g",Maeatzza Chicken Meat Ball are made from Tender Chicken Meat with Fresh Vegetable which gives you best taste.,500 g,g,500 g,1,1,375,337.5,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['40059424'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40059424_5-meatzza-chicken-meatball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059424-2_6-meatzza-chicken-meatball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059424-3_6-meatzza-chicken-meatball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059424-4_5-meatzza-chicken-meatball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059424-5_5-meatzza-chicken-meatball.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40059424', 'Country of origin: India', 'Manufactured & Marketed by: DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Chicken Meat, Vegetable Oil, Water, Soya Protein, Iodised Salt, Onion, Garlic, Green Chili, Coriander leaves, Ginger, Seasoning[Spices & Condiments , Starch], Sequestrant INS-451 (I), Sugar, Anti Oxidant INS-316",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Nuggets, 500 g","Completely continental food and mostly used a snack, the finished result is delicious and crispy in texture.
It's properly packed and frozen to ensure that it retains its taste and holds the crisp once fried.",500 g,g,500 g,1,1,370,247.9,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['40049529'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049529_6-meatzza-chicken-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049529-2_5-meatzza-chicken-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049529-3_5-meatzza-chicken-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049529-4_5-meatzza-chicken-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049529-5_4-meatzza-chicken-nuggets.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40049529', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless chicken meat, Water ,Bread crumbs, Preservative, Yeast, Acidity Regulator, Refined palmolein oil, Pre dust, Yeast, Aciduty regulator.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Popcorn, 500 g","Completely continental food and mostly used as a snack, the finished result is delicious and crispy in texture.
It's properly packed and frozen to ensure that it retains its taste and holds the crisp once fried.",500 g,g,500 g,1,1,355,301.75,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['8904055901820'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049542_8-meatzza-chicken-popcorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049542-2_8-meatzza-chicken-popcorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049542-3_8-meatzza-chicken-popcorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049542-4_8-meatzza-chicken-popcorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049542-5_464-meatzza-chicken-popcorn.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904055901820', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless Chicken Meat, Water, Refined Palm Olein Oil, Bread Crumb, Iodised Salt, Yeast, Acidity Regulator, Isolated Soy Protein, Predust, Coriander Leaves, Sequestrant.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Salami Masala Slice, 250 g","Its fine cold cuts mostly eaten at the breakfast.
Mixture of freshly mixed poultry, spices and flavouring agents.
The Finished result is delicious and soft in texture.
It's properly packed and frozen to ensure that it retains its taste and aroma.",250 g,g,250 g,1,1,185,185,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['8900405590037'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049532_4-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-2_5-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-3_461-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-4_461-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-5_461-meatzza-chicken-salami-masala-slice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8900405590037', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless chicken meat, Water ,Bread crumbs, Preservative, Yeast, Acidity Regulator, Refined palmolein oil, Pre dust, Yeast, Aciduty regulator.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Meatzza,"Meatzza Chicken - Salami Masala Slice, 250 g","Its fine cold cuts mostly eaten at the breakfast.
Mixture of freshly mixed poultry, spices and flavouring agents.
The Finished result is delicious and soft in texture.
It's properly packed and frozen to ensure that it retains its taste and aroma.",250 g,g,250 g,1,1,185,185,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,['8900405590037'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049532_4-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-2_5-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-3_461-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-4_461-meatzza-chicken-salami-masala-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049532-5_461-meatzza-chicken-salami-masala-slice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8900405590037', 'Manufactured & Marketed by:DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501', 'Country of origin: India', 'FSSAI Number :', 'Best before 02-09-2023', '","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-,-,"Boneless chicken meat, Water ,Bread crumbs, Preservative, Yeast, Acidity Regulator, Refined palmolein oil, Pre dust, Yeast, Aciduty regulator.",-,-,-
