L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Freedom,"Freedom Refined Oil - Sunflower, 1 L Pouch","Freedom Refined Sunflower Oil is clear, light and low absorbing.
It is wealthy Vitamins D, A & E which makes it superior for your child's health.
It is a blend of monounsaturated and polyunsaturated fats with low saturated fat levels.",1 L Pouch,L Pouch,1 L Pouch,1,1,175,145,"Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA.",India,['89060635030055'],-,https://datalabs.siva3.io/image/Eunimart_groceries_271035_3-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271035-2_3-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271035-3_3-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271035-4_3-freedom-refined-oil-sunflower.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be used for culinary purpose.,"[{'EAN Code': '89060635030055'}, {'Manufactured & Marketed By': 'Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA.'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA.",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Freedom,"Freedom Refined Sunflower Oil - with Vitamins A, D & E, 1 L Bottle","Freedom Refined Sunflower Oil is clear, light and low absorbing. It is rich in Vitamins D, A & E which makes it superior for your child's health and growth.
It is a blend of mono-unsaturated and poly-unsaturated fats with low saturated fat levels making it a healthy choice over other regular oils.",1 L Bottle,L Bottle,1 L Bottle,1,1,190,161,"Gemini Edibles & Fats India Private Limited, Freedom House (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No. 5, Banjara Hills, Telangana, INDIA.",India,['8906033030567'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40129434_2-freedom-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129434-2_2-freedom-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129434-3_2-freedom-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129434-4_1-freedom-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129434-5_1-freedom-oil-sunflower.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be used for culinary purposes.,"['EAN Code:8906033030567', 'Country of origin: India', 'Manufacturer Name & Address: Gemini Edibles & Fats India Private Limited, Freedom House (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No. 5, Banjara Hills, Telangana, INDIA.', 'Best before__PSL__days from the date of delivery', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: ']",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Freedom,"Freedom Refined Sunflower Oil - with Vitamins A, D & E, 5 L Can","Freedom Refined Sunflower oil is light in appearance and taste and supplies more Vitamin E than some other vegetable oil.
It is a blend of polyunsaturated and monounsaturated fats with low saturated fat levels.
Its ideally for cooking.
Store in a cool & dry place away from direct sunlight.",5 L Can,L Can,5 L Can,1,1,900,748,"Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA",India,['5272850030239'],-,https://datalabs.siva3.io/image/Eunimart_groceries_271037_10-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271037-2_2-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271037-3_1-freedom-refined-oil-sunflower.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_271037-4_1-freedom-refined-oil-sunflower.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code:5272850030239', 'Manufactured & Marketed By: EAN Code:5272850030239', 'Manufactured & Marketed By:Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA', 'Country of origin:India', 'FSSAI Number :', 'Best before__PSL__days from the date of delivery', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ', '', 'Country of origin:India', 'FSSAI Number :', 'Best before__PSL__days from the date of delivery', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Freedom,"Freedom Rice Bran Oil Physically Refined, 1 L Pouch",With goodness of 10000+ppm oryzanol,1 L Pouch,L Pouch,1 L Pouch,1,1,180,147,"Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA.",India,['40060671'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40060671_6-freedom-rice-bran-oil-physically-refined.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40060671-2_6-freedom-rice-bran-oil-physically-refined.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40060671-3_4-freedom-rice-bran-oil-physically-refined.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40060671-4_4-freedom-rice-bran-oil-physically-refined.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40060671', 'Country of origin: India', 'Manufacturer Name & Address: Gemini Edibles & Fats India Private Limited, ""Freedom House"" (Opp SBI Executive Enclave), 8-2-334/70 & 71, Road No.5, Banjara Hills, Telangana, INDIA.', 'Best before 31-05-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GIOLLY,"GIOLLY Imported Olive Pomace Oil - Enriched With Vitamin A & D, Ideal For Cooking, 5 L Tin","Giolly brings you olive pomace oil that is made from the residue left after producing virgin olive oil. It has a neutral taste and aroma. The high oxidative stability in this oil is ideal for Indian cooking. It is a light oil with a neutral taste and flavour and is the most suitable oil for cooking. It has several health benefits. This cooking oil is used for deep frying, roasting, sauting and grilling.
Benefits
Main cooking grade oil
Suitable oil for all types of cuisines
Proven health benefits
Made from the finest selection of olives",5 L Tin,L Tin,5 L Tin,1,1,4399,1667,"BASSO FEDELE E FIGLI SRL, VIA NOCELLETO, 46, Z I, 83020, SAN MICHELE DI SERINO( AV) ITALY.",India,['8906130490020'],['10018051002346'],https://datalabs.siva3.io/image/Eunimart_groceries_40231445_1-giolly-imported-olive-pomace-oil-enriched-with-vitamin-a-d-ideal-for-cooking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231445-2_1-giolly-imported-olive-pomace-oil-enriched-with-vitamin-a-d-ideal-for-cooking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231445-3_1-giolly-imported-olive-pomace-oil-enriched-with-vitamin-a-d-ideal-for-cooking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231445-4_1-giolly-imported-olive-pomace-oil-enriched-with-vitamin-a-d-ideal-for-cooking.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906130490020', 'Country Of Origin: India', 'Manufacturer Name and Address:BASSO FEDELE E FIGLI SRL, VIA NOCELLETO, 46, Z I, 83020, SAN MICHELE DI SERINO( AV) ITALY.', 'FSSAI Number:10018051002346', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Imported Olive Pomace Oil (With Vitamin A and D).,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GKD'S Premium,"GKD'S Premium 100% Pure Coconut Oil - Natural & Healthy, Nourishes Hair & Skin, 100 ml Bottle","GKD'S Premium Pure Coconut Oil is made from the goodness of the highest quality fresh coconuts. It is a powerhouse of well-being and the epitome of goodness. It is attained by fresh meat of the mature coconut and not dried coconuts. We extract our oils from high-quality coconuts without adding any additional chemicals or harmful solvents. It is a natural superfood that is full of many minerals and nutrients. Our coconut oil is filled with healthy saturated fats, which work wonders for your heart, skin, hair and dental hygiene. It can be used in many ways.",100 ml Bottle,ml Bottle,100 ml Bottle,1,1,39,39,"Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.",India,['40268710'],['12720066000389'],https://datalabs.siva3.io/image/Eunimart_groceries_40268710_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-2_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-3_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-4_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-5_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-6_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-7_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-8_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-9_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-10_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid gently and use it for your cooking needs or skincare.
Close the lid tightly after use.","['EAN Code: 40268710', 'Country Of Origin: India', 'Manufacturer Name and Address: Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.', 'FSSAI Number:12720066000389', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Pure Coconut Oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GKD'S Premium,"GKD'S Premium 100% Pure Coconut Oil - Natural & Healthy, Nourishes Hair & Skin, 100 ml Bottle","GKD'S Premium Pure Coconut Oil is made from the goodness of the highest quality fresh coconuts. It is a powerhouse of well-being and the epitome of goodness. It is attained by fresh meat of the mature coconut and not dried coconuts. We extract our oils from high-quality coconuts without adding any additional chemicals or harmful solvents. It is a natural superfood that is full of many minerals and nutrients. Our coconut oil is filled with healthy saturated fats, which work wonders for your heart, skin, hair and dental hygiene. It can be used in many ways.",100 ml Bottle,ml Bottle,100 ml Bottle,1,1,39,39,"Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.",India,['40268710'],['12720066000389'],https://datalabs.siva3.io/image/Eunimart_groceries_40268710_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-2_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-3_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-4_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-5_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-6_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-7_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-8_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-9_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-10_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid gently and use it for your cooking needs or skincare.
Close the lid tightly after use.","['EAN Code: 40268710', 'Country Of Origin: India', 'Manufacturer Name and Address: Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.', 'FSSAI Number:12720066000389', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Pure Coconut Oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GKD'S Premium,"GKD'S Premium 100% Pure Coconut Oil - Natural & Healthy, Nourishes Hair & Skin, 100 ml Bottle","GKD'S Premium Pure Coconut Oil is made from the goodness of the highest quality fresh coconuts. It is a powerhouse of well-being and the epitome of goodness. It is attained by fresh meat of the mature coconut and not dried coconuts. We extract our oils from high-quality coconuts without adding any additional chemicals or harmful solvents. It is a natural superfood that is full of many minerals and nutrients. Our coconut oil is filled with healthy saturated fats, which work wonders for your heart, skin, hair and dental hygiene. It can be used in many ways.",100 ml Bottle,ml Bottle,100 ml Bottle,1,1,39,39,"Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.",India,['40268710'],['12720066000389'],https://datalabs.siva3.io/image/Eunimart_groceries_40268710_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-2_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-3_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-4_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-5_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-6_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-7_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-8_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-9_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-10_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid gently and use it for your cooking needs or skincare.
Close the lid tightly after use.","['EAN Code: 40268710', 'Country Of Origin: India', 'Manufacturer Name and Address: Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.', 'FSSAI Number:12720066000389', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Pure Coconut Oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GKD'S Premium,"GKD'S Premium 100% Pure Coconut Oil - Natural & Healthy, Nourishes Hair & Skin, 100 ml Bottle","GKD'S Premium Pure Coconut Oil is made from the goodness of the highest quality fresh coconuts. It is a powerhouse of well-being and the epitome of goodness. It is attained by fresh meat of the mature coconut and not dried coconuts. We extract our oils from high-quality coconuts without adding any additional chemicals or harmful solvents. It is a natural superfood that is full of many minerals and nutrients. Our coconut oil is filled with healthy saturated fats, which work wonders for your heart, skin, hair and dental hygiene. It can be used in many ways.",100 ml Bottle,ml Bottle,100 ml Bottle,1,1,39,39,"Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.",India,['40268710'],['12720066000389'],https://datalabs.siva3.io/image/Eunimart_groceries_40268710_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-2_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-3_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-4_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-5_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-6_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-7_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-8_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-9_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-10_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid gently and use it for your cooking needs or skincare.
Close the lid tightly after use.","['EAN Code: 40268710', 'Country Of Origin: India', 'Manufacturer Name and Address: Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.', 'FSSAI Number:12720066000389', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Pure Coconut Oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,GKD'S Premium,"GKD'S Premium 100% Pure Coconut Oil - Natural & Healthy, Nourishes Hair & Skin, 100 ml Bottle","GKD'S Premium Pure Coconut Oil is made from the goodness of the highest quality fresh coconuts. It is a powerhouse of well-being and the epitome of goodness. It is attained by fresh meat of the mature coconut and not dried coconuts. We extract our oils from high-quality coconuts without adding any additional chemicals or harmful solvents. It is a natural superfood that is full of many minerals and nutrients. Our coconut oil is filled with healthy saturated fats, which work wonders for your heart, skin, hair and dental hygiene. It can be used in many ways.",100 ml Bottle,ml Bottle,100 ml Bottle,1,1,39,39,"Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.",India,['40268710'],['12720066000389'],https://datalabs.siva3.io/image/Eunimart_groceries_40268710_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-2_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-3_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-4_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-5_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-6_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-7_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-8_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-9_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268710-10_1-gkds-premium-100-pure-coconut-oil-natural-healthy-nourishes-hair-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid gently and use it for your cooking needs or skincare.
Close the lid tightly after use.","['EAN Code: 40268710', 'Country Of Origin: India', 'Manufacturer Name and Address: Arboreal Bioinnovations Pvt. Ltd. Biotech Park, Sector G Jankipuram, Arboreal Bioinnovations Private Limited Lucknow Uttar Pradesh 226021 India.', 'FSSAI Number:12720066000389', 'Best before __PSL__ days from the delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ']",-,-,-,-,Pure Coconut Oil.,-,-,-
