L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredient,Specification,About
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Car Vent Air Freshener Kit - Click Gel, Rich Irish Cocktail, Spill Proof, Lasts 60 Days, 10 g (Starter + Refill)","Introducing the versatile Godrej aer twist car freshener. Its unique easy twist mechanism is designed to make sure your car is fragrant, whenever you want it to be and also lets you control fragrance intensity. Powered by Clever gel technology, Godrej aer twist is completely spill-proof and keeps your car fragrant for up to 60 days. So go on and take those bumpy roads head-on without any worries. It comes in 6 variants: Musk After Smoke, Petal Crush Pink, Fresh Lush Green, Bright Tangy Delight, Cool Surf Blue and Rich Irish Cocktail, so you can pick one that delights you the most or pick the one that blends in with your car interiors.",10 g (Starter + Refill),g,10 g (Starter + Refill),1,1,299,239.2,Godrej Consumer Products Limited,India,['40062828'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40062828_5-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-2_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-3_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-4_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-5_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40062828', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Car Vent Air Freshener Kit - Click Gel, Rich Irish Cocktail, Spill Proof, Lasts 60 Days, 10 g (Starter + Refill)","Introducing the versatile Godrej aer twist car freshener. Its unique easy twist mechanism is designed to make sure your car is fragrant, whenever you want it to be and also lets you control fragrance intensity. Powered by Clever gel technology, Godrej aer twist is completely spill-proof and keeps your car fragrant for up to 60 days. So go on and take those bumpy roads head-on without any worries. It comes in 6 variants: Musk After Smoke, Petal Crush Pink, Fresh Lush Green, Bright Tangy Delight, Cool Surf Blue and Rich Irish Cocktail, so you can pick one that delights you the most or pick the one that blends in with your car interiors.",10 g (Starter + Refill),g,10 g (Starter + Refill),1,1,299,239.2,Godrej Consumer Products Limited,India,['40062828'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40062828_5-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-2_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-3_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-4_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062828-5_1-godrej-aer-click-gel-car-vent-air-freshener-kit-rich-irish-cocktail.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40062828', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Click Gel - Car Vent Air Freshener Kit, Cool Surf Blue, 10 g","Cool Surf Blue This fragrance is inspired by the smooth sea breeze flowing over coral reefs in Mauritius. It just can't get breezier than this. Godrej aer click refill pack Introducing Godrej aer click refill pack, designed to fit effortlessly into Godrej aer click air fragrance diffuser. Powered by our unique clever gel technology, each refill pack is completely spilt proof and lasts up to 60 days. The modular design of Godrej aer click, enables you to simply replace the refill pack, whenever you need to, ensuring savings with every refill.",10 g,g,10 g,1,1,299,239.2,Godrej Consumer Products Limited,India,['8901157045024'],-,https://datalabs.siva3.io/image/Eunimart_groceries_567460_9-godrej-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567460-2_5-godrej-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567460-3_1-godrej-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567460-4_1-godrej-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567460-5_1-godrej-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901157045024', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Click Gel - Car Vent Air Freshener Kit, Fresh Lush Green, 10 g (Refill Pack)","Fresh Lush Green When was the last time you walked on fresh green grass? Or wandered in lavender fields? Plug this fragrance in and you might even hear birds chirping! Godrej aer Click Meet the versatile Godrej aer click. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's easy to use. The easy click mechanism of this car freshener is designed to make sure your car is fragrant, whenever you want it to be.",10 g (Refill Pack),g,10 g (Refill Pack),1,1,299,239.2,Godrej Consumer Products Limited,India,['8901157045017'],-,https://datalabs.siva3.io/image/Eunimart_groceries_567459_13-godrej-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567459-2_3-godrej-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567459-3_1-godrej-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567459-4_1-godrej-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567459-5_1-godrej-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901157045017', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Twist Gel - Car Air Freshener, Cool Surf Blue, 45 g","Cool Surf Blue A fragrance inspired by the smooth sea breeze flowing over coral reefs in Mauritius. It just can't get breezier than this. Godrej aer twist Introducing the versatile Godrej aer twist. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's the ease of use. A car air freshener, that's exquisitely designed to sit on and adorn your car dashboard. You can put it in your cup holder too, just in case you want it to be hidden.",45 g,g,45 g,1,1,399,319.2,Godrej Consumer Products Limited,India,['100567466'],-,https://datalabs.siva3.io/image/Eunimart_groceries_567466_6-godrej-aer-twist-gel-car-air-freshener-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567466-2_1-godrej-aer-twist-gel-car-air-freshener-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567466-3_1-godrej-aer-twist-gel-car-air-freshener-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567466-4_1-godrej-aer-twist-gel-car-air-freshener-cool-surf-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567466-5_1-godrej-aer-twist-gel-car-air-freshener-cool-surf-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '100567466'}, {'Country of origin': 'India'}, {'Manufacturered & Marketed by': 'Godrej Consumer Products Limited'}]",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Twist Gel - Car Air Freshener, Fresh Lush Green, 45 g","Fresh Lush Green When was the last time you walked on fresh green grass? Or wandered in lavender fields? Plug this fragrance in and you might even hear birds chirping! Godrej aer twist Introducing the versatile Godrej aer twist. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's ease of use.",45 g,g,45 g,1,1,399,319.2,"Godrej Consumer Products Ltd., Shed No. A3, A4 & A8 Part, Mini Industrial Estate, Kalapahar, Guwahati, Assam ‚¬‚œ 781016.",India,['8901157045079'],-,https://datalabs.siva3.io/image/Eunimart_groceries_567465_7-godrej-aer-twist-gel-car-air-freshener-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567465-2_1-godrej-aer-twist-gel-car-air-freshener-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567465-3_1-godrej-aer-twist-gel-car-air-freshener-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567465-4_1-godrej-aer-twist-gel-car-air-freshener-fresh-lush-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567465-5_1-godrej-aer-twist-gel-car-air-freshener-fresh-lush-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901157045079', 'Country of origin: India', 'Marketed By: GODREJ CONSUMER PRODUCTS LTD', '",GODREJ CONSUMER PRODUCTS LTD,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Twist Gel - Car Air Freshener, Petal Crush Pink, 45 g","Petal Crush Pink Life is not a bed of roses. But it can smell like one right? Here's a fragrance that is as fresh as it is romantic. Godrej aer twist Introducing the versatile Godrej aer twist. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's the ease of use. A car air freshener, that's exquisitely designed to sit on and adorn your car dashboard. You can put it in your cup holder too, just in case you want it to be hidden.",45 g,g,45 g,1,1,399,319.2,Godrej Consumer Products Limited,India,['8901157045062'],-,https://datalabs.siva3.io/image/Eunimart_groceries_567464_9-godrej-aer-twist-gel-car-air-freshener-petal-crush-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567464-2_1-godrej-aer-twist-gel-car-air-freshener-petal-crush-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567464-3_1-godrej-aer-twist-gel-car-air-freshener-petal-crush-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567464-4_1-godrej-aer-twist-gel-car-air-freshener-petal-crush-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_567464-5_1-godrej-aer-twist-gel-car-air-freshener-petal-crush-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901157045062', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Godrej Aer,"Godrej Aer Twist Gel - Car Air Freshener, Rich Irish Cocktail, 45 g","Rich Irish Cocktail The royal members of our family are here. Their fragrance is inspired by fresh iris flowers from the lush gardens of Ireland. They look and smell berry. Berry Royal. Godrej aer twist Introducing the versatile Godrej aer twist. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's the ease of use. A car air freshener, that's exquisitely designed to sit on and adorn your car dashboard. You can put it in your cup holder too, just in case you want it to be hidden. The unique easy twist mechanism of our car fragrance diffuser is designed to make sure your car is fragrant, whenever you want it to be and also lets you control fragrance intensity.",45 g,g,45 g,1,1,399,319.2,Godrej Consumer Products Limited,India,['890102301480'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40062827_5-godrej-aer-twist-gel-car-air-freshener-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062827-2_1-godrej-aer-twist-gel-car-air-freshener-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062827-3_1-godrej-aer-twist-gel-car-air-freshener-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062827-4_1-godrej-aer-twist-gel-car-air-freshener-rich-irish-cocktail.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40062827-5_1-godrej-aer-twist-gel-car-air-freshener-rich-irish-cocktail.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 890102301480', 'Country of origin: India', 'Manufacturered & Marketed by: Godrej Consumer Products Limited', 'Best before __PSL__ days from the date of delivery', '",Godrej Consumer Products Limited,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Good Home,"Good Home Aroma Perfumed Air Freshener - Scented Rose, Upto 30 Days, Long-lasting Freshness, 10 g","With Good Homes Air Freshener, welcome the sweet explosion of vibrant roses to your home. Hang it up and fall into an alluring bed of roses. It is the first brand in India with international fragrances with mvt technology which makes the inner pouch water-resistant. This product is made from good quality material.",10 g,g,10 g,1,1,50,40,"TTK Healthcare, No 6, Cathedral Road,Chennai ‚“ 600086.",India,['8902618013057'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246111_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246111-2_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246111-3_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246111-4_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246111-5_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246111-6_1-good-home-aroma-perfumed-air-freshener-scented-rose-upto-30-days-long-lasting-freshness.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1.Good fragrance
2.Freshens up the mood
3.Aromatic
4.Not harmful for health","1.Tear the pouch.
2.Pull out Good Home AROMA pack.
3. Hang it at the desired place.","[{'EAN Code': '8902618013057'}, {'Manufacturer Name & Marketed by ': 'TTK Healthcare, No 6, Cathedral Road,Chennai ‚\x80\x93 600086.'}, {'Country of Origin': 'India'}]","TTK Healthcare, No 6, Cathedral Road,Chennai ‚“ 600086.",-,-,-,-,-,"1. Brand :- GOOD HOME.
2. Type :- Air Freshener.
3. Weight :- 10g.
5. Package content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,IRIS,"IRIS Car Spray - Calming Lavender Fragrance, 100 ml","Car sprays are made of aromatic oils that contain the natural essences of fragrance. Spritz them in the interiors of your car before a long drive. Refresh the air in your car by using the car spray as and when required. Give your car a refreshing atmosphere with the Lavender Mist Car Spray from IRIS. It comes with handy packaging and is a great way to keep your car odour-free. The aroma mesmerizes and relaxes your body, physically and emotionally, giving you peace of mind for a long drive.",100 ml,ml,100 ml,1,1,250,250,"N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",India,['40251863'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251863_2-iris-car-fragrance-spray-lavender-mist-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251863-2_2-iris-car-fragrance-spray-lavender-mist-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251863-3_1-iris-car-fragrance-spray-lavender-mist-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251863-4_1-iris-car-fragrance-spray-lavender-mist-refreshing-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Refreshes your mind and body.
Creates a sensual atmosphere.
Helps in concentration.",These are used as an interior accessory bringing a fresh atmosphere to your car.,"['EAN Code: 40251863', 'Manufacturer Name & Marketed by : N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004', 'Country of Origin: India', 'Best before __PSL__ days from the delivery date', '","N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",-,-,-,-,-,"Brand:- IRIS
Type:- Car Spray
Material:- Oil
Colour:- Multicolour
Dimensions:- 15 X 10 X 10 cm
Weight:- 100 ml",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,IRIS,"IRIS Car Spray - Cool Ocean Dream Fragrance, 100 ml","Car sprays are made of aromatic oils that contain the natural essences of fragrance. Just spritz them in the interiors of your car before a long drive. Refresh the air in your car by using the car spray as and when required. Give your car a cool and minty atmosphere with the Ocean Dream Car Spray from IRIS. It comes with handy packaging and is a great way to keep your car odour-free. The aroma mesmerizes and relaxes your body, physically and emotionally, giving you peace of mind for a long drive. A subtle wisp of fragrance inspires a calm and joyous drive.",100 ml,ml,100 ml,1,1,250,250,"N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",India,['8903664042572'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251861_2-iris-car-fragrance-spray-ocean-dream-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251861-2_2-iris-car-fragrance-spray-ocean-dream-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251861-3_1-iris-car-fragrance-spray-ocean-dream-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251861-4_1-iris-car-fragrance-spray-ocean-dream-refreshing-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Refreshes your mind and body.
Creates a sensual atmosphere.
Helps in concentration.",These are used as an interior accessory bringing a fresh atmosphere to your car.,"['EAN Code: 8903664042572', 'Manufacturer Name & Marketed by : N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004', 'Country of Origin: India', 'Best before __PSL__ days from the delivery date', '","N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",-,-,-,-,-,"Brand:- IRIS
Type:- Car Spray
Material:- Oil
Colour:- Multicolour
Dimensions:- 17 x 4 x 4 cm
Weight:- 100 ml",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,IRIS,"IRIS Car Spray - Refreshing Citric Tango Fragrance, 100 ml","Car sprays are made of aromatic oils that contain the natural essences of fragrance. Spritz them in the interiors of your car before a long drive. Refresh the air in your car by using the car spray as and when required. Give your car a tangy and fruity atmosphere with the Citric Tango Car Spray from IRIS. It comes with handy packaging and is a great way to keep your car odour-free. The aroma mesmerizes and relaxes your body, physically and emotionally, giving you peace of mind for a long drive.",100 ml,ml,100 ml,1,1,250,250,"N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",India,['8903664050577'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251864_2-iris-car-fragrance-spray-citric-tango-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251864-2_2-iris-car-fragrance-spray-citric-tango-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251864-3_1-iris-car-fragrance-spray-citric-tango-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251864-4_1-iris-car-fragrance-spray-citric-tango-refreshing-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Refreshes your mind and body.
Creates a sensual atmosphere.
Helps in concentration.",These are used as an interior accessory bringing a fresh atmosphere to your car.,"['EAN Code: 8903664050577', 'Manufacturer Name & Marketed by : N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004', 'Country of Origin: India', 'Best before __PSL__ days from the delivery date', '","N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",-,-,-,-,-,"Brand:- IRIS
Type:- Car Spray
Material:- Oil
Colour:- Multicolour
Dimensions:- 15 X 10 X 10 cm
Weight:- 100 ml",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,IRIS,"IRIS Car Spray - Soothing Sandal Fragrance, 100 ml","Car sprays are made of aromatic oils that contain the natural essences of fragrance. Just spritz them in the interiors of your car before a long drive. Refresh the air in your car by using the car spray as and when required. Give your car a divine woody atmosphere with the Sandal Car Spray from IRIS. It comes with handy packaging and is a great way to keep your car odour-free. The aroma mesmerizes and relaxes your body, physically and emotionally, giving you peace of mind for a long drive. A subtle wisp of fragrance to inspire a calm and joyous drive",100 ml,ml,100 ml,1,1,250,250,"N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",India,['8903664042565'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251862_2-iris-car-fragrance-spray-sandal-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251862-2_2-iris-car-fragrance-spray-sandal-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251862-3_2-iris-car-fragrance-spray-sandal-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251862-4_2-iris-car-fragrance-spray-sandal-refreshing-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251862-5_2-iris-car-fragrance-spray-sandal-refreshing-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Refreshes your mind and body.
Creates a sensual atmosphere.
Helps in concentration.",These are used as an interior accessory bringing a fresh atmosphere to your car.,"['EAN Code: 8903664042565', 'Manufacturer Name & Marketed by : N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004', 'Country of Origin: India', 'Best before __PSL__ days from the delivery date', '","N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",-,-,-,-,-,"Brand:- IRIS
Type:- Car spray
Material:- Oil
Colour:- Brown
Dimensions:- 0.43 x 1.6 x 0.43 cm
Weight:- 100 ml",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,IRIS,"IRIS Celeste Vaporizer Oil - Tangerine, Fresh, Citrusy & Pleasant Fragrance, 500 ml","The tangerine fragrance casts a fresh, floral and citrusy smell to rejuvenate your surroundings. It boosts your mood and reduces anxiety and stress. The citrusy fragrance of tangerine recalls the wonder of a beautiful orchard, is the perfect way to deodorize your car and room.",500 ml,ml,500 ml,1,1,275,275,"N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",India,['8903664052939'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40251883_1-iris-celeste-vaporizer-oil-tangerine-fresh-citrusy-pleasant-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251883-2_1-iris-celeste-vaporizer-oil-tangerine-fresh-citrusy-pleasant-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251883-3_1-iris-celeste-vaporizer-oil-tangerine-fresh-citrusy-pleasant-fragrance.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40251883-4_1-iris-celeste-vaporizer-oil-tangerine-fresh-citrusy-pleasant-fragrance.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Refreshes your mind and body.
Creates a sensual atmosphere.
Helps in concentration.",These are used as an interior accessory bringing a fresh atmosphere to your car.,"['EAN Code: 8903664052939', 'Manufacturer Name & Marketed by : N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004', 'Country of Origin: India', 'Best before __PSL__ days from the delivery date', '","N Ranga Rao & Sons Pvt Ltd,1553, Vani Villas Road, Mysore 570004",-,-,-,-,-,"Brand:- IRIS
Type:- Car Spray
Material:- Oil
Colour:- NA
Dimensions:- 4 x 4 x 17 cm
Weight:- 500 Grams",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Kiwi,"Kiwi 2 In 1 Shoe Brush, 1 pc","Buffs shoes to a brilliant shine
Top-quality brush made of soft, nylon bristles set in a sturdy handle",1 pc,pcs,1 pc,1,1,88,88,"Brillon Consumer Products Pvt. Ltd. (Formerly SC Johnson) 68, Sector 44 Rd, Kanhai Colony, Sector 44, Gurugram, Haryana 122003",India,['8906006432482'],-,https://datalabs.siva3.io/image/Eunimart_groceries_6534_5-kiwi-2-in-1-shoe-brush.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6534-2_1-kiwi-2-in-1-shoe-brush.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be used to remove excess dirt from the shoes.,"[{'EAN Code': '8906006432482'}, {'Manufacturer Name & Marketed by ': 'Brillon Consumer Products Pvt. Ltd. (Formerly SC Johnson) 68, Sector 44 Rd, Kanhai Colony, Sector 44, Gurugram, Haryana 122003'}, {'Country of Origin': 'India'}]","Brillon Consumer Products Pvt. Ltd. (Formerly SC Johnson) 68, Sector 44 Rd, Kanhai Colony, Sector 44, Gurugram, Haryana 122003",-,-,-,-,-,-,-
