L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,Package Contains,About
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Halwa Craft,"Halwa Craft Halwa - Anjeer Multigrain, 100 g","Never-seen-before Anjeer/Fig Multigrain Halwa made in a base of 4 healthy grains (Ragi, Jowar, Bajra, Wheat) with fig chunks. It has the perfect texture and a blend of flavours! Our Anjeer Multigrain Halwa is rich in dietary fibre and is a healthy dessert/snack for adults and even children, ideal for fig lovers. No added preservatives or colours or flavours. Our sterilized packaging ensures a very high shelf life. Packaged in a convenient cup with a spoon provided. We have used a special microwave-safe cup - open seal and heat for 20 seconds in the microwave, or heat the contents on the stove.",100 g,g,100 g,1,1,149,149,"M-52 MIDC Taloja, Navi Mumbai - 410208, Maharashtra.",India,['8908015907005'],['11520004000270'],https://datalabs.siva3.io/image/Eunimart_groceries_40216019_1-halwa-craft-halwa-anjeer-multigrain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216019-2_3-halwa-craft-halwa-anjeer-multigrain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216019-3_3-halwa-craft-halwa-anjeer-multigrain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216019-4_3-halwa-craft-halwa-anjeer-multigrain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216019-5_3-halwa-craft-halwa-anjeer-multigrain.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open seal, microwave for 20 seconds or heat on the stove.
Refrigerate after opening and consume within 2 days.","['EAN Code: 8908015907005', 'Country Of Origin: India', 'FSSAI No: 11520004000270', 'Manufactured by: M-52 MIDC Taloja, Navi Mumbai - 410208, Maharashtra.', 'Marketed by: 44th Floor, A4402, Lodha Parkside, Pandurang Budhkar Marg, The Park, Worli, Mumbai, Maharashtra, India, 400018', 'Best Before 01-07-2023', '","44th Floor, A4402, Lodha Parkside, Pandurang Budhkar Marg, The Park, Worli, Mumbai, Maharashtra, India, 400018",-,-,-,"Milk, Sugar, Water, Ghee, Grain Flours (Ragi, Bajra, Jowar, Wheat), Dried Fig, Suji",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Halwa Craft,"Halwa Craft Halwa - Coffee Walnut, 100 g","Never-seen-before Coffee Walnut Halwa made with a base of Chilean walnuts and pure desi ghee, giving a truly premium experience. It has the perfect texture and blend of flavours of Coffee and Walnuts. Our Coffee Walnut Halwa is high on protein and is gluten-free. Its a healthy dessert / snack, ideal for coffee lovers. No added preservatives or colours. Our sterilized packaging ensures a very high shelf life. Packaged in a convenient cup with a spoon provided. We have used a special microwave-safe cup - open seal and heat for 20 seconds in the microwave, or heat the contents on the stove.",100 g,g,100 g,1,1,199,199,"M-52 MIDC Taloja, Navi Mumbai - 410208, Maharashtra.",India,['40216017'],['11520004000270'],https://datalabs.siva3.io/image/Eunimart_groceries_40216017_3-halwa-craft-halwa-coffee-walnut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216017-2_3-halwa-craft-halwa-coffee-walnut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216017-3_3-halwa-craft-halwa-coffee-walnut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216017-4_3-halwa-craft-halwa-coffee-walnut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216017-5_3-halwa-craft-halwa-coffee-walnut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open seal, microwave for 20 seconds or heat on the stove.
Refrigerate after opening and consume within 2 days.","['EAN Code: 40216017', 'Country Of Origin: India', 'FSSAI No: 11520004000270', 'Manufactured by: M-52 MIDC Taloja, Navi Mumbai - 410208, Maharashtra.', 'Marketed by: 44th Floor, A4402, Lodha Parkside, Pandurang Budhkar Marg, The Park, Worli, Mumbai, Maharashtra, India, 400018', 'Best Before 01-07-2023', '","44th Floor, A4402, Lodha Parkside, Pandurang Budhkar Marg, The Park, Worli, Mumbai, Maharashtra, India, 400018",-,-,-,"Walnuts, Water, Sugar, Milk, Ghee, Coffee Powder",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Harshaman,"Harshaman Besan Ladoo, 200 g Box",Harshaman Besan Ladoo is a dish that instantly brings up memories of being pampered and fed by your grandmother in your childhood days. This delicious and healthy dessert is perfect to serve/relish during festivals and special occasions.,200 g Box,g,200 g Box,1,1,150,135,"Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",India,['40183144'],['11519034000461'],https://datalabs.siva3.io/image/Eunimart_groceries_40183144_5-harshaman-besan-ladoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183144-2_8-harshaman-besan-ladoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183144-3_8-harshaman-besan-ladoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183144-4_8-harshaman-besan-ladoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183144-5_8-harshaman-besan-ladoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183144-6_1-harshaman-besan-ladoo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40183144', 'Country of origin: India', 'FSSAI Number: 11519034000461', 'Manufactured & Marketed by: Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047', 'Best before 17-04-2023', '","Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",-,-,-,"Chana Dal(Gramme), Sugar, Ghee, Cardamom",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Harshaman,"Harshaman Ragi Ladoo - Ragi Malt With Jaggery, Organic, 500 g","Harshaman's Ragi Ladoo are ideal as snacks from kids to old ages, Also, with high nutritious all-time favourite breakfast and pre-workout snacks. As Ragi is a rich source of calcium and iron, also High in protein.
Recommended By leading dietitians, nutritionists and doctors.
100% Organic Ragi,
No Preservative,
No Chemical Added.
Nutrition on Point: Ragi is a rich source of calcium and iron, high in proteins, a healthy source of energy.",500 g,g,500 g,1,1,700,700,"Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",India,['40198734'],['11519034000461'],https://datalabs.siva3.io/image/Eunimart_groceries_40198734_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198734-2_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198734-3_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198734-4_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198734-5_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198734-6_1-harshaman-ragi-ladoo-ragi-malt-with-jaggery-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40198734', 'FSSAI Number: 11519034000461', 'Manufactured & Marketed By: Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047', 'Country of Origin: India', 'Best Before 02-09-2023', '","Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",-,-,-,"Ragi-Malt /I.E, Sprouted Ragi Flour(100% Organic Ragi), Jaggery Green Cardamom, Ghee,
*No Added Colour Or Flavour.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Harshaman,"Harshaman Ragi Ladoo With Sugar, 500 g","Harshaman's Ragi Ladoo are ideal as snacks for all age groups from kids to old age, Also, with high nutritious all-time favourite breakfast and pre-workout snacks. Ragi is a rich source of calcium and iron, also high in protein.
Recommended By leading dietitians, nutritionists and doctors.
100% Organic Ragi,
No Preservative,
No Chemical Added.
Nutrition on point: ragi is a rich source of calcium and iron, high in proteins, a healthy source of energy.",500 g,g,500 g,1,1,600,600,"Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",India,['8906033720927'],['11519034000461'],https://datalabs.siva3.io/image/Eunimart_groceries_40198732_1-harshaman-ragi-ladoo-with-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198732-2_1-harshaman-ragi-ladoo-with-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198732-3_1-harshaman-ragi-ladoo-with-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198732-4_1-harshaman-ragi-ladoo-with-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198732-5_1-harshaman-ragi-ladoo-with-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40198732-6_1-harshaman-ragi-ladoo-with-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906033720927', 'FSSAI Number: 11519034000461', 'Manufactured & Marketed By: Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047', 'Country of Origin: India', 'Best Before 02-09-2023', '","Ruchi Food Products, H.No.160, Grampanchayat Road (Main Road), Near Vithhal Mandir, Lohagaon, Pune 411047",-,-,-,"Ragi-Malt / I.E, Sprouted Ragi Flour(100% Organic Ragi), Sugar, Green Cardamom, Ghee,
*No Added Color Or Flavour.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig B12 Flaxseed Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Flaxseeds, which are highly nutritious, fibre-rich loaded with antioxidants, and a plant-based super snack.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855338'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288099_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-2_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-3_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-4_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-5_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-6_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-7_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
Store in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep it in an airtight container.","['EAN Code: 670087855338', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 17-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Flaxseed Grounded, Til (White Sesame), Groundnut Powder, Palm Jaggery, Organic Jaggery, Ghee, Cashew",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig B12 Flaxseed Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Flaxseeds, which are highly nutritious, fibre-rich loaded with antioxidants, and a plant-based super snack.
Fresh Snacks - Natural and Healthy 
Plant Protein
No-MSG
Kids Friendly
No added preservatives, colours or chemicals
No Added Sugar
Perfect midnight snack for your chill scene or an add-on to your daily diet or the munchies to your boring food taste as a side portion.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855338'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288099_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-2_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-3_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-4_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-5_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-6_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288099-7_2-healthy-dig-organic-flaxseed-b12-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
Store in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep it in an airtight container.","['EAN Code: 670087855338', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 18-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Flaxseed Grounded, Til (White Sesame), Groundnut Powder, Palm Jaggery, Organic Jaggery, Ghee, Cashew",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig Sattu Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Chickpeas, which are highly nutritious, fibre rich loaded with antioxidants, plant-based super snack.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855314'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288122_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-2_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-3_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-4_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-5_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-6_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-7_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-8_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
 tore in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep it in an airtight container","['EAN Code: 670087855314', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 17-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Sattu, Jaggery Powder, Badam Powder, Kopra (Dry Coconut ), Ghee, Elaichi (Cardamom)",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig Sattu Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Chickpeas, which are highly nutritious, fibre rich loaded with antioxidants, plant-based super snack.
Fresh Snacks - Natural and Healthy 
Plant Protein
No-MSG 
Kids Friendly
No added preservatives, colours or chemicals 
No Added Sugar
Perfect midnight snack for your chill scene or an add-on to your daily diet or the munchies to your boring food taste as a side portion.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855314'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288122_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-2_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-3_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-4_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-5_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-6_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-7_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288122-8_2-healthy-dig-organic-sattu-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
 tore in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep it in an airtight container","['EAN Code: 670087855314', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 18-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Sattu, Jaggery Powder, Badam Powder, Kopra (Dry Coconut ), Ghee, Elaichi (Cardamom)",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig Sprouted Ragi Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Millets, which are highly nutritious, fibre-rich loaded with antioxidants, and plant-based super snack.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855307'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288123_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-2_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-3_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-4_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-5_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-6_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
Store in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep in an airtight container.","['EAN Code: 670087855307', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 17-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Sprouted Ragi, Sprouted Green Gram, Jaggery, Ghee, Cashew Powder, Elaichi (cardamom)",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Healthy Dig,"Healthy Dig Sprouted Ragi Laddu, 180 g Box","Healthy Dig is a humble initiative to introduce delicious yet healthy snacking alternatives to our valued buyers! Made with quality ingredients, crunchy and healthy, especially for you. We only use high-quality ingredients and our snacks are perfect for every occasion Made with Millets, which are highly nutritious, fibre-rich loaded with antioxidants, and plant-based super snack.
Fresh Snacks - Natural and Healthy 
Plant Protein, No-MSG 
Kids Friendly
No added preservatives, colours or chemicals
No Added Sugar
Perfect midnight snack for your chill scene or an add-on to your daily diet or the munchies to your bland food taste as a side portion.",180 g Box,g,180 g Box,1,1,199,159.2,"Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",India,['670087855307'],['11222302001711'],https://datalabs.siva3.io/image/Eunimart_groceries_40288123_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-2_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-3_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-4_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-5_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288123-6_2-healthy-dig-organic-sprouted-ragi-laddu-wholesome-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat whole grain snack.
Store in a cool, dry and hygienic place. Keep away from direct sunlight. Once opened, keep in an airtight container.","['EAN Code: 670087855307', 'FSSAI No: 11222302001711', 'Manufactured & Marketed by: Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076', 'Country of origin: India', 'Best before 18-04-2023', '","Kalp Initiatives Private Limited, #G9, Building No 44 1 17 Singh Layout, Arekere BENGALURU KARNATAKA India 560076",-,-,-,-,"Sprouted Ragi, Sprouted Green Gram, Jaggery, Ghee, Cashew Powder, Elaichi (cardamom)",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Heritage,"Heritage Rasgulla - Made From Pure Cow Milk, Sweet Temptation, Soft, Sponge, 1 kg Tin","Heritage brings to you Rasgulla the age-old popular dessert from Kolkatta. Rasgulla, Rasagola or Roshogolla is a syrupy dessert, it is small ball-shaped dumplings. It is made of chhena and semolina dough that is cooked in light syrup made of sugar. This soft, spongy and juicy dessert is sweet in taste. It just melts in your mouth and has a unique taste that you can't get enough. It is high in calcium and vitamin D. Enjoy this delicious rosogolla after meal with your loved ones.",1 kg Tin,kg,1 kg Tin,1,1,349,261.75,Heritage,India,['8904089993364'],1.00E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40268422_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-2_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-3_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-4_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-5_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-6_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-7_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268422-8_1-heritage-rasgulla-made-from-pure-cow-milk-sweet-temptation-soft-sponge.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with natural ingredients.
2. Hygienically packed and safe to consume.
3. It is high in calcium and vitamin D.
4. It is great after meal.",Just open and eat.,"['EAN Code: 8904089993364', 'Manufactured Name & Marketed By Gate No..88/1B,Nandur Village,Tal-Daund,Pune,Maharastra-412202.6-3-541/C | Panjagutta | Hyderabad |Telangana State | India - 500 082.', 'Fssai:10014047000258', 'Country of Origin: India', 'Best before 02-05-2023', '",-,-,-,-,-,-,-,-,-
