L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Parmesan Cheese Snack Sticks - Irresistible & Appetizing Snack, 100 g","Never say no to cheese! What could be an ideal snack than Fresho Signature's Parmesan Cheese Snack Sticks? We also know these as pencil-sized dipping sticks. These are made of dry-baked bread and parmesan cheese that is crisp and tasty enough to eat on their own. You can enjoy the taste of these yummy breadsticks with exotic thick dips like hummus, soft cheese, guacamole, and more.",100 g,g,100 g,1,1,95,85,"Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104",India,['40129889'],"['10015043001314,10018022008102,10020043003172']",https://datalabs.siva3.io/image/Eunimart_groceries_40129889_6-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-2_6-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-3_4-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-4_3-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-5_3-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-6_3-fresho-signature-snack-sticks-parmesan-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129889-7_2-fresho-signature-snack-sticks-parmesan-cheese.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"[{'EAN Code': '40129889'}, {'FSSAI Number': '10015043001314, 10018022008102, 10020043003172'}, {'Manufacturer Name & ': 'Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104'}, {'Marketed by': 'Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016'}, {'Country of Origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016",-,-,"Refined Wheat flour, Parmesan cheese, Edible vegetable fat, Iodised salt, Sugar and Gluten."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Pizza Snack Sticks - Delicate & Appetizing Snack, 100 g","Fresho Signature's Pizza Snack Sticks taste as yummy as the name sounds. We also know these as pencil-sized dipping sticks. These are made of dry-baked bread and the goodness of palak that is crisp and tasty enough to eat on their own. You can enjoy the taste of these yummy breadsticks with exotic thick dips like hummus, soft cheese, guacamole, and more. These breadsticks are primarily used as salty snacks; however, you can add your creativity to them and make a sweet snack, too, using jams or melted chocolate. It can be served with soup too as a fantastic snack during a casual party. Fresho Signature brings you tasty meals with these Bread Sticks-Palak.",100 g,g,100 g,1,1,119,85,"Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104",India,['40129888'],"['10015043001314,10018022008102,10020043003172']",https://datalabs.siva3.io/image/Eunimart_groceries_40129888_8-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-2_10-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-3_8-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-4_8-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-5_8-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-6_3-fresho-signature-snack-sticks-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129888-7_2-fresho-signature-snack-sticks-pizza.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"[{'EAN Code': '40129888'}, {'FSSAI Number': '10015043001314, 10018022008102, 10020043003172'}, {'Manufacturer Name & ': 'Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104'}, {'Marketed by': 'Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016'}, {'Country of Origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016",-,-,"Refined Wheat flour, Cheese, Olives, Tomato, Iodised salt, Baker's yeast, Suagr and Gluten."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Spicy Cheese Straw, 100 g","Grab your favourite spicy cheese straws and enjoy them at leisure. We also know these as pencil-sized dipping straws. These are made of cheese that is crisp and tasty enough to eat on their own. You can enjoy the taste of these yummy breadsticks with exotic thick dips like hummus, soft cheese, guacamole, and more. These spicy cheese sticks are primarily used as snacks; however, you can add your creativity to them and make a variety of snacks.",100 g,g,100 g,1,1,75,59,"Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104",India,['8904256701525'],"['10015043001314,10018022008102,10020043003172']",https://datalabs.siva3.io/image/Eunimart_groceries_40037474_14-fresho-signature-spicy-cheese-straw.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037474-2_11-fresho-signature-spicy-cheese-straw.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037474-3_10-fresho-signature-spicy-cheese-straw.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037474-4_10-fresho-signature-spicy-cheese-straw.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037474-5_9-fresho-signature-spicy-cheese-straw.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037474-6_2-fresho-signature-spicy-cheese-straw.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"[{'EAN Code': '8904256701525'}, {'FSSAI Number': '10015043001314, 10018022008102, 10020043003172'}, {'Manufacturer Name & ': 'Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104'}, {'Marketed by': 'Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016'}, {'Country of Origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016",-,-,"Refined Wheat flour, Edible vegetable fat, Iodised salt, Cheese and Chilli powder."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Spicy Cheese Straw, 2X100 g MultiPack",Finey baked all time favourite snack to be enjoyed with various dips and sauces. Relish it and enjoy your leisure time.,2X100 g MultiPack,g MultiPack,2X100 g MultiPack,1,1,150,100.3,"Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104",India,['1203335'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203335_2-fresho-signature-spicy-cheese-straw.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spicy cheese straws is a great combination with avacado and jalapeno dip.,"[{'EAN Code': '1203335'}, {'Country of origin': 'India'}]",-,-,-,"Refined Wheat Flour, Water, Industrial Margarine, Edible Common Salt, Anticaking Agent - E551, Crystal Modifier - E-536, Cheese (0.6%), Chilli Powder (0.6%)"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Spicy Paprika Croutons Bites, 100 g","Perfect to eat with soups and stews, these crunchy, crisp and flavourful bakes are a great burst of flavours. Croutons are known to have originated in European baking and today are cherished worldwide. The spicy paprika in Fresho Signature Spicy Paprika Croutons Bites adds to the pungency and makes great time for some spicy soup or salads. Whether it is buns, pav or pizza base, you ought to explore Fresho's range of delicious bakes. There is something for everyone. Features:",100 g,g,100 g,1,1,109,75,"Factory address: MMX Mall, Mohan Nagar, G.T Road",India,['40212148'],['12719052000540'],https://datalabs.siva3.io/image/Eunimart_groceries_40212148_1-fresho-signature-spicy-paprika-croutons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212148-2_1-fresho-signature-spicy-paprika-croutons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212148-3_1-fresho-signature-spicy-paprika-croutons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212148-4_1-fresho-signature-spicy-paprika-croutons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212148-5_1-fresho-signature-spicy-paprika-croutons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212148-6_1-fresho-signature-spicy-paprika-croutons.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Best paired with a hot cup of soup
Storage Information: Store in ambient temperature and dry, hygienic place away from sunlight and heat source.
Once opened store in an airtight container.","[{'EAN Code': '40212148'}, {'Country of origin': 'India'}, {'Manufacturer and Marketed by': 'Factory address: MMX Mall, Mohan Nagar, G.T Road'}, {'FSSAI Number': '12719052000540'}]","Factory address: MMX Mall, Mohan Nagar, G.T Road",-,-,"Refined Wheat Flour (Maida), Butter, Garlic Paste (9%), Sugar, Bakery Shortening (Palm Oil, Sesame Oil), Bakery's Yeast, Iodised Salt, Gluten, Spices & Condiments, Improver [INS 1100, Anticaking Agent (INS 170(i)], Acidity Regulator (ins 330). Contains Added Flavour (Nature Identical Flavouring Sunstance-garlic)"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Fresho Signature,"Fresho Signature Spinach Lavash - Artisanal Handmade & Delicious, 100 g",Eat greens regularly in any form that you prefer- Fresho Signature Spinach lavash is all you were looking for to serve some greens to your family. Lavash is a thin flatbread traditionally baked on a sajj or in a tandoor. This crispy lavash gives you a slight crunch as you take a bite of it with exquisite spreads like creamy hummus or mayonnaise. It goes great with soup or as an appetizer with cheese. Spinach is known to benefit the body in several ways as it has a high content of vitamins and minerals that supports our immune system. The lavash feels super light and can be used to make delicious mouth-watering wraps. You can serve it as is or bake it for a slightly crunchy texture with a variety of dressings. Make your meal healthy and interesting with Fresho Signature Lavash - Spinach.,100 g,g,100 g,1,1,75,69,"Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104",India,['40129884'],"['10015043001314,10018022008102,10020043003172']",https://datalabs.siva3.io/image/Eunimart_groceries_40129884_10-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-2_10-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-3_8-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-4_7-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-5_7-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-6_3-fresho-signature-lavash-spinach.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129884-7_2-fresho-signature-lavash-spinach.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"[{'EAN Code': '40129884'}, {'FSSAI Number': '10015043001314, 10018022008102, 10020043003172'}, {'Manufacturer Name & ': 'Bliss Chocolates India Pvt. Ltd., No.21, 1st Main Road, MES Colony, Konena Agrahara, Bangalore - 560017., BLISS CHOCOLATES INDIA PRIVATE LIMITED, INDIPLEX - IV, UNIT NOS C AND D, SURVEY NO.12/9A, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra 401104'}, {'Marketed by': 'Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016'}, {'Country of Origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016",-,-,"Refined Wheat flour, Spinach, Butter, Edible vegetable fat, Sugar, Iodised salt."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Beetroot Crackers - 100% Wholewheat, 100 g","These crackers are baked, not fried! They are uniquely healthy, crunchy chips made with 100% wholewheat and freshly ground beetroot. One can munch it alone, or with any dip that you may choose to have. No added maida and no preservatives.",100 g,g,100 g,1,1,119,119,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['40192819'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_40192819_3-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192819-2_3-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192819-3_3-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192819-4_3-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192819-5_3-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192819-6_1-the-bakers-dozen-beetroot-crackers-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy with dips.,"[{'EAN Code': '40192819'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed By': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"Wholewheat Flour (Atta), Beetroot Powder (6%), Honey, Iodized Salt, Yeast."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Chilli Garlic Grissini Breadsticks - 100% Wholewheat, 100 g","These are 100% Wholewheat breadsticks with no maida and with an added dash of chilli and garlic, these are the perfect side for your soups, sauces or dips! No preservatives.",100 g,g,100 g,1,1,119,89.25,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['40169956'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_40169956_3-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-2_3-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-3_2-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-4_2-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-5_2-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-6_1-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169956-7_1-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy with dips.,"[{'EAN Code': '40169956'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed By': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"Wholewheat Flour (Atta), Butter, Garlic (6%), Iodized Salt, Yeast, Chilli Flakes, Sunflower Oil."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Dark Chocolate Cookies 200 g + Lavash - 100% Wholewheat 100 g, Combo 2 Items","The Baker's Dozen Dark Chocolate Cookies 200 g
Crunchy 100% butter cookies with loads of dark chocolate! No added preservatives. Packed using a special German packaging technology (""fresh lock pack"") that retains its oven baked freshness.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,308,187.53,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['1222208'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222208_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-2_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-3_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-4_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-5_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-6_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-7_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222208-8_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Baker's Dozen Dark Chocolate Cookies 200 g
Once opened, store in an airtight container.

The Baker's Dozen Lavash - 100% Wholewheat 100 g
Once opened, store in an airtight container.","[{'EAN Code': '1222208'}, {'Country of origin': 'India'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"The Baker's Dozen Dark Chocolate Cookies 200 g
Dark Chocolate (31%), Refined Wheat Flour (Maida), Sugar, Milk Solids (Butter), Apple Cider Vinegar, Raising Agent (Baking Soda), Vanilla Essence.
The Baker's Dozen Lavash - 100% Wholewheat 100 g
Wholewheat Flour (Atta), Honey, Sesame Seeds, Iodized Salt, Yeast."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Garlic Bread - 100% Wholewheat, 160 g","Garlic bread is the way it should be, made with 100% whole wheat (atta). Made without any added preservatives or chemicals, the whole wheat garlic bread is packed using a special German packaging technology (""fresh lock pack"") that retains its oven-baked freshness.",160 g,g,160 g,1,1,99,90.09,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",India,['40169954'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_40169954_3-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169954-2_3-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169954-3_3-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169954-4_2-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169954-5_2-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169954-6_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As our products are packed in a special airtight (fresh lock) pack and made without any preservatives, once opened, keep refrigerated and use within 3 days. 
Toast slightly before use to regain original texture","[{'EAN Code': '40169954'}, {'FSSAI No': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560'}, {'Country of origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",-,-,"Wholewheat Flour (Atta), Garlic (4%), Sugar, Iodized Salt, Sunflower Oil, Sourdough, Yeast, Gluten, Flour Treatment Agent (Amylases)."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Garlic Bread - 100% Wholewheat, 2X160 g Multipack","Garlic bread is the way it should be, made with 100% whole wheat (atta). Made without any added preservatives or chemicals, the whole wheat garlic bread is packed using a special German packaging technology (""fresh lock pack"") that retains its oven-baked freshness.",2X160 g Multipack,g MultiPack,2X160 g Multipack,1,1,198,180.18,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",India,['1222164'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222164_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-2_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-3_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-4_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-5_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-6_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222164-7_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As our products are packed in a special airtight (fresh lock) pack and made without any preservatives, once opened, keep refrigerated and use within 3 days. 
Toast slightly before use to regain original texture","[{'EAN Code': '1222164'}, {'FSSAI No': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560'}, {'Country of origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",-,-,"Wholewheat Flour (Atta), Garlic (4%), Sugar, Iodized Salt, Sunflower Oil, Sourdough, Yeast, Gluten, Flour Treatment Agent (Amylases)."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Lavash - 100% Wholewheat, 100 g",Crunchy 100% whole wheat flatbread with no maida which is a favourite with dips! Savour this yummy lavash and share it with your loved ones.,100 g,g,100 g,1,1,119,89.25,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",India,['40169958'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_40169958_3-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169958-2_3-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169958-3_3-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169958-4_2-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169958-5_2-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40169958-6_1-the-bakers-dozen-lavash-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, store in an airtight container.","[{'EAN Code': '40169958'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560'}, {'Country of origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",-,-,"Wholewheat Flour (Atta), Honey, Sesame Seeds, Iodized Salt, Yeast."
