L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Coco Oval Basket With Lid - Big, Assorted Colour, 1 pc","This Coco Oval Basket With Lid is a premium quality BPA free having a smooth finish, highest quality , lightweight and appealing design.
Multi-utility baskets: -store anything and everything, from fruits, vegetables, pantry items, toiletries, beauty products, school supplies, mail, magazines and more.",1 pc,pc,1 pc,1,1,316,199,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40209489'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209489_1-nakoda-coco-oval-basket-with-lid-big-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209489-2_1-nakoda-coco-oval-basket-with-lid-big-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209489-3_1-nakoda-coco-oval-basket-with-lid-big-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209489-4_1-nakoda-coco-oval-basket-with-lid-big-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40209489', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Basket
Colour - Assorted
Package Content - 1 Pc
Dimension 361 L x 270 W x 132 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Coco Oval Basket With Lid - Medium, Assorted Colour, 1 pc","This Coco Oval Basket With Lid is a premium quality BPA free having a smooth finish, highest quality, lightweight and appealing design.
Multi-utility baskets: -store anything and everything, from fruits, vegetables, pantry items, toiletries, beauty products, school supplies, mail, magazines and more.",1 pc,pc,1 pc,1,1,182,119,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['894073807417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209488_1-nakoda-coco-oval-basket-with-lid-medium-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209488-2_1-nakoda-coco-oval-basket-with-lid-medium-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209488-3_1-nakoda-coco-oval-basket-with-lid-medium-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209488-4_1-nakoda-coco-oval-basket-with-lid-medium-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 894073807417', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Basket
Colour - Assorted
Package Content - 1 Pc
Dimension 284 L x 216 W x 106 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Coco Oval Basket With Lid - Small, Assorted Colour, 1 pc","This Coco Oval Basket With Lid is a premium quality BPA free having a smooth finish, highest quality, lightweight and appealing design.
Multi-utility baskets: -store anything and everything, from fruits, vegetables, pantry items, toiletries, beauty products, school supplies, mail, magazines and more.",1 pc,pc,1 pc,1,1,107,69,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40209487'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209487_1-nakoda-coco-oval-basket-with-lid-small-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209487-2_1-nakoda-coco-oval-basket-with-lid-small-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209487-3_1-nakoda-coco-oval-basket-with-lid-small-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209487-4_1-nakoda-coco-oval-basket-with-lid-small-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40209487', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
 Type - Basket
Colour - Assorted
Package Content - 1 Pc
Dimension 215 L x 165 W x 80 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Cool Sticks Water Bottle Ice Cube Tray - With Lid, Assorted Colour, 1 pc","This Cool Sticks Water Bottle Ice Cube Tray With Lid is made from BPA free food-grade material. Make easy ice sticks to fit in most water bottles containers. Makes thin tube shape ice for water bottles - freezes faster than ice cubes, without cracking; instantly chill juice, sports drinks, sodas; make frozen juice treats.",1 pc,pc,1 pc,1,1,110,69,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['8904073810103'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209498_1-nakoda-cool-sticks-water-bottle-ice-cube-tray-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209498-2_1-nakoda-cool-sticks-water-bottle-ice-cube-tray-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209498-3_1-nakoda-cool-sticks-water-bottle-ice-cube-tray-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209498-4_1-nakoda-cool-sticks-water-bottle-ice-cube-tray-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209498-5_1-nakoda-cool-sticks-water-bottle-ice-cube-tray-with-lid-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073810103', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Ice Cube Tray
Colour - Assorted
Package Content -Ice Cube Tray With Lid * 1 PC
No of Pieces : 01
Dimension: 323 * 125 * 24mm",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Dove Designer 2 In One Soap Case - Assorted Colour, 1 pc","Dove Designer 2 In One Soap Case is made of virgin high-quality plastic. Elegant design, strong and durable. Ideal for bathroom, kitchen, etc. Two compartments with a lid so that you can keep bath and washing soaps separately. Or can keep separate soaps for multiple users.",1 pc,pc,1 pc,1,1,88,59,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40180975'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40180975_7-nakoda-dove-designer-2-in-one-soap-case-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40180975', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
Type -Soap Case 
Colour - Assorted
Package Content - Soap Case with Lid* 1 Pc
No of Pieces : 01
Dimension :223 * 133 * 74mm",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Dove Plastic Soap Case - Assorted Colour, 1 pc","This soap case is made of virgin plastic which makes it strong and durable. This is ideal for the bathroom, kitchen, etc.
This will protect your soap bars from melting and will make it lasts longer.",1 pc,pc,1 pc,1,1,59,39,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40180976'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40180976_5-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180976-2_3-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180976-3_3-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180976-4_3-nakoda-dove-plastic-soap-case-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40180976', 'Country of origin: India', '",-,-,-,"Wipe with soapy water and sponge, your product will be as good as new again.","‚ Body Material - Plastic
‚ Type - Soap Case 
‚ Colour - Assorted
‚ Package Content - 1 Pc
‚ Dimension - 127 MM Length x 94 MM Width x 45 MM Height",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Dove Plastic Soap Case - Assorted Colour, 2 x 1 pc Multipack","This soap case is made of virgin plastic which makes it strong and durable. This is ideal for the bathroom, kitchen, etc. This will protect your soap bars from melting and will make them lasts longer. The beautiful dove design adds to your bathroom decor.",2 x 1 pc Multipack,pc Multipack,2 x 1 pc Multipack,2,1,118,78,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['1213362'],-,https://datalabs.siva3.io/image/Eunimart_groceries_213362_2-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213362-2_1-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213362-3_1-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213362-4_1-nakoda-dove-plastic-soap-case-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213362-5_1-nakoda-dove-plastic-soap-case-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1213362', 'Country of origin: India', '",-,-,-,"Wipe with soapy water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Soap Case 
Colour - Assorted
Package Content - 1 Pc
Dimension - 127 MM Length x 94 MM Width x 45 MM Height",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Dune Plastic Basket 222 Without Lid, 1 pc","All the products are made of BPA free virgin plastic using food-grade material. The range spreads across food storage containers, dust bins, storage bins, buckets, laundry baskets, shopping baskets, wastebaskets, trays, jugs (pitchers), glasses, plates, bowls, pet bowls, stools, tubs, etc. Stable colours and enduring designs that the world loves, great versatility in the use and international quality standard is what nakodaplast product is all about and when you think it's a time new one give it a wipe with soap water and sponge and your nakoda plast product will be as good as new again.",1 pc,pc,1 pc,1,1,142,89,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['8904073805277'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081154_2-nakoda-dune-plastic-basket-222-without-lid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073805277', '",-,-,-,Wipe with soap water and sponge and your product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 285.5 L X 208 W x 129 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Dune Plastic Basket 444 With Lid, 1 pc","All the products are made of BPA free virgin plastic using food-grade material. The range spreads across food storage containers, dust bins, storage bins, buckets, laundry baskets, shopping baskets, wastebaskets, trays, jugs (pitchers), glasses, plates, bowls, pet bowls, stools, tubs, etc. Stable colours and enduring designs that the world loves, great versatility in the use and international quality standard is what nakodaplast product is all about and when you think it's a time new one give it a wipe with soap water and sponge and your nakoda plast product will be as good as new again.",1 pc,pc,1 pc,1,1,270,179,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['8904073805543'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081158_5-nakoda-dune-plastic-basket-444-with-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081158-2_6-nakoda-dune-plastic-basket-444-with-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081158-3_7-nakoda-dune-plastic-basket-444-with-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081158-4_6-nakoda-dune-plastic-basket-444-with-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081158-5_1-nakoda-dune-plastic-basket-444-with-lid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073805543', '",-,-,-,Wipe with soap water and sponge and your Nakoda Plast product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 287 L X 213 W x 177 Hits all in mm",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Eliza Kitchen Multi Utility Plastic Basket - Assorted Colour, 1 pc","Made of BPA free virgin plastic for strong and durability. Can be used in Kitchen as Storage Space for Dishes and Cutlery. Easy to wash & Handle, Ideal Usage as Dish Drainer. Multipurpose storage use for offices, living room, bed room, kitchen, garden, etc...",1 pc,pc,1 pc,1,1,384,249,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['401810997'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40180997_5-nakoda-eliza-kitchen-multi-utility-plastic-basket-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180997-2_1-nakoda-eliza-kitchen-multi-utility-plastic-basket-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 401810997', 'Country of origin: India', '",-,-,-,"Wipe with soapy water and sponge, your product will be as good as new again.","‚ Body Material - Plastic
‚ Type - Basket 
‚ Colour - Assorted
‚ Package Content - 1 Pc
‚ Dimension - 530 MM Length x 448 MM Width x 224 MM Height",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Excel Picnic Plastic Basket - Big, 1 pc","All the products are made of BPA free virgin plastic using food-grade material. The range spreads across food storage containers, dust bins, storage bins, buckets, laundry baskets, shopping baskets, wastebaskets, trays, jugs (pitchers), glasses, plates, bowls, pet bowls, stools, tubs, etc. Stable colours and enduring designs that the world loves, great versatility in the use and international quality standard is what nakodaplast product is all about and when you think it's a time new one give it a wipe with soap water and sponge and your nakoda plast product will be as good as new again.",1 pc,pc,1 pc,1,1,576,369,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396274",India,['8904073806236'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081167_4-nakoda-excel-picnic-plastic-basket-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081167-2_3-nakoda-excel-picnic-plastic-basket-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081167-3_1-nakoda-excel-picnic-plastic-basket-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081167-4_1-nakoda-excel-picnic-plastic-basket-big.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073806236', 'Manufacturer Name and  : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396274', '",-,-,-,Wipe with soap water and sponge and your Nakoda Plast product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 421 L x 323 W x 246 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Excel Plastic Laundry Basket - Large, 50 L","Keep your clean space uninterrupted by the soiled odour of dirty clothes with Nakoda laundry baskets that come in superb capacities, which will cater to your needs. The laundry equipment is crafted with good quality materials and is designed and styled with trendy and attractive patterns, textures, and colours. It is strong, durable and lightweight which makes the laundry basket a multi-purpose utility item. Its attractive colour will add a touch of sophistication to your home interior",50 L,L,50 L,1,1,703,449,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['8904073804589'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081170_6-nakoda-excel-plastic-laundry-basket-large.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081170-2_4-nakoda-excel-plastic-laundry-basket-large.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081170-3_1-nakoda-excel-plastic-laundry-basket-large.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073804589', 'Manufacturer Name and  : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', '",-,-,-,Wipe with soap water and sponge and your Nakoda Plast product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 480 D x 730 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Excel Plastic Laundry Basket - Medium, 40 L","Keep your clean space uninterrupted by the soiled odour of dirty clothes with Nakoda laundry baskets that come in superb capacities, which will cater to your needs. The laundry equipment is crafted with good quality materials and is designed and styled with trendy and attractive patterns, textures, and colours. It is strong, durable and lightweight which makes the laundry basket a multi-purpose utility item. Its attractive colour will add a touch of sophistication to your home interior",40 L,L,40 L,1,1,546,349,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396276",India,['8904073804522'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081169_3-nakoda-excel-plastic-laundry-basket-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081169-2_3-nakoda-excel-plastic-laundry-basket-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073804522', 'Manufacturer Name and  : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396276', '",-,-,-,Wipe with soap water and sponge and your Nakoda Plast product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 442 D x 600 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Ice Cube Tray With Easy Release Push Pop - Assorted Colour, 1 pc","This Ice Cube Tray With Easy Release Push Pop made from BPA free food-grade material. Ice cubes can be released in an instant with this pop-out ice cube tray. Simply press the flexible tpr pads on the base of the tray and ice cubes will dispense without a fuss and more importantly, without the mess. It's dishwasher safe, freezer safe and it's reusable.",1 pc,pc,1 pc,1,1,163,109,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40209499'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209499_1-nakoda-ice-cube-tray-with-easy-release-push-pop-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209499-2_1-nakoda-ice-cube-tray-with-easy-release-push-pop-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209499-3_1-nakoda-ice-cube-tray-with-easy-release-push-pop-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209499-4_1-nakoda-ice-cube-tray-with-easy-release-push-pop-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40209499', 'Manufacturer Name & : NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277', 'Marketed by: CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873', 'Country of Origin: India', 'Best before __PSL__ days from delivery date', '","CUBIX MARKETING, K 60, SONAL HEAVY IND ESTATE. RAMACHANDRA LANE.MALAD. MUMBAI. 400064. TEL 022 28820873",-,-,"Wipe with soap water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Ice Cube Tray
Colour - Assorted
Package Content -Ice Cube Tray, 1 PC
No of Pieces : 01
Dimension 275 * 120 * 35mm",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Maharaja Plastic Basket With Lid - Small, 1 pc","All the products are made of BPA free virgin plastic using food-grade material. The range spreads across food storage containers, dust bins, storage bins, buckets, laundry baskets, shopping baskets, wastebaskets, trays, jugs (pitchers), glasses, plates, bowls, pet bowls, stools, tubs, etc. Stable colours and enduring designs that the world loves, great versatility in the use and international quality standard is what nakodaplast product is all about and when you think it's a time new one give it a wipe with soap water and sponge and your nakoda plast product will be as good as new again.",1 pc,pc,1 pc,1,1,148,99,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['8904073804171'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40081164_1-nakoda-maharaja-plastic-basket-with-lid-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081164-2_1-nakoda-maharaja-plastic-basket-with-lid-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081164-3_1-nakoda-maharaja-plastic-basket-with-lid-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40081164-4_1-nakoda-maharaja-plastic-basket-with-lid-small.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904073804171', '",-,-,-,Wipe with soap water and sponge and your product will be as good as new again.,"Body Material - Plastic
Colour - Assorted
No. Of Pieces - 01
Size - 262 L x 190 W x 168 H",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Multi Utility Transparent Plastic Basket/Tray - Medium, 1 pc","This tray is made of food-grade high-quality plastic and is strong and easy to use. This can be used for storage as well as serve. This is ideal for office, school, hospitals, shops, home, kitchen and other purposes.",1 pc,pc,1 pc,1,1,425,269,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40180989'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40180989_5-nakoda-multi-utility-transparent-plastic-baskettray-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40180989', 'Country of origin: India', '",-,-,-,"Wipe with soapy water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Tray 
Colour - Assorted
Package Content - 1 Pc
Dimension - 520 MM Length x 370 MM Width x 103 MM Height",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Nakoda,"Nakoda Multi-Utility Transparent Plastic Basket/Tray - Small, 1 pc","This tray is made of food-grade high-quality plastic and is strong and easy to use. This can be used for storage as well as serve. Ideal for office, school, hospitals, shops, home, kitchen and other purposes.",1 pc,pc,1 pc,1,1,346,219,"NAKODA PLAST INDUSTRIES, 22/C, 24/F, DAMAN INDUSTRIAL ESTATE, DAMAN, 396277",India,['40180988'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40180988_6-nakoda-multi-utility-transparent-plastic-baskettray-small.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40180988', 'Country of origin: India', '",-,-,-,"Wipe with soapy water and sponge, your product will be as good as new again.","Body Material - Plastic
Type - Tray 
Colour - Assorted
Package Content - 1 Pc
Dimension - 480 MM Length x 350 MM Width x 93 MM Height",-
