L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,GoodDiet,"GoodDiet Ragi Dosa - Finger Millet, 400 g","Step 1: For 1 cup of GoodDiet Finger Millet Dosa mix, add 1/2 cup curd and one cup water. Mix well. Set aside batter for 5 mins.
Step 2: Use a non-stick Tawa (for best results) to make the dosa & add a little ghee/oil on top.
Cook For 5 * 7 mins. Approximately Makes 15 * 20 dosas.
Storage Information: Store in ambient temperature, dry place and away from direct sunlight. Once opened, store in an airtight container.",400 g,g,400 g,1,1,149,125,"URBAN MILLETS PRIVATE LIMITED (Gooddiet) 279, 1ST N MAIN, 1ST BLOCK, 2ND STAGE, NAGARABHAVI BANGALORE Bangalore, Bengaluru(Bangalore) Urban, Karnataka, 560072",India,['40112446'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40112446_8-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-2_6-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-3_6-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-4_6-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-5_5-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-6_4-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-7_2-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40112446-8_1-gooddiet-breakfast-mix-finger-millet-ragi-dosa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Step 1: For 1 cup of GoodDiet Finger Millet Dosa mix, add 1/2 cup curd and one cup water. Mix well. Set aside batter for 5 mins.
Step 2: Use a non-stick Tawa (for best results) to make the dosa & add a little ghee/oil on top.
Cook For 5 * 7 mins. Approximately Makes 15 * 20 dosas.
Storage Information: Store in ambient temperature, dry place and away from direct sunlight. Once opened, store in an airtight container.","[{'EAN Code': '40112446'}, {'Country Of Origin': 'India'}, {'Manufacturer name and address': 'URBAN MILLETS PRIVATE LIMITED (Gooddiet) 279, 1ST N MAIN, 1ST BLOCK, 2ND STAGE, NAGARABHAVI BANGALORE Bangalore, Bengaluru(Bangalore) Urban, Karnataka, 560072'}, {'FSSAI Number': '11219331000379'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Finger Millet (Ragi) (65%), Black Gram, Rice, Bengal Gram, Toor Dal, Wheat, Edible Common Salt, Methi And Red Chillies.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Goodness,"Goodness Natural Vanilla Pods, 5 g","Goodness Vanilla pods bring you the delectable flavour of Vanilla Planifolia, vowing to bestow distinctive characteristics to a variety of dishes by Chefs and culinary enthusiasts around the world. Goodness Vanilla pods can be used in many alluring dishes.
Each Vanilla bean is hand-selected based on quality and is then processed and cured. The pod's sweet flavour and velvety after tones work perfectly in a variety of cooking and baking applications, including ice-creams, desserts, pastries, and kheers.
With Goodness Vanilla, you can enhance your kitchen shelves with the best vanilla pods online in India.
weight: 5 g, units: 2 Vanilla Pods , vegetarian, shelf life: 730 days",5 g,g,5 g,1,1,390,390,"Expovan, 42-43A, Vadakkipalayam Road, R.Ponnapuram - Pollachi - 642 002.",India,['8908005820031'],['12414003001715'],https://datalabs.siva3.io/image/Eunimart_groceries_40053594_2-goodness-natural-vanilla-pods.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40053594-2_2-goodness-natural-vanilla-pods.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40053594-3_2-goodness-natural-vanilla-pods.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40053594-4_2-goodness-natural-vanilla-pods.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40053594-5_2-goodness-natural-vanilla-pods.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40053594-6_1-goodness-natural-vanilla-pods.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Slit the Pod open lengthwise into two halves.
2. Scrape out the paste with seeds using the blunt edge of a knife.
3. Add the paste to your product.","[{'EAN Code': '8908005820031'}, {'Country of origin': 'India'}, {'FSSAI Number': '12414003001715'}, {'Manufactured by': 'Expovan, 42-43A, Vadakkipalayam Road, R.Ponnapuram - Pollachi - 642 002.'}, {'Marketed by': 'Indian Vanilla Enterprise, 135/2C Vadakkipalayam Road, Pollachi - 642 002.'}]","Indian Vanilla Enterprise, 135/2C Vadakkipalayam Road, Pollachi - 642 002.",-,-,-,-,Natural Vanilla Pods.,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grace,"Grace Skipjack Tuna - Chunks In Brine, 185 g Can",-,185 g Can,g,185 g Can,1,1,239,239,Grace,Thailand,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_70000985_1-grace-skipjack-tuna-chunks-in-brine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000985-2_1-grace-skipjack-tuna-chunks-in-brine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grace,"Grace Skipjack Tuna - Chunks In Water, 185 g Can",-,185 g Can,g,185 g Can,1,1,239,239,Grace,Thailand,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_70000987_2-grace-skipjack-tuna-chunks-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000987-2_2-grace-skipjack-tuna-chunks-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000987-3_1-grace-skipjack-tuna-chunks-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000987-4_1-grace-skipjack-tuna-chunks-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000987-5_1-grace-skipjack-tuna-chunks-in-water.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grace Jim's,"Grace Jim's Skipjack Tuna - Flakes In Oil, 185 g Can",-,185 g Can,g,185 g Can,1,1,229,229,Grace Jim's,Thailand,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_70000988_3-grace-jims-skipjack-tuna-flakes-in-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000988-2_3-grace-jims-skipjack-tuna-flakes-in-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000988-3_2-grace-jims-skipjack-tuna-flakes-in-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000988-4_2-grace-jims-skipjack-tuna-flakes-in-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grace Jim's,"Grace Jim's Skipjack Tuna - Flakes In Water, 185 g Can",-,185 g Can,g,185 g Can,1,1,229,229,Grace Jim's,Thailand,['55870962299'],-,https://datalabs.siva3.io/image/Eunimart_groceries_70000989_2-grace-jims-skipjack-tuna-flakes-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000989-2_2-grace-jims-skipjack-tuna-flakes-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000989-3_1-grace-jims-skipjack-tuna-flakes-in-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70000989-4_1-grace-jims-skipjack-tuna-flakes-in-water.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 55870962299', 'Country of origin: Thailand', '",-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Active Dry Yeast - For Pizza, Pasta, Baking & Proofing, No Preservatives, 20 g Box","Grain N Grace Dry Active Yeast is used for baking, proofing or even for some Indian preparations like kulchas, naans, pizza, pao, bread. It comes in smaller granules and absorbs liquid rapidly and doesn't need to be hydrated before being mixed into the flour. It is used as a leavening agent for baking bread and other baked goods. It is a fast-acting yeast and gives long-lasting results.",20 g Box,g,20 g Box,1,1,40,40,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['40252148'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252148_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252148-2_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252148-3_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252148-4_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252148-5_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252148-6_1-grain-n-grace-active-dry-yeast-for-pizza-pasta-baking-proofing-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is used for baking different types of food, pizza bases, and fermented cakes.
For use dissolve the granules in lukewarm water, let the mixture stand till the yeast begins to froth and then add to the recipe.","[{'EAN Code': '40252148'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,Dried Yeast.,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Al Faham Chicken Mix - Spices Blend, No Artificial Colours, 100 g Box","Grain Grace Al Faham Chicken Mix helps you prepare lip-smacking chicken. Experience the perfect taste of tanginess and sweetness with your favourite Arabian Al- Faham Mix. We bring the perfect blend of spices to enhance the taste of your dishes. It is slightly spicy and has an earthy flavour to it. This masala pairs perfectly with the chicken making it delightful. It can be added to any chicken curry, which makes it highly delicious.",100 g Box,g,100 g Box,1,1,99,99,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['8906119081034'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252149_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252149-2_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252149-3_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252149-4_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252149-5_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252149-6_1-grain-n-grace-al-faham-chicken-mix-spices-blend-no-artificial-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Apply the masala on chicken pieces.
Keep for 3hrs.
Grill either in pan or oven or grill and serve.","[{'EAN Code': '8906119081034'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Spices And Condiments, Maize Starch, Iodized Salt, Onion Powder, Garlic Powder, Flavour Enhancer (INS621), Acidity Regulator INS330), Emulsifier (INS450(ii)), Anti-caking Agent (INS551), Nature Identical Flavouring Substances.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Arabian Mandi Masala - Spices Blend, No Artificial Colours, 100 g Box","Grain Grace Arabian Mandi Masala helps you prepare lip-smacking chicken. Experience the perfect taste of tanginess and sweetness with your favourite Arabian Mandi Masala. We bring the perfect blend of spices to enhance the taste of your dishes. It is slightly spicy and has an earthy flavour to it. This masala pairs perfectly with the chicken making it delightful. It can be added to any chicken curry, which makes it highly delicious.",100 g Box,g,100 g Box,1,1,80,80,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['40252150'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252150_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-2_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-3_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-4_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-5_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-6_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252150-7_1-grain-n-grace-arabian-mandi-masala-spices-blend-no-artificial-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Marinate the chicken with Mandi meat masala. 
Cook the rice with mandi rice masala and dum both chicken and rice in a cooker and add seasoning.
Serve hot.","[{'EAN Code': '40252150'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Arabian Mandi Rice Masala: Spices And Condiments, Iodized Salt, Starch, Garlic Powder, Malt Dextrin, Flavour Enhancer (Ins621), Acidity Regulator (Ins330), Anti-caking Agent (Ins551), Nature Identical Flavour.
Arabian Mandi Chicken Masala: Spices And Condiments, Iodized Salt, Starch, Garlic Powder, Malt Dextrin, Flavour Enhancer (Ins621), Acidity Regulator (Ins330), Paprika Extract (Ins160c), Anti-caking Agent (Ins551), Nature Identical Flavour.
Arabian Mandi Seasoning: Iodized Salt, Starch, Malt Dextrin, Spices And Condiments, Anti-caking Agent (Ins551), Nature Identical Flavour.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Baking Powder - Double Acting, No Added Aluminium Based Leavening Agents, 100 g Box","Grain N Grace Baking Powder is perfect for all your baking needs, from flaky biscuits to buttery cookies to tender muffins and moist cakes. Baking powder is a dry chemical leavening agent, a mixture of a carbonate or bicarbonate and a weak acid. It is used for increasing the volume and lightening the texture of baked goods. It has a neutral taste.",100 g Box,g,100 g Box,1,1,45,45,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['8906119080549'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252151_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252151-2_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252151-3_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252151-4_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252151-5_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252151-6_1-grain-n-grace-baking-powder-double-acting-no-added-aluminium-based-leavening-agents.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ideal for light cooking, used in making light and fluffy kulcha, bhatura, dhokla, idli, dosas etc.
Cook and enjoy moist and fluffy cakes at home with solar baking powder.","[{'EAN Code': '8906119080549'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Raising Agents (INS500(ii),INS450(i), INS341(i)), Calcium Carbonate (INS170(i)), Maize Starch.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Banana Pudding Cake Mix - Instant Dessert, No Added Colours, For Baking, 200 g Box","Grain N Grace Banana Pudding Cake Mix is a popular instant dessert. Now making banana pudding cake is easy at home. It is an excellent dessert that helps you make a delicate banana pudding cake. It is wonderfully rich and chocolatey. Indulge your senses with this velvety cake. It contains minerals like selenium, potassium, zinc that are good for our health. We bring you these exotic desserts at home in just 3 steps.",200 g Box,g,200 g Box,1,1,115,115,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['40252152'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252152_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252152-2_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252152-3_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252152-4_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252152-5_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252152-6_1-grain-n-grace-banana-pudding-cake-mix-instant-dessert-no-added-colours-for-baking.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mix the cake mix with egg, water and oil.
Bake the cake in either cooker or oven.","[{'EAN Code': '40252152'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Sugar, Refined Wheat Flour (Maida), Vegetable Oil (Palm), Modified Starch (INS1414, INS1442), Raising Agents (INS500, INS341), Malt Dextrin, Emulsifiers And Stabilizers (INS477, INS471, INS415), Baking Powder, Acidity Regulator (INS330), Iodized Salt, Colour (INS150c), Nature Identical And Artificial Flavouring Substances (Banana, Vanilla), Turmeric Extract Powder.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Barbecue Chicken Mix - Spices Blend, No Artificial Colours, 100 g Box",Grain Grace Barbecue Chicken Mix helps you prepare lip-smacking chicken. Add the perfect zing to your barbeque parties. We bring you the perfect mix of spices for those barbecue chicken days. We bring the perfect blend of spices to enhance the taste of your dishes. It is slightly spicy and has an earthy flavour to it. This masala pairs perfectly with the chicken making it delightful.,100 g Box,g,100 g Box,1,1,105,105,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['8906119081058'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252153_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252153-2_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252153-3_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252153-4_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252153-5_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252153-6_1-grain-n-grace-barbecue-chicken-mix-spices-blend-no-artificial-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Apply the masala on chicken pieces.
Keep for 3hrs and grill either in pan or oven or grill and serve.","[{'EAN Code': '8906119081058'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Spices And Condiments, Maize Starch, Iodized Salt, Onion Powder, Garlic Powder, Flavour Enhancer (INS621), Acidity Regulator INS330), Emulsifier (INS450(ii)), Anti-caking Agent (INS551), Nature Identical Flavour.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Grain N Grace,"Grain N Grace Black Forest Cake Mix - Eggless, Instant Dessert, For Baking, 300 g Box","Grain N Grace Eggless Black Forest Cake Mix is a popular instant dessert. Now making black forest cake is easy at home. It is an excellent dessert that helps you make a delicate black forest cake. It is wonderfully rich and chocolatey. Indulge your senses with this velvety cake. It contains minerals like selenium, potassium, zinc that are good for our health. We bring you these exotic desserts at home in just 3 steps.",300 g Box,g,300 g Box,1,1,155,155,"Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",India,['8906119081126'],['10020041002634'],https://datalabs.siva3.io/image/Eunimart_groceries_40252155_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252155-2_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252155-3_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252155-4_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252155-5_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252155-6_1-grain-n-grace-black-forest-cake-mix-eggless-instant-dessert-for-baking.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Preheat the oven to 180‚Â°C.
Mix the cake mix with water in a mixing bowl to form a smooth batter.
Fold in oil while slowly mixing the batter.
Pour the mix into baking tins and bake at 180 to 200‚Â°C for 30-35 mins.","[{'EAN Code': '8906119081126'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10020041002634'}, {'Manufactured & Marketed By': 'Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.'}, {'","Grain N Grace Food Ingredients Manufacturing Pvt Ltd, Block No. 41, Kinfra mega food park, Kanjicode, Palakkad. Pin code: 678592.",-,-,-,-,"Egg Free Black Forest Cake Mix: Sugar, Refined Wheat Flour (Maida), Milk Solids, Corn Starch, Cocoa Solids (4%), Modified Starch (INS1442), Dextrose, Emulsifiers & Stabilizers (INS475, INS471, INS433, IN415), Raising Agents (INS500(ii), INS341(i)), Baking Powder, Colours (INS150c, INS150d), Iodized Salt, Nature Identical & Artificial Flavouring Substances (Chocolate, Vanilla).
Whipped Topping Cream Mix: Sugar, Glucose Syrup, Hydrogenated Vegetable Oil (Palm & Coconut), Emulsifiers And Stabilizers (INS471, INS472a, INS466, INS412, INS415, INS340), Malt dextrin, Dextrose, Caseinates, Anti-Caking Agents (INS341, INS551), Nature Identical & Artificial Flavouring Substances (Vanilla), Iodized Salt.",-,-,-,-
