L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Senior Butterscotch Cone Ice Cream - Rich & Creamy, 120 ml",Dairy Day Sr Cone Butterscotch is made with fine cream and butterscotch. It is a timeless and heavenly butterscotch ice cream. Enjoy the smooth butterscotch flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of butterscotch flavour.,120 ml,ml,120 ml,1,1,35,35,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['40237807'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237807_1-dairy-day-senior-butterscotch-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237807-2_1-dairy-day-senior-butterscotch-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237807-3_1-dairy-day-senior-butterscotch-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237807-4_1-dairy-day-senior-butterscotch-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237807-5_1-dairy-day-senior-butterscotch-cone-ice-cream-rich-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '40237807'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Water, Milk Solids, Wafer Biscuit Cone, Sugar, Choco Compound Coating, Edible Vegetable Oil, Chikki, Emulsifier And Stabiliser, Colour And Flavour"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Senior Choco Cone Ice Cream - Rich & Creamy, 120 ml",Dairy Day Sr Cone Choco is made with fine cream and choco. It is a timeless and heavenly choco ice cream. Enjoy the smooth choco flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of choco flavour.,120 ml,ml,120 ml,1,1,35,35,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['40237806'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237806_1-dairy-day-senior-choco-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237806-2_1-dairy-day-senior-choco-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237806-3_1-dairy-day-senior-choco-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237806-4_1-dairy-day-senior-choco-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237806-5_1-dairy-day-senior-choco-cone-ice-cream-rich-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '40237806'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Water, Milk Solids, Wafer Biscuit Cone, Sugar, Choco Compound Coating, Edible Vegetable Oil, Choco Compound Chips, Cocoa Powder, Emulsifier And Stabiliser, Colour And Flavour"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Sundae Chocolatey Ice Cream, 500 ml Box",Dairy Day Chocolate Sundae is a tempting vanilla ice cream has an excellent chocolate center. It has a chewy chocolate falsify ripple that prepares for fun bites. It is a delicious ice cream treat for the entire family.,500 ml Box,ml,500 ml Box,1,1,120,120,"DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112",India,['40001159'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001159_2-dairy-day-ice-cream-chocolate-sundae.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001159-2_1-dairy-day-ice-cream-chocolate-sundae.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001159-3_1-dairy-day-ice-cream-chocolate-sundae.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001159-4_1-dairy-day-ice-cream-chocolate-sundae.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001159-5_1-dairy-day-ice-cream-chocolate-sundae.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40001159'}, {'Manufactured & Marketed by': 'DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112'}]","DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Vanilla Chocochips Ice Cream, 1.5 L",-,1.5 L,L,1.5 L,1,1,230,230,Dairy day,India,['40011558'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40011558_2-dairy-day-ice-cream-bucket-vanilla-chocochips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011558-2_1-dairy-day-ice-cream-bucket-vanilla-chocochips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011558-3_1-dairy-day-ice-cream-bucket-vanilla-chocochips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011558-4_1-dairy-day-ice-cream-bucket-vanilla-chocochips.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[{'EAN Code': '40011558'}],-,-,-,-,"Water, Sugar, Milk Solids, Edible vegetable Oil, Emulsifier (E471), Stabilisers (E407, E412, E410) Contains Added Flavours-Nature Identical and Artificial Vanilla Flavouring Substances"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dr. Cubes,"Dr. Cubes Ice Cubes - Fresh, Ready To Use, 1 kg","The Dr Cubes Ice Cubes will keep you cool and refreshed during summer. These are frozen and freshly formed ice cubes using RO and UV treated water which is the best fit for your consumption. They are mechanically refrigerated and ready to use. Add a few ice cubes to water after returning from work in summer to balance out your body temperature. Or, mix them with some of your favourite beverages to feel relaxed and chilled. A cold drink gives you the motivation to keep going and gives you the right boost of energy for your day ahead. Explore the entire range of Dr Cubes' products including ice cubes and more on Big Basket!",1 kg,kg,1 kg,1,1,85,85,"Dr. Cubes, 1/5B SMV Layout, 03rd Cross, Sonennahalli Bangalore 560056.",India,['40261883'],['21220185000360'],https://datalabs.siva3.io/image/Eunimart_groceries_40261883_1-dr-cubes-ice-cubes-fresh-ready-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261883-2_1-dr-cubes-ice-cubes-fresh-ready-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261883-3_1-dr-cubes-ice-cubes-fresh-ready-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261883-4_1-dr-cubes-ice-cubes-fresh-ready-to-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Shake the bag till the cubes come apart.
2. Mix them in your favourite beverages.","[{'EAN Code': '40261883'}, {'Country Of Origin': 'India'}, {'FSSAI No': '21220185000360'}, {'Manufactured & Marketed By': 'Dr. Cubes, 1/5B SMV Layout, 03rd Cross, Sonennahalli Bangalore 560056.'}]","Dr. Cubes, 1/5B SMV Layout, 03rd Cross, Sonennahalli Bangalore 560056.",-,-,-,RO + UV Treated Water
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haagen-Dazs,"Haagen-Dazs Ice Cream - Strawberry, 473 ml","Sweet, summer strawberries are introduced to fragile cream and other superb ingredients in Haagen-Dazs strawberry ice cream. And brimming over with genuine fruit, the true flavor of the strawberries comes unblemished through. This is the strawberry lover's spirit of pure enjoyment. A H‚¤agen-Dazs classic, in a pint just for you. Our Strawberry Ice Cream is made from the juiciest handpicked strawberries. Each scoop starts life as only four ingredients ‚‚“ cream, milk, sugar and eggs. To that, we only add amazing. weight: 473ml, List of features: No artificial ingredients, stablizers, emulsifiers, or colours",473 ml,ml,473 ml,1,1,780,780,Haagen-Dazs,France,['74570022052'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40002590_4-haagen-dazs-ice-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002590-2_1-haagen-dazs-ice-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002590-3_1-haagen-dazs-ice-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002590-4_1-haagen-dazs-ice-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002590-5_1-haagen-dazs-ice-cream-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '74570022052'}, {'Country of origin': 'France'}]",-,-,-,-,"Milk Solids (Fresh cream, Skimmed milk), Strawberries 23%, Sugar, Egg yolk."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haagen-Dazs,"Haagen-Dazs Ice Cream Stick - Strawberry & Cream, 80 ml","Haagen-Dazs Stick - Strawberry & Cream, 80 ml Discover our smooth and rich Strawberry Ice-cream enrobed in Belgian Chocolate for the ultimate experience. product type: Ice cream",80 ml,ml,80 ml,1,1,200,200,Haagen-Dazs,France,['40086147'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40086147_3-haagen-dazs-stick-strawberry-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086147-2_2-haagen-dazs-stick-strawberry-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086147-3_2-haagen-dazs-stick-strawberry-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086147-4_2-haagen-dazs-stick-strawberry-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086147-5_2-haagen-dazs-stick-strawberry-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40086147'}, {'Country of origin': 'France'}]",-,-,-,-,"Strawberry Ice Cream (78.0%) ( Cream, Condensed Skimmed Milk, Strawberries (16.0%), Sugar, Egg Yolk, Water), Cocoa Flavoured Confectionery Coating (22.0%) (Cocoa Butter, Sugar, Cocoa Mass, Whole Milk Powder, Butter Oil, Coconut Oil, Skimmed Milk Powder, Emulsifier: Soy Lecithin, Natural Vanilla Flavouring) CONTAINS ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCE)"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Blockbuster Cookie Cream Stick Ice Cream - Made of Milk, 90 ml Box",Cookie n Cream Ice cream coated with dark chocolate covering and cookies chunks will definitely please your tastebuds. The amazing taste of cookie and cream mixed with dark chocolates makes it the tastiest ice cream of all time.,90 ml Box,ml,90 ml Box,1,1,60,60,Shivom Industries.,India,['40192956'],['10012031000596'],https://datalabs.siva3.io/image/Eunimart_groceries_40192956_3-havmor-cookie-cream-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192956-2_3-havmor-cookie-cream-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192956-3_3-havmor-cookie-cream-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192956-4_3-havmor-cookie-cream-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192956-5_3-havmor-cookie-cream-blockbuster.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve when frozen,"[{'EAN Code': '40192956'}, {'Country of origin': 'India'}, {'FSSAI NO': '10012031000596'}, {'Manufacturer Name': 'Shivom Industries.'}, {'Marketed By': '\x82 Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.'}]","‚‚ Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.",-,-,-,"Inner Layer - (Ice Cream) (65%) : Water, Milk Solids, Sugar, Cookies (4.5%), [Contains Additives - Humectant (420) Leavening Agents (500(ii), 503(ii)), Emulsifier (481(i)), CONTAINS PERMITTED NATURAL COLOUR (150(a))], Chocolate Cake (2.0%), [Contains Additives - Raising Agents (500(ii), 341(ii), 341(i)), Emulsifiers (477, 471) and Stabilizer (415)], Permitted Emulsifier (471) and Stabilizers (412, 407, 410). CONTAINS ADDED ARTIFICIAL MILK CARAMEL FLAVOUR.
Outer Layer - (Chocolate Covering) (35%) : Edible Vegetable Oil (Palm Kernel Oil, Palm Oil), Sugar, Cocoa Solids, Cookie (1.5%), [Contains Additives - Humectant (420) Leavening Agents (500(ii), 503(ii)), Emulsifier (481(i)), CONTAINS PERMITTED NATURAL COLOUR (150(a))], Permitted Emulsifier (322)."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Blockbuster Mango Magic Stick Ice Cream - Made of Milk, 90 ml Box",The unique combination of mango Ice cream coated with mango Chocolate covering will definitely please your tastebuds. The amazing taste of mango with mango chocolates makes it the tastiest ice cream of all time.,90 ml Box,ml,90 ml Box,1,1,60,60,Shivom Industries.,India,['40192954'],['10012031000596'],https://datalabs.siva3.io/image/Eunimart_groceries_40192954_2-havmor-mango-magic-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192954-2_3-havmor-mango-magic-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192954-3_3-havmor-mango-magic-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192954-4_3-havmor-mango-magic-blockbuster.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192954-5_3-havmor-mango-magic-blockbuster.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve when frozen,"[{'EAN Code': '40192954'}, {'Country of origin': 'India'}, {'FSSAI NO': '10012031000596'}, {'Manufacturer Name': 'Shivom Industries.'}, {'Marketed By': '\x82 Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.'}]","‚‚ Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.",-,-,-,"Inner Layer -  (Ice Cream) (65%): Water, Milk Solids, Sugar, Mango Pulp (5.2%), Permitted Emulsifier (471) and Stabilisers (412, 407, 410). 
Outer Layer - (Mango Covering) (35%): Edible Vegetable Oil (Palm Kernel Oil, Palm Oil), Sugar, Milk Solids, Permitted Emulsifier (322). CONTAINS PERMITTED SYNTHETIC AND NATURAL FOOD COLOURS (102, 160b, 110, 124) AND ADDED ARTIFICIAL MANGO FLAVOUR."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Choco Brownie Cone Ice Cream - Made of Milk, 110 ml Box",Brownie cone ice cream filled chocolaty wafer biscuit cone and topped with lots of brownie chunks will definitely please your tastebuds. The amazing taste of brownie with ice cream makes it the tastiest ice cream of all time.,110 ml Box,ml,110 ml Box,1,1,40,40,Shivom Industries.,India,['40192952'],['10012031000596'],https://datalabs.siva3.io/image/Eunimart_groceries_40192952_2-havmor-choco-browie-cone.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192952-2_2-havmor-choco-browie-cone.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192952-3_2-havmor-choco-browie-cone.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192952-4_2-havmor-choco-browie-cone.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready To serve when frozen,"[{'EAN Code': '40192952'}, {'Country of origin': 'India'}, {'FSSAI NO': '10012031000596'}, {'Manufacturer Name': 'Shivom Industries.'}, {'Marketed By': '\x82 Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.'}]","‚‚ Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.",-,-,-,"Ice Cream (65%): Water, Milk Solids, Sugar, Cocoa Solids, Brownie (6.5%) [Chocolate, Milk Solids, Wheat Flour, Sugar, Cocoa Solids, Raising Agent (500i), (500ii), Salt], Permitted Emulsifier (471) And Stabilisers (412, 407, 410). Contains Permitted Synthetic Food Colours (110, 102, 122, 133) And Added Artificial Vanilla Flavour.
Topping & Spraying (20%): Edible Vegetable Oil (Palm Kernel Oil, Palm Oil), Sugar, Cocoa Solids, Brownie (Dark Chocolate Cake) (1.2%), Emulsifier (322). Contains Added Artificial Vanilla Flavour.
Wafer Biscuit Cone (15%): Wheat Flour, Sugar, Chocolate, Cocoa Solids, Edible Vegetable Oil (Palm Kernel Oil), Emulsifier (322)."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Ice Cream - World Cone - Nutty French Vanilla, 150 ml",A rich delicate vanilla ice cream with cashew nuts in a super crispy cone. The top experience is accentuated with a floral design on the top and cashew. The cone is in a super tall format with 40% more ice cream than regular ice cream and has premium packaging which gives a hassle-free ice cream experience.,150 ml,ml,150 ml,1,1,70,70,"Havmor Ice cream Pvt. Ltd., 185/A, G.I.D.C. phase-1, Naroda, Ahmedabad-382330.",India,['40213206'],['10013021000813'],https://datalabs.siva3.io/image/Eunimart_groceries_40213206_2-havmor-ice-cream-world-cone-nutty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213206-2_2-havmor-ice-cream-world-cone-nutty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213206-3_2-havmor-ice-cream-world-cone-nutty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213206-4_2-havmor-ice-cream-world-cone-nutty-french-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve.,"[{'EAN Code': '40213206'}, {'FSSAI Number': '10013021000813'}, {'Manufactured & Marketed by': 'Havmor Ice cream Pvt. Ltd., 185/A, G.I.D.C. phase-1, Naroda, Ahmedabad-382330.'}, {'Country of Origin': 'India'}]","Havmor Ice cream Pvt. Ltd., 185/A, G.I.D.C. phase-1, Naroda, Ahmedabad-382330.",-,-,-,"Ice Cream (63%): Water, Milk Solids, Sugar, Cashew (4.1%), Permitted Emulsifier (471, 433) And Stabilizers (466, 412, 407a). Contains Added Artificial Vanilla Flavour. Wafer Biscuit Cone (20%): Maida, Sugar, Edible Vegetable Oil (Palm Oil), Emulsifier (322), Iodised Salt. Topping & Spraying (17%): Edible Vegetable Oil (Palm Kernel Oil, Palm Oil), Sugar, Cocoa Solids, Cashew (2%), Emulsifier (322). Contains Added Artificial Vanilla Flavour."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Raspberry Dark Chocolate Ice Cream Cake - Made of Milk, 500 ml","The classic combination of Swiss chocolate ice cream and raspberry ice cream with chocolate cake and truffle sauce will surely become your favourite. The mouth-watering taste will delight your taste buds. A perfect option for taming your sweet cravings, enjoy this sweet delight with your loved ones.",500 ml,ml,500 ml,1,1,450,450,Shivom Industries.,India,['8904089320023'],['10013021000813'],https://datalabs.siva3.io/image/Eunimart_groceries_40193423_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193423-2_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193423-3_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193423-4_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193423-5_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193423-6_1-havmor-raspberry-dark-chocolate-ice-cream-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve,"[{'EAN Code': '8904089320023'}, {'Country of origin': 'India'}, {'FSSAI NO': '10013021000813'}, {'Manufacturer Name': 'Shivom Industries.'}, {'Marketed By': '\x83\x80\x9a\x82 Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.'}]","‚‚‚š‚‚ Reliance Brands Limited, Plot No. 34, Vevoor, Palghar (east), Palghar-401404,Maharastra, India.",-,-,-,"Ice Cream (63.5%): Water, Milk Solids, Sugar, Chocolate, Cocoa Solids, Cashew (0.6%), Almonds (0.5%), Raisins (0.4%), Permitted Emulsifier (471) And Stabilizers (412, 407, 410). Contains Permitted Synthetic Food Colours (110, 102, 122, 133) And Added Artificial Vanilla Flavour. Bottom 
Layer ‚‚“ Eggless Chocolate Cake And Sauce (15%): Eggless Chocolate Cake (10%) [Sugar, Wheat Flour, Cocoa Solids, Milk Solids, Edible Vegetable Oil (Palm Oil), Raising Agents [500 (Ii), 541 (I), 341 (Ii), 341 (I)], Corn Flour, Emulsifiers (477, 471), Stabilizer (415), Salt And Maltodextrin], Sauce (5%) (Sugar, Liquid Glucose, Cocoa Solids, Milk Solids And Water). 
Toppings (21.5%): Chocolate Truffle Sauce (16%) (Chocolate, Milk Solids), Raspberry (2.5%), Chocolate (1.5%), White Covering Chips (1.5%) (Edible Vegetable Oil (Palm Oil), Sugar, Milk Solids). Contains Added Artificial Vanilla Flavour."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Signature Kesar Malti Ice Cream, 1 L Tub","A royal treat made with Kashmiri Kesar, real honey and crunchy cashew.
Started in 1944, today Havmor is one of the most loved ice cream brands of the country. Everyone who will ever taste a Havmor ice-cream will always come back for more. Havmor ice creams are made with the purest milk and the finest ingredients. Havmor is every ice cream lovers dream come true. Ice cream loves you, now pamper yourself with some Havmor Ice cream.",1 L Tub,L,1 L Tub,1,1,300,300,"Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330",India,['40164901'],['10013021000813'],https://datalabs.siva3.io/image/Eunimart_groceries_40164901_2-havmor-signature-kesar-malti-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164901-2_2-havmor-signature-kesar-malti-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164901-3_2-havmor-signature-kesar-malti-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164901-4_2-havmor-signature-kesar-malti-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164901-5_2-havmor-signature-kesar-malti-ice-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve or use to make dessert recipes that will satisfy your sweet cravings all summer long.,"[{'EAN Code': '40164901'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10013021000813'}, {'Manufactured & Marketed by': 'Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330'}]","Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330",-,-,-,Made From Milk and Milk Products.
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Havmor,"Havmor Signature Nutty Belgian Dark Chocolate Ice Cream, 125 ml Cup","Rich Belgian chocolate ice cream with nuts and raisins.  Started in 1944, today Havmor is one of the most loved ice cream brands of the country. Everyone who will ever taste a Havmor ice-cream will always come back for more. Havmor ice creams are made with the purest milk and the finest ingredients. Havmor is every ice cream lovers dream come true. Ice cream loves you, now pamper yourself with some Havmor Ice cream.",125 ml Cup,ml,125 ml Cup,1,1,50,50,"Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330",India,['40164911'],['10013021000813'],https://datalabs.siva3.io/image/Eunimart_groceries_40164911_2-havmor-signature-nutty-belgian-dark-chocolate-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164911-2_2-havmor-signature-nutty-belgian-dark-chocolate-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164911-3_2-havmor-signature-nutty-belgian-dark-chocolate-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164911-4_2-havmor-signature-nutty-belgian-dark-chocolate-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40164911-5_2-havmor-signature-nutty-belgian-dark-chocolate-ice-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to serve or use to make dessert recipes that will satisfy your sweet cravings all summer long.,"[{'EAN Code': '40164911'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10013021000813'}, {'Manufactured & Marketed by': 'Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330'}]","Havmor Ice cream pvt ltd 185/A, GIDC phase-1, Naroda, Ahmedabad-382330",-,-,-,Made From Milk and Milk Products.
