L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Karma Kettle,"Karma Kettle Aam Salaam Iced Tea With Mango, Mint & Cumin, 40 g (20 Bags x 2 g each)","Aam Salaam is a refreshing take on the traditional Indian drink - Aam Panna. Bursting with flavours of juicy ripe yellow mango, it has the slightly sour tang of green mango. Will leave your taste buds tantalised!
Aam Salaam has the heady aroma of mangoes. This flavour profile continues in the tasting notes too- juicy mangoes with a hint of raw mango and cumin add a tantalizing sharpness to this refreshing iced tea that will tease your taste buds.",40 g (20 Bags x 2 g each),g,40 g (20 Bags x 2 g each),1,1,300,300,"A&S Solutions, 4, Swinhoe Street, Kolkata 700019, India",India,['8904304508236'],['12817019000748'],https://datalabs.siva3.io/image/Eunimart_groceries_40134950_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-2_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-3_3-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-4_2-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-5_2-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-6_1-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40134950-7_1-karma-kettle-aam-salaam-iced-tea-with-mango-mint-cumin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Brewing Tips for Iced Tea: Steep the teabag in boiled water for at least 5 minutes before pouring into a cocktail shaker, add at least 4-5 ice cubes and shake well, pour out to enjoy. For a stronger brew use 2 tea bags for one cup.
  Brewing Tips for Cold Brew: Steep the teabag in room temperature water for 2 hours. Transfer teabag and brew to the refrigerator to infuse for at least 4-6 hours. Pour into a tall glass and enjoy your low caffeine cold brew tea!
This tea is best enjoyed on hot sunny afternoons and drunk after meals
Best enjoyed without milk but you may add a teaspoon of Jaggery powder.","['EAN Code: 8904304508236', 'Fssai Number: 12817019000748', 'Manufactured & Marketed By: A&S Solutions, 4, Swinhoe Street, Kolkata 700019, India', 'Country Of Origin: India', 'Best Before __Psl__ Days From Delivery Date', 'For Queries/Feedback/Complaints, Contact Our Customer Care Executive At: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4Th Floor, Tin Factory Bus Stop. Kr Puram, Bangalore - 560016 Email:']","A&S Solutions, 4, Swinhoe Street, Kolkata 700019, India",-,-,-,"Orthodox Green Tea, Cumin Powder, Mint Powder, Natural Mango Flavour, Natural Green Mango Flavour, Raw Mango Powder (Aamchur), Dried Mango Pieces.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Lafiesta,"Lafiesta Non Alcoholic Beverage - Mixer For Mocktails & Punches, 750 ml","Lafiesta Non-Alcoholic Beverage is a wonderful mixer for mocktails and punches. If you prefer social gatherings and a good bubbly drink but dislike the sour taste of alcohol then the Lafiesta non-alcoholic beverages are perfect for you. Now that you can have fun with your friends without drinking alcohol. Enjoy the delicious flavours of this drink, which taste best when served chilled and are wonderfully cooling. Store in the refrigerator and use whenever. Explore the range of Lafiesta non-alcoholic drinks only on Big Basket.",750 ml,ml,750 ml,1,1,600,600,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",Spain,['8432286009170'],['10012011000355'],https://datalabs.siva3.io/image/Eunimart_groceries_40267264_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267264-2_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267264-3_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267264-4_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267264-5_1-lafiesta-non-alcoholic-beverage-mixer-for-mocktails-punches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8432286009170', 'FSSAI No: 10012011000355', 'Manufactured & Marketed by: LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Imported by: Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Country of origin: SPAIN', 'Best before 03-03-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",-,-,-,"Grape Juice (50%), Water (36.2518%), Sugar (12.8%), Acidifier Citric Acid (0.4%), Grape Flavorings (0.4%), Colors E-150d (0.1%), E-129 (0.01%) And E-133 (0.0002%), Preservatives E-202 (0.024%) And E-211 (0.014%). Contains Permitted Natural & Synthetic Food Color(S) And Added Natural Flavour(S).",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Local Ferment Co,"Local Ferment Co Ginger Ale - Classic, Natural, Non-Alcoholic, Refreshing Drink, 330 ml","An age-old recipe all the way from 19th century Ireland, and now it brings us that ooh-ah-ah sensation worldwide! Here at our beverage lab, we conduct ourselves on reaching even beyond perfection - which is exactly our story with the beloved ginger ale. Made by inoculating ginger tea with a fermented froth of fresh ginger root, cane sugar and water - otherwise known as a  ˜ginger bug. ™ It's the only bug welcome in a drink, wink! The health benefits of ginger ale are, of course, legendary. It not only helps in managing digestion and arthritis, but it also treats nausea, migraines, and morning sickness - it truly is a drink for people. And we want to enhance that. We have a fun and varied collection of beverages, including our Shrub Soda set - grab them all on Big Basket!",330 ml,ml,330 ml,1,1,120,120,"Mad Men Ferments Privated Limited, Bannerghatta Road, No.60-70 Ground Floor NS Palya, Industrial Area, Bengaluru, Bengaluru Urban, Karnataka, 560076",India,['8939112347142'],['11221334000244'],https://datalabs.siva3.io/image/Eunimart_groceries_40292873_1-local-ferment-co-ginger-ale-classic-natural-non-alcoholic-refreshing-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292873-2_1-local-ferment-co-ginger-ale-classic-natural-non-alcoholic-refreshing-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292873-3_1-local-ferment-co-ginger-ale-classic-natural-non-alcoholic-refreshing-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292873-4_1-local-ferment-co-ginger-ale-classic-natural-non-alcoholic-refreshing-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292873-5_1-local-ferment-co-ginger-ale-classic-natural-non-alcoholic-refreshing-drink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to consume.
Crack open a cold one with your relaxing activity of choice!
Can be consumed directly or used as a mixer.","[{'EAN Code': '8939112347142'}, {'Country Of Origin': 'India'}, {'Fssai Number': '11221334000244'}, {'Manufactured & Marketed By': 'Mad Men Ferments Privated Limited, Bannerghatta Road, No.60-70 Ground Floor NS Palya, Industrial Area, Bengaluru, Bengaluru Urban, Karnataka, 560076'}]","Mad Men Ferments Privated Limited, Bannerghatta Road, No.60-70 Ground Floor NS Palya, Industrial Area, Bengaluru, Bengaluru Urban, Karnataka, 560076",-,-,-,"Organic Ginger Juice, Natural Ginger Beer Culture, Organic Cane Sugar, Ro Water, Lemon Juice, Herbs and Spices.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,MARQUES DE CADIZ,"MARQUES DE CADIZ Non Alcoholic Beverage - Used To Mix Mocktails, 1 L","Marques de Cadiz Non-Alcoholic Beverage is a wonderful drink for all parties and occasions. If you're a teetotaler yet enjoy parties and a nice fizzy drink, then the Marques de Cadiz Non-Alcoholic Beverage is perfect for you. Now dive into the fun with friends without having to touch alcohol. Enjoy delicious and super refreshing flavours with this drink that tastes best when served chilled! Keep it in your refrigerator and enjoy it anytime. Explore the range of Marques de Cadiz non-alcoholic drinks only on Big Basket.",1 L,L,1 L,1,1,425,425,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",Spain,['8432286008265'],['10012011000355'],https://datalabs.siva3.io/image/Eunimart_groceries_40267262_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267262-2_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267262-3_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267262-4_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267262-5_1-marques-de-cadiz-non-alcoholic-beverage-used-to-mix-mocktails.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8432286008265', 'FSSAI No: 10012011000355', 'Manufactured & Marketed by: LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Imported by: Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Country of origin: SPAIN', 'Best before 03-03-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",-,-,-,"Water (65.59%), Apple Juice (30%), Sugar (3.491%), Acidity Regulator E-330 (0.44%) And E-296 (0.17%), Colours E-122 (0.012%) And E-150d (0.22%), Grape Flavour (0.02%), Apple Flavour (0.01%), Preservatives E-202 (0.024%) And E-211 (0.014%), Sweetener E-954 (0.009%). Contains Permitted Natural & Synthetic Food Color(S) And Added Natural Flavour(S).",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,MARQUES DE FERRO,"MARQUES DE FERRO Non Alcoholic Beverage - High Quality, 750 ml","Marques de Ferro Non-Alcoholic Beverage is the perfect drink for everyone at home. The Marques de Ferro Non-Alcoholic Beverage is ideal for you if you avoid alcohol yet love social gatherings and a nice bubbly drink. Now you may enjoy yourself with your buddies without consuming any alcohol. Enjoy this drink's delectable and incredibly cooling flavours, which taste best when served chilled! Keep in the fridge and consume whenever. Explore the range of Marques de Ferro non-alcoholic drinks only on Big Basket.",750 ml,ml,750 ml,1,1,600,600,"LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",Spain,['8432286008562'],['10012011000355'],https://datalabs.siva3.io/image/Eunimart_groceries_40267263_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267263-2_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267263-3_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267263-4_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267263-5_1-marques-de-ferro-non-alcoholic-beverage-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8432286008562', 'FSSAI No: 10012011000355', 'Manufactured & Marketed by: LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Imported by: Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020', 'Country of origin: SPAIN', 'Best before 03-03-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","LIAL Drinks, S.L. Parque Metropolitano-Avda.Eulogio Espadafor, 2.18130, (Granada Spain) & Bahety overseas private limited, no DPT 611, DLF Prime towers, plot no F 79 & 80, Okhla Phase 1, New Delhi-110020",-,-,-,"Grape Juice (50%), Water (36.2518%), Sugar (12.8%), Acidifier Citric Acid (0.4%), Grape Flavorings (0.4%), Colors E-150d (0.1%), E-129 (0.01%) And E-133 (0.0002%), Preservatives E-202 (0.024%) And E-211 (0.014%). Contains Permitted Natural & Synthetic Food Color(S) And Added Natural Flavour(S).",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Mathieu Teisseire,"Mathieu Teisseire Green Apple Syrup, 700 ml","Mathieu Teisseire Green Apple Syrup that is made of the finest ingredients. It is finely crafted and infused with natural flavours. It provides a convenient and consistent solution for serving a delicious cocktail drink. It is a non-alcoholic syrup that can be mixed with whatever you like. This syrup has a consistently smooth texture and gives you a complete balance of flavours. It has a authentic refreshing flavour, a beautiful colour and has a light exotic aroma. Enjoy it straight up as a mocktail or you can even mix it with any drink.",700 ml,ml,700 ml,1,1,775,775,"Teisseire France SAS 482 Avenue Ambroise Croizat CS 70501 38926 CROLLES Cedex (France) & SAKSHAM IMPEX PRIVATE LIMITED, 321-S, CHIRAG DILLI, NEW DELHI DL 110017, INDIA",France,['3092718629496'],['10012011000566'],https://datalabs.siva3.io/image/Eunimart_groceries_40217780_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-2_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-3_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-4_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-5_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-6_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-7_1-mathieu-teisseire-green-apple-syrup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217780-8_1-mathieu-teisseire-green-apple-syrup.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 3092718629496', 'FSSAI No: 10012011000566', 'Manufactured & Marketed by: Teisseire France SAS 482 Avenue Ambroise Croizat CS 70501 38926 CROLLES Cedex (France) & SAKSHAM IMPEX PRIVATE LIMITED, 321-S, CHIRAG DILLI, NEW DELHI DL 110017, INDIA   ', 'Country of origin: France', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Teisseire France SAS 482 Avenue Ambroise Croizat CS 70501 38926 CROLLES Cedex (France) & SAKSHAM IMPEX PRIVATE LIMITED, 321-S, CHIRAG DILLI, NEW DELHI DL 110017, INDIA",-,-,-,"Sugar, Fruit Juices From Concentrates 29% (Apple 15%, Lemon 14%), Glucose-fructose Syrup, Water, Citric Acid, Stabiliser: Ins 445.contains Permitted Natural Synthetic Food Colour (Ins 102 & Ins 133) And Permitted Added Flavour (Nature & Nature Identical Flavouring Substances)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monin,"Monin Syrup - Blue Curacao, 700 ml Bottle","Inspired by the namesake liqueur, our Blue Curacao Syrup evokes the color of tropical blue skies on the island of Curacao. Its mild orange flavor makes it a key ingredient in island concoctions best suited for lounging in a hammock.",700 ml Bottle,ml Bottle,700 ml Bottle,1,1,955,955,"Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia",Uk France,['70001373'],-,https://datalabs.siva3.io/image/Eunimart_groceries_70001373_3-monin-syrup-blue-curacao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001373-2_3-monin-syrup-blue-curacao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001373-3_2-monin-syrup-blue-curacao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001373-4_2-monin-syrup-blue-curacao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001373-5_2-monin-syrup-blue-curacao.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Used as cocktail & Mocktail mixer,"['EAN Code: 70001373', 'Manufacturer Name & Address: Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia', 'Marketed by: Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India', 'Country of origin: Uk, France', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India",-,-,-,-,"Sugar, water, whole fruit, concentrated natuall juice of herbs, nuts, acetic acid & Spices",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monin,"Monin Syrup - Green Apple, 700 ml Bottle","Imported from France, used for Cocktails & Mocktails",700 ml Bottle,ml Bottle,700 ml Bottle,1,1,995,995,"Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia",France,['70001374'],-,https://datalabs.siva3.io/image/Eunimart_groceries_70001374_2-monin-syrup-green-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001374-2_2-monin-syrup-green-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001374-3_1-monin-syrup-green-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001374-4_1-monin-syrup-green-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001374-5_1-monin-syrup-green-apple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Used as cocktail & Mocktail mixer,"['EAN Code: 70001374', 'Manufacturer Name & Address: Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia', 'Marketed by: Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India', 'Country of origin: France', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India",-,-,-,-,-,"Imported from France, used for Cocktails & Mocktails"
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monin,"Monin Syrup - Grenadine, 700 ml Bottle",-,700 ml Bottle,ml Bottle,700 ml Bottle,1,1,895,895,"Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia",France,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_70001375_2-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-2_2-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-3_1-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-4_1-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-5_1-monin-syrup-grenadine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monin,"Monin Syrup - Grenadine, 700 ml Bottle",-,700 ml Bottle,ml Bottle,700 ml Bottle,1,1,895,895,"Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia",France,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_70001375_2-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-2_2-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-3_1-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-4_1-monin-syrup-grenadine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70001375-5_1-monin-syrup-grenadine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monin,"Monin Syrup - Lemon Tea With Natural Extracts, 250 ml Bottle","Sugar, Water, Concentrated lemon Juice, Flavouring (Including natural Tea extract), Colouring agents: Caramel E150d, Natural lemon extract. Contain Sulphites.",250 ml Bottle,ml Bottle,250 ml Bottle,1,1,395,395,"Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia",France,['3052911222047'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40002175_2-monin-syrup-lemon-tea-with-natural-extracts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002175-2_2-monin-syrup-lemon-tea-with-natural-extracts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002175-3_2-monin-syrup-lemon-tea-with-natural-extracts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002175-4_2-monin-syrup-lemon-tea-with-natural-extracts.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002175-5_2-monin-syrup-lemon-tea-with-natural-extracts.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Just add water and you've got yourself a delicious iced tea.,"['EAN Code: 3052911222047', 'Manufactured by: Lot 911AJalan Industri 3/4 Taman Rawang, Integrated Industri, 48000 Rawang, Selangor, Malaysia', 'Marketed by: Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India', 'Country of Origin: France', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Saksham impex Pvt Ltd, 321-S, Chirag Dilli, New Delhi-110 017 NCT Delhi India",-,-,-,"Sugar, Water, Concentrated lemon Juice, Flavouring (Including natural Tea extract), Colouring agents: Caramel E150d, Natural lemon extract. Contain Sulphites.",-,"Monin Lemon Tea Concentrate is the easiest way to add energizing peach tea beverages to your menu. Iced tea is even more revitalizing with a piece of lemon. With Monin Lemon Tea Concentrate, making yummy lemon flavored iced tea becomes the simplest task."
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Monster,"Monster Energy Drink, 350 ml","The Original Green Monster Energy. Tear into a can of the meanest energy drink on the planet, Monster Energy. It`s the ideal combo of the right ingredients in the right proportion to deliver the big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth easy drinking flavour. Athletes, musicians, anarchists, co-eds, road warriors, metalheads, geeks, hipsters, and bikers dig it - you will too. Flavour Profile: Sweet and Salty - It tastes like Monster!
Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",350 ml,ml,350 ml,1,1,110,99,"Hindustan Coca Cola Beverages Pvt Ltd, DIST PUNE 412111, Maharashtra",India,['40130624'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40130624_2-monster-energy-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130624-2_2-monster-energy-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130624-3_1-monster-energy-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130624-4_1-monster-energy-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130624-5_1-monster-energy-drink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130624-6_1-monster-energy-drink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to drink.,"[{'EAN Code': '40130624'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & Address': 'Hindustan Coca Cola Beverages Pvt Ltd, DIST PUNE 412111, Maharashtra'}]",-,-,-,-,"Carbonated Water, Sucrose, Syrup, Glucose, Acidity Regulators (Citric Acid, Sodium Citrate), Taurine (400 mg/100 ml), Preservatives (Sorbic Acid, Benzoic Acid), Caffeine (0. 03%), Artificial Sweetener (Sucralose), Vitamins (B3, B6, B12), Glucuronolactone (2mg/100 ml), Inositol (2 mg/100 ml).",-,-
