L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,Package Contains,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Ocean,"Ocean Unity Glass - High Quality, 370 ml (Set of 6)",Ocean Unity is a tall glass of refreshment is all it takes to beat the heat and what better way to serve it than in the lovely Unity set of six. Use these ergonomically designed highball glasses to serve anything from the dais to mocktails and even a plain glass of water and delight your loved ones every day this summer.,370 ml (Set of 6),ml,370 ml (Set of 6),6,1,663,569,"OCEAN GLASSES PUBLIC CO. LTD.,75/88 - 91 34th Fl., Ocean Tower ll, Sukhumvit 19 Road (Soi Wattana), North-Klongtoey, Wattana, Bangkok 10110, Thailand",Thailand,['40245708'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40245708_1-ocean-unity-glass-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245708-2_1-ocean-unity-glass-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Dishwasher and refrigerator safe.
2. Clear and durable glassware.
3. Highly trusted by all foodservice professionals for the quality and durability of products.
4. Heat and scratch-resistant product","1. It can be used for day-to-day purposes of drinking.
2. Drinks like soft and hard and moreover tea coffee can also be served.
3. It can also be used as showpieces in your crockery showcase.","['EAN Code: 40245708', 'Manufacturer Name & :OCEAN GLASSES PUBLIC CO. LTD.,75/88 - 91 34th Fl., Ocean Tower ll, Sukhumvit 19 Road (Soi Wattana), North-Klongtoey, Wattana, Bangkok 10110, Thailand', 'Marketed by: K.I. Glassware India Pvt. Ltd., 11B, 4KM Stone, Beri Sampla Road,Village Ismaila, PO Kultana, City Sampla District Rohtak Haryana 124507', 'Country of Origin:Thailand', '","K.I. Glassware India Pvt. Ltd., 11B, 4KM Stone, Beri Sampla Road,Village Ismaila, PO Kultana, City Sampla District Rohtak Haryana 124507",-,-,-,"Brand :- OCEAN.
Type :- Tumbler.
Material :- Glass.
Colour :- Transparent.
Dimensions :- 188x263x351
Capacity :- 370ml.
Microwave Safe :- No.
Dishwasher Safe :- Yes.
Freezer Safe :- Yes.
Package Content :- Unity 370ml Set Of 6.",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Ocean,"Ocean Unity Water Glass, 370 ml","With a glossy facade and rounded plea, the Unity glasses stand impressively on any kitchen shelf and add an inimitable charm to your set of glassware. Utilize them to serve freshly squeezed juices or water, either way these glasses will not at all let you down. Its a set of 6 pcs.",370 ml,ml,370 ml,1,1,497,497,"M/S Raj Agencies, # 589, Rasta peth, Pune - 411011, India, CS No: 91-20-26121010,",Thailand,['40005170'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40005170_4-ocean-unity-water-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40005170-2_1-ocean-unity-water-glass.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40005170', 'Country of origin: Thailand', 'Manufacturer Name & : M/S Raj Agencies, # 589, Rasta peth, Pune - 411011, India, CS No: 91-20-26121010,', '",-,-,-,-,-,-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Ocean,"Ocean Water Juice Glass Set - Salsa Hi Ball, 355 ml Pack of 6","Ocean Salsa Glass Tumbler - Set of 6 If you want something that can be used for day to day purposes of drinking and maintaining, then this is the product that you must invest upon. Brought to you by Ocean, one of the largest glassware products making brand, this particular set of glasses have been designed with a minimalistic style so that they can be used for a variety of purposes. Thats why, if you are one of those who has just started a collection of glasses, then this product set is the right option for you.",355 ml Pack of 6,ml,355 ml Pack of 6,6,1,1040,799,Ocean,Thailand,['40086474'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40086474_6-ocean-water-juice-glass-set-salsa-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086474-2_5-ocean-water-juice-glass-set-salsa-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086474-3_5-ocean-water-juice-glass-set-salsa-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086474-4_5-ocean-water-juice-glass-set-salsa-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086474-5_4-ocean-water-juice-glass-set-salsa-hi-ball.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40086474', 'Country of origin: Thailand', '",-,-,-,Fragile. Wash and rinse with liquid soap and lukewarm water. Avoid the use of abrasive scrubbers and washing powders.," Brand - Ocean
 Type - Glass set
 Material - Glass
 Colour - Transparent
 Design - Plain
 Capacity - 355 ml each
 Dishwasher Safe - Yes
 Disposable - No
 Flame Proof - No
 Package Content - 6 pcs Glass set",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Ocean,"Ocean Water Juice Glass Set - Scirocco Hi Ball, 410 ml (Pack of 6)","Ocean Scirocco Hi Ball Glass Glasses - Set of 6 If you want something that can be used for day to day purposes of drinking and maintaining, then this is the product that you must invest upon. Brought to you by Ocean, one of the largest glassware products making brand, this particular set of glasses have been designed with a minimalistic style so that they can be used for a variety of purposes. That's why, if you are one of those who has just started a collection of glasses, then this product set is the right option for you.",410 ml (Pack of 6),ml,410 ml (Pack of 6),6,1,753,753,Ocean,Thailand,['40086476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40086476_6-ocean-water-juice-glass-set-scirocco-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086476-2_4-ocean-water-juice-glass-set-scirocco-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086476-3_3-ocean-water-juice-glass-set-scirocco-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086476-4_4-ocean-water-juice-glass-set-scirocco-hi-ball.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40086476-5_3-ocean-water-juice-glass-set-scirocco-hi-ball.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40086476', 'Country of origin: Thailand', '",-,-,-,Fragile. Wash and rinse with liquid soap and lukewarm water. Avoid the use of abrasive scrubbers and washing powders.," Brand - Ocean
 Type - Glass set
 Material - Glass
 Colour - Transparent
 Design - Plain
 Capacity - 410 ml each
 Dishwasher Safe - Yes
 Disposable - No
 Flame Proof - No
 Package Content - 6 pcs Glass set",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Ocean,"Ocean Water/Juice/Glass - Emerald Yellow, Expression, 370 ml (Set of 6)","Unique and refreshing glasses are made of completely hygienic soda lime glassware. Available in a set of 6, these glasses are dishwasher and refrigerator safe. Each glass has a capacity of 370 ml and is heat and scratch resistant. The set is ideal for wining, dining and socializing purposes.",370 ml (Set of 6),ml,370 ml (Set of 6),6,1,1416,1099,"K.I.Glassware, Karol Bagh, New Delhi - 110005",Thailand,['40129658'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40129658_2-ocean-waterjuiceglass-emerald-yellow-expression.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129658-2_2-ocean-waterjuiceglass-emerald-yellow-expression.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129658-3_1-ocean-waterjuiceglass-emerald-yellow-expression.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40129658', 'Country of origin: Thailand', 'Manufacturer Name and : K.I.Glassware, Karol Bagh, New Delhi - 110005', 'For queries call 1860 123 1000']",-,-,-,Handle with care. Wash gently with a mild detergent and avoid harsh abrasives cleaners.," Brand : Ocean
 Type : Mocktail glasses
 Material : Glass
 Color : Transparent
 Capacity : 370 ml each
 Weight : 1250 gm
 Microwave Safe : No
 Dishwasher Safe : Yes
 Package Contenet : 6 glasses",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Omega,"Omega Nylon Kitchen Tools Set - Odourless, Durable, Eco - Friendly, For Kitchen Use, 4 pcs","Omega presents Set of 4 pieces nylon kitchen tools to make cooking and serving easy & safe. The kitchen utensils set in non-stick, odourless and durable eco-friendly. The Set has every kitchen tool for the cooking needs skimmer, slotted turner,  ladle, basting. The utensils have extra long necks for better reach and soft, comfortable, non-slip handles. The utensils are all dishwasher safe.",4 pcs,pcs,4 pcs,4,1,590,329,"SANJAY STAINLESS STEEL WORKS G-66, SARVODAYA NGR, CHARNI ROAD EAST, MUMBAI 400004",India,['8902839008238'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40244867_1-omega-nylon-kitchen-tools-set-odourless-durable-eco-friendly-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40244867-2_1-omega-nylon-kitchen-tools-set-odourless-durable-eco-friendly-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40244867-3_1-omega-nylon-kitchen-tools-set-odourless-durable-eco-friendly-for-kitchen-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Premium quality
Strong and Durable
Easy to use
Easy to maintain.",It is used for cooking.,"['EAN Code: 8902839008238', 'Manufacturer Name & Marketed by :SANJAY STAINLESS STEEL WORKS G-66, SARVODAYA NGR, CHARNI ROAD EAST, MUMBAI 400004', 'Country of Origin:India', '","SANJAY STAINLESS STEEL WORKS G-66, SARVODAYA NGR, CHARNI ROAD EAST, MUMBAI 400004",-,-,-,"Brand :- OMEGA. 
Type:- Turner.
Material:- Nylon.
Colour:- Red and grey
Dimensions in CM :- 1 pcs Skimmer(length 10.5cm x width 34.5cm x height 2.8cm), 1PCS TURNER SLOTTED (length 10.2cm width 33cm x height 4.2cm), 1PCS LADLE (length 8.8cm x width 32.8cm x height 3.6cm), 1PCS BASTING (length 7cm x width 33.5cm x height 4.5cm)x1PCS SKIMMER (length 10.5cm x width 34.5cm x height 2.8cm), 1PCS TURNER SLOTTED (length 10.2cm width 33cm x height 4.2cm), 1PCS LADLE (length 8.8cm x width 32.8cm x height 3.6cm), 1PCS BASTING (length 7cm x width 33.5cm x height 4.5cm)x1PCS SKIMMER (length 10.5cm x width 34.5cm x height 2.8cm), 1PCS TURNER SLOTTED (length 10.2cm width 33cm x height 4.2cm), 1PCS LADLE (length 8.8cm x width 32.8cm x height 3.6cm), 1PCS BASTING (length 7cm x width 33.5cm x height 4.5cm)
Capacity:- N.A.
Features:- Easy to clean Dishwasher safe, Suitable for everyday use, Dishwasher Safe.
Thickness:- N.A.
Non-Stick:- N.A.
Induction Friendly:- N.A.
Handle Material:- Nylon.
Handle Included:- Yes
Lid Included:- N.A.
Lid Material:- N.A. 
Package Content :- 1 pc skimmer, 1 pc slotted turner, 1 pc ladle, 1 pc basting.",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Amber Stem Beer Glass Set, 395 ml (Set of 6)","These Pasabahce Stem glasses are beautiful looking with their fabulous design, made with good quality glass material. These are also extra strong, freezer safe, food-grade, moisture resistant, scratch resistant with no sharp edges & no wobbling. These glasses are ideal for drinking wine, water, juice & other beverages.",395 ml (Set of 6),ml,395 ml (Set of 6),6,1,1208,999,"Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey",Turkey,['8693357469402'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40212057_2-pasabahce-amber-stem-beer-glass-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212057-2_2-pasabahce-amber-stem-beer-glass-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212057-3_2-pasabahce-amber-stem-beer-glass-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212057-4_1-pasabahce-amber-stem-beer-glass-set.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8693357469402', 'Manufacturer Name & : Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey', 'Imported & Marketed by: Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039', 'Country Of Origin: Turkey', '","Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039",-,-,Handle with care.,"Brand: Pasabahce
Type : Stem Glass
Body Material : Glass
Material : Stem Glass
Colour: Clear
Dimension : Length-65mm, Breadth-65mm, Height-180mm
Package Content : Stem Glass 6 Pcs",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Amber Stem Glass Champagne Flute Set, 200 ml (Set of 6)","These Pasabahce Stem glasses are beautiful looking with their fabulous design, made with good quality Glass Material. These are also extra strong, freezer safe, food-grade, moisture resistant, scratch resistant with no sharp edges & no wobbling. These glasses are ideal for drinking Wine, Water, juice & other beverages.",200 ml (Set of 6),ml,200 ml (Set of 6),6,1,1174,969,"Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey",Turkey,['40212056'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40212056_2-pasabahce-amber-stem-glass-champagne-flute-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212056-2_2-pasabahce-amber-stem-glass-champagne-flute-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212056-3_2-pasabahce-amber-stem-glass-champagne-flute-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212056-4_1-pasabahce-amber-stem-glass-champagne-flute-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212056-5_1-pasabahce-amber-stem-glass-champagne-flute-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212056-6_1-pasabahce-amber-stem-glass-champagne-flute-set.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40212056'}, {'Manufacturer Name & ': 'Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey'}, {'Imported & Marketed by': 'Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039'}, {'Country Of Origin': 'Turkey'}]","Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039",-,-,Handle with care.,"Brand : Pasabahce
Type : Stem Glass
Body Material : Glass
Material : Stem Glass
Colour : Clear
Dimension : Length-50mm, Breadth-50mm, Height-228.5mm
Package Content : Stem Glass 6 Pcs",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Antalya Juicewater Glass Tumbler, 305 ml (Set of 6)","A market leader with a well-rooted history of 80 years, Pasabahce is also Turkeys œlove mark that has established sentimental connections globally and is regarded as the symbol of quality and trust. The glassware group works with a total of 5 facilities established in 3 different countries, producing handmade and machine-made soda-lime and crystalline glass under the Pasabahce brand. Classic Tumbler from Pasabahce is ideal for serving cold beverages indoors or outdoors. Enhance the beauty of your in-house bar or your kitchen with this perfectly crafted crockery.
Benefits: 
Tumblers are suitable for water, juices, fizzy beverages, alcoholic drinks requiring long glasses etc.
These are made of Tempered or Toughened Glass to resist breakage, chipping and scratching.
Tempered glass is designed to break into smaller pieces that are designed not to be sharp. Tempered glass also makes the product thermal-shock resistant.",305 ml (Set of 6),ml,305 ml (Set of 6),6,1,552,552,Pasabahce,Turkey,['693357093003'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40105314_9-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-2_5-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-3_5-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-4_5-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-5_3-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-6_2-pasabahce-antalya-juicewater-glass-tumbler.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105314-7_2-pasabahce-antalya-juicewater-glass-tumbler.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"A general-purpose drinking glass used commonly to serve chilled water.
It is also used to serve cold beverages indoors or outdoors.","['EAN Code: 693357093003', 'Marketed by: Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460', 'Country of origin: Turkey', '","Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460",-,-,"To clean your glass please hand wash in warm soapy water.
Take care not to pour boiling water into any glass, as the extreme temperature will cause your pieces to crack.
 Extreme cold should also be avoided, such as placement in a freezer, though ice and crushed ice is highly recommended.","Material: Glass
Capacity “305 ml 
Type: Glass Tumbler
Colour: Transparent
Brand: Pasabahce
Microwave Safe: Yes
Dishwasher Safe: Yes
Package Content: 6 Pcs",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Aqua Metallic Tea/coffee Mug - 55393, Pink & Purple, Sturdy, Highly Durable, 325 ml (Set of 2)","The contemporary design of this Glass mug is sure to impress guests and put a smile on your face in the morning. This Tea/coffee mug features a minimalist glass design makes it look just as fantastic full of coffee as it does on display in your kitchen. As well as being a stylish way to serve a fresh brew, this glass coffee mug is also conveniently dishwasher safe, making them a practical choice.",325 ml (Set of 2),ml,325 ml (Set of 2),2,1,800,659,Pasabahce Cam Sanayi tic A. S SISECAM GENEL MERKEZ D-100 KARAYOLU CAD. NO;44/A - 34947 TUZLA - Istanbul Turkey,India,['8693357488106'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272295_2-pasabahce-aqua-metallic-teacoffee-mug-55393-pink-purple-sturdy-highly-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272295-2_1-pasabahce-aqua-metallic-teacoffee-mug-55393-pink-purple-sturdy-highly-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272295-3_1-pasabahce-aqua-metallic-teacoffee-mug-55393-pink-purple-sturdy-highly-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272295-4_1-pasabahce-aqua-metallic-teacoffee-mug-55393-pink-purple-sturdy-highly-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very Effective
2. Easy to be cleaned
3. Easy to hold
4. Safe to use
5. High Quality",It can be used to serve different drinks and juices.,"['EAN Code: 8693357488106', 'Manufactured & Marketed by: Pasabahce Cam Sanayi tic A. S SISECAM GENEL MERKEZ D-100 KARAYOLU CAD. NO;44/A - 34947 TUZLA - Istanbul Turkey', 'Country of origin: India', 'Best before __PSL__ days from the date of delivery', '",Pasabahce Cam Sanayi tic A. S SISECAM GENEL MERKEZ D-100 KARAYOLU CAD. NO;44/A - 34947 TUZLA - Istanbul Turkey,-,-,-,"1. Brand :- PASABAHCE.
2. Type :- Tea/Coffee Mug Set .
3. Material :- Glass.
4. Colour :- Pink.
5. Dimensions in MM :- 263x90x125
6. Capacity :- 325ML.
7. Design :- Plain.
8. Microwave safe :- No.
9. Dishwasher Safe :- Yes.
10. Freezer Safe :- No.
11. Package Content :- 2 Set of Mug.",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Babylon Glass Jar With Air Tight Lid, 630 ml","These Pasabahce Jars are beautiful looking with its fabulous design, made with good quality Glass Material. These are also extra strong, freezer safe, food grade, moisture resistant, scratch resistant with nosharp edges & no woobling. These glasses are ideal for all type of kitched storage purposes. The lids are air tight in nature to keep food fresh.",630 ml,ml,630 ml,1,1,375,299,"Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey",Turkey,['8693357091290'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40212075_2-pasabahce-babylon-glass-jar-with-air-tight-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212075-2_2-pasabahce-babylon-glass-jar-with-air-tight-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212075-3_2-pasabahce-babylon-glass-jar-with-air-tight-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212075-4_1-pasabahce-babylon-glass-jar-with-air-tight-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40212075-5_1-pasabahce-babylon-glass-jar-with-air-tight-lid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8693357091290', 'Manufacturer Name & : Sisecam, meler Mah., D-100 Karayolu Cad. 44A, 34947 Tuzla/istanbul, Turkey', 'Imported & Marketed by: Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039', 'Country Of Origin: Turkey', '","Bohra Marketing, #250/450/11, 2nd Floor, Puttappa Ind. Est., Deepanjali Nagar, Mysore Road Cross, Bangalore -560039",-,-,Handle with care.,"Brand: Pasabahce
Type: Jar
Body Material: Glass
Material: Jar
Colour: Clear
Dimension : Length-96mm, Breadth-96mm, Height-113mm
Package Content : Jar 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Barrel Whisky/Juice Glass - Microwave & Dishwasher Safe, 340 ml (Set of 6)",Pasabahce barrel whiskey glasses are perfect to make your kitchen look good. These glasses give a natural look of a barrel in a glass. The neat finish of the product gives it the elegance and beauty that you would want in your kitchen. The glasses are sturdy and are durable.,340 ml (Set of 6),ml,340 ml (Set of 6),6,1,824,679,Pasabahce,Turkey,['8693357077478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40059919_9-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-2_5-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-3_5-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-4_5-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-5_3-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-6_2-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-7_2-pasabahce-barrel-whiskyjuice-glass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40059919-8_2-pasabahce-barrel-whiskyjuice-glass.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These handy glasses are fit to serve cold drinks, fresh juices, tang or even beverages like whiskey and rum. Enthrall your guests with cocktails and mocktails served in these elegant glasses from Barrel.","['EAN Code: 8693357077478', 'Marketed by: Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460', 'Country of origin: Turkey', '","Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460",-,-,Avoid the use of abrasive scrubbers and hard-washing powders. Cleanse thoroughly before first use.," Brand: Pasabahce
 Type: Whisky Glass
 Material: Glass
 Colour: Transparent
 Capacity: 340 ML
 Microwave Safe: Yes
 Dishwasher Safe: Yes
 Package Content: 6 Pcs.",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Pasabahce,"Pasabahce Bistro Shot Glass/Stemware, 60 ml Set of 6",These glasses are tempered or toughened glassware for maximum safety of food service professionals as well as for the superior resistance and durability. Enhance the beauty of your in-house bar or your kitchen with this perfectly crafted crockery.,60 ml Set of 6,ml,60 ml Set of 6,6,1,798,569,Pasabahce,Turkey,['40088848'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088848_5-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-2_4-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-3_4-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-4_4-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-5_2-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-6_2-pasabahce-bistro-shot-glassstemware.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088848-7_1-pasabahce-bistro-shot-glassstemware.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088848', 'Marketed by: Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460', 'Country of origin: Turkey', '","Namoo Impex, # 7,Bohra Mansion, Dattatreya Road, Gandhibazar,Basavangudi, Bangalore- 560 004 Phone- 080-26754460",-,-,Avoid the use of abrasive scrubbers and hard washing powders. Cleanse thoroughly before first use.," Brand: Pasabahce
 Type: Glass Stemware
 Material: Glass
 Colour: Transparent
 Capacity: 60 ML
 Microwave Safe: Yes
 Dishwasher Safe: Yes
 Package Content: 6 Pcs.",-,-
