L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients,Ingredient,From The Brand
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Cake - Fruit, 200 g (Pack of 4)","Britannia Fruit Cake has soft and delicious cake slices with the goodness of little fruit bits, milk and eggs. With the best all-natural ingredients, each bite gives a mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",200 g (Pack of 4),g (Pack of ),200 g (Pack of 4),4,1,60,54,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40197239_2-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-2_2-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-3_2-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-4_2-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-5_2-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-6_1-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-7_1-britannia-fruit-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197239-8_1-britannia-fruit-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Enjoy the delicious and mouth-watering flavours in every slice of ready to eat Britannia Cakes.",-,-,-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Maltose Syrup, Edible Starch, Fruit Products, Iodised Salt, Preservatives, Acidity Regulator, Baking Powder, Raising Agent, Nature Identical and Artificial Flavouring Substance- Vanilla & Mixed Fruit.",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Cake - Milky Masti, 50 g","Britannia Milk Cake has soft and delicious cake slices with the goodness of milk and eggs. With the best all-natural ingredients, each bite gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",50 g,g,50 g,1,1,15,15,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063363823'],-,https://datalabs.siva3.io/image/Eunimart_groceries_259978_18-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-2_12-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-3_12-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-4_12-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-5_12-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-6_1-britannia-milk-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259978-7_1-britannia-milk-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the delicious and mouth-watering flavours in every slice of ready to eat Britannia Cakes.,"[{'EAN Code': '8901063363823'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Maltose Syrup, Milk Solids, Iodised Salt, Preservatives, Acidity Regulator, Baking Powder, Edible Starch, Raising Agent",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Cake - Orange Bites, 50 g","Britannia Orange Cake has soft and delicious cake slices with the goodness of tangy oranges, milk and eggs. With the best all-natural ingredients, each bite gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",50 g,g,50 g,1,1,15,15,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063363786'],-,https://datalabs.siva3.io/image/Eunimart_groceries_259990_19-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-2_15-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-3_15-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-4_15-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-5_15-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-6_1-britannia-gobbles-orange-bites-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259990-7_1-britannia-gobbles-orange-bites-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the delicious and mouth-watering flavours in every slice of ready to eat Britannia Cakes.,"[{'EAN Code': '8901063363786'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}, {'Country of Origin': 'India'}]",-,-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Orange Pulp, Fruit Products, Maltose Syrup, Iodised Salt, Preservatives, Baking Powder, Raising Agent, Nature Identical and Artificial Flavouring Substance- Vanilla",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Cake - Pineapple, 30 g","Britannia Pineapple Cake has soft and delicious cake slices with the goodness of pineapple, milk and eggs. With the best all-natural ingredients, each bite gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",30 g,g,30 g,1,1,15,14.5,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['35604253455172'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_259991_19-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-2_13-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-3_13-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-4_13-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-5_13-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-6_2-britannia-pineapple-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259991-7_2-britannia-pineapple-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"[{'EAN Code': '35604253455172'}, {'FSSAI Number': '10015043001129'}, {'Manufactured & Marketed By': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}, {'Country of Origin': 'India'}]","Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",-,-,"Refined Wheat Flour,
Sugar,
Eggs,
Edible Hydrogenated Vegetable Oil,
Pineapple Cuts,
Maltose Syrup,
Edible Starch,
Iodised Salt,
Preservatives, 
Baking Powder,
Raising Agent,
Nature Identical and Artificial Flavouring Substance- Vanilla & Almonds.",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Choco Chill Cake, 115 g, 2x115 g Multipack","Britannia Chocolate Cake has soft and delicious cake slices with the goodness of chocolate, milk and eggs. With each bite feel the richness and smoothness of chocolate which gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",2x115 g Multipack,g Multipack,2x115 g Multipack,1,1,60,54,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['1213492'],-,https://datalabs.siva3.io/image/Eunimart_groceries_213492_6-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-2_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-3_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-4_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-5_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-6_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-7_5-britannia-gobbles-choco-chill-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213492-8_1-britannia-gobbles-choco-chill-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the delicious and mouth-watering flavours in every slice of ready to eat Britannia Cakes.,"[{'EAN Code': '1213492'}, {'Manufactured & Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}, {'Country of Origin': 'India'}]",-,-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Maltose Syrup, Liquid Glucose, Cocoa Solids, Milk Solids, Iodised Salt, Preservatives, Acidity Regulator, Baking Powder, Raising Agent, Plain Chocolate, Nature Identical and Artificial Flavouring Substance- Vanilla & Chocolate",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Fruity Fun Cake, 50 g","Britannia Fruit Cake has soft and delicious cake slices with the goodness of little fruit bits, milk and eggs. With the best all-natural ingredients, each bite gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",50 g,g,50 g,1,1,15,13.5,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063363779'],-,https://datalabs.siva3.io/image/Eunimart_groceries_259977_16-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-2_12-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-3_3-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-4_3-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-5_3-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-6_1-britannia-gobbles-fruity-fun-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_259977-7_1-britannia-gobbles-fruity-fun-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the delicious and mouth-watering flavours in every slice of ready to eat Britannia Cakes.,"[{'EAN Code': '8901063363779'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}, {'Country of Origin': 'India'}]",-,-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Maltose Syrup, Edible Starch, Fruit Products, Iodised Salt, Preservatives, Acidity Regulator, Baking Powder, Raising Agent, Nature Identical and Artificial Flavouring Substance- Vanilla & Mixed Fruit",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Marble Cake - Choco Vanilla, Soft & Fluffy Snack, 2x110 g Multipack","Britannia Vanilla Choco Marble Cake has soft and delicious cake slices with the goodness of vanilla, choco and eggs. With the best all-natural ingredients, each bite gives a mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",2x110 g Multipack,g Multipack,2x110 g Multipack,1,1,60,54,"Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka",India,['1216327'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_216327_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-2_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-3_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-4_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-5_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-6_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-7_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-8_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1216327'}, {'Country of origin': 'India'}, {'Manufactured & Marketed By': 'Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka'}, {'FSSAI details': '10015043001129'}]","Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka",-,-,"Refined Wheat Flour (Maida), Sugar, Eggs, Refined Vegetable Fat, [Interesterified Vegetable Fat], Sesame Oil, Emulsifier (471), Antioxidant (319) & Vitamin A], Humectants [422 & 420(Ii), Refined Palmolein Oil High Maltose Syrup, Edible Maize Starch, Liquid Glucose, Cocoa Solids (1%), Cake Gel (Emulsifiers And Stabilizers (471 & 477) And Humectant 420(Ii), Raising Agents [341(I), 500(Ii) & 450(I)], Invert Sugar Syrup, Iodised Salt, Preservatives (202, 200 & 282), Baking Powder, Stabilizer (415) And Acidity Regulator (330). Contains Permitted Natural Food Colours (150C & 150D) And Added Flavours [Nature Identical & Artificial (Vanilla) Flavouring Substances]. (Numbers In Brackets As Per International Numbering System) Contains Wheat And Eggs.",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Marble Cake - Choco Vanilla, Soft & Fluffy Snack, 2x110 g Multipack","Britannia Vanilla Choco Marble Cake has soft and delicious cake slices with the goodness of vanilla, choco and eggs. With the best all-natural ingredients, each bite gives a mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",2x110 g Multipack,g Multipack,2x110 g Multipack,1,1,60,54,"Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka",India,['1216327'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_216327_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-2_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-3_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-4_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-5_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-6_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-7_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216327-8_1-britannia-gobbles-marble-cake-vanilla-choco-contains-egg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1216327'}, {'Country of origin': 'India'}, {'Manufactured & Marketed By': 'Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka'}, {'FSSAI details': '10015043001129'}]","Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka",-,-,"Refined Wheat Flour (Maida), Sugar, Eggs, Refined Vegetable Fat, [Interesterified Vegetable Fat], Sesame Oil, Emulsifier (471), Antioxidant (319) & Vitamin A], Humectants [422 & 420(Ii), Refined Palmolein Oil High Maltose Syrup, Edible Maize Starch, Liquid Glucose, Cocoa Solids (1%), Cake Gel (Emulsifiers And Stabilizers (471 & 477) And Humectant 420(Ii), Raising Agents [341(I), 500(Ii) & 450(I)], Invert Sugar Syrup, Iodised Salt, Preservatives (202, 200 & 282), Baking Powder, Stabilizer (415) And Acidity Regulator (330). Contains Permitted Natural Food Colours (150C & 150D) And Added Flavours [Nature Identical & Artificial (Vanilla) Flavouring Substances]. (Numbers In Brackets As Per International Numbering System) Contains Wheat And Eggs.",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Marble Cake - Choco Vanilla, Soft & Fluffy Snack, 30 g","Britannia Vanilla Choco Marble Cake has soft and delicious cake slices with the goodness of vanilla,choco and eggs. With the best all-natural ingredients, each bite gives mouth-watering flavour. Britannia Cakes have soft spongy and fluffy slices that deliciously melts in your mouth. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite cakes.",30 g,g,30 g,1,1,10,10,"SCHREIBER DYNAMIX DAIRIES PVT. LTD., E-94, MIDC, BHIGWAN ROAD, BARAMATI, PUNE-413133, MAHARASHTRA & BRITANNIA DAIRY PVT. LTD., 5/1 A HUNGERFORD STREET, KOLKATA-700017, WEST BENGAL (A WADIA Enterprise)",India,['8901063363984'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_40223900_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-2_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-3_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-4_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-5_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-6_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-7_6-britannia-vanilla-choco-marble-cake.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223900-8_6-britannia-vanilla-choco-marble-cake.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901063363984', 'FSSAI No: 10015043001129', 'Manufactured & Marketed by: SCHREIBER DYNAMIX DAIRIES PVT. LTD., E-94, MIDC, BHIGWAN ROAD, BARAMATI, PUNE-413133, MAHARASHTRA & BRITANNIA DAIRY PVT. LTD., 5/1 A HUNGERFORD STREET, KOLKATA-700017, WEST BENGAL (A WADIA Enterprise)', 'Country of origin: India', 'Best before 30-04-2023', '","SCHREIBER DYNAMIX DAIRIES PVT. LTD., E-94, MIDC, BHIGWAN ROAD, BARAMATI, PUNE-413133, MAHARASHTRA & BRITANNIA DAIRY PVT. LTD., 5/1 A HUNGERFORD STREET, KOLKATA-700017, WEST BENGAL (A WADIA Enterprise)",-,-,"Prepared using Refined Wheat Flour, Sugar, Eggs, Edible Hydrogenated Vegetable Oil, Maltose Syrup, Edible Starch, Fruit Products, Iodised Salt, Preservatives, Acidity Requlator, Baking Powder, Raising Agent",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Marble Cake - Red Velvet, Soft & Spongy (Pack Of 2), 2 x110 g Multipack","Britannia Gobbles Marble Red Velvet Cake makes for the ideal mid-day sweet binge. This scrumptious, spongy, and soft cake is made with refined wheat flour and has a mouthwatering red velvet flavour that is difficult to resist. This cake stands out from the rest, thanks to its flawless vanilla and red velvet flavour combination. Slices of this cake can be eaten with tea, coffee, or on their own. You can bring it along with you on trips, to work, or even to picnics! Explore a wide range of biscuits, cakes and more from Britannia only on Big Basket.",2 x110 g Multipack,g Multipack,2 x110 g Multipack,2,1,60,48,"BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)",India,['1222418'],['1001803100279'],https://datalabs.siva3.io/image/Eunimart_groceries_222418_1-britannia-gobbles-marble-cake-red-velvet-soft-spongy-pack-of-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222418'}, {'FSSAI No': '1001803100279'}, {'Manufactured & Marketed by': 'BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)'}, {'Country of origin': 'India'}]","BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)",-,-,"Refined Wheat Flour Maida, Sugar, Eggs, Refined Vegetable Fat [Iinteresterified Vegetable Fat, Sesame Oil, Emulsifier (471), Antioxidant (319) & Vitamin A], Huaiectants [422, 420{Ii}], Refiner Palmolein Oil, High Maltose Syrup, Liquid Glucose, Edible Maize Starch, Cake Gel (Emulsifiers And Stabilizers (471 & 477) And Humectant [420(Ii)]}, Raising Agents [341{I}, 500{Ii}, 450{I}], Cake Mix [Colour (162), Emulsifier (471)], Iodised Salt, Invert Sugar Syrup, Nature Identical & Artificial (Vanilla, Cheese) Flavouring Substances, Cocoa Solids (0.3%), Preservatives (202, 200, 282), Baking Powder, Acidity Regulator (330). Stabilizer (415), Colours(129, 122, 124).",-,-
RET,RET-10,RET-10-11,RET-10-11-11,RET-10-11-11-10,Britannia,"Britannia Gobbles Marble Cake - Red Velvet, Soft & Spongy (Pack Of 2), 2 x110 g Multipack","Britannia Gobbles Marble Red Velvet Cake makes for the ideal mid-day sweet binge. This scrumptious, spongy, and soft cake is made with refined wheat flour and has a mouthwatering red velvet flavour that is difficult to resist. This cake stands out from the rest, thanks to its flawless vanilla and red velvet flavour combination. Slices of this cake can be eaten with tea, coffee, or on their own. You can bring it along with you on trips, to work, or even to picnics! Explore a wide range of biscuits, cakes and more from Britannia only on Big Basket.",2 x110 g Multipack,g Multipack,2 x110 g Multipack,2,1,60,48,"BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)",India,['1222418'],['1001803100279'],https://datalabs.siva3.io/image/Eunimart_groceries_222418_1-britannia-gobbles-marble-cake-red-velvet-soft-spongy-pack-of-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222418'}, {'FSSAI No': '1001803100279'}, {'Manufactured & Marketed by': 'BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)'}, {'Country of origin': 'India'}]","BRITANNIA INDUSTRIED LTD., 5/1 A HUNGERFORD STREET, KOLKATA, WEST BENGAL (A WADIA Enterprise)",-,-,"Refined Wheat Flour Maida, Sugar, Eggs, Refined Vegetable Fat [Iinteresterified Vegetable Fat, Sesame Oil, Emulsifier (471), Antioxidant (319) & Vitamin A], Huaiectants [422, 420{Ii}], Refiner Palmolein Oil, High Maltose Syrup, Liquid Glucose, Edible Maize Starch, Cake Gel (Emulsifiers And Stabilizers (471 & 477) And Humectant [420(Ii)]}, Raising Agents [341{I}, 500{Ii}, 450{I}], Cake Mix [Colour (162), Emulsifier (471)], Iodised Salt, Invert Sugar Syrup, Nature Identical & Artificial (Vanilla, Cheese) Flavouring Substances, Cocoa Solids (0.3%), Preservatives (202, 200, 282), Baking Powder, Acidity Regulator (330). Stabilizer (415), Colours(129, 122, 124).",-,-
