L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Detergent - Liquid, Matic, Top Load, 2 L Pouch","Presenting Surf Excel Matic Top Load Liquid Detergent - a revolutionary liquid detergent for Top Load washing machines. Being liquid, it is best suited for washing machines and ensures a superior laundry experience. Surf Excel Matic Top Load Liquid Detergent is specially made for your Top Load washing machine and gives you tough stain removal in machines. Surf Excel Matic Top Load Liquid Detergent is effective in the high-water level environment (40 liters) of your Top Load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. Surf Excel Matic Top Load Liquid Detergent is one of its kind detergent liquids whose cleaning action and the superior fragrance is much sought after. Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. Try Surf Excel Matic Top Load Liquid Detergent for your Top Load machine for a superior cleaning experience.

This Surf Matic Top Load Liquid Detergent Pouch 2 lt pack is a refill pack and the liquid in the pouch needs to be poured into an empty 1ltr Surf Matic Liquid Detergent Bottle. You can use the scrubber cap (of the bottle) to measure a cap-full of the liquid for 1 load and 1.5 cups for heavily soiled loads, in your Top Load Washing machine.

New Surf Excel Matic liquid top load washing detergent gives you 100% stain removal in washing machines. Faster stain removal in machines new Surf Excel Matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. It dissolves quickly in a high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or on machines. It is designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues. The superior fragrance ensures that your clothes not only look fresh but also smell fresh. Colour care, removes tough stains in machines but retains original colour of the fabric.",2 L Pouch,L Pouch,2 L Pouch,1,1,430,371,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030684616'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40130609_3-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-2_2-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-3_2-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-4_2-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-5_2-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-6_1-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-7_1-surf-excel-detergent-liquid-matic-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40130609-8_1-surf-excel-detergent-liquid-matic-top-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pour liquid into the bottle. Use 1 full rubber cap for 1 load and 1.5 cups for heavily soiled loads, in your Top Load washing machine.","[{'EAN Code': '8901030684616'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Detergent Bar, 150 g Pouch","Surf excel detergent bar is Indias most premium detergent bar and is developed with a unique patented technology. Surf excel bar combines the power of 4 products - vinegar, blue, bleach and lemon into just 1 product, thereby helping you fight and remove tough stains easily that help you save time, money and  effort you put behind laundry. With just one product, Surf Excel Bar, you can easily remove tough stains like tea, coffee, turmeric, curry, ketchup and chocolate. Besides the 95g pack, Surf Excel Bar is also available across other convenient pack sizes such as 150g, 250g, 400g & 800g (4packs of 200g each). All you need to do is apply the bar on the tough stains, scrub a little and then wash the garment as usual and voila, you have spotless clean clothes. Unlike most popular based brands, the effort required when using Surf Excel Bar is far lesser and makes your laundry process a less tedious chore. It is gentle on both your clothes and your hands. Surf Excel Bar removes tough stain easily and works like your own personal stain eraser! So what are you waiting for? Try Surf Excel Bar and make your laundry experience a happy effortless one!
Features and Benefits:
‚ Indias most premium detergent bar‚ Your personal Stain Eraser : Removes tough stains with ease.‚ Surf Excel Bar combines the cleaning benefits similar to that of vinegar, blue, bleach, and lemon.‚ Removes tough stains such as tea, coffee, turmeric, curry, ketchup and chocolate wit just one product‚ Gentle on both your clothes and your hand‚ Makes your laundry easy",150 g Pouch,g Pouch,150 g Pouch,1,1,22,22,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['890103872976'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019095_2-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019095-2_2-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019095-3_2-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019095-4_1-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019095-5_1-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019095-6_1-surf-excel-detergent-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Apply directly on wet cloth, scrub & rinse","[{'EAN Code': '890103872976'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Detergent Bar, 200 g Pack of 4","Surf excel detergent bar is Indias most premium detergent bar and is developed with a unique patented technology. Surf excel bar combines the power of 4 products - vinegar, blue, bleach and lemon into just 1 product, thereby helping you fight and remove tough stains easily that help you save time, money and†’¬‚…¡  effort you put behind laundry. With just one product, Surf Excel Bar, you can easily remove tough stains like tea, coffee, turmeric, curry, ketchup and chocolate. Besides the 95g pack, Surf Excel Bar is also available across other convenient pack sizes such as 150g, 250g, 400g & 800g (4packs of 200g each). All you need to do is apply the bar on the tough stains, scrub a little and then wash the garment as usual and voila, you have spotless clean clothes. Unlike most popular based brands, the effort required when using Surf Excel Bar is far lesser and makes your laundry process a less tedious chore. It is gentle on both your clothes and your hands. Surf Excel Bar removes tough stain easily and works like your own personal stain eraser! So what are you waiting for? Try Surf Excel Bar and make your laundry experience a happy effortless one!
Features and Benefits:
‚ Indias most premium detergent bar‚ Youre personal Stain Eraser: Removes tough stains with ease.‚ Surf Excel Bar combines the cleaning benefits similar to that of vinegar, blue, bleach, and lemon.‚ Removes tough stains such as tea, coffee, turmeric, curry, ketchup and chocolate with just one product‚ Gentle on both your clothes and your hand‚ Makes your laundry easy",200 g Pack of 4,g Pack of,200 g Pack of 4,4,1,122,107,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030870354'],-,https://datalabs.siva3.io/image/Eunimart_groceries_267011_12-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_267011-2_3-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_267011-3_3-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_267011-4_2-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_267011-5_2-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_267011-6_2-surf-excel-detergent-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Now get rid of tough stains like tea, cofee, turmeric, curry, ketchup, and chocolate with just one product. Let your children be children. Washing stains away has never been so easy and effortless! Buy Surf Excel Detergent Cake online now.","Apply directly on wet cloth, scrub & rinse","[{'EAN Code': '8901030870354'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Detergent Bar, 400 g","Surf excel detergent bar is Indias most premium detergent bar and is developed with a unique patented technology. Surf excel bar combines the power of 4 products - vinegar, blue, bleach and lemon into just 1 product, thereby helping you fight and remove tough stains easily that help you save time, money and†’¬‚…¡  effort you put behind laundry. With just one product, Surf Excel Bar, you can easily remove tough stains like tea, coffee, turmeric, curry, ketchup and chocolate. Besides the 95g pack, Surf Excel Bar is also available across other convenient pack sizes such as 150g, 250g, 400g & 800g (4packs of 200g each). All you need to do is apply the bar on the tough stains, scrub a little and then wash the garment as usual and voila, you have spotless clean clothes. Unlike most popular based brands, the effort required when using Surf Excel Bar is far lesser and makes your laundry process a less tedious chore. It is gentle on both your clothes and your hands. Surf Excel Bar removes tough stain easily and works like your own personal stain eraser! So what are you waiting for? Try Surf Excel Bar and make your laundry experience a happy effortless one!
Features and Benefits:
‚ Indias most premium detergent bar‚ Your personal Stain Eraser : Removes tough stains with ease.‚ Surf Excel Bar combines the cleaning benefits similar to that of vinegar, blue, bleach, and lemon.‚ Removes tough stains such as tea, coffee, turmeric, curry, ketchup and chocolate wit just one product‚ Gentle on both your clothes and your hand‚ Makes your laundry easy",400 g,g,400 g,1,1,62,62,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030843143'],-,https://datalabs.siva3.io/image/Eunimart_groceries_306135_18-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_306135-2_10-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_306135-3_1-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_306135-4_1-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_306135-5_1-surf-excel-detergent-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_306135-6_1-surf-excel-detergent-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,The active cleaning agents as well as an element of Oxygen in its molecules make the Surf Excel Detergent Bar a handy one for scrubbing clothes as these agents successfully dissolve dirt and grime.,-,"Apply directly on wet cloth, scrub & rinse","[{'EAN Code': '8901030843143'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Easy Wash Detergent Powder, 1 kg","With Surf excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your childs dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kids clothes? The answer is because regular detergents do not dissolve completely and dont work as effectively. Surf excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 Hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.",1 kg,kg,1 kg,1,1,158,146,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030948428'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40101707_10-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-2_9-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-3_9-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-4_6-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-5_5-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-6_4-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40101707-7_4-surf-excel-easy-wash-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"zinc oxide,ethyl hexylmethoxy cinnamate,lemongrass & cucumber extracts",-,Use as directed on pack. DO not mix with acids.,"[{'EAN Code': '8901030948428'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Easy Wash Detergent Powder, 1.5 kg","With Surf excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your childs dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kids clothes? The answer is because regular detergents do not dissolve completely and dont work as effectively. Surf excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 Hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.
Features and Benefits:
‚ Surf excel Easy Wash has the power of 10 hands that removes tough stains easily‚ Its a superfine powder that dissolves easily and removes tough stains fast.‚ Its superior technology fights various tough stains such oil, ketchup, chocolate, curry stains‚ For tough stains, pre-soak you garments in Surf excel Easy Wash solution for 30 mins‚ Hand-wash - Use 2 scoops of Surf excel Easy Wash ; Machine-wash - Use 3 scoops of Surf excel Easy Wash‚ It works on coloured as well as white garments.",1.5 kg,kg,1.5 kg,1,1,235,204,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030948404'],-,https://datalabs.siva3.io/image/Eunimart_groceries_266945_21-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-2_8-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-3_7-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-4_6-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-5_4-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-6_4-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_266945-7_4-surf-excel-easy-wash-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take required amount of powder in while the washer is filling, but before adding the clothes.","[{'EAN Code': '8901030948404'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Easy Wash Detergent Powder, 5 kg","With Surf excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your childs dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kids clothes? The answer is because regular detergents do not dissolve completely and dont work as effectively. Surf excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 Hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.
Features and Benefits:
‚ Surf excel Easy Wash has the power of 10 hands that removes tough stains easily‚ Its a superfine powder that dissolves easily and removes tough stains fast.‚ Its superior technology fights various tough stains such oil, ketchup, chocolate, curry stains‚ For tough stains, pre-soak you garments in Surf excel Easy Wash solution for 30 mins‚ Hand-wash - Use 2 scoops of Surf excel Easy Wash ; Machine-wash - Use 3 scoops of Surf excel Easy Wash‚ It works on coloured as well as white garments.",5 kg,kg,5 kg,1,1,770,645,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030948374'],-,https://datalabs.siva3.io/image/Eunimart_groceries_215595_23-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-2_13-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-3_9-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-4_7-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-5_7-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-6_6-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215595-7_6-surf-excel-easy-wash-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add the recommended quantity of detergent powder either to the washing machine or in a bucket of water. Then add the clothes.,"[{'EAN Code': '8901030948374'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Easy Wash Detergent Powder, 500 g Pouch","With Surf excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your childs dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kids clothes? The answer is because regular detergents do not dissolve completely and dont work as effectively. Surf excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 Hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.
Features and Benefits:
‚ Surf excel Easy Wash has the power of 10 hands that removes tough stains easily‚ Its a superfine powder that dissolves easily and removes tough stains fast.‚ Its superior technology fights various tough stains such oil, ketchup, chocolate, curry stains‚ For tough stains, pre-soak you garments in Surf excel Easy Wash solution for 30 mins‚ Hand-wash - Use 2 scoops of Surf excel Easy Wash ; Machine-wash - Use 3 scoops of Surf excel Easy Wash‚ It works on coloured as well as white garments.",500 g Pouch,g Pouch,500 g Pouch,1,1,79,75.5,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030948411'],-,https://datalabs.siva3.io/image/Eunimart_groceries_299464_20-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-2_9-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-3_9-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-4_8-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-5_5-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-6_4-surf-excel-easy-wash-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_299464-7_4-surf-excel-easy-wash-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901030948411'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Matic Detergent Powder - Front Load, 1 kg Pouch","Presenting, Surf excel matic front load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in machines. Surf excel matic front load is specially designed to work in high water level environment ( 20 liters) of front load washing machines. Its low suds formula ensures it produces the right amount of foam that protects your machine from the effects of excessive foaming. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent it dissolves completely in machine and ensure its leaves no residue on your clothes or your washing machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as IFB, Samsung, Bosch, Siemens, Panasonic and Electrolux, Siemens, Kelvinator, Videocon. Moreover, Surf excel matic is value for money as all you need is 1 scoop of detergent for regular load of clothes. Now, just dump your clothes in your front load washing machines without soaking and scrubbing them and get 100% Tough Stain Removal
Features and Benefits:
‚ Specifically designed for tough stain removal in machine with Surf excel matic‚ Surf excel matic front load laundry detergent is designed to work in high water level (20 liters) of front load washing machines‚ Surf excel matic front load laundry detergent dissolves completely leaving no residue on your clothes on in the machine‚ Surf excel matic front load laundry detergent produces the right amount of foam that protects your expensive front load machine from choking or clogging‚ Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent‚ Surf excel matic front load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers",1 kg Pouch,kg Pouch,1 kg Pouch,1,1,290,255,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['100142980'],-,https://datalabs.siva3.io/image/Eunimart_groceries_42980_20-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-2_4-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-3_4-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-4_4-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-5_1-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-6_1-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_42980-7_1-surf-excel-matic-front-load-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add the recommended quantity of top load washing machine powder either to the machine bowl or down the centre of the agitator for most standard washing machines. Then add the clothes.,"[{'EAN Code': '100142980'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Surf Excel,"Surf Excel Matic Detergent Powder - Front Load, 4 kg","Presenting, Surf excel Matic front load the machine specialist laundry detergent from the Surf Excel Matic family that gives you 100 percentage tough stain removal in machines. Surf Excel Matic front load is specially designed to work in high water level environment ( 20 litres) of front load washing machines. Its low suds formula ensures it produces the right amount of foam that protects your machine from the effects of excessive foaming. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself. This means no more soaking or scrubbing and saves up the time and effort you put behind the everyday laundry.",4 kg,kg,4 kg,1,1,920,860,Hindustan Unilever Ltd.,India,['8901030994245'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40171082_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-2_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-3_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-4_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-5_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-6_7-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-7_2-surf-excel-matic-front-load-detergent-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40171082-8_1-surf-excel-matic-front-load-detergent-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60 gm/1 scoop for regular loads and 90 gm/1.5 scoops for heavily soiled loads.,"[{'EAN Code': '8901030994245'}, {'Country of origin': 'India'}, {'Manufacturer name': 'Hindustan Unilever Ltd.'}]",-,-,-,-,-,-,-
