L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo Led Magnifier - 3X Magnification With Inbuilt Bright Fluorescent Light Powered By Battery, 1 pc","Glass Lens more clearly compared with acrylic lenses. The Ergonomic handle design can provide comfortable gripping, which is suitable for both right and left-handed users. It's convenient to turn lights with ON/OFF switch, three-battery slots are designed so that the lighting time is long enough for use. Excellent for reading, circuits, jewellery evaluating, etc. Very bright illumination and magnification that are suitable for night reading, antique appreciation, small prints, texts, tiny crafts, and electronic parts. The lightweight magnifier is ideal for traveling, outdoors, and lab.",1 pc,pc,1 pc,1,1,450,419,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108234089'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286070_1-solo-led-magnifier-3x-magnification-with-inbuilt-bright-fluorescent-light-powered-by-battery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286070-2_1-solo-led-magnifier-3x-magnification-with-inbuilt-bright-fluorescent-light-powered-by-battery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286070-3_1-solo-led-magnifier-3x-magnification-with-inbuilt-bright-fluorescent-light-powered-by-battery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286070-4_1-solo-led-magnifier-3x-magnification-with-inbuilt-bright-fluorescent-light-powered-by-battery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286070-5_1-solo-led-magnifier-3x-magnification-with-inbuilt-bright-fluorescent-light-powered-by-battery.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The ease of magnifying glass now comes with an inbuilt bright fluorescent LED.
67 mm lens diameter.
3X magnification.
Easy torch button for ON & OFF the light.","It will help you organize messy pens, phones, scissors, keys, and other small stuff.
It is one of the best gifts for teachers, students, friends, and others.
An ideal present for Birthday, Valentine's Day, Wedding, Christmas, and other Anniversary.","[{'EAN Code': '8904108234089'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - Magnifier.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 150X215X20
Weight: - 155GRM.
Body Material: - Plastic.
Package Content: - 1 PC LED MAGNIFIER.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-16,Solo,"Solo Multi Pen Holder Mix - Stationary Storage Tidy Desk Organizer Box, Blue, 1 pc",If you have been looking for Solo DS 101 Multipen Holder - your search ends here. You can purchase Solo DS 101 Multipen Holder - Blue of the finest quality and rest assured to get the best in terms of both durability and performance.,1 pc,pc,1 pc,1,1,135,125,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108214029'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286067_1-solo-multi-pen-holder-mix-stationary-storage-tidy-desk-organizer-box.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286067-2_1-solo-multi-pen-holder-mix-stationary-storage-tidy-desk-organizer-box.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286067-3_1-solo-multi-pen-holder-mix-stationary-storage-tidy-desk-organizer-box.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Attractive pen holder with 4 sections to keep a pen, pencils, scissors, scale, glue sticks, etc.
Transparent and sleek design.
Made of high-quality resins.
Available in diverse colours.",Perfectly apt for gifting purposes.,"[{'EAN Code': '8904108214029'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - Desk Organizer.
Material: - Plastic.
Colour: - Blue.
Dimensions in mm (LXWXH): - 110X110X80
Weight: - 140GRM.
Body Material: - Plastic.
Package Content: - 1 PC Multi pen holder MIX.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo Multi-Function Bag With Two Pockets A4 - Keep Stationery, Cables, Medicines, Documents, 1 pc","Water-resistant additional see-through net pockets. All solo a4 multi-function bag with 2 pockets is manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture solo a4 multi-function bag with 2 pockets are sourced from the most reliable and official vendors, chosen after performing detailed market surveys. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,180,169,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108252014'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286072_1-solo-multi-function-bag-with-two-pockets-a4-keep-stationery-cables-medicines-documents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286072-2_1-solo-multi-function-bag-with-two-pockets-a4-keep-stationery-cables-medicines-documents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286072-3_1-solo-multi-function-bag-with-two-pockets-a4-keep-stationery-cables-medicines-documents.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water-resistant
A4 size
Easy to use
Additional see-through net pockets
Durable",The noteworthy character of this Holder permits you to hold up to Sheets all at once making it the ideal case for conveying your resume and other significant declarations. This Holder has Straightforward Front and Back Covers and is accessible in different varieties.,"[{'EAN Code': '8904108252014'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 345X250
Weight: - 95GRM.
Body Material: - Plastic.
Package Content: - 1 PC Multi-function bag with two pockets A4.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo Multi-Function Bag With Two Pockets A5 - Keep Stationery, Cables, Medicines, Documents, 1 pc","Water-resistant Additional see-through net pockets. All Solo A5 Multi-Function Bag with 2 Pockets are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture Solo A4 Multi-Function Bag with 2 Pockets are sourced from the most reliable and official vendors. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,130,119,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108252021'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286073_1-solo-multi-function-bag-with-two-pockets-a5-keep-stationery-cables-medicines-documents.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286073-2_1-solo-multi-function-bag-with-two-pockets-a5-keep-stationery-cables-medicines-documents.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water-resistant
A5 size
Easy to use
Additional see-through net pockets
Durable",The noteworthy character of this Holder permits you to hold up to Sheets all at once making it the ideal case for conveying your resume and other significant declarations. This Holder has Straightforward Front and Back Covers and is accessible in different varieties.,"[{'EAN Code': '8904108252021'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 235X178XNA
Weight: - 45GRM.
Body Material: - Plastic.
Package Content: - 1 PC Multi-function bag with two pockets A5.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo Multi-Function Bag With Two Pockets A6 - Keep Stationery, Cables, Medicines, 1 pc","Water-resistant Additional see-through net pockets. All Solo A6 Multi-Function Bag with 2 Pockets are manufactured by using quality assured material and advanced techniques, which make them up to the standard. The materials utilized to manufacture Solo A4 Multi-Function Bag with 2 Pockets are sourced from the most reliable and official vendors. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,110,105,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108252038'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286074_1-solo-multi-function-bag-with-two-pockets-a6-keep-stationery-cables-medicines.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water-resistant
A6 size
Easy to use
Additional see-through net pockets
Durable",The noteworthy character of this Holder permits you to hold up to Sheets all at once making it the ideal case for conveying your resume and other significant declarations. This Holder has Straightforward Front and Back Covers and is accessible in different varieties.,"[{'EAN Code': '8904108252038'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 225X120XNA
Weight: - 35GRM.
Body Material: - Plastic.
Package Content: - 1 PC Multi-function bag with two pockets A6.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-16,Solo,"Solo Multi-Functional Folder - Executive Portfolio With Expanding Pockets, Notebook, Pen Slot, CD Holder, 1 pc","The Solo Conference File is a Compatible A4 Size File with 6 Inner Pockets for systematic and categorized storage of all your important papers and documents. This Solo File is a Classic Personal Portfolio for Executives and comes equipped with a Notepad and a Pen Slot, which will help you make notes during meetings. Colour index tabs make identification easier, and the Flap Closure keeps the items stored inside intact. Other features include CD Holder and a Business Card Holder and a Zip Closure for Extra Protection. Net pocket provides an extra storage facility in this Solo Conference File. The Matte Texture makes it look attractive and serves as an ideal product for Corporate Gifting.",1 pc,pc,1 pc,1,1,525,489,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108216092'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286063_1-solo-multi-functional-folder-executive-portfolio-with-expanding-pockets-notebook-pen-slot-cd-holder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286063-2_1-solo-multi-functional-folder-executive-portfolio-with-expanding-pockets-notebook-pen-slot-cd-holder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286063-3_1-solo-multi-functional-folder-executive-portfolio-with-expanding-pockets-notebook-pen-slot-cd-holder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6 Sections (With Pad)
A classic personal portfolio for executives
Six sections expanding pocket with tabs on the inside cover.
Additional net pocket with zip closure for keeping like CD passport etc.
Writing pad included.
Pockets for business cards & pens.
Special matte texture for an elegant look & feel.","Ideal for international travellers, Corporate, Gifting, Seminars, and Conferences.","[{'EAN Code': '8904108216092'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Slate Grey.
Dimensions in mm (LXWXH): - 268X355X20
Weight: - 500 GRM.
Body Material: - Plastic.
Package Content: - 1 PC Executive portfolio.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo My Clear Bag Landscape Style - Twin Envelope, Smart & Elegant, For Home & Office, 1 pc","Carry all your important documents and papers in this bold and radiant bag from Solo and make a style statement. This Solo Clear Bag is available in Free Compatible sizes and is popular as a Universal Use Button Bag. This Double Colour Combination Clear Bag from Solo is incorporated with Twin Pockets for bulk storage of all your papers and documents. Identification of this bag is made easier with the Name Card, which is provided at the top of this bag. There is a Thick Polymer Sheet for increased durability of this Solo Clear Bag. You can easily fit 10 x 12 dot matrix printouts in this Solo Clear Bag and this bag proves to be very handy for use at schools, offices, and homes.",1 pc,pc,1 pc,1,1,50,50,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108222116'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286060_1-solo-my-clear-bag-landscape-style-twin-envelope-smart-elegant-for-home-office.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Twin pockets for bulk storage of papers and documents
Name card pocket at the top for identity.
Double colour combination
Available in vibrant colours.
Thick polymer sheet for durability.
10x12 dot-matrix printouts can fit in easily.","Universal use button bag. 
Useful at schools, homes & offices.","[{'EAN Code': '8904108222116'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 360X265XNA
Weight: - 65GRM.
Body Material: - Plastic.
Package Content: - 1 PC My clear Bag.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo My Clear Bag Landscape Style Twin Envelope, Smart & Elegant, For Home & Office, 3 x 1 pc Multipack","Carry all your important documents and papers in this bold and radiant bag from Solo and make a style statement. This Solo Clear Bag is available in Free Compatible sizes and is popular as a Universal Use Button Bag. This Double Colour Combination Clear Bag from Solo is incorporated with Twin Pockets for bulk storage of all your papers and documents. There is a Thick Polymer Sheet for increased durability of this Solo Clear Bag. You can easily fit 10 x 12 dot matrix printouts in this Solo Clear Bag and this bag proves to be very handy for use at schools, offices, and homes.",3 x 1 pc Multipack,pcs,3 x 1 pc Multipack,3,1,150,150,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['1222804'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222804_1-solo-my-clear-bag-landscape-style-twin-envelope-smart-elegant-for-home-office.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Twin pockets for bulk storage of papers and documents
Name card pocket at the top for identity.
Double colour combination
Available in vibrant colours.
Thick polymer sheet for durability.
10x12 dot-matrix printouts can fit in easily.","Universal use button bag. 
Useful at schools, homes & offices.","[{'EAN Code': '1222804'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India'}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 360X265XNA
Weight: - 65GRM.
Body Material: - Plastic.
Package Content: - 1 PC My clear Bag.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo My Zipper Closure Bag A4 - Keep Paper, Files, Envelopes, Stationery Inside, Transparent, 1 pc","Solo A4 My Zipper Bag is a premium quality product from Solo. These are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture, are sourced from the most reliable and official vendors, chosen after performing detailed market surveys. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,125,115,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['8904108252083'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286077_1-solo-my-zipper-closure-bag-a4-keep-paper-files-envelopes-stationery-inside.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286077-2_1-solo-my-zipper-closure-bag-a4-keep-paper-files-envelopes-stationery-inside.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286077-3_1-solo-my-zipper-closure-bag-a4-keep-paper-files-envelopes-stationery-inside.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286077-4_1-solo-my-zipper-closure-bag-a4-keep-paper-files-envelopes-stationery-inside.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Transparent bags with smooth zip closures
Nylon braid reinforced polymer sheet to give years of durable use
Nylon braid stitching hold heavy contents","Multipurpose use at home, office, or school.","[{'EAN Code': '8904108252083'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 325X255XNA
Weight: - 50GRM.
Body Material: - Plastic.
Package Content: - 1 PC My zipper closure bag A4.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-11,Solo,"Solo My Zipper Closure Bag A5 - Use As Pencil Pouch For Stationery, Transparent, 1 pc","Solo A5 My Zipper Bag is a premium quality product from Solo. These are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture, are sourced from the most reliable and official vendors, chosen after performing detailed market surveys. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,80,75,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['40286078'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286078_1-solo-my-zipper-closure-bag-a5-use-as-pencil-pouch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Transparent bags with smooth zip closures
Nylon braid reinforced polymer sheet to give years of durable use
Nylon braid stitching hold heavy contents","Multipurpose use at home, office or school.","[{'EAN Code': '40286078'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 240X190XNA
Weight: - 30GRM.
Body Material: - Plastic.
Package Content: - 1 PC My zipper closure bag A5.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-11,Solo,"Solo My Zipper Closure Bag A6 - Use As Pencil Pouch For Stationery, Transparent, 1 pc","Solo A6 My Zipper Bag is a premium quality product from Solo. These are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture, are sourced from the most reliable and official vendors, chosen after performing detailed market surveys. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,70,65,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['40286079'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286079_1-solo-my-zipper-closure-bag-a6-use-as-pencil-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286079-2_1-solo-my-zipper-closure-bag-a6-use-as-pencil-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286079-3_1-solo-my-zipper-closure-bag-a6-use-as-pencil-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286079-4_1-solo-my-zipper-closure-bag-a6-use-as-pencil-pouch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Transparent bags with smooth zip closures
Nylon braid reinforced polymer sheet to give years of durable use
Nylon braid stitching hold heavy contents","Multipurpose use at home, office, or school.","['EAN Code: 40286079', 'Manufacturer Name & Marketed by Address:Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28', 'Country of Origin:India]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 230X115XNA
Weight: - 20GRM.
Body Material: - Plastic.
Package Content: - 1 PC My zipper closure bag A6.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Solo,"Solo My Zipper Closure Bag FC - Keep Stationery, Medicines, etc, Transparent, 1 pc","Solo My Zipper Bag is a premium quality product from Solo. These are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture, are sourced from the most reliable and official vendors, chosen after performing detailed market surveys. Solo products are widely acknowledged in the market for their high quality.",1 pc,pc,1 pc,1,1,148,139,"Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",India,['40286076'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40286076_1-solo-my-zipper-closure-bag-fc-keep-stationery-medicines-etc.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286076-2_1-solo-my-zipper-closure-bag-fc-keep-stationery-medicines-etc.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nylon braid stitching holds heavy contents.
Nylon braid reinforced polymer sheet to give years of durable use.
Transparent bags with smooth zip closures.","Multipurpose use at home, office, or school.","[{'EAN Code': '40286076'}, {'Manufacturer Name & Marketed by Address': 'Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28'}, {'Country of Origin': 'India}]","Filex Systems Pvt Ltd, 4379/4B, 1st Floor, Ansar Road, Darya Ganj, New Delhi 02 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore 28",-,-,-,-,"Brand: - SOLO.
Type: - File & Covers.
Material: - Plastic.
Colour: - Transparent.
Dimensions in mm (LXWXH): - 380X290XNA
Weight: - 60GRM.
Body Material: - Plastic.
Package Content: - 1 PC My zipper closure bag FC.",-
