L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriorg,"Nutriorg Organic Steelcut Oats - Gluten Free, 4 Kg Container","Nutriorg authentic USDA Certified Organic Gluten-free Steel Cut Oats are loaded with important vitamins, minerals and antioxidants, calcium, potassium, vitamin B6 and vitamin B3. Nutriorg Certified Organic Steel Cut Oats are gluten-free whole grain and a great source of important vitamins, minerals, fibre and antioxidants. Nutriorg Certified Organic Gluten-Free Steel Cut Oats are among the healthiest foods in the world. Oats are a great source of complex carbohydrates providing lots of energy. Nutriorg Certified Organic Gluten-Free Steel Cut Oats can help support weight loss because their high fibre content makes you feel full, satisfied and less likely to deal with cravings as a result of fluctuating blood-sugar levels. Instant oats are a great way to fill your need for comforting carbs without consuming too many calories. Nutriorg Organic Gluten-Free Steel Cut Oats are loaded with important vitamins, minerals and antioxidant plant compounds.",4 Kg Container,Kg,4 Kg Container,1,1,1900,1900,"Rattan Organic Foods. Pvt. Ltd. ( Rattan Farms, Village& P.O Barnagar, Paota The. Kotputli, Distt. Jaipur-303106 Rajasthan, India).",India,['8906119641795'],['12215026000810'],https://datalabs.siva3.io/image/Eunimart_groceries_40213443_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-2_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-3_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-4_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-5_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-6_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-7_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213443-8_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bring 1 cup of water or milk to a boil in a small saucepan.
Stir in 1/2 cup of Nutriorg Gluten-Free Steel Cut oats and reduce heat to medium;
Add a pinch of salt (for salty Taste) or a spoon of Nutriorg Certified Organic Honey (For Sweetening Purpose)
Cook well, stirring occasionally, for 5 minutes.
Remove from heat.
Cover and let it stand for 2 to 3 minutes.
If using a microwave combine 1 cup water or milk with Nutriorg Gluten-Free Steel Cut Oats 1/2 cup and a pinch of salt (for salty Taste).","['EAN Code: 8906119641795', 'FSSAI Number: 12215026000810', 'Manufactured & Marketed by: Rattan Organic Foods. Pvt. Ltd. ( Rattan Farms, Village& P.O Barnagar, Paota The. Kotputli, Distt. Jaipur-303106 Rajasthan, India).', 'Country of Origin: India', 'Best before 15-07-2023', '","Rattan Organic Foods. Pvt. Ltd. ( Rattan Farms, Village& P.O Barnagar, Paota The. Kotputli, Distt. Jaipur-303106 Rajasthan, India).",-,-,-,Organic Steel Cut Oats,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriorg,"Nutriorg Rolled Oats, 500 g Plastic Jar","Oats are loaded with important vitamins, minerals and antioxidant , calcium, potassium, vitamin B6 and vitamin B3. Rolled Oats are gluten-free whole grain and a great source of important vitamins, minerals, fiber and antioxidants. These include weight loss, lower blood sugar levels and a reduced risk of heart disease. Oats are a whole-grain food, known scientifically as Avena sativa. Nutriorg oats are 100% natural. No added preservatives. Weight: 500 g",500 g Plastic Jar,g,500 g Plastic Jar,1,1,185,185,"Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106",India,['40177139'],['12215026000810'],https://datalabs.siva3.io/image/Eunimart_groceries_40177139_2-nutriorg-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177139-2_4-nutriorg-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177139-3_4-nutriorg-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177139-4_4-nutriorg-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177139-5_4-nutriorg-rolled-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Stove-top: Bring 1 cup water or milk to a boil in a small saucepan. Stir in 1/2 cup Nutriorg gluten-free rolled oats and reduce heat to medium; add a pinch of salt (for salty taste) or a spoon Of Nutriorg Certified Organic Honey (for sweet taste) cook, stirring occasionally, for 5 minutes. Remove from the heat, cover and let stand for 2 to 3 minutes. Microwave: Combine 1 cup water or milk with Nutriorg Gluten-Free Rolled Oats 1/2 cup and a pinch of salt (for salty taste). Store in a cool dark place. Keep away from direct sunlight.","['EAN Code: 40177139', 'Country of origin: India', 'FSSAI Number: 12215026000810', 'Manufactured & Marketed By: Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106', 'Best before 15-07-2023', '","Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106",-,-,-,"Rolled Oats Allergen information: Gluten free, Dairy Free",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriorg,"Nutriorg Steelcut Oats, 750 g Plastic Jar","Nutriorg Raw Steel Cut Oats are loaded with important vitamins, minerals and antioxidants, calcium, potassium, vitamin B6 and vitamin B3. Nutriorg Raw Steel Cut Oats are among the most healthy foods in the world. Oats are a great source of complex carbohydrates providing lots of energy. Nutriorg Raw Steel Cut Oats can help support weight loss because their high fibre content makes you feel full, satisfied and less likely to deal with cravings as a result of fluctuating blood-sugar levels. Nutriorg Steel Cut oats are a great way to fill your need for comforting carbs without consuming too many calories. The steel cut oats are gluten free and preservative free. Weight: 750 g",750 g Plastic Jar,g,750 g Plastic Jar,1,1,290,290,"Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106",India,['40177141'],['12215026000810'],https://datalabs.siva3.io/image/Eunimart_groceries_40177141_4-nutriorg-steelcut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177141-2_4-nutriorg-steelcut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177141-3_4-nutriorg-steelcut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177141-4_4-nutriorg-steelcut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177141-5_4-nutriorg-steelcut-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Stove-top: Bring 1 cup water or milk to a boil in a small saucepan. stir in 1/2 cup Nutriorg certified organic gluten-free steel-cut oats and reduce heat to medium; add a pinch of salt (for salty taste) or a spoon of Nutriorg certified organic honey (for sweet taste) cook, stirring occasionally, for 5 minutes. Remove from the heat, cover and let stand for 2 to 3 minutes. Microwave: combine 1 cup water or milk with Nutriorg certified organic gluten-free steel-cut oats 1/2 cup and a pinch of salt (for salty taste) in a 2-cup. Storage: Store in a cool dark place. Keep away from direct sunlight.","['EAN Code: 40177141', 'Country of origin: India', 'FSSAI Number: 12215026000810', 'Manufactured & Marketed By: Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106', 'Best before 15-07-2023', '","Rattan Organic Foods Pvt. Ltd. Vill.Barnagar, Paota, Teh. Kotputli, Dist: Jaipur, Jaipur I (Rajasthan) - 303106",-,-,-,"Steel Cut Oats Allergen information: Gluten free, Dairy Free",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Bajra Flakes - Rich In Micronutrients, Fibre, 500 g","The Nutriplate India Bajra Flakes are the best alternative to those plain and boring oats. These Bajra Flakes are gluten-free breakfast option that comprises 100% natural bajra in its purest form. It is rich in micronutrients, fibre and is easily digestible. These healthy and delicious flakes help in reducing the cholestrol level and control the risk of cardiovascular diseases. Explore the wide range of nutritious foods by Nutriplate India only on Big Basket.",500 g,g,500 g,1,1,250,250,"Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['8904304655671'],['22718741000076'],https://datalabs.siva3.io/image/Eunimart_groceries_40218712_1-nutriplate-india-grainy-delight.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218712-2_1-nutriplate-india-grainy-delight.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218712-3_1-nutriplate-india-grainy-delight.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218712-4_1-nutriplate-india-grainy-delight.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218712-5_1-nutriplate-india-grainy-delight.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As cereal - Add warm milk and nuts.
As poha - Add veggies, salt and turmeric and cook on medium heat.","[{'EAN Code': '8904304655671'}, {'FSSAI No': '22718741000076'}, {'Manufactured & Marketed by': 'Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007'}, {'Country of origin': 'India'}]","Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,Bajra Flakes,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Granola & Nutriseed Energy Balls - Healthy Snack, Nutrient Rich, 100 g","The Nutriplate India Granola & Nutriseed Energy Balls are a perfect snacking option when you have to rush to work. These delightful and nutritious balls are the perfect treat for sweet lovers. These ballas are prepared with all the healthy and scrumptious ingredients such as granola natural, pumpkin seeds, sunflower seeds, flax seeds, sesame seeds and dates. It is specially created for weight watchers so they don't have to compromise on sweets. Granola natural, Pumpkin seeds, Sunflower seeds, Flax seeds, Sesame seeds, and Dates.",100 g,g,100 g,1,1,150,150,"Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['8939111491006'],['22718741000076'],https://datalabs.siva3.io/image/Eunimart_groceries_40256883_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-2_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-3_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-4_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-5_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-6_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-7_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40256883-8_1-nutriplate-india-granola-nutriseed-energy-balls-healthy-snack-nutrient-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Consume it as a pre or post-workout snack.,"[{'EAN Code': '8939111491006'}, {'FSSAI No': '22718741000076'}, {'Manufactured & Marketed by': 'Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007'}, {'Country of origin': 'India'}]","Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,"Granola Natural, Pumpkin Seeds, Sunflower Seeds, Flax Seeds, Sesame Seeds, Dates.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Jawar Flakes - Essential Vitamins & Antioxidants, 500 g","The Nutriplate India Jawar Flakes is a perfect breakfast option for weight watchers. Made with 100% whole grain jowar. These jawar flakes are a powerhouse of essential vitamins, antioxidants and minerals. The presence of these essential nutrients helps keep the body healthy and keep all ailments at bay. Keep your healthy breakfast options open with these Jawar Flakes. Explore the wide range of nutritious foods by Nutriplate India only on Big Basket.",500 g,g,500 g,1,1,250,250,"Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['8904304655701'],['22718741000076'],https://datalabs.siva3.io/image/Eunimart_groceries_40218710_1-nutriplate-india-nutrikeen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218710-2_1-nutriplate-india-nutrikeen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218710-3_1-nutriplate-india-nutrikeen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218710-4_1-nutriplate-india-nutrikeen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218710-5_1-nutriplate-india-nutrikeen.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As cereal - Add warm milk and nuts.
As poha - Add veggies, salt and turmeric and cook on medium heat.","[{'EAN Code': '8904304655701'}, {'FSSAI No': '22718741000076'}, {'Manufactured & Marketed by': 'Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007'}, {'Country of origin': 'India'}]","Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,Jawar Flakes,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Millets Muesli - Rich In Fibre, 250 g","The Nutriplate India Millet Muesli is the perfect option to jump start your day and get you ready for it. This delicious pack of goodness is made with all the right ingredients uch as - Jowar, bajra, ragi, barley, brown rice, wheat, almonds, raisins, dates and jaggery. It is a rich source of protein and high fibres which is amust-have for your body. Explore the wide range of nutritious foods by Nutriplate India only on Big Basket.",250 g,g,250 g,1,1,400,400,"Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['8904304655909'],['22718741000076'],https://datalabs.siva3.io/image/Eunimart_groceries_40218709_2-nutriplate-india-protein-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218709-2_2-nutriplate-india-protein-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218709-3_2-nutriplate-india-protein-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218709-4_2-nutriplate-india-protein-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218709-5_2-nutriplate-india-protein-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As cereal - Add warm milk and nuts.
As poha - Add veggies, salt and turmeric and cook on medium heat.","['EAN Code: 8904304655909', 'FSSAI No: 22718741000076', 'Manufactured & Marketed by: Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007', 'Country of origin: India', 'Best before 02-07-2023', '","Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,"Jowar, Bajra, Ragi, Barley, Brown Rice, Wheat, Almonds, Raisins, Dates, Jaggery.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Multi Millet Flakes - Rich In Nutrition, 500 g","The Nutriplate India Barley Flakes is a perfectly delicious breakfast option for kids as well as adults. These flakes are a healthier alternative to oats. These millets are an energy packet filled with nutrition. With its natural gluten-free properties, barley flakes are easy to consume. It keeps the stomach light and satisfied for a long time. Explore the wide range of nutritious foods by Nutriplate India only on Big Basket.",500 g,g,500 g,1,1,250,250,"Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['8904304655916'],['22718741000076'],https://datalabs.siva3.io/image/Eunimart_groceries_40218711_1-nutriplate-india-multi-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218711-2_1-nutriplate-india-multi-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218711-3_1-nutriplate-india-multi-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218711-4_1-nutriplate-india-multi-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218711-5_1-nutriplate-india-multi-millet-flakes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As cereal - Add warm milk and nuts.
As poha - Add veggies, salt and turmeric and cook on medium heat.","[{'EAN Code': '8904304655916'}, {'FSSAI No': '22718741000076'}, {'Manufactured & Marketed by': 'Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007'}, {'Country of origin': 'India'}]","Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,Barley Flakes,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriplate India,"Nutriplate India Rolled Oats - Gluten-Free, Rich In Protein, Fibre, 500 g Pouch","Nutriplate Rolled Oats are loaded with health benefits and nutrients. These are lightly processed whole-grain food. They are rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. These oats are a great healthy breakfast option. It is rich in protein, fibre and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. It is quick and convenient and healthy. Why should you eat oats for breakfast? Because it prevents constipation, helps you avoid overeating, manages diabetes, reduces the risk of cancer, avoids premature ageing, manages weight and keeps you healthy. A power food? It sure is! Helps reduce high blood pressure; Helps reduce risk of type two diabetes; Reduces risk of heart disease by lowering LDL; The soluble fiber makes you feel full and helps control weight. Oatmeal is quick and convenient and has a tasty variant, Granola that can be eaten with yogurt. Weight: 500 g",500 g Pouch,g,500 g Pouch,1,1,175,175,"11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007 & Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",India,['40174845'],['10020042007226'],https://datalabs.siva3.io/image/Eunimart_groceries_40174845_5-nutriplate-india-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174845-2_5-nutriplate-india-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174845-3_5-nutriplate-india-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174845-4_5-nutriplate-india-rolled-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast. Store in cool dry place, in an airtight container.","['EAN Code: 40174845', 'FSSAI No: 10020042007226', 'Manufactured & Marketed by:11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007 & Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007Ç\x82', 'Country of origin: India', 'Best before 01-09-2023', '","11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007 & Nutriplate India, 11-B, Ram Krishna Marg, Faizabad Road, Lucknow, 226007",-,-,-,Rolled Oats.,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Gluten-Free Oat Bran, 1 Kg","Nutriwish Oat Bran is a better source of protein, B vitamins, iron and soluble fiber. It is high in soluble fiber, promoting healthy digestion and reducing the risk of certain diseases. It is creamy with an almost sweet oaty richness.",1 Kg,Kg,1 Kg,1,1,450,450,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40145249_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-2_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-3_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-4_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-5_1-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-6_1-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-7_1-nutriwish-gluten-free-oat-bran.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan.
Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 3 minutes.
Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste.",-,-,-,-,-,-,Oat Bran,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Gluten-Free Oat Bran, 1 Kg","Nutriwish Oat Bran is a better source of protein, B vitamins, iron and soluble fiber. It is high in soluble fiber, promoting healthy digestion and reducing the risk of certain diseases. It is creamy with an almost sweet oaty richness.",1 Kg,Kg,1 Kg,1,1,450,450,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40145249_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-2_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-3_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-4_2-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-5_1-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-6_1-nutriwish-gluten-free-oat-bran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145249-7_1-nutriwish-gluten-free-oat-bran.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan.
Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 3 minutes.
Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste.",-,-,-,-,-,-,Oat Bran,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Gluten-Free Steel Cut Oats - Premium, 500 g","Nutriwish brings to you Steel Cut Oats that are loaded with health benefits and nutrients. These are oat groats that have been sliced into smaller pieces. It is rich in protein, fiber and is an excellent source of Vitamin B Complex and iron. It takes more time to cook than other oats. Cook it with milk and add fruits for your choice. This makes a perfect healthy breakfast.",500 g,g,500 g,1,1,200,200,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40145271_2-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-2_2-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-3_2-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-4_2-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-5_1-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-6_1-nutriwish-gluten-free-steel-cut-oats-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145271-7_1-nutriwish-gluten-free-steel-cut-oats-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan.
Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 20-30 minutes.
Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste.",-,-,-,-,-,-,Steel Cut Oats,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Oat Flakes, 1 Kg","Nutriwish brings to you Oats Flakes that are loaded with health benefits and nutrients. These are lightly processed whole-grain food. Before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fiber and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast.",1 Kg,Kg,1 Kg,1,1,400,360,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40192024_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-2_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-3_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-4_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-5_1-nutriwish-oat-flakes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Keep it aside in boiling water overnight and let it be covered. In the morning, heat it up quickly and consume it raw.
You can even cook in the morning by boiling it in water for about 25-30 minutes. Add milk, honey or sorghum or any other sweetener of your choice and garnish it with dried fruits and nuts.
You can also cook delicious upma or poha with oats.",-,-,-,-,-,-,Oat Flakes,-
