L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Black Pepper, 100 g Pouch","Organic Tattva Black Pepper Whole is certified USDA organic and NON-GMO verified. Highest and purest quality black peppercorns, ethically sourced from prime harvest gardens of India. Black pepper is one of the worlds popular spices and offers a number of health benefits while providing an excellent flavour to a dish. A pinch of black pepper added to any recipe works as more than just a flavour enhancer. The use of black pepper in the diet helps boost nutrient absorption. It has a sharp pungent aroma and a biting taste profile.

1. Naturally sourced and 100% pure ingredients.
2. Highest and purest quality.
3. Contains no artificial flavours, colours or preservatives.
4. Offers a number of health benefits.",100 g Pouch,g,100 g Pouch,1,1,210,157.5,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",India,['8906055442142'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40009423_6-organic-tattva-black-peppercorns.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009423-2_2-organic-tattva-black-peppercorns.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009423-3_2-organic-tattva-black-peppercorns.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009423-4_1-organic-tattva-black-peppercorns.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009423-5_1-organic-tattva-black-peppercorns.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add it whole or ground into your dishes, smoothies, lattes or tea.","['EAN Code: 8906055442142', 'Manufactured Name & Marketed By : Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .', 'Fssai Lic No: 10019051003029', 'Country of Origin: India', 'Best Before 16-07-2023.', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",-,-,-,-,Black Pepper,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Cashew Whole - Mild Nutty Taste, Rich In Protein, Zero Cholesterol, 250 g","Organic Cashews are big in size and have a mild, nutty taste. They are rich in protein and dietary fibre. They can be eaten raw or used as an ingredient in curries. Organic Tattvas Organic Cashew is a rich source of calcium, iron and protein. One serving of Organic Cashew contains 0g trans-fat and 0mg cholesterol. The calorie count per 100g of Organic Cashew is 647 kcal. If living a healthy life is your aim, then add Organic Cashew by Organic Tattva to your diet today!
Benefits
It is 100% vegetarian.
A proud product of India.
They are cultivated without the use of pesticides, chemicals or artificial fertilisers
It is available in a pack of 250g.
It has a shelf life of 365 days.",250 g,g,250 g,1,1,525,351.75,"M/S GRIHASTHI UDYOG,GUWAHATI.",India,['40255823'],['10315001000037'],https://datalabs.siva3.io/image/Eunimart_groceries_40255823_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-2_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-3_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-4_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-5_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-6_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-7_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-8_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255823-9_1-organic-tattva-cashews-mild-nutty-taste-rich-in-protein-zero-cholesterol.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They can be eaten raw or used as an ingredient in curries. It can also be used to garnish desserts, smoothies and sweet dishes. Can be used to make cakes, muffins and milkshakes.
Storage Information: Store it in a cool and dry place, away from direct sunlight and moisture.","['EAN Code: 40255823', 'Country Of Origin: India', 'Manufacturer Name and : M/S GRIHASTHI UDYOG,GUWAHATI.', 'FSSAI Number:10315001000037', 'Best before 02-09-2023', '",-,-,-,-,-,Cashew,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Cinnamon/Chakke Powder - Organic, 100 g No","Organic Tattva's Organic Cinnamon Powder is pure and flavourful. It is carefully processed and powdered to bring out perfection in your Dishes every time. Organic Tattva's Organic Cinnamon is Gluten Free and is Vegan Friendly. As a widely used Spice in the Indian kitchen, Cinnamon enjoys a reputation of being an essential ingredient. Cinnamon is known to have higher levels of magnesium and chromium along with other cancer-fighting anti-oxidants. It's organic cultivation and hygienic production makes Organic Tattva's Cinnamon a great choice. It imparts beautiful flavour and taste to your favourite cup of chai to your meticulously prepared non-vegetarian dishes.  It is full of natural benefits such as protein, iron, and calcium. It has ample dietary fibres, potassium and other essential nutrients. This aromatic condiment and flavouring additive can be added to a wide variety of cuisines, sweet and savoury dishes, breakfast cereals, snack foods, tea and traditional foods etc.",100 g No,g,100 g No,1,1,225,225,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308",India,['40210360'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40210360_1-organic-tattva-cinnamon-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210360-2_1-organic-tattva-cinnamon-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210360-3_1-organic-tattva-cinnamon-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210360-4_1-organic-tattva-cinnamon-powder-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40210360', 'Country of origin: India', 'Manufacturer & Marketed by :Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308', 'FSSAI Number :10019051003029', 'Best before 02-09-2023', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308",-,-,-,-,Organic Cinnamon,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Cowpea/ Lobia - White, 500 g Pouch","Organic Tattva Cowpea White is a certain type of bean, which has a little oval structure with a black eye on it. It can be added to a number of cuisines starting from Dal to salad. White Lobia is a relatively soft bean and there is no need to soak it as it cooks simply. These are rich in soluble fiber, fiber, protein, folate, complex carbohydrates, and iron. They are well non for their texture and their ability to absorb flavours. It contains high freshness, outstanding taste and high nutritional value.

1. Rich in Folate, Vitamin B9.
2. High Fiber.
3. Rich in Magnesium.
4. Zinc Rich.
5. Provides 34% of Iron (Fe) Requirements.
6. Rich in Vitamin B1, Thiamine.",500 g Pouch,g,500 g Pouch,1,1,145,130.5,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",India,['40009414'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40009414_5-organic-tattva-coupea-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009414-2_1-organic-tattva-coupea-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009414-3_1-organic-tattva-coupea-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009414-4_1-organic-tattva-coupea-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. In traditional Southern cuisine, the cooked beans are mixed with meat, spices, and leafy greens.
2. It can be added to a variety of recipes, including soups, stews, and salads.","['EAN Code: 40009414', 'Manufactured Name & Marketed By : Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .', 'Fssai Lic No: 10019051003029', 'Country of Origin: India', 'Best Before 16-07-2023.', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",-,-,-,-,White Cowpea,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Cumin/ Jeera Powder - Organic, 100 g No","Organic Tattva Cumin Powder is made with finest best selected cumin seeds. It is a staple pantry ingredient in many cuisines. This spice works well with any dishes. It is pure and has a burst of flavours. It is easy to use and adds a great flavour to any dish. Jeera is also known to have digestive properties. It is a great flavour enhancer. It does not contain any added flavour, preservatives, colour, etc.

1. It is made with high-quality ingredients.
2. Adds a great flavour and enhances the taste of the dish.
3. It does not contain any added preservatives, artificial colours, etc.",100 g No,g,100 g No,1,1,105,105,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",India,['40210361'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40210361_1-organic-tattva-cumin-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210361-2_1-organic-tattva-cumin-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210361-3_1-organic-tattva-cumin-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210361-4_1-organic-tattva-cumin-powder-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is used for dressing salad, producing seasonings and for preparing various savoury items like seafood, snack items and so on.
2. Usually used in spice rubs and spice blends, dressings, dips, marinades, frying batter mixes, sauces, soups, stews, salads, saut‚©s, curries etc. and making your cooking experience easy and fun.","['EAN Code: 40210361', 'Manufactured Name & Marketed By : Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .', 'Fssai Lic No: 10019051003029', 'Country of Origin: India', 'Best Before 02-09-2023.', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",-,-,-,-,Cumin Powder,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Dhaniya/ Coriander - Whole, 100 g Pouch","Organic Tattva Coriander Whole is an integral part of Indian cuisine. Coriander is an annual herb in the family of Apiaceae. It is also known as Chinese parsley, dhania, kothmir, or cilantro. Coriander seeds have numerous key vitamins like folic acid, vitamin A and beta-carotene, and most importantly, vitamin C. Coriander is known all over the world for its medicinal properties. It is a great source of potassium, iron, vitamins A, K, and C, folic acid, magnesium, and calcium that can heal many health issues.

1. medicinal properties.
2. Hygienically packed.
3. The great source of vitamins.
4. powerful antioxidant.",100 g Pouch,g,100 g Pouch,1,1,70,52.5,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",India,['8906055441218'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40009422_6-organic-tattva-coriander-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009422-2_2-organic-tattva-coriander-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009422-3_2-organic-tattva-coriander-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009422-4_1-organic-tattva-coriander-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. They are used in curry powder, curries, sausages, pickles, stews and sauces.
2. Commonly used in Sambhar and Rasam.","['EAN Code: 8906055441218', 'Manufactured Name & Marketed By : Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .', 'Fssai Lic No: 10019051003029', 'Country of Origin: India', 'Best Before 16-07-2023.', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308 .",-,-,-,-,Dhaniya Whole,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Dry Ginger Powder - Organic, 50 g No","Dry Ginger Powder is used in Indian cooking for a distinct flavour. It is perfect for flavouring sweet and savoury dishes such as gravies, chutneys etc. Organic Tattva's Organic Dry Ginger powder is unadulterated and pure. it does not contain any other ingredients and is made from high-quality ginger in a hygienic way. Ginger powder is known for its therapeutic properties. Organic Tattva's Dry Ginger Powder is carefully and hygienically sun-dried and crushed. It is a fine powder, off-white or slightly brownish in colour and imparts flavour without frying it, the way it's done with ginger traditionally while cooking. Organic Tattva's purity ensures the flavour is strong and as pungent as it's supposed to be, from your mom's kitchen! Dry Ginger is also known for burning fat, improving digestion, speeds up metabolism and fat absorption. It can be used in gravies, curries, marinades, stews etc.",50 g No,g,50 g No,1,1,70,70,"Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308",India,['40210362'],['10019051003029'],https://datalabs.siva3.io/image/Eunimart_groceries_40210362_1-organic-tattva-dry-ginger-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210362-2_1-organic-tattva-dry-ginger-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210362-3_1-organic-tattva-dry-ginger-powder-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40210362-4_1-organic-tattva-dry-ginger-powder-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40210362', 'Country of origin: India', 'Manufacturer & Marketed by :Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308', 'FSSAI Number :10019051003029', 'Best before 02-09-2023', '","Mehtro Consumer Product pvt Ltd, 26G, Sector 31, Ecotech 1, Greater Noida, UP 201308",-,-,-,-,Organic Dry Ginger,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Flour - Buckwheat, 250 g","Orgamic Tattva Buckwheat Flour is a chemical free, vegetarian product. Buckwheat is often served as a rice alternative or porridge. It is also grounded into flour, available in either light or dark forms, with the darker variety being more nutritious. Since buckwheat does not contain gluten, it is often mixed with some type of gluten-containing flour (such as wheat) for baking. Buckwheat grain is a rich source of valuable chemical compounds such as starch, protein, fat, dietary fiber, vitamins, minerals, fagopyritols, and flavonoids. It contains significantly more proteins than rice, wheat, millet, sorghum, and maize but less than oat.",250 g,g,250 g,1,1,100,90,"Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India",India,['40128469'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40128469_3-organic-tattva-flour-buckwheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128469-2_1-organic-tattva-flour-buckwheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128469-3_1-organic-tattva-flour-buckwheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128469-4_1-organic-tattva-flour-buckwheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40128469', 'Manufacturer Name and : Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India', 'Country of origin: India', 'Best before 16-07-2023', '",-,-,-,-,-,-,-,-,-,"Orgamic Tattva Buckwheat Flour is a chemical free, vegetarian product. Buckwheat is often served as a rice alternative or porridge. It is also grounded into flour, available in either light or dark forms, with the darker variety being more nutritious. Since buckwheat does not contain gluten, it is often mixed with some type of gluten-containing flour (such as wheat) for baking. Buckwheat grain is a rich source of valuable chemical compounds such as starch, protein, fat, dietary fiber, vitamins, minerals, fagopyritols, and flavonoids. It contains significantly more proteins than rice, wheat, millet, sorghum, and maize but less than oat."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Flour - Corn, 500 g Pouch",-,500 g Pouch,g,500 g Pouch,1,1,70,63,"Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India",India,['8906055440414'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40009408_4-organic-tattva-flour-corn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009408-2_1-organic-tattva-flour-corn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009408-3_1-organic-tattva-flour-corn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009408-4_1-organic-tattva-flour-corn.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906055440414', 'Manufactured by: Mehrotra Consumer Products Pvt Ltd, 26 G Sector 31,Ecotech 1, Greater Noida, 201308, India', '', 'Country of origin: India', 'Best before 16-07-2023', '",-,-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Flour - Rice, 500 g Pouch",-,500 g Pouch,g,500 g Pouch,1,1,70,63,"Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India",India,['8906055440353'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40009415_4-organic-tattva-flour-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009415-2_1-organic-tattva-flour-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009415-3_1-organic-tattva-flour-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009415-4_1-organic-tattva-flour-rice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906055440353', 'Manufactured by: Mehrotra Consumer Products Pvt Ltd, 26 G Sector 31,Ecotech 1, Greater Noida, 201308, India', '', 'Country of origin: India', 'Best before 16-07-2023', '",-,-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Flour - Wheat, 1 kg Pouch",-,1 kg Pouch,kg,1 kg Pouch,1,1,75,75,"Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India",India,[8906060000000],-,https://datalabs.siva3.io/image/Eunimart_groceries_40009409_4-organic-tattva-flour-wheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009409-2_1-organic-tattva-flour-wheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009409-3_1-organic-tattva-flour-wheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009409-4_1-organic-tattva-flour-wheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40009409-5_1-organic-tattva-flour-wheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Jaggery Powder - Rich In Nutrition, No Transfat, 1 kg","Jaggery holds a very important place in the medicinal and culinary industry. The jaggery offered to you is nutritious and chemical-free. Organic jaggery powder is extracted from the most nutritious sugar canes to ensure that it is free from any chemicals. A 100g serving of Organic Tattvas Organic Jaggery Powder contains 0g trans-fat and 0mg cholesterol. The calorie count per serving of Organic Jaggery Powder is 383 kcal. For a healthy lifestyle switch to Organic Jaggery Powder by Organic Tattva today!
Benefits
These are acquired naturally and no chemicals are added while processing them.
It is 100% vegan and gluten-free.
It is available in a pack of 1kg.
It has a shelf life of 365 days.",1 kg,kg,1 kg,1,1,160,107.2,"M/S GRIHASTHI UDYOG,GUWAHATI.",India,['8906055440636'],['10315001000037'],https://datalabs.siva3.io/image/Eunimart_groceries_40255819_1-organic-tattva-jaggery-powder-rich-in-nutrition-no-transfat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255819-2_1-organic-tattva-jaggery-powder-rich-in-nutrition-no-transfat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255819-3_1-organic-tattva-jaggery-powder-rich-in-nutrition-no-transfat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255819-4_1-organic-tattva-jaggery-powder-rich-in-nutrition-no-transfat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255819-5_1-organic-tattva-jaggery-powder-rich-in-nutrition-no-transfat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Instead of using sugar in your tea or milk, you can mix jaggery powder. Add some powdered jaggery or a small block of jaggery to ragi malt or oats in your breakfast. Can be used to make Indian desserts like kheer and phirni.
Storage Information: Store it in a cool and dry place, away from direct sunlight and moisture.","['EAN Code: 8906055440636', 'Country Of Origin: India', 'Manufacturer Name and : M/S GRIHASTHI UDYOG,GUWAHATI.', 'FSSAI Number:10315001000037', 'Best before 02-09-2023', '",-,-,-,-,-,Jaggery Powder,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Mamra Almonds - Rich In Nutrients, Vitamin E, 250 g","Organic Mamra Almonds from the house of Organic Tattva is a species of tree native to Iran and surrounding countries. The ancient remains of almonds were discovered in the Levant area. The almond is also the name of the edible and widely cultivated seed of this tree. Almonds are considered to be a superfood. Almonds help you to stay healthy. They lower LDL (bad) cholesterol and are packed with vitamin E, magnesium and potassium, which helps oxygen and nutrients flow more freely through the blood. We know hearts represent love, so show your ticker some love with almonds.
Benefits
Almonds are a bone-building food.
It is 100% organic.
They are cultivated without the use of pesticides, chemicals or artificial fertilisers.
It has a shelf life of 365 days.",250 g,g,250 g,1,1,750,502.5,"M/S GRIHASTHI UDYOG,GUWAHATI.",India,['40255826'],['10315001000037'],https://datalabs.siva3.io/image/Eunimart_groceries_40255826_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-2_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-3_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-4_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-5_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-6_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is delicious and healthy so they are perfect for snacking, baking and salads. It can also be used to garnish desserts, smoothies and sweet dishes. Can be used to make cakes and muffins.
Storage Information: Store it in a cool and dry place, away from direct sunlight and moisture.","['EAN Code: 40255826', 'Country Of Origin: India', 'Manufacturer Name and : M/S GRIHASTHI UDYOG,GUWAHATI.', 'FSSAI Number:10315001000037', 'Best before 02-09-2023', '",-,-,-,-,-,Mamra Almonds,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Mamra Almonds - Rich In Nutrients, Vitamin E, 250 g","Organic Mamra Almonds from the house of Organic Tattva is a species of tree native to Iran and surrounding countries. The ancient remains of almonds were discovered in the Levant area. The almond is also the name of the edible and widely cultivated seed of this tree. Almonds are considered to be a superfood. Almonds help you to stay healthy. They lower LDL (bad) cholesterol and are packed with vitamin E, magnesium and potassium, which helps oxygen and nutrients flow more freely through the blood. We know hearts represent love, so show your ticker some love with almonds.
Benefits
Almonds are a bone-building food.
It is 100% organic.
They are cultivated without the use of pesticides, chemicals or artificial fertilisers.
It has a shelf life of 365 days.",250 g,g,250 g,1,1,750,502.5,"M/S GRIHASTHI UDYOG,GUWAHATI.",India,['40255826'],['10315001000037'],https://datalabs.siva3.io/image/Eunimart_groceries_40255826_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-2_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-3_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-4_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-5_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40255826-6_1-organic-tattva-mamra-almonds-rich-in-nutrients-vitamin-e.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is delicious and healthy so they are perfect for snacking, baking and salads. It can also be used to garnish desserts, smoothies and sweet dishes. Can be used to make cakes and muffins.
Storage Information: Store it in a cool and dry place, away from direct sunlight and moisture.","['EAN Code: 40255826', 'Country Of Origin: India', 'Manufacturer Name and : M/S GRIHASTHI UDYOG,GUWAHATI.', 'FSSAI Number:10315001000037', 'Best before 02-09-2023', '",-,-,-,-,-,Mamra Almonds,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Organic Tattva,"Organic Tattva Mix Dal, 500 g Pouch",-,500 g Pouch,g,500 g Pouch,1,1,160,144,"Mehrotra Consumer Products Pvt Ltd 25G, Sector 31 Ecotech1, Greater Nodia-201308, India",India,['906055440162'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019644_5-organic-tattva-mix-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019644-2_1-organic-tattva-mix-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019644-3_1-organic-tattva-mix-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019644-4_1-organic-tattva-mix-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019644-5_1-organic-tattva-mix-dal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 906055440162', 'Manufactured by: Mehrotra Consumer Products Pvt Ltd, 26 G Sector 31,Ecotech 1, Greater Noida, 201308, India', '', 'Country of origin: India', 'Best before 16-07-2023', ]",-,-,-,-,-,-,-,-,-,-
