L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Molo,"Molo My Sasu Maa's Karela/Bittergourd Pickle, 250 g Jar","Preserved with ""Dher Sara Pyaar"", this pickle will take you back to Ghar ka swaad. Made with the choicest ingredients and age-old heirloom recipes, our achaars are pickled for perfection. The secret to this flavourful experience is a home-like preparation blended with Sasu Maa Ka Pyaar.",250 g Jar,g,250 g Jar,1,1,249,249,"Molo Foods Pvt Ltd,17/1 Vaishnavi 5th Cross, Kempegowda Nagar, Bangalore 560019, India.",India,['769807180109'],['10021043000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40225800_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225800-2_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225800-3_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225800-4_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225800-5_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225800-6_2-molo-my-sasu-maas-karelabittergourd-pickle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Store in a cool and dry place.
Stir well before use.
Keep refrigerated after opening.","[{'EAN Code': '769807180109'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10021043000158'}, {'Manufactured & Marketed By': 'Molo Foods Pvt Ltd,17/1 Vaishnavi 5th Cross, Kempegowda Nagar, Bangalore 560019, India.'}, {'Marketed by': ""Molo Foods Pvt Ltd, 172 Sobha Ivory, St John's Road, Bangalore 560042""}]","Molo Foods Pvt Ltd, 172 Sobha Ivory, St John's Road, Bangalore 560042",-,-,-,"Karela (50%), Mustard Oil, Fennel Seeds, Mustard splits, Kalaunji, Fenugreek, Iodized Salt, Heeng and Other Spices. INS 260",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Molo,"Molo My Tai's Lasora/Gunda Pickle, 250 g Jar","Preserved with ""Dher Sara Pyaar"", this pickle will take you back to Ghar ka swaad. Made with the choicest ingredients and age-old heirloom recipes, our achaars are pickled for perfection. The secret to this flavourful experience is a home-like preparation blended with Tai's Pyaar.",250 g Jar,g,250 g Jar,1,1,249,249,"Molo Foods Pvt Ltd,17/1 Vaishnavi 5th Cross, Kempegowda Nagar, Bangalore 560019, India.",India,['40225804'],['10021043000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40225804_2-molo-my-tais-lasoragunda-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225804-2_2-molo-my-tais-lasoragunda-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225804-3_2-molo-my-tais-lasoragunda-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225804-4_2-molo-my-tais-lasoragunda-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225804-5_2-molo-my-tais-lasoragunda-pickle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225804-6_2-molo-my-tais-lasoragunda-pickle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Store in a cool and dry place.
Stir well before use.
Keep refrigerated after opening.","[{'EAN Code': '40225804'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10021043000158'}, {'Manufactured & Marketed By': 'Molo Foods Pvt Ltd,17/1 Vaishnavi 5th Cross, Kempegowda Nagar, Bangalore 560019, India.'}, {'Marketed by': ""Molo Foods Pvt Ltd, 172 Sobha Ivory, St John's Road, Bangalore 560042""}]","Molo Foods Pvt Ltd, 172 Sobha Ivory, St John's Road, Bangalore 560042",-,-,-,"Lasora (60%) , Mustard oil (15%) , Salt (12%) , Red chilli ,Turmeric, Fenugreek, Aniseed, Bishop's weed and other spices and condiments, Acidity Regulator (INS260)",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Bhelpuri Chutney, 200 g","Make your home-made Bhelpuri more delightful, by adding our tangy bhelpuri chutney. Mix Puffed Rice with chopped Onion, Tomato, boiled Potato, Peanuts & MotherÃ¢ÂÂÃ¢ÂÂs Recipe Bhelpuri Chutney. Garnish & serve with Coriander and Sev. You can also use our Bhelpuri Chutney to make Sev Puri, Dahi Puri or Aloo Chaat.",200 g,g,200 g,1,1,57,52.44,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['40180558'],"['10012022000108,10012022000105,10017021002736']",https://datalabs.siva3.io/image/Eunimart_groceries_40180558_6-mothers-recipe-bhelpuri-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180558-2_7-mothers-recipe-bhelpuri-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180558-3_7-mothers-recipe-bhelpuri-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180558-4_7-mothers-recipe-bhelpuri-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180558-5_7-mothers-recipe-bhelpuri-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mix Puffed Rice with chopped Onion, Tomato, boiled Potato, Peanuts & Mothers Recipe Bhelpuri Chutney. Garnish & serve with Coriander and Sev. You can also use our Bhelpuri Chutney to make Sev Puri, Dahi Puri or Aloo Chaat.","[{'EAN Code': '40180558'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10012022000108, 10012022000105, 10017021002736'}, {'Manufactured & Marketed By': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]","DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",-,-,-,"Water, Sugar, Jaggery, Tamarind, Dates, Mint Leaves, Coriander Leaves, Green Chilli, Iodised Salt, Mixed Spices, Ginger, Acidity Regulators (Ins 260 Ins 330), Stabiliser (Ins 415) And Preservative (Ins 211)",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Delhi Chaat Chutney Chutney, 200 g","Pour this chutney over your homemade chaat and bring the delightful taste of Delhi street side chaat to your table. In a bowl full of beaten curd add a pinch of salt & sugar with some crushed papadis & boiled potato cubes. Drizzle some mint chutney & Mothers Recipe Delhi Chaat Chutney. Sprinkle some cumin & red chilli powder, coriander & serve.",200 g,g,200 g,1,1,57,52.44,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['40180562'],"['10012022000108,10012022000105,10017021002736']",https://datalabs.siva3.io/image/Eunimart_groceries_40180562_3-mothers-recipe-delhi-chaat-chutney-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180562-2_6-mothers-recipe-delhi-chaat-chutney-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180562-3_6-mothers-recipe-delhi-chaat-chutney-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180562-4_6-mothers-recipe-delhi-chaat-chutney-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40180562-5_6-mothers-recipe-delhi-chaat-chutney-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"In a bowl full of beaten curd add a pinch of salt & sugar with some crushed papadis & boiled potato cubes.
Drizzle some mint chutney & Mothers Recipe Delhi Chaat Chutney.
Sprinkle some cumin & red chilli powder, coriander & serve.","[{'EAN Code': '40180562'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10012022000108, 10012022000105, 10017021002736'}, {'Manufactured & Marketed By': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]","DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",-,-,-,"Water, Sugar, Tamarind, Jaggery, Dates, Iodised Salt, Dry Ginger Powder, Red Chilli Powder, Dry Mango Powder, Mixed Spices, Acidity Regulators (Ins 260 And Ins 330 ), Stabiliser (Ins 415) And Preservative (Ins 211)",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Desi Szechwan Chutney, 250 g","Desi Szechwan Chutney comes from the most trusted house of Mothers Recipe. Made with the finest ingredients and unmatched quality, it contains no added MSG, trans fat or artificial colors, resulting in great taste. This versatile hot and spicy chutney can be paired with almost anything and everything be it your Rice, Fried Rice or Noodles. It can be used as a Dip with your snacks or as a Marinade. Wherever you add it, it will flavour up your dishes.",250 g,g,250 g,1,1,80,60,"DESAI FOODS PVT LTD., A2 Atur Chambers, Camp, Pune - 411001",India,['40205004'],"['10012022000108,10012022000105,10017021002736']",https://datalabs.siva3.io/image/Eunimart_groceries_40205004_2-mothers-recipe-desi-szechwan-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205004-2_2-mothers-recipe-desi-szechwan-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205004-3_2-mothers-recipe-desi-szechwan-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205004-4_2-mothers-recipe-desi-szechwan-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205004-5_2-mothers-recipe-desi-szechwan-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205004-6_2-mothers-recipe-desi-szechwan-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Can be used as a dip or marinade.
Can use Desi Szechwan as spicy, hot chutney to flavour up your dishes.
Can be used as a spread to enrich your everyday dishes.","[{'EAN Code': '40205004'}, {'FSSAI Number': '10012022000108, 10012022000105, 10017021002736'}, {'Manufactured & Marketed By': 'DESAI FOODS PVT LTD., A2 Atur Chambers, Camp, Pune - 411001'}, {'Country of Origin': 'India'}]","DESAI FOODS PVT LTD., A2 Atur Chambers, Camp, Pune - 411001",-,-,-,"Water, Onion, Sugar, Soyabean Oil, Red Chilli, Ginger, Garlic, Iodized Salt, Cornstarch, Celery, Acidity Regulator (Ins 260), Preservatives (Ins 211), Stabilizer (Ins 415) Soyabean.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Dhania Pudina Chutney, 200 g Pouch","Mother's Recipe Dhania Pudina Chutney is a delicious and versatile coriander mint chutney. It provides you with the perfect balance between the freshest ingredients from our farms, and a delicious base. This delicious chutney can be used as an accompaniment to a wide array of cuisines for enhancing the flavour of many dishes. It can be used as a healthy dipping sauce for many of your favourite Indian snacks, as well as a zingy, fresh sauce for vegetables, cheese dishes, grains and salads. It enhances appetite and cures diseases like nausea.",200 g Pouch,g,200 g Pouch,1,1,57,57,"Desai Foods Pvt Ltd - A2 Atur Chambers, Camp, Pune-411001",India,['40213018'],"['10012022000108,10012022000105,10017021002736']",https://datalabs.siva3.io/image/Eunimart_groceries_40213018_1-mothers-recipe-dhania-pudina-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213018-2_1-mothers-recipe-dhania-pudina-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213018-3_1-mothers-recipe-dhania-pudina-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213018-4_1-mothers-recipe-dhania-pudina-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213018-5_1-mothers-recipe-dhania-pudina-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213018-6_1-mothers-recipe-dhania-pudina-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As a spread with sandwiches or as a dip with Dhokla, Samosa, Pakoras or other delicacies.
Delicious dip for Kebabs, Chips, Finger foods and as an accompaniment to meals.","[{'EAN Code': '40213018'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012022000108, 10012022000105, 10017021002736'}, {'Manufactured & Marketed By': 'Desai Foods Pvt Ltd - A2 Atur Chambers, Camp, Pune-411001'}]","Desai Foods Pvt Ltd - A2 Atur Chambers, Camp, Pune-411001",-,-,-,"Coriander Leaves (31%), Water, Green Chilli, Mint Leaves (10%), Sugar, Iodized Salt, Bengal Gram, Lemon Juice Powder, Cumin, Acidity Regulators (INS 330 & INS 260), Stabilizer (INS 415) And Preservative (INS 211). CONTAINS PERMITTED NATURAL COLOUR (INS 141 (I))",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Andhra Avakaya With Garlic, 300 g Jar","The abdhutam mango pickle from telugu naddu will satisfy your craving for a pungent, tangy taste. Bubed raw mango as nature intended, spiced up with byadgi chilly powder, methi powder and a zing of hing.",300 g Jar,g,300 g Jar,1,1,99,94.05,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001050032'],-,https://datalabs.siva3.io/image/Eunimart_groceries_263364_4-mothers-recipe-pickle-andhra-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263364-2_2-mothers-recipe-pickle-andhra-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263364-3_1-mothers-recipe-pickle-andhra-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263364-4_1-mothers-recipe-pickle-andhra-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263364-5_1-mothers-recipe-pickle-andhra-avakaya-with-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001050032'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Mango Pieces, Edible Common Salt, Edible Vegetable Oil, Mustard, Chilli Powder, Spices & Condiments, Acidity Regulator (Ins-260) & Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Andhra Ginger, 200 g Pouch","Andhra Ginger Pickles are absolutely delectable, spicy and tangy. It prepared from fresh ginger root, red chillis, tamarind, dry and jaggery, this fiery gingery pickle can spice up your meal is it with rice, rotis, dosas or idlis and efforts as a digestive aid too.",200 g Pouch,g,200 g Pouch,1,1,52,48.88,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001050476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3792_3-mothers-recipe-pickle-andhra-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3792-2_4-mothers-recipe-pickle-andhra-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3792-3_4-mothers-recipe-pickle-andhra-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3792-4_4-mothers-recipe-pickle-andhra-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3792-5_4-mothers-recipe-pickle-andhra-ginger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001050476'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Ginger Crushed, Tamarind Paste, Jaggery Edible Common Salt, Edible Vegetable Oil, Spices & Condiments, Acidity Regulator (Ins-330) & Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Andhra Gongura, 200 g Pouch","A taste so authentic that it instantly takes you to traditional regional kitchen where for generations grandmother would lovingly make pickles, we traced down these kitchens and culled all such region-specific recipes, we followed the techniques faithfully and evolved these pickles.",200 g Pouch,g,200 g Pouch,1,1,52,48.88,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['40019179'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019179_3-mothers-recipe-pickle-andhra-gongura.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019179-2_3-mothers-recipe-pickle-andhra-gongura.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019179-3_3-mothers-recipe-pickle-andhra-gongura.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019179-4_3-mothers-recipe-pickle-andhra-gongura.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019179-5_3-mothers-recipe-pickle-andhra-gongura.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40019179'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Gongura Leaves, Edible Common Salt, Edible Vegetable Oil, Spices & Condiments, Tamarind Paste, Acidity Regulator (Ins 330) And Asafetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Garlic, 400 g Jar","Mothers Recipe Pickle - Garlic is prepared with Garlic cloves garnished with fenugreek, seasoned with chili powder & given the spicy part simply tempting. Experience the flavor of this Garlic Pickle once and you'll be under its spell forever.",400 g Jar,g,400 g Jar,1,1,133,133,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001051312'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4074_1-mothers-recipe-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4074-2_1-mothers-recipe-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4074-3_1-mothers-recipe-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4074-4_1-mothers-recipe-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4074-5_1-mothers-recipe-pickle-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001051312'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Garlic, Edible common salt, Edible vegetable oil, Spices & Condiments, Water, Acidity regulator(INS-330),(INS-260) & Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Ginger, 300 g Bottle","A southern treat spicy ginger pickle in sesame oil appetizing and refreshing, the ginger is enlivened by chili powder, salt and offset by jaggery seasoned at the time of bottling.",300 g Bottle,g,300 g Bottle,1,1,99,94.05,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001050490'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019181_2-mothers-recipe-pickle-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019181-2_2-mothers-recipe-pickle-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019181-3_2-mothers-recipe-pickle-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019181-4_2-mothers-recipe-pickle-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019181-5_2-mothers-recipe-pickle-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019181-6_2-mothers-recipe-pickle-ginger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001050490'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Ginger Crushed, Water, Jaggery, Edible Common Salt, Tamarind, Edible Vegetable Oil, Spices & Condiments, Acidity Regulator (Ins 330) And Asafetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Green Chilli, 200 g Pouch",MotherÃÂ¢Ã¢ÂÂÃÂ¬Ã¢ÂÂÃÂ¢s Recipe Green chilli pickle is boosts the sensitivity of our flavor buds and many of us like spicy. Pickles add a dash of flavor to your life. ItÃÂ¢Ã¢ÂÂÃÂ¬Ã¢ÂÂÃÂ¢s tantalizing. And an enjoyment for your flavor.,200 g Pouch,g,200 g Pouch,1,1,56,52.64,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001050827'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3981_2-mothers-recipe-pickle-green-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3981-2_2-mothers-recipe-pickle-green-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3981-3_2-mothers-recipe-pickle-green-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3981-4_2-mothers-recipe-pickle-green-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3981-5_2-mothers-recipe-pickle-green-chilli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001050827'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Green chili pieces, Edible common salt, Edible vegetable oil, Spices, Lemon pulp & Condiments, Acidity regulator, (INS-260), Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Karnataka Cut Mango, 200 g Pouch",Mother Recipe Pickle Cut Mango is made by fresh mango. It is very salty and spicy. It will be served with meals. Hope everyone enjoy.,200 g Pouch,g,200 g Pouch,1,1,52,48.88,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001050117'],-,https://datalabs.siva3.io/image/Eunimart_groceries_265962_5-mothers-recipe-pickle-karnataka-cut-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_265962-2_2-mothers-recipe-pickle-karnataka-cut-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_265962-3_2-mothers-recipe-pickle-karnataka-cut-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_265962-4_2-mothers-recipe-pickle-karnataka-cut-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_265962-5_2-mothers-recipe-pickle-karnataka-cut-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001050117'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Mango Slices, Salt, Red Chilli, Ginger, Garlic, Fenugreek powder, Mustard, Turmeric Powder, Cumin Seed, Gingerly oil, Shallots, Curry Leaves, Vinegar and Asafetida",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Lime Chilli, 200 g Pouch",Mothers Recipe Pickle - Lime Chilli is the blend of lime and chilli. It is very peppery and tangy flavor It can be served with meals.,200 g Pouch,g,200 g Pouch,1,1,57,53.58,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001051411'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3973_5-mothers-recipe-pickle-lime-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3973-2_6-mothers-recipe-pickle-lime-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3973-3_6-mothers-recipe-pickle-lime-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3973-4_6-mothers-recipe-pickle-lime-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3973-5_6-mothers-recipe-pickle-lime-chilli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906001051411'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Lime Pieces, Green Chili Pieces, Edible Common Salt, Edible Vegetable Oil, Spices & Condiments, Water, Acidity Regulator, (Ins-260) & Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Mother's Recipe,"Mother's Recipe Pickle - Lime, 400 g Jar","Sun-ripened plump limes merge with spices to form a tasty and peppery combination. A great supplement with any meal, it is a must-have in each Indian kitchen. Pickles add an additional feel to your lunches or dinners. In fact, in most households, meals are unfinished without this great Mother's Recipe Lime Pickle.",400 g Jar,g,400 g Jar,1,1,130,130,"DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE",India,['8906001051541'],-,https://datalabs.siva3.io/image/Eunimart_groceries_263368_5-mothers-recipe-pickle-lime.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263368-2_3-mothers-recipe-pickle-lime.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263368-3_2-mothers-recipe-pickle-lime.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263368-4_2-mothers-recipe-pickle-lime.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263368-5_2-mothers-recipe-pickle-lime.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263368-6_2-mothers-recipe-pickle-lime.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"A great accompaniment with any meal, it is a must have in every Indian kitchen. Pickles add an extra touch to your lunches or dinners. In fact in most households, meals are incomplete without this great Mothers Recipe Lime Pickle. Buy Mothers Recipe Pickle online now!","[{'EAN Code': '8906001051541'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DESAI BROTHERS LTD, NO177/2 DHOLE PATIL STREET PUNE'}]",-,-,-,-,"Lime Pieces, Water, Edible Common Salt, Cottonseed Oil, Spices And Condiments, Acidity Regulator, Asafoetida",-,-
