L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Colocasia (Loose), 1 kg","A stuffy, fleshy underground root, Colocasia is also called 'Taro Root'.
It is oval/globular in shape with a hairy coating on its skin and whitish yellow flesh.",1 kg,kg,1 kg,1,1,169.74,129,Fresho,India,['10000094'],-,https://datalabs.siva3.io/image/Eunimart_groceries_94_15-fresho-colocasia.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_94-3_1-fresho-colocasia.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Colocasias are rich in carbohydrates and dietary fiber.
They contain high levels of vitamin A, C, E, vitamin B6, and folate and regulate blood glucose levels, blood pressure, hypertension, and prevent cell damage.
They are especially beneficial in treating cancers of lungs and oral cavity.
They also help in protecting from cold and flu and aid in skin rashes and nausea.",-,"[{'EAN Code': '10000094'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Colocasia (Loose), 1 kg","A stuffy, fleshy underground root, Colocasia is also called 'Taro Root'.
It is oval/globular in shape with a hairy coating on its skin and whitish yellow flesh.",1 kg,kg,1 kg,1,1,169.74,129,Fresho,India,['10000094'],-,https://datalabs.siva3.io/image/Eunimart_groceries_94_15-fresho-colocasia.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_94-3_1-fresho-colocasia.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Colocasias are rich in carbohydrates and dietary fiber.
They contain high levels of vitamin A, C, E, vitamin B6, and folate and regulate blood glucose levels, blood pressure, hypertension, and prevent cell damage.
They are especially beneficial in treating cancers of lungs and oral cavity.
They also help in protecting from cold and flu and aid in skin rashes and nausea.",-,"[{'EAN Code': '10000094'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Colocasia (Loose), 1 kg","A stuffy, fleshy underground root, Colocasia is also called 'Taro Root'.
It is oval/globular in shape with a hairy coating on its skin and whitish yellow flesh.",1 kg,kg,1 kg,1,1,169.74,129,Fresho,India,['10000094'],-,https://datalabs.siva3.io/image/Eunimart_groceries_94_15-fresho-colocasia.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_94-3_1-fresho-colocasia.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Colocasias are rich in carbohydrates and dietary fiber.
They contain high levels of vitamin A, C, E, vitamin B6, and folate and regulate blood glucose levels, blood pressure, hypertension, and prevent cell damage.
They are especially beneficial in treating cancers of lungs and oral cavity.
They also help in protecting from cold and flu and aid in skin rashes and nausea.",-,"[{'EAN Code': '10000094'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coloured Capsicum Mix, 350 g (2 pieces)","Capsicum is wealthy in several phytonutrients especially antioxidants, minerals and dietary fiber like manganese, copper, potassium, and magnesium. It is wealthy in Vitamin A, B6, C, E, K and lesser amounts of Thiamin, Niacin and Folate.
It includes a dynamic personality to your food owing to vibrant colors of green, yellow, and red and even orange it mixes into any dish and brings out a certain zing and taste. Then it is a storehouse of vital nutrients.
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.
Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",350 g (2 pieces),pcs,350 g (2 pieces),1,1,48.41,36.79,Fresho,India,['40287310'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40287310_1-fresho-coloured-capsicum-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287310-2_1-fresho-coloured-capsicum-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These are known to lower the fat stored in blood corpuscles, called triglycerides, and thus help in burning calories and improve body metabolism.
Capsaicin and lycopene in capsicum is believed to prevent and treat cancer. It reduces cholesterol levels, has anti-inflammatory and anti-bacterial properties and boosts immunity.",-,"[{'EAN Code': '40287310'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coriander 1 pc, 1 pc (approx. 80-100g)","Coriander is rich in antioxidants and minerals such as magnesium, iron, potassium and calcium. They also contain beta carotene and vitamins A & C. Considerable amounts of dietary fibre are present as well. They possess anti-inflammatory, antioxidant and antibacterial properties. They help battle ""arthritis"", ""nausea' and reduce cholesterol levels. They also aid digestion and promote healthy liver function and prove a natural cure for ""acne"".
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 pc (approx. 80-100g),pcs,1 pc (approx. 80-100g),1,1,10.53,10.53,Fresho,India,['40039720'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40039720_2-fresco-coriander.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40039720'}, {'Country of origin': 'India'}]",-,-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coriander Leaves - Chopped, 100 g","Coriander leaves are green, fragile with a decorative appearance, minimal aroma and spicy sweet taste.
Now do not bother wasting time cutting off the roots and chopping.
We value your money and time and provide the freshest leafy edible parts.",100 g,g,100 g,1,1,26.32,20,Fresho,India,['40005796'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40005796_8-fresho-coriander-leaves-chopped.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40005796-2_1-fresho-coriander-leaves-chopped.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40005796-3_1-fresho-coriander-leaves-chopped.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40005796-4_1-fresho-coriander-leaves-chopped.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fights food poisoning and lowers blood sugar levels.
Relieves urinary tract infections and maintains healthy menstrual cycle.
Prevent neurological inflammations and diseases.
Tip: Add chopped coriander leaves to boiling water.
Consume after it cools down.
Drinking this water every morning helps cleanse the stomach.",-,"[{'EAN Code': '40005796'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coriander Leaves - Organically Grown, 100 g","Fresho Organic products are Organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",100 g,g,100 g,1,1,13.82,10.5,Fresho,India,['50000486'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000486_6-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-2_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-3_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-4_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-5_1-fresho-coriander-leaves-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000486'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coriander Leaves, 100 g","Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy sweet taste.
Now do not bother wasting time cutting off the roots as we value your money and time and provide you the freshest leafy edible parts .
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/",100 g,g,100 g,1,1,9.61,7.3,Fresho,India,['10000097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_97_19-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-2_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-3_2-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-4_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-5_1-fresho-coriander-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fight food poisoning and lower blood sugar levels.
They relieve urinary tract infections and help in maintaining a healthy menstrual cycle while preventing neurological inflammations and diseases.
Tip - Add coriander leaves to boiling water. Let it cool down and then consume it. Drink this water every morning to cleanse the stomach.",-,"[{'EAN Code': '10000097'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Coriander Leaves, 100 g","Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy sweet taste.
Now do not bother wasting time cutting off the roots as we value your money and time and provide you the freshest leafy edible parts .
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/",100 g,g,100 g,1,1,9.61,7.3,Fresho,India,['10000097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_97_19-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-2_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-3_2-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-4_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-5_1-fresho-coriander-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fight food poisoning and lower blood sugar levels.
They relieve urinary tract infections and help in maintaining a healthy menstrual cycle while preventing neurological inflammations and diseases.
Tip - Add coriander leaves to boiling water. Let it cool down and then consume it. Drink this water every morning to cleanse the stomach.",-,"[{'EAN Code': '10000097'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber (Loose), 500 g","With high water content and crunchy flesh, Cucumbers have striped, light to dark green coloured skin that is edible.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2340/cucumber-lemonade/",500 g,g,500 g,1,1,26.32,20,Fresho,India,['10000103'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3_16-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-2_1-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-3_2-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-4_1-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-5_1-fresho-cucumber.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumbers keep our body hydrated. Its hard skin has good amount of fiber and minerals. Eating cucumber improves digestion and reduces stress.
It reduces the risk of breast, ovarian, uterine and prostate cancers. The anti-inflammatory compounds in cucumbers help remove waste from the body and reduce skin irritation and it contains anti-wrinkling and anti-ageing properties as well.",-,"[{'EAN Code': '10000103'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber (Loose), 500 g","With high water content and crunchy flesh, Cucumbers have striped, light to dark green coloured skin that is edible.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2340/cucumber-lemonade/",500 g,g,500 g,1,1,26.32,20,Fresho,India,['10000103'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3_16-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-2_1-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-3_2-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-4_1-fresho-cucumber.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3-5_1-fresho-cucumber.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumbers keep our body hydrated. Its hard skin has good amount of fiber and minerals. Eating cucumber improves digestion and reduces stress.
It reduces the risk of breast, ovarian, uterine and prostate cancers. The anti-inflammatory compounds in cucumbers help remove waste from the body and reduce skin irritation and it contains anti-wrinkling and anti-ageing properties as well.",-,"[{'EAN Code': '10000103'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - English (Loose), 500 g","English cucumber is a variety of seedless cucumber that is longer and slimmer than other varieties and have a higher water content. They do not have a layer of wax on them, and the skin is tender when ripe.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2231/cucumber-lemon-detox-water/",500 g,g,500 g,1,1,28.95,19.5,Fresho,India,['10000599'],-,https://datalabs.siva3.io/image/Eunimart_groceries_599_12-fresho-cucumber-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_599-2_19-fresho-cucumber-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_599-3_1-fresho-cucumber-english.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumbers keep our body hydrated. Its hard skin has good amount of fiber and minerals. Eating cucumber improves digestion and reduces stress.
It reduces the risk of breast, ovarian, uterine and prostate cancers. The anti-inflammatory compounds in cucumbers help remove waste from the body and reduce skin irritation and it contains anti-wrinkling and anti-ageing properties as well.",-,"[{'EAN Code': '10000599'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - English (Loose), 500 g","English cucumber is a variety of seedless cucumber that is longer and slimmer than other varieties and have a higher water content. They do not have a layer of wax on them, and the skin is tender when ripe.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2231/cucumber-lemon-detox-water/",500 g,g,500 g,1,1,28.95,19.5,Fresho,India,['10000599'],-,https://datalabs.siva3.io/image/Eunimart_groceries_599_12-fresho-cucumber-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_599-2_19-fresho-cucumber-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_599-3_1-fresho-cucumber-english.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumbers keep our body hydrated. Its hard skin has good amount of fiber and minerals. Eating cucumber improves digestion and reduces stress.
It reduces the risk of breast, ovarian, uterine and prostate cancers. The anti-inflammatory compounds in cucumbers help remove waste from the body and reduce skin irritation and it contains anti-wrinkling and anti-ageing properties as well.",-,"[{'EAN Code': '10000599'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - Mangalore (Loose), 1 kg","Mangalore cucumber is oval shaped, with yellow stripes on green background and a white, firm flesh with edible seeds. It is a sambar cucumber as it is widely used to prepare sambar in Mangalore.
It can be consumed raw and be used for wide number of recipes like sambar, curries, chutney, dosa, idli, Mangalore cucumber raitha, etc.

Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2344/cucumber-noodles-salad/",1 kg,kg,1 kg,1,1,61.84,61.84,Fresho,India,['10000100'],-,https://datalabs.siva3.io/image/Eunimart_groceries__9-fresho-cucumber-mangalore.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_2_1-fresho-cucumber-mangalore.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3_2-fresho-cucumber-mangalore.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4_1-fresho-cucumber-mangalore.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5_1-fresho-cucumber-mangalore.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumbers keep our body hydrated. Its hard skin has good amount of fiber and minerals. Eating cucumber improves digestion and reduces stress.
It reduces the risk of breast, ovarian, uterine and prostate cancers. The anti-inflammatory compounds in cucumbers help remove waste from the body and reduce skin irritation and it contains anti-wrinkling and anti-ageing properties as well.",-,"[{'EAN Code': '10000100'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - Mangalore, 1 pc (Approx 500-1000 g)","Fresho brings to you fresh Cucumber that are hygienically packed. It is a tasty variety of yellow cucumber. It is a small to medium sized oval shaped dark green cucumber with yellow stripes on it. The flesh is off-white to cream-colored, and crunchy. They are crunchy and watery with a mild, floral taste. They are extremely rich in antioxidants and vitamins A, C, and E.",1 pc (Approx 500-1000 g),pcs,1 pc (Approx 500-1000 g),1,1,45.39,34.5,"Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road IndiranagarLandmark: Above HDFC BankBangalore, Karnataka 560071.",India,['40224096'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40224096_1-fresho-cucumber-mangalore.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is mainly used as side dish for the rice.
2. You can also add it to sambar.","[{'EAN Code': '40224096'}, {'Manufacturer Name & Marketed By': 'Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road IndiranagarLandmark: Above HDFC BankBangalore, Karnataka 560071.'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road IndiranagarLandmark: Above HDFC BankBangalore, Karnataka 560071.",-,-,-,Cucumber.
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - Mangalore, 1 pc (approx. 1-1.5 kg)","Mangalore cucumber is oval-shaped, with yellow stripes on a green background and white, firm flesh with edible seeds. It is a sambar cucumber as it is widely used to prepare sambar in Mangalore. It can be consumed raw and be used for a wide number of recipes like sambar, curries, chutney, dosa, idli, Mangalore cucumber raitha, etc. Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2344/cucumber-noodles-salad/",1 pc (approx. 1-1.5 kg),pcs,1 pc (approx. 1-1.5 kg),1,1,76.97,58.5,"BigbasketSupermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['40225176'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40225176_1-fresho-cucumber-mangalore.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40225176'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'BigbasketSupermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI Number': '10015042002228'}]",-,-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,57.89,44,Fresho,India,['50000491'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000491_6-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-2_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-3_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-4_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-5_1-fresho-cucumber-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000491'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cucumber - Sliced, 200 g","Your mornings can now be effortless with our fresh, perfectly shaped and uniformly sliced cucumbers pack.",200 g,g,200 g,1,1,32.89,25,Fresho,India,['6809068241172'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40005798_5-fresho-cucumber-sliced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cucumber keeps our body hydrated.
Its hard skin has a good amount of fiber and minerals.
Eating cucumber improves digestion and reduces stress.
Reduces the risk of breast, ovarian, uterine and prostate cancers.",-,"[{'EAN Code': '6809068241172'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
