Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Warranty,Adjustable,Fastening,Filtration,Foldable,Mask Type,Package Content,Ply,Reusable,Sustainable,Benefit,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00008591,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex 5 Pcs Reusable 3 Ply Scarf Fit Face Masks with Loops,Multicoloured,(Onesize),1,Clovia,995,358,This item cannot be returned.,,,5,Units,Polyester,"PURPLE PANDA FASHIONS PVT LTD, Name - Purple Panda Fashions Pvt Ltd. Plot No. 186, Outer Firni Lal Dora, Bajghera, Gurgaon, Haryana, 122017",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CloviaUnisex5PcsReusable3PlyScarfFitFaceMaskswithLoops_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CloviaUnisex5PcsReusable3PlyScarfFitFaceMaskswithLoops_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CloviaUnisex5PcsReusable3PlyScarfFitFaceMaskswithLoops_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CloviaUnisex5PcsReusable3PlyScarfFitFaceMaskswithLoops_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00008592,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Black & White Reusable 3-Ply Protective Outdoor Masks,"Black,White",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&WhiteReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&WhiteReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&WhiteReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&WhiteReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008593,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Blue Printed Reusable 3-Ply Protective Outdoor Masks,Blue,(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBluePrintedReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBluePrintedReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBluePrintedReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBluePrintedReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,Printed,,,,,,,,,
EU00008594,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Blue & White Reusable 3-Ply Protective Outdoor Masks,"Blue,White",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlue&WhiteReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlue&WhiteReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlue&WhiteReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlue&WhiteReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008595,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Pink & Black Reusable 3-Ply Protective Outdoor Masks,"Black,Pink",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&BlackReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&BlackReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&BlackReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&BlackReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008596,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Pink & Sea Green Reusable 3-Ply Protective Outdoor Masks,"Green,Pink,Sea Green",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&SeaGreenReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&SeaGreenReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&SeaGreenReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsPink&SeaGreenReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008597,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Black & Sea Green Reusable 3-Ply Protective Outdoor Masks,"Green,Black,Sea Green",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&SeaGreenReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&SeaGreenReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&SeaGreenReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsBlack&SeaGreenReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008598,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 2 Pcs Navy Blue & Green Reusable 3-Ply Protective Outdoor Masks,"Green,Blue,Navy Blue",(Onesize),1,VASTRAMAY,599,365,This item cannot be returned.,,,2,Units,Poly Cotton,"Vastramay, Vastramay, 59 A Matheswa Tala Road Kolkata 700046",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsNavyBlue&GreenReusable3-PlyProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsNavyBlue&GreenReusable3-PlyProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsNavyBlue&GreenReusable3-PlyProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VASTRAMAYUnisexPackOf2PcsNavyBlue&GreenReusable3-PlyProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,,,,,,,,,,
EU00008599,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women 4 Pcs Blue & Off-White 2-Ply Floral Print Reusable Outdoor Cloth Masks,"Blue,White",(Onesize),1,InWeave,400,348,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsBlue&Off-White2-PlyFloralPrintReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsBlue&Off-White2-PlyFloralPrintReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsBlue&Off-White2-PlyFloralPrintReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsBlue&Off-White2-PlyFloralPrintReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008600,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 Mustard Yellow Solid 2-Ply Reusable Outdoor Cloth Masks,"Mustard,Yellow",(Onesize),1,InWeave,400,348,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4MustardYellowSolid2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4MustardYellowSolid2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4MustardYellowSolid2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4MustardYellowSolid2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,Solid,,,,,,,,,
EU00008601,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Blue & White 2-Ply Floral Print Reusable Outdoor Cloth Scarf Mask,"Blue,White",(Onesize),1,InWeave,499,299,This item cannot be returned.,,,Single,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenBlue&White2-PlyFloralPrintReusableOutdoorClothScarfMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenBlue&White2-PlyFloralPrintReusableOutdoorClothScarfMask_2.jpg,,,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008602,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women 4 Pcs White & Mustard Yellow Floral Print 2-Ply Reusable Outdoor Cloth Masks,"White,Mustard,Yellow",(Onesize),1,InWeave,400,348,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsWhite&MustardYellowFloralPrint2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsWhite&MustardYellowFloralPrint2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsWhite&MustardYellowFloralPrint2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsWhite&MustardYellowFloralPrint2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008603,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women 4 Pcs Pink & White Bandhini Print 2-Ply Reusable Outdoor Cloth Masks,"Pink,White",(Onesize),1,InWeave,600,468,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsPink&WhiteBandhiniPrint2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsPink&WhiteBandhiniPrint2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsPink&WhiteBandhiniPrint2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsPink&WhiteBandhiniPrint2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00008604,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 2-Ply Printed Reusable Outdoor Cloth Masks,Multicoloured,(Onesize),1,InWeave,600,456,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof42-PlyPrintedReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof42-PlyPrintedReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof42-PlyPrintedReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof42-PlyPrintedReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00008605,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women 4 Pcs Mustard Yellow & White Floral Print 2-Ply Reusable Outdoor Cloth Masks,"White,Mustard,Yellow",(Onesize),1,InWeave,400,352,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsMustardYellow&WhiteFloralPrint2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsMustardYellow&WhiteFloralPrint2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsMustardYellow&WhiteFloralPrint2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsMustardYellow&WhiteFloralPrint2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008606,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 Floral Print 2-Ply Reusable Outdoor Cloth Masks,Multicoloured,(Onesize),1,InWeave,400,332,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4FloralPrint2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4FloralPrint2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4FloralPrint2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4FloralPrint2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008607,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 Coffee Brown Solid 2-Ply Reusable Outdoor Tie-Up Cloth Masks,Brown,(Onesize),1,InWeave,400,352,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4CoffeeBrownSolid2-PlyReusableOutdoorTie-UpClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4CoffeeBrownSolid2-PlyReusableOutdoorTie-UpClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4CoffeeBrownSolid2-PlyReusableOutdoorTie-UpClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4CoffeeBrownSolid2-PlyReusableOutdoorTie-UpClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,Solid,,,,,,,,,
EU00008608,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 Taupe & Green Dyed 2-Ply Reusable Outdoor Cloth Masks,"Green,Taupe",(Onesize),1,InWeave,400,352,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4Taupe&GreenDyed2-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4Taupe&GreenDyed2-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4Taupe&GreenDyed2-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4Taupe&GreenDyed2-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Dyed,,,,,,,,,
EU00008609,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Olive Green & Black Floral Print 2-Ply Reusable Outdoor Cloth Scarf Mask,"Green,Black,Olive",(Onesize),1,InWeave,499,299,This item cannot be returned.,,,Single,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenOliveGreen&BlackFloralPrint2-PlyReusableOutdoorClothScarfMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenOliveGreen&BlackFloralPrint2-PlyReusableOutdoorClothScarfMask_2.jpg,,,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008610,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 4 Brown Elephant Print 2-Ply Reusable Outdoor Tie-Up Cloth Masks,Brown,(Onesize),1,InWeave,400,352,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4BrownElephantPrint2-PlyReusableOutdoorTie-UpClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4BrownElephantPrint2-PlyReusableOutdoorTie-UpClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4BrownElephantPrint2-PlyReusableOutdoorTie-UpClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomenPackof4BrownElephantPrint2-PlyReusableOutdoorTie-UpClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00008611,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women 4 Pcs Green & Off-White Floral 2-Ply Reusable Outdoor Tie-Up Cloth Masks,"Green,White",(Onesize),1,InWeave,600,468,This item cannot be returned.,,,4,Units,Cotton,"Right Enterprises, Right Enterprises, Tower 14/1001, Orchid Petals, Sector 49, Gurugram-122018",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsGreen&Off-WhiteFloral2-PlyReusableOutdoorTie-UpClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsGreen&Off-WhiteFloral2-PlyReusableOutdoorTie-UpClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsGreen&Off-WhiteFloral2-PlyReusableOutdoorTie-UpClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17InWeaveWomen4PcsGreen&Off-WhiteFloral2-PlyReusableOutdoorTie-UpClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,Floral,,,,,,,,,
EU00008612,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Green & Yellow Checked Reusable 2-Ply Protective Outdoor Khadi Mask,"Green,Yellow",(Onesize),1,PANASH,299,197,This item cannot be returned.,,,Single,Units,,"M/S KULSU GLOBAL JEWELS, KULSU GLOBAL JEWELS, D-166/20, basement, Sec-50, Noida, UP-201301",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PANASHUnisexGreen&YellowCheckedReusable2-PlyProtectiveOutdoorKhadiMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PANASHUnisexGreen&YellowCheckedReusable2-PlyProtectiveOutdoorKhadiMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PANASHUnisexGreen&YellowCheckedReusable2-PlyProtectiveOutdoorKhadiMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PANASHUnisexGreen&YellowCheckedReusable2-PlyProtectiveOutdoorKhadiMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,,,,,Checked,,,,,,,,,
