Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),images.img1,images.img2,images.img3,images.img4,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Features,Hex Code,Pigmentation,Sustainable,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00118344,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Lightweight Longwearing Lustreglass Sheer Lipstick - Chili Popper,Red,Chili Popper,Onesize,1,M.A.C,2200,2200,Lightweight Longwearing Lustreglass Sheer Lipstick - Chili Popper,,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",Canada,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLightweightLongwearingLustreglassSheerLipstick-ChiliPopper_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLightweightLongwearingLustreglassSheerLipstick-ChiliPopper_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Glossy,Long Lasting,,Full Coverage,Regular,Sheer,,,,,
EU00118345,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Devoted To Chilli,Nude,Devoted To Chilli,Onesize,1,M.A.C,2700,2700,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Devoted To Chilli,,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-DevotedToChilli_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-DevotedToChilli_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,Hydrating,,,,,,Velvet,Long Lasting,,Full Coverage,Regular,,,,,,
EU00118346,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powder Kiss Velvet Blur Slim Lightweight Lipstick 2 g - Wild Rebel,Purple,Wild Rebel,Onesize,1,M.A.C,2700,2700,"Powder Kiss Velvet Blur Slim Lightweight Lipstick - Wild Rebel 

Disclaimer 
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissVelvetBlurSlimLightweightLipstick2g-WildRebel_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissVelvetBlurSlimLightweightLipstick2g-WildRebel_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,,,,,,,Velvet,Lightweight,,Full Coverage,Regular,,,,,,
EU00118347,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Sweet Cinnamon,Red,Sweet Cinnamon,0-2 ML,1,M.A.C,2700,2700,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Sweet Cinnamon,,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-SweetCinnamon_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-SweetCinnamon_2.jpg,,,,,,(Y),(Y),(N),,,,,,Cinnamon,,,Cruelty-Free,Bullet,,,,Sweet,Hydrating,,,,,,Velvet,Hydrating,,Full Coverage,Regular,,,,,,
EU00118348,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powder Kiss Liquid Lip Colour 5 ml - Smash,Red,Smash,4-5 ML,1,M.A.C,2700,2700,"Powder Kiss Liquid Lipcolour
Shade name -  M.A.CSmash

Disclaimer: Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.
Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Vision Star, Estee Lauder Companies202-206 Tolstoy House, Tolstoy Marg, New Delhi 110001",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLiquidLipColour5ml-Smash_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLiquidLipColour5ml-Smash_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLiquidLipColour5ml-Smash_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Hydrating,#d11428,Full Coverage,,,,,,,
EU00118349,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Set of 5 Always On Liquid Matte Lipsticks,Red,Set,Pack,1,Smashbox,5000,5000,"Smashbox Set of 5 Always On Liquid Matte Lipsticks
Shade name: Gula Bae
Set of 4 Always On Liquid Lipsticks
Available in 4 different shades:
Yes Honey (warm neutral)
Bang Bang (Warm Red)
Role Model (warm berry)
Miss Conduct (Deep/Warm Plum)",,,5,Units,,"Supercom Net, Importers Address: Estee Lauder Companies202-206 Tolstoy House, Tolstoy Marg, New Delhi 110001",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof5AlwaysOnLiquidMatteLipsticks_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof5AlwaysOnLiquidMatteLipsticks_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof5AlwaysOnLiquidMatteLipsticks_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof5AlwaysOnLiquidMatteLipsticks_4.jpg,,,,(Y),(Y),(N),,,,,,Honey,,,Paraben-Free,Liquid,,,,,,,,,,,Matte,Regular,,Full Coverage,Regular,Matte,,,,,
EU00118350,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Set of 4 Always On Liquid Lipstick,Red,Set,3.5-4 ML,1,Smashbox,2500,2500,"Smashbox Set of 4 Always On Liquid Lipsticks
Available in 4 different shades:
Yes Honey (warm neutral)
Bang Bang (Warm Red)
Role Model (warm berry)
Miss Conduct (Deep/Warm Plum)",,,4,Units,,"Supercom Net, Importers Address: Estee Lauder Companies202-206 Tolstoy House, Tolstoy Marg, New Delhi 110001",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof4AlwaysOnLiquidLipstick_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof4AlwaysOnLiquidLipstick_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof4AlwaysOnLiquidLipstick_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxSetof4AlwaysOnLiquidLipstick_4.jpg,,,,(Y),(Y),(N),,,,,,Honey,,,Paraben-Free,Liquid,,,,,,,,,,,Matte,Regular,,Full Coverage,Regular,,,,,,
EU00118351,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Always On Liquid Matte Lipstick - Deep/Warm Plum 4ml,Purple,Warm Plum,3.5-4 ML,1,Smashbox,2500,2500,"Always On Liquid Lipstick - Deep/Warm Plum
Shade: Deep/Warm Plum",,,1,Units,,"Supercom Net, Imported By: ELCA Cosmetics Pvt Ltd.202-206 Tolstoy House, 15 Tolstoy Marg, New Delhi 110001",Italy,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxAlwaysOnLiquidMatteLipstick-Deep/WarmPlum4ml_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxAlwaysOnLiquidMatteLipstick-Deep/WarmPlum4ml_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxAlwaysOnLiquidMatteLipstick-Deep/WarmPlum4ml_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SmashboxAlwaysOnLiquidMatteLipstick-Deep/WarmPlum4ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Long Lasting,#761621,Full Coverage,Regular,Matte,,,,,
EU00118352,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,304 Quiet Riot Pure Colour Envy Paint-On Liquid Lip Color 7 ml,Red,Quiet Riot,6-8 ML,1,Estee Lauder,2500,2500,"Shade name: Quiet Riot

What it is
Discover the power of lipstick that feels like liquid sliding on your lips. Intense, smooth, ultra-comfortable color. This is paint with a passion.

What it does
Paint on long-wearing drama.
Matte finish
Gives full coverage
Long lasting",,,1,Units,,"Flashtech Retail, Elca Cosmetics Pvt Ltd 12A-05 Parinee Crescenzo, 13th Floor, C38-39, G Block, Behind MCA, BKC, Bandra East,MUMBAI,MAHARASHTRA,400051",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauder304QuietRiotPureColourEnvyPaint-OnLiquidLipColor7ml_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauder304QuietRiotPureColourEnvyPaint-OnLiquidLipColor7ml_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauder304QuietRiotPureColourEnvyPaint-OnLiquidLipColor7ml_3.jpg,,,,,(Y),(Y),(N),,,,,Lips ,,,,Dermatologically Tested,Liquid,,,,,Long Lasting,,,,,,Matte,Smooth Texture,,Full Coverage,Regular,"Full Coverage,Matte",,,,,
EU00118353,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Velvet Trap Lipstick - Medieval Kiss,Pink,Medieval Kiss,3.5-4 ML,1,Jeffree Star Cosmetics,2200,1980,"Velvet Trap Lipstick
Shade Name: Medieval Kiss",,,1,Units,,"Supercom Net, M/s. Intercos37 West 57th Street, 12th Floor, New York, NY 10019 USA",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JeffreeStarCosmeticsVelvetTrapLipstick-MedievalKiss_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JeffreeStarCosmeticsVelvetTrapLipstick-MedievalKiss_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JeffreeStarCosmeticsVelvetTrapLipstick-MedievalKiss_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JeffreeStarCosmeticsVelvetTrapLipstick-MedievalKiss_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,,,,,,,Natural,Lightweight,,Medium Coverage,Regular,,,,,,
EU00118354,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Pure Color Envy Matte Sculpting Lipstick - 208 Blush Crush,Pink,BLUSH CRUSH,3-3.5 ML,1,Estee Lauder,2950,2950,"Pure Color Envy Matte Sculpting Lipstick
Shade Name: Blush Crush
Shade Number: 208

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients",,,1,Units,,"Flashtech Retail, ELCA COSMETICS PVT LTD, NIJVERHEIDSTRAAT 15 / 2260 OEVEL, BELGIUM",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorEnvyMatteSculptingLipstick-208BlushCrush_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorEnvyMatteSculptingLipstick-208BlushCrush_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorEnvyMatteSculptingLipstick-208BlushCrush_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorEnvyMatteSculptingLipstick-208BlushCrush_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Lightweight,#cf5049,Medium Coverage,,Matte,,,,,
EU00118355,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Naturally Matte Lip Serum - Matte Liquid Lipstick with Vitamin C - Rosy Nude,Nude,Rosy Nude,2-3 ML,1,Mamaearth,599,551,Naturally Matte Lip Serum - Matte Liquid Lipstick with Vitamin C - Rosy Nude,,,1,Units,,"Honasa Consumer Private Limited, Maxima Solutions, Plot No. 56, Sector IIDC, SIDCUL Pantnagar-263153 Uttarakhand",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MamaearthNaturallyMatteLipSerum-MatteLiquidLipstickwithVitaminC-RosyNude_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MamaearthNaturallyMatteLipSerum-MatteLiquidLipstickwithVitaminC-RosyNude_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MamaearthNaturallyMatteLipSerum-MatteLiquidLipstickwithVitaminC-RosyNude_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MamaearthNaturallyMatteLipSerum-MatteLiquidLipstickwithVitaminC-RosyNude_4.jpg,,,,(Y),(Y),(N),,,,,,Vitamin C,,,Vitamin C,Liquid,Vitamin C,,,,,,,,,,Matte,Long Lasting,,Medium Coverage,Regular,Matte,,,,,
EU00118356,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powder Kiss Lipstick - Mandarin O 3 g,Orange,Mandarin O,2-3 ML,1,M.A.C,2200,2200,"Powder Kiss Lipstick - Mandarin O
Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",,,1,Units,,"Vision Star, Importers Address: Elca Cosmetics Pvt Ltd 12A-05 Parinee Crescenzo, 13th Floor, C38-39, G Block, Behind MCA, BKC, Bandra East,MUMBAI,MAHARASHTRA,400051",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-MandarinO3g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-MandarinO3g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-MandarinO3g_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-MandarinO3g_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Lightweight,#ec5858,Medium Coverage,,,,,,,
EU00118357,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powder Kiss Lipstick- Devoted To Chili 316,Red,Powder Kiss Lipstick- Devoted To Chili 316,2-3 ML,1,M.A.C,2200,2200,"Powder Kiss Lipstick- Devoted To Chili 316

Disclaimer:
Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients. Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Vision Star, Importers Address: Elca Cosmetics Pvt Ltd 12A-05 Parinee Crescenzo, 13th Floor, C38-39, G Block, Behind MCA, BKC, Bandra East,MUMBAI,MAHARASHTRA,400051",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-DevotedToChili316_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-DevotedToChili316_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-DevotedToChili316_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick-DevotedToChili316_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Hydrating,#cc5c50,Full Coverage,,,,,,,
EU00118358,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Nice Spice,Nude,Nice Spice,Onesize,1,M.A.C,2700,2700,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Nice Spice,,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-NiceSpice_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-NiceSpice_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,Hydrating,,,,,,Velvet,Long Lasting,,Full Coverage,Regular,,,,,,
EU00118359,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Stay Curious,Pink,Stay Curoious,0-2 ML,1,M.A.C,2700,2700,Long Wear Hydrating Powder Kiss Velvet Blur Slim Lipstick - Stay Curoious,,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-StayCurious_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CLongWearHydratingPowderKissVelvetBlurSlimLipstick-StayCurious_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,Hydrating,,,,,,Velvet,Long Lasting,,Full Coverage,Regular,,,,,,
EU00118360,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Satin Full-Pigment Vegan Smooth Lipstick - Dusty Rose,Pink,Dusty Rose,2-3 ML,1,ANASTASIA BEVERLY HILLS,2500,2000,Satin Full-Pigment Vegan Smooth Lipstick - Dusty Rose,,,1,Units,,"Supercom Net, Anastasia Beverly Hills, LLC, CA 90210, United States,Importer: House of Beauty Pvt. Ltd., E-10, Gokhale Marg, C-Scheme Jaipur, Rajasthan (India)-302001",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ANASTASIABEVERLYHILLSSatinFull-PigmentVeganSmoothLipstick-DustyRose_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ANASTASIABEVERLYHILLSSatinFull-PigmentVeganSmoothLipstick-DustyRose_2.jpg,,,,,,(Y),(Y),(N),,,,,,Rose,,,Vegan,Bullet,Vegan,,,,,,,,,,Velvet,Moisturising,,Full Coverage,Regular,Satin,,,,,
EU00118361,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Ludicrous Matte Lip Crayon - Postgame 230,Pink,Postgame 230,0-2 ML,1,MILANI,950,522,"Ludicrous Matte Lip Crayon
Shade name- Postgame 230",,,1,Units,,"Supercom Net, New Milani Group LLC2111 E, 49th St Vernon CA 90058- United States",Germany,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANILudicrousMatteLipCrayon-Postgame230_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANILudicrousMatteLipCrayon-Postgame230_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANILudicrousMatteLipCrayon-Postgame230_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANILudicrousMatteLipCrayon-Postgame230_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Crayon,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00118362,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Luxe Matte Liquid Lipstick 2.6 ml - Looker,Pink,Looker,2-3 ML,1,Plume,850,765,Luxe Matte Liquid Lipstick - Looker,,,1,Units,,"VIRALCURRY DIGITAL-SJIT, G Nb Co Ltd., China",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumeLuxeMatteLiquidLipstick2.6ml-Looker_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumeLuxeMatteLiquidLipstick2.6ml-Looker_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumeLuxeMatteLiquidLipstick2.6ml-Looker_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumeLuxeMatteLiquidLipstick2.6ml-Looker_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vegan,Liquid,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00118363,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Matte Color Statement Lipstick Teddy Bare 29,Brown,Teddy Bare,3.5-4 ML,1,MILANI,850,637,"Matte Color Statement Lipstick
Shade name: Teddy Bare 
Shade number: 29",,,1,Units,,"Supercom Net, New Milani Group LLC2111 E, 49th St Vernon CA 90058- United States",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANIMatteColorStatementLipstickTeddyBare29_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANIMatteColorStatementLipstickTeddyBare29_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MILANIMatteColorStatementLipstickTeddyBare29_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,,,Statement,,,,Matte,Smooth Texture,,Medium Coverage,Regular,Matte,,,,,
EU00118364,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Luminous Finish Rossorossetto Lipstick - Mauve 113,Pink,Mauve 113,3.5-4 ML,1,Diego dalla Palma MILANO,2120,1908,Luminous finish Rossorossetto Lipstick - Mauve 113,,,1,Units,,"TIRUPATI BIZ LINK LLP, Imported By:- BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021 Contact Number 1800221504",Italy,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DiegodallaPalmaMILANOLuminousFinishRossorossettoLipstick-Mauve113_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DiegodallaPalmaMILANOLuminousFinishRossorossettoLipstick-Mauve113_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DiegodallaPalmaMILANOLuminousFinishRossorossettoLipstick-Mauve113_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DiegodallaPalmaMILANOLuminousFinishRossorossettoLipstick-Mauve113_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,Luminous,,,,,,Glossy,Nourishing,,Medium Coverage,Regular,Luminous,,,,,
EU00118365,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Set Of Liquid Lipsticks - Master Chrome Highlighter - Concealer,Pink,SELF STARTER,Pack,1,Maybelline,2696,1482,"This set contains:
Maybelline Fit Me Concealer
Shade name: Medium
Shade number: 25

Maybelline Face Studio Master Chrome Metallic Highlighter
Shade name: Molten Gold 100

New York Super Stay Matte Ink Liquid Lipstick
Shade name: 130 Self Starter

New York Super Stay Matte Ink Liquid Lipstick
Shade name: Artist 120",,,2,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSetOfLiquidLipsticks-MasterChromeHighlighter-Concealer_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSetOfLiquidLipsticks-MasterChromeHighlighter-Concealer_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSetOfLiquidLipsticks-MasterChromeHighlighter-Concealer_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSetOfLiquidLipsticks-MasterChromeHighlighter-Concealer_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Transfer Proof,#a6555b,Full Coverage,,"Metallic,Matte",,,,,
EU00118366,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Rubys Crew Love Me Liquid Lip Colour 3 ml - Ruby Do,Red,Ruby Do,2-3 ML,1,M.A.C,2450,2450,"Ruby's Crew Love Me Liquid Lipcolour
Shade: Ruby Do! 479
Disclaimer
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Vision Star, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CRubysCrewLoveMeLiquidLipColour3ml-RubyDo_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CRubysCrewLoveMeLiquidLipColour3ml-RubyDo_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CRubysCrewLoveMeLiquidLipColour3ml-RubyDo_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Moisturising,,Full Coverage,Regular,,,,,,
