Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00074234,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"1st Bites Baby Cereals - Stage 1, 6 To 24 Months, 100% Organic Ragi, Easy To Digest, Infant Food, 300 g Box",300g Box,Grams,250,250,"Indias 1st Organic Baby food. Baby cereal made with organic ingredients. For the age group: 6 months- 24 months. No added artificial colours, flavours and preservatives. Pre-cooked and easily digestible.", , ,"Pristine Organics Pvt Ltd., #839, âAâ Block, Damodaran Road, Sahakara Nagar, Bangalore 560 092",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40006364_8-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-2_5-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-3_4-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-4_4-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-5_3-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-6_3-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-7_3-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-8_2-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-9_2-1st-bites-ragi-stage-1-6-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006364-10_2-1st-bites-ragi-stage-1-6-24-months.jpg, ,1st Bites,1,1,'40006364,'10017043001991, , , , , , , , , , , , , , , , ,"* Organic Finger Millet, Milk solids, Organic Sugar, Salt, Vitamins, Minerals and Alpha Amylase.","Wash hands and vessels properly.
Sterilize bowl and spoon (by placing them in boiling water for 5 minutes).
Boil drinking water for 5 minutes and allow to cool.
Add the recommended quantity of 1st Bites to the bowl.
Add the recommended quantity of water gradually, stirring continuously to make a smooth mixture.
Use prepared food within half an hour otherwise microbial deterioration may set in.
Discard unused food.

Instructions:

3 level scoops of 1st Bites + 75 ml water (Approx) *Feed 3-4 times a day

Storage conditions:

On opening the pack immediately transfer into a clean, airtight and dry container along with the pouch.
Always close the lid tightly after every use. After opening use the contents within one month. Retain the feeding instructions.","Pristine Organics Pvt Ltd., #839, âAâ Block, Damodaran Road, Sahakara Nagar, Bangalore 560 092",
EU00074235,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Snacks - Melts, Apple and Cinnamon, 9+ Months, 100% Natural and Healthy, 2x50 g Multipack",2x50g Multipack,Units,280,280,"Timios Apple and Cinnamon Melts are made from 100% natural and non-fried whole grains loaded with the goodness of natural fruits and vegetable extracts. Its soft texture makes it easy to dissolve in your babys mouth instantly making them easier to swallow. Timios Melts come in different flavours for you to choose from and for your baby to relish. This product does not contain any artificial colours, flavours and preservatives.", , ,"Firmroots Private Limited(timios) No.402/1/1. 4th floor, 22nd Cross, 25th main, HSR Layout, Sector - 2, Bangalore 560102",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1205763_1-timios-snacks-melts-apple-cinnamon-9-months-100-natural-healthy.jpg,,,,,,,,,, ,Timios,2,1,'1205763,, , , , , , , , , , , , , , , , ,,,"Firmroots Private Limited(timios) No.402/1/1. 4th floor, 22nd Cross, 25th main, HSR Layout, Sector - 2, Bangalore 560102",
EU00074236,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"TOTS AND MOMS FOODS Multigrain Banana Cereal, 200 g",200g,Grams,320,320,"Using cereals, pulses, Kerala banana and dry fruits here is a well-combined recipe for growing babies. Babies need special care when it comes to food to ensure they are reaching their milestones and their height and weight are on track. Rich in protein, calcium, potassium this Tots and Moms Foods Multigrain Banana Cereal is a power house of nutrients. A wholesome meal which enriches your baby with each feed. Tots and Moms Foods Multigrain Banana Cereal Protein rich baby food Helps in healthy weight gain and boosts immunity Rich in potassium, calcium and phosphorus. No added sugar or salt, no milk solids. 100% Organic, Homemade and Chemical-free Processed under hygienic conditions and a Certified Brand since 2014.Age Recommendations: 6 months +", , ,"TOTS AND MOMS FOODS,#4, II Cross, III Main, Vinayaka Nagar, Banashankari I Stage, Bangalore 560 050",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40188718_2-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-2_2-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-3_2-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-4_2-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-5_2-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-6_1-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-7_1-tots-and-moms-foods-multigrain-banana-cereal.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40188718-8_1-tots-and-moms-foods-multigrain-banana-cereal.jpg,,, ,TOTS AND MOMS FOODS,1,1,'8908016382108,'11219334001989, , , , , , , , , , , , , , , , ,"Kerala Banana, Rice, Wheat, Urad dal â Black Lentil, Green gram, Moongdal â Yellow Lentil, Almonds, Cashew, Cinnamon.","Take 1 tbsp of powder in a bowl and mix without lumps in 100 ml of cold water/milk.Cook for 5 mins in low flame, add any flavors or sweeteners and serve lukewarm.For older kids can be added to porridge, kheer, sweets to increase the nutritional value.","TOTS AND MOMS FOODS,#4, II Cross, III Main, Vinayaka Nagar, Banashankari I Stage, Bangalore 560 050",
EU00074237,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Zookers - Cherry Bits, 12+ months, 2x150 g Multipack",2x150g Multipack,Units,320,320,Timios Zookers Cherry Bits are made with simple wholesome ingredients keeping the appetite of your little one in mind. Zookers Cherry Bits are enriched with natural fruits and vegetables and do not contain any additives or colours. It is tasty and healthy in every bite and gets easily dissolved in the mouth of your child. It is a 100 natural and healthy biscuit for kids., , ,"Biking Food Products Pvt Ltd 1-8-581, RTC X roads, Indl. Area, Hyderbad, Telangana 500 020",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1205765_0-timios-zookers-cherry-bits-12-months.jpg,,,,,,,,,, ,Timios,2,1,'1205765,'10014047000059, , , , , , , , , , , , , , , , ,,,"Firmroots Private Limited (timios) No. 402.1.1, 4th Floor, 22nd Cross, 25th B Main, Sector - 2, HSR Layout, Bangalore - 560102.",
EU00074238,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Dexolac Follow-up Formula Powder - Stage 4, After 18 Up to 24 Months, With Omega 3 and 6 Fatty Acids, 400 g",400g,Grams,390,390,"Helps support overall growth and development of babies. Contains easy to digest whey proteins and nutrients that support development of brain and strong bones, Delivers optimal iron that may help prevent anaemia", , ,NUTRICIA INTERNATIONAL PVT LTD,France,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40075449_1-dexolac-supplement-4-follow-up-formula-after-18-to-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40075449-2_1-dexolac-supplement-4-follow-up-formula-after-18-to-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40075449-3_1-dexolac-supplement-4-follow-up-formula-after-18-to-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40075449-4_1-dexolac-supplement-4-follow-up-formula-after-18-to-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40075449-5_1-dexolac-supplement-4-follow-up-formula-after-18-to-24-months.jpg,,,,,, ,Dexolac,1,1,'8906048501610  Manufacture Name: NUTRICIA INTERNATIONAL PVT LTD,, , , , , , , , , , , , , , , , ,,,,
EU00074239,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Porridge - Organic Millet Khichdi, For Babies 10+ Months, 200 g",200g,Grams,300,300,"1) Made using cleanroom technology
2) Made to Order for maximum freshness
3) 100% Organic
4) Rich in Protein
5) Easy to Digest
6) High Energy Food Organic Millet Khichdi is made using a cleanroom technology, that provides the cleanest environment by controlling air and temperature, which in turn controls all the airborne pollutants like dust and microbes. Organic Millet Khichdi is made with sprouted organic Jowar and Ragi and is then carefully roasted with Moong Dal at even temperature and mixed with dehydrated vegetables (carrot, potato, and tomato flakes), cumin, and turmeric powder to enhance the nutrition and flavour that is easily digested. It has no added sugar, salt, and preservatives. It can also be used with a drop of ghee to enhance flavour and nutrition.", , ,"Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202085_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-2_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-3_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-4_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-5_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-6_3-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202085-7_2-timios-porridge-organic-millet-khichdi-for-babies-10-months.jpg,,,, ,Timios,1,1,'40202085,'13620012000363, , , , , , , , , , , , , , , , ,"Sprouted Jowar, Sprouted Ragi, Moong Dal, Dehydrated Vegetables (carrot flakes, potato flakes, tomato flakes), Cumin (jeera) Powder, Turmeric","Take 2 levelled scoops of the porridge powder in a vessel
Add 100 ml water and mix well
Cook on a medium flame for 2-3 mins while stirring continuously to avoid lumps
Check for the desired temperature of the prepared porridge by tasting it yourself before feeding it to the baby
Start with one scoop initially * You can increase the amount according to the babyâs intake","Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102","Serving Size: 100g (Approx)

Energy (kcal): 408.75
Total Fat (g): 6.87
Saturated fat(g): 0.01
Trans Fat (g): 0
Carbohydrates (g): 72.57
Protein(g): 14.16
Dietary Fibre: 1.06
Iron (mg): 1.08"
EU00074240,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Zookers - Apple and Blueberry Bits, 12+ months, 2x150 g Multipack",2x150g Multipack,Units,320,320,Timios Zookers Apple and Blueberry Bits are made with simple wholesome ingredients keeping the appetite of your little one in mind. Zookers Apple and Blueberry Bits are enriched with natural fruits and vegetables and do not contain any additives or colours. It is tasty and healthy in every bite and gets easily dissolved in the mouth of your child. It is a 100 natural and healthy biscuit for kids., , ,"Biking Food Products Pvt Ltd 1-8-581, RTC X roads, Indl. Area, Hyderbad, Telangana 500 020",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1205766_0-timios-zookers-apple-blueberry-bits-12-months.jpg,,,,,,,,,, ,Timios,2,1,'1205766,'10014047000059, , , , , , , , , , , , , , , , ,,,"Firmroots Private Limited (timios) No. 402.1.1, 4th Floor, 22nd Cross, 25th B Main, Sector - 2, HSR Layout, Bangalore - 560102.",
EU00074241,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Early Foods Almond and Dates With Makhana Drink Mix - Vegan, Gluten Free, For Kids, 200 g",200g,Grams,320,320,"This is a freshly made badam drink with the goodness of dates, lotus seeds/makhana too. It makes a great morning or evening health drink for the growing kids. It has 50% less sugar content compared to commercial available Badam Drinks because the sweetness is substituted with dates. Use for making a badam drink every day, or as a sweetener for porridges, desserts, parathas, cakes and cookie dough etc. No preservatives, artificial flavours or additives.
Early Foods is a mom-founded premium organic children's food company that envisions feeding natural, super fresh and junk-free food to little children. Our products are inspired by traditional Indian recipes and our ways of cooking and consuming food. So our whole range of organic meals and snacks are crafted to be natural, fresh and completely free from any artificial flavours, colours, supplements, preservatives and any sort of chemicals. We maintain freshness by making really small batches of food each day as per the daily order volume and don't entertain stocking for months.", , ,"Early Foods Pvt Ltd. , 119, Lane 5, Lake View City, Wadgaon Shinde Road, Lohegaon, Pune 411047",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40135911_3-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-2_3-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-3_3-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-4_3-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-5_3-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-6_2-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-7_2-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-8_1-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135911-9_1-early-foods-almonds-dates-with-makhana-health-drink-mix-for-kids.jpg,, ,Early Foods,1,1,'787096794258,'10017022006798, , , , , , , , , , , , , , , , ,"Almonds, Dried Dates, Organic Brown Sugar, Cardamom, Lotus Seeds.","This badam and date drink flavour milk is a natural product. Just mix 2-3 spoons of the powder in a warm or cold glass of milk and enjoy the drink.
You can even add it to kheer, sheera, fruit smoothies, milkshakes or any sweet preparations you make to enrich the nutrition value naturally.","Early Foods Pvt Ltd. , 119, Lane 5, Lake View City, Wadgaon Shinde Road, Lohegaon, Pune 411047",
EU00074242,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Happa Baby Food - Organic Sprouted Ragi, Almonds and Dates Porridge Mix, 200 g Box",200g Box,Grams,249,249,"Ragi is a wonder grain and makes for nutritious baby staples. Ragi blended with Almonds and Dates makes a full meal for the little one and provide a balanced diet with proteins, calcium and necessary vitamins for the overall development of your child. Happas mighty grain porridge range with Sprouted Ragi, Almonds and Dates makes a sumptuous meal for your babys early food. Ragi contains high amounts of proteins, calcium, and iron. It is gluten-free, low in fat, absorbable and easily digestible, Almonds contain various nutrients that help the health and development of your babys brain, it helps increase your little moppets brain activity. Dates, on the other hand, act as a natural sweetener, and also give your infants immune system a boost. It is a superfood for super-high energy levels. Happas organic sprouted wholegrain porridge with the combination of natural nuts can be the perfect little spoon of solids to your growing child. But, be sure to consult your paediatrician before you introducing porridge mix in your little moppets diet.BENEFITS OF SPROUTING â Our porridge recipe is inspired from Grandmothers kitchen and is refined by the modern age technology to bring out a great combination of old age wisdom and new age knowledge. Our carefully designed sprouting and drying process helps in improving the level of calcium and Vitamin C content in the grain which further helps in easy absorption of nutrients and especially Iron and Calcium which otherwise are difficult to get absorbed in the body.", , ,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40176891_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-2_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-3_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-4_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-5_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-6_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-7_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40176891-8_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,,, ,Happa,1,1,'40176891,'21517031000158, , , , , , , , , , , , , , , , ,"ORGANIC BABY FOOD:Happa mighty grain Ragi +Almonds + Dates porridge mix is made up of 100% Organic sprouted Ragi flour, sourced from exclusive organic certified farms, Farm fresh, healthy almonds and 100% natural and authentic Dates, our non-GMO porridge mix for babies is a great early food for your little moppet.NO NONSENSE:No Additives, No Preservatives, No Sugar, No Salt, No Colour, No Oil, No Milk Powder, Nothing Gets Added To Happa Mighty Grain Porridge Range.WHOLE MEAL:With Ragiâs high content in fibre mixed with Almonds and Dates makes it a complete meal for your tiny toddler.","Wash your hands and use a clean vessel.Take 2-3 Spoon of the porridge powder in a clean vessel.Add 50-60ml of cold water or milk and mix well to avoid lumps.Cook on a medium flame for 5 minutes, continuously stirring to avoid lumps.Add jaggery or dry dates powder for sweetening (If required).","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",
EU00074243,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Porridge - Organic Rice, Dal and Spinach, For Babies 8+ Months, 200 g",200g,Grams,200,200,"1) Made using cleanroom technology
2) Made to Order for maximum freshness
3) 100% Organic
4) Rich in Protein
5) Easy to Digest
6) High Energy Food Organic Rice, Dal, and Spinach are made using a cleanroom technology, that provides the cleanest environment by controlling air and temperature, which in turn controls all the airborne pollutants like dust and microbes. Organic Rice and dal are carefully roasted at even temperature and dehydrated Spinach powder is added to enhance the nutrition that is appropriate to the baby's age and is easily digestible. It has no added sugar, salt, and preservatives. It can also be used with a drop of ghee to enhance flavour and nutrition.", , ,"Firm roots Pvt Ltd, D-14/A, TSIIC INDUSTRIAL PARK, Lalapet - Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad, Telangana 500040",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202080_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-2_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-3_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-4_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-5_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-6_3-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202080-7_2-timios-porridge-organic-rice-dal-spinach-for-babies-8-months.jpg,,,, ,Timios,1,1,'8908007472658,'13620012000363, , , , , , , , , , , , , , , , ,"Organic Rice, Organic Moong Dal, Spinach dehydrated powder","Take 2 levelled scoops of the porridge powder in a vessel
Add 100 ml water and mix well
Cook on a medium flame for 2-3 mins while stirring continuously to avoid lumps
Check for the desired temperature of the prepared porridge by tasting it yourself before feeding it to the baby
Start with one scoop initially * You can increase the amount according to the babyâs intake","Firmroots Pvt Ltd, #358, 1st Floor 25th Main Road, 22nd Cross Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102","Serving Size: 100g (Approx)

Energy (kcal): 368.06
Total Fat (g): 1.26
Saturated fat(g): 0.18
Trans Fat (g): 0
Carbohydrates (g): 66.6
Protein(g): 22.58
Dietary Fibre: 1.24
Iron (mg): 1.1"
EU00074244,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Timios Mini Oaty Bites - Nuts and Berries, 18+ months, 2x120 g Multipack",2x120g Multipack,Units,320,320,Delicious Mini Oaty Bites from Timios are made with four super ingredients and their soft and chewy consistency is perfect for toddlers and pre-schoolers. It is tasty and healthy in every bite and dissolves easily in the mouth of your child. It is a 100 natural and healthy biscuit for kids., , ,"Raj Classic Foods Ltd 17A, 4th phase, IDA Jeedimetla, Hyderbad - Telangana 500 055",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1205767_2-timios-mini-oaty-bites-nuts-berries-18-months.jpg,,,,,,,,,, ,Timios,2,1,'1205767,'13614014001118, , , , , , , , , , , , , , , , ,,,"Firmroots Private Limited (timios) No. 402.1.1, 4th Floor, 22nd Cross, 25th B Main, Sector - 2, HSR Layout, Bangalore - 560102.",
EU00074245,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"1st Bites Ragi and Dal - Stage-2, 8-24 Months, 300 g Box",300g Box,Grams,265,265,"Indias 1st Organic Baby food. Baby cereal made with organic ingredients. For the age group: 8 months- 24 months. No added artificial colours, flavours and preservatives. Pre-cooked and easily digestible. Contains Ragi and Dal Powder.", , ,"Pristine Organics Pvt Ltd., #839, âAâ Block, Damodaran Road, Sahakara Nagar, Bangalore 560 092",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40006361_7-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-2_6-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-3_5-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-4_5-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-5_4-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-6_4-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-7_4-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-8_2-1st-bites-ragi-dal-stage-2-8-24-months.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40006361-9_2-1st-bites-ragi-dal-stage-2-8-24-months.jpg,, ,1st Bites,1,1,'8904079200045,'10017043001991, , , , , , , , , , , , , , , , ,"Organic Finger Millet, Milk solids, Organic Moong dal(green gram split), Organic Sugar, Salt, Vitamins and Minerals, Alpha Amylase.
Allergen advice- Contains Milk","Wash hands and vessels properly.
Sterilize bowl and spoon (by placing them in boiling water for 5 minutes).
Boil drinking water for 5 minutes and allow to cool.
Add the recommended quantity of 1st Bites to the bowl.
Add the recommended quantity of water gradually, stirring continuously to make a smooth mixture.
Use prepared food within half an hour otherwise microbial deterioration may set in.
Discard unused food.

Instructions:

3 level scoops of 1st Bites + 75 ml water (Approx) *Feed 3-4 times a day

Storage conditions:

On opening the pack immediately transfer into a clean, airtight and dry container along with the pouch.
Always close the lid tightly after every use. After opening use the contents within one month. Retain the feeding instructions.","Pristine Organics Pvt Ltd., #839, âAâ Block, Damodaran Road, Sahakara Nagar, Bangalore 560 092",
EU00074246,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Early Foods Organic Instant Rice and Moong Khichadi/Porridge Mix - Vegan, Gluten Free, 200 g",200g,Grams,275,275,"Freshly prepared homemade organic rice and moong porridge mix for kids. Its a stage 1 food, best for kids who are just starting solids. No added sugar, salt, or milk powder. It's 100% vegan and gluten-free. It's pre-cooked. Just add hot water, mix and feed.", , ,"Early Foods Pvt Ltd. , 119, Lane 5, Lake View City, Wadgaon Shinde Road, Lohegaon, Pune 411047",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40135906_3-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-2_3-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-3_3-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-4_3-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-5_3-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-6_2-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-7_2-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-8_2-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-9_1-early-foods-organic-rice-moong-khichdi-mix.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40135906-10_1-early-foods-organic-rice-moong-khichdi-mix.jpg, ,Early Foods,1,1,'787096794197,'10017022006798, , , , , , , , , , , , , , , , ,"Organic Hand Pounded White Rice (56%), Split Moong Dal/lentils (43%), Pepper, Jeera, Ajwain. No Preservatives, Stabilisers, Artificial Flavours, Artificial Colours. A 100% Chemical Free Product.","Take 3-4 teaspoons of the porridge mix in a clean dry vessel.
First, add 50 ml of cold water or milk, and mix well to remove the lumps.
Also, add 100 ml of hot boiling water or milk and leave it covered for five mins.
Mix well and serve warm with a little bit of dates powder or jaggery and ghee for flavour.","Early Foods Pvt Ltd. , 119, Lane 5, Lake View City, Wadgaon Shinde Road, Lohegaon, Pune 411047",
