Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00005354,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Amo Ferragamo Per Lei Eau de Parfum 100ml,,100ml,1,Salvatore Ferragamo,9400,7520,Women Amo Ferragamo Per Lei Eau de Parfum,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Ferragamo Parfumes S.A, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum100ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,Night Time Fragrance,Liquid,,,,Woody,,Woody,Fruity,17254098,https://www.myntra.com/perfume-and-body-mist/salvatore-ferragamo/salvatore-ferragamo-women-amo-ferragamo-per-lei-eau-de-parfum-30-ml/17254096/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005355,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Amo Ferragamo Per Lei Eau de Parfum 30 ml,,25-50 ML,1,Salvatore Ferragamo,4750,3800,WomenAmo Ferragamo Per Lei Eau de Parfum,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Ferragamo Parfumes S.A, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum30ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Liquid,,,,Woody,,Fruity,Floral,17254096,https://www.myntra.com/perfume-and-body-mist/salvatore-ferragamo/salvatore-ferragamo-women-amo-ferragamo-per-lei-eau-de-parfum-30-ml/17254096/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005356,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Amo Ferragamo Per Lei Eau de Parfum 50ml,,50ml,1,Salvatore Ferragamo,6950,5560,Women Amo Ferragamo Per Lei Eau de Parfum,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Ferragamo Parfumes S.A, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoWomenAmoFerragamoPerLeiEaudeParfum50ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Liquid,,,,Woody,,Fruity,Floral,17252668,https://www.myntra.com/perfume-and-body-mist/salvatore-ferragamo/salvatore-ferragamo-women-amo-ferragamo-per-lei-eau-de-parfum-30-ml/17254096/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005357,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Amore Perfume - 30ml,,20-30 ML,1,HOLISTIC HEALINGS BY SHAVETA,1500,1500,Amore Perfume,,,1,Units,,"RA NATURALS, Ra Naturals-B6, Silver Heights Appartments, Near Wadala Chowk, Jalandhar-144005",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenAmorePerfume-30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenAmorePerfume-30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenAmorePerfume-30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenAmorePerfume-30ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Night Time Fragrance,Spray,,,,Woody,,Woody,Fresh,18797850,https://www.myntra.com/perfume-and-body-mist/holistic-healings-by-shaveta/holistic-healings-by-shaveta-women-amore-perfume---30ml/18797850/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005358,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Ananda Premium Fragrance Eau De Parfum - 100 ml,,100-150 ML,1,EMBARK,3595,3595,Women Ananda Premium Fragrance Eau De Parfum,,,1,Units,,"DIVINE COSMETICS LLP, Divine Cosmetics LLP, 3B Nishuvi Building, Dr Annie Besant Road, Worli 400018",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EMBARKWomenAnandaPremiumFragranceEauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EMBARKWomenAnandaPremiumFragranceEauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EMBARKWomenAnandaPremiumFragranceEauDeParfum-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EMBARKWomenAnandaPremiumFragranceEauDeParfum-100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Liquid,,,,Oriental,,Fruity,Floral,21308050,https://www.myntra.com/perfume-and-body-mist/embark/embark-women-ananda-premium-fragrance-eau-de-parfum---100-ml/21308050/buy,Mild,Regular,,,,,,,,,,,,,,
EU00005359,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Apple Blossom Body Mist - 100 ml,,75-100 ML,1,Body Cupid,299,284,Women Apple Blossom Body Mist,,,1,Units,,"Body Cupid Cosmetics Private Limited, Eurolux Fragrances (P)Ltd, Plot no.284,Sector 7,IMT Manesar, Gurgaon 122050, Haryana , India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidWomenAppleBlossomBodyMist-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidWomenAppleBlossomBodyMist-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidWomenAppleBlossomBodyMist-100ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,,,,Floral,,Floral,Fruity,17217952,https://www.myntra.com/perfume-and-body-mist/body-cupid/body-cupid-women-apple-blossom-body-mist---100-ml/17217952/buy,Mild,Regular,,,,,,,,,,,,,,
EU00005360,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aqua Eau de Parfum 105 ml,,100-150 ML,1,Menjewell,349,296,"Base Note: Sweet,Floral;Middle Note: Woody,Aquatic;Top Note: Marine,Tropical,Citrus",,,1,Units,,"SHRI KAMAKHYA FASHION WORKS - SJIT, Shri kamakhya fashion works huf. c-57, near old police station sector-12, kharghar kamothe, Navi Mumbai-410210",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellWomenAquaEaudeParfum105ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellWomenAquaEaudeParfum105ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellWomenAquaEaudeParfum105ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellWomenAquaEaudeParfum105ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Liquid,,,,Fresh,,Fresh,Fresh,15569896,https://www.myntra.com/perfume-and-body-mist/menjewell/menjewell-women-aqua-eau-de-parfum-105-ml/15569896/buy,Medium,Regular,,,,,"Tropical,Floral",,,,,,,,,
EU00005361,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Arabia Orchid Eau De Parfume - 100ml,,75-100 ML,1,LE CHAMEAU,2000,1699,Arabia Orchid Eau De Parfum,,,1,Units,,"Glide Route Ventures LLP, -",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LECHAMEAUWomenArabiaOrchidEauDeParfume-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LECHAMEAUWomenArabiaOrchidEauDeParfume-100ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,,,,Fruity,,Fruity,Floral,18655420,https://www.myntra.com/perfume-and-body-mist/le-chameau/le-chameau-women-arabia-orchid-eau-de-parfume---100ml/18655420/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005362,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aretha Eau de Parfum - 50ml,,25-50 ML,1,Ajmal,1000,470,Aretha Eau de Parfum,,,1,Units,,"Ajmal and Sons - SJIT, Helios Packaging Pvt. Ltd. A-140, Epip Zone, Riico Industry Area, Neemrana, Rajasthan - 301705, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArethaEaudeParfum-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArethaEaudeParfum-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArethaEaudeParfum-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArethaEaudeParfum-50ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,,,,Fruity,,Fruity,Floral,19142132,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-women-aretha-eau-de-parfum---50ml/19142132/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005363,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aromatherapy Black Currant Cedarwood Essential Oil Mist - 156 ml,Black,150-200 ML,1,Bath & Body Works,1499,749,Bath & Body Works Aromatherapy Black Currant Cedarwood Essential Oil Mist,,,1,Units,,"Supercom Net, M/s beautyAvenues, LLC, 7 Limited Parkway, Reynoldsburg, Ohio 43068, United States of America",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyBlackCurrantCedarwoodEssentialOilMist-156ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyBlackCurrantCedarwoodEssentialOilMist-156ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,Dermatologically Tested,Mist,,,,Fruity,,Fruity,Woody,19965002,https://www.myntra.com/perfume-and-body-mist/bath--body-works/bath--body-works-women-aromatherapy-black-currant-cedarwood-essential-oil-mist---156-ml/19965002/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005364,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aromatherapy Eucalyptus Lavender Essential Oil Mist - 156 ml,Lavender,150-200 ML,1,Bath & Body Works,1499,749,Aromatherapy Eucalyptus Lavender Essential Oil Mist,,,1,Units,,"Supercom Net, M/s beautyAvenues, LLC, 7 Limited Parkway, Reynoldsburg, Ohio 43068, United States of America",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyEucalyptusLavenderEssentialOilMist-156ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyEucalyptusLavenderEssentialOilMist-156ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,"Lavender,Eucalyptus",,,Dermatologically Tested,Mist,,,,Floral,,Green,Floral,19964986,https://www.myntra.com/perfume-and-body-mist/bath--body-works/bath--body-works-women-aromatherapy-eucalyptus-lavender-essential-oil-mist---156-ml/19964986/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005365,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aromatherapy Tea Tree Peppermint Essential Oil Mist - 156 ml,,150-200 ML,1,Bath & Body Works,1499,749,Aromatherapy Tea Tree Peppermint Essential Oil Mist,,,1,Units,,"Supercom Net, M/s beautyAvenues, LLC, 7 Limited Parkway, Reynoldsburg, Ohio 43068, United States of America",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyTeaTreePeppermintEssentialOilMist-156ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAromatherapyTeaTreePeppermintEssentialOilMist-156ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,"Peppermint,Tea Tree",,,Dermatologically Tested,Mist,,,,Fresh,,Fresh,Oriental,19964988,https://www.myntra.com/perfume-and-body-mist/bath--body-works/bath--body-works-women-aromatherapy-tea-tree-peppermint-essential-oil-mist---156-ml/19964988/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005366,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Artisan Fleur Silk Long-Lasting Concentrated Perfume Roll-On 10ml,,0-25 ML,1,Ajmal,799,550,Women Artisan Fleur Silk Long-Lasting Concentrated Perfume Roll-On 10ml,,,1,Units,,"AJMAL & SONS, Floressence Perfumes pvt. Ltd, Gate no. 172 Daravali Village Tal. Mulshi Pune - 412 108. India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanFleurSilkLong-LastingConcentratedPerfumeRoll-On10ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanFleurSilkLong-LastingConcentratedPerfumeRoll-On10ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanFleurSilkLong-LastingConcentratedPerfumeRoll-On10ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanFleurSilkLong-LastingConcentratedPerfumeRoll-On10ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Roll-On,,,,Floral,,Fresh,Floral,21244650,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-women-artisan-fleur-silk-long-lasting-concentrated-perfume-roll-on-10ml/21244650/buy,Medium,Regular,,Long Lasting,,,,,,,,,,,,
EU00005367,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Artisan Lavender Lust Long-Lasting Concentrated Perfume Roll-On 10ml,Lavender,0-25 ML,1,Ajmal,799,550,Women Artisan Lavender Lust Long-Lasting Concentrated Perfume Roll-On 10ml,,,1,Units,,"AJMAL & SONS, Floressence Perfumes pvt. Ltd, Gate no. 172 Daravali Village Tal. Mulshi Pune - 412 108. India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanLavenderLustLong-LastingConcentratedPerfumeRoll-On10ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanLavenderLustLong-LastingConcentratedPerfumeRoll-On10ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanLavenderLustLong-LastingConcentratedPerfumeRoll-On10ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenArtisanLavenderLustLong-LastingConcentratedPerfumeRoll-On10ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,Lavender,,,Daytime Fragrance,Roll-On,,,,Fresh,,Fresh,Warm and Spicy,21244654,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-women-artisan-lavender-lust-long-lasting-concentrated-perfume-roll-on-10ml/21244654/buy,Medium,Regular,,Long Lasting,,,,,,,,,,,,
EU00005368,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women At the Beach Fine Fragrance Mist 236 ml,,236ml,1,Bath & Body Works,1799,1799,At the Beach Fine Fragrance Mist,,,1,Units,,"Supercom Net, -",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAttheBeachFineFragranceMist236ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Bath&BodyWorksWomenAttheBeachFineFragranceMist236ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,,,,,Mist,,,,Fresh,Fine,Fresh,Fresh,13431020,https://www.myntra.com/perfume-and-body-mist/bath--body-works/bath--body-works-women-at-the-beach-fine-fragrance-mist-236-ml/13431020/buy,Mild,Regular,Body Mist,,,,,,,,,,,,,
EU00005369,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Aurum Fruity Perfume 10 ml,,0-25 ML,1,Ajmal,975,497,Aurum Fruity Perfume,,,1,Units,,"Ajmal and Sons - SJIT, Ajmal Sons, Plot No. R-335, T.T.C. Industrial area, MIDC Rabale, Navi Mumbai, Dist - Thane - 400701, Maharashtra, India.; M/s. AJMALS PERFUME MANUFACTURING OUDH PROCESSING INDUSTRY LLC, 4TH STREET, Off. SHEIKH ZAYED ROAD, AI QUOZ INDUSTRIAL AREA No.3, PO BOX 3141, DUBAI - (United Arab Emirates)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenAurumFruityPerfume10ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenAurumFruityPerfume10ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenAurumFruityPerfume10ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenAurumFruityPerfume10ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Fruity,,Fruity,Floral,7690158,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-women-aurum-fruity-perfume-10-ml/7690158/buy,Mild,Regular,,,,,,,,,,,,,,
EU00005370,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bd Golden Delicious Eau de Parfum 100 ml,"White,Orange",75-100 ML,1,DKNY,6300,4410,"NOTES
Orange Flower Water, Mirabelle, Golden Delicious Apple, White Rose, Casablanca Lily, Vanilla Orchid, Muguet, Musk, Sandalwood, and Teakwood.
HOW TO USE?
Spray into body for a refreshing effect. Reapply as desired.
ABOUT THE COLLECTION
DKNY Golden Delicious celebrates luxury and splendor with its rich and accentuated aromas of juicy 'Golden delices' apple, accompanied by orange blossom and mirabelle plum.
ABOUT THE BRAND
DKNY fragrances reflect Donna Karan?s love of New York and her desire to create a brand designed for the truly modern woman on the go with a multifaceted lifestyle. Celebrating the calm and chaos of the city, DKNY blurs the lines between aspiration and practicality, balancing softness and tension. Like the city that inspired it, DKNY Fragrance celebrates individuality with a playful spirit.",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Dkny Bd Golden Delicious Edp 100ml,Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",Belgium,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBdGoldenDeliciousEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBdGoldenDeliciousEaudeParfum100ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,"Orange Flower,Orange,Rose,Sandalwood",,,,Spray,,,,Floral,,Floral,Floral,2382209,https://www.myntra.com/perfume-and-body-mist/dkny/dkny-women-bd-golden-delicious-eau-de-parfum-100-ml/2382209/buy,Strong,Regular,Eau de Parfum,,,,Brand,,,,,,,,,
EU00005371,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Be Delicious Eau de Parfum 100 ml,,100-120 ML,1,DKNY,6300,4410,DKNY Be Delicious Eau de Parfum,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Dkny Be Delicious Edp 100ml,Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",Belgium,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBeDeliciousEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBeDeliciousEaudeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBeDeliciousEaudeParfum100ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Floral,,Floral,Floral,2382213,https://www.myntra.com/perfume-and-body-mist/dkny/dkny-women-be-delicious-eau-de-parfum-100-ml/2382213/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005372,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Be Tempted Eau de Parfum,"Violet,Orange,Red,Black",75-100 ML,1,DKNY,5700,3990,"DKNY Women Be Tempted Eau de Parfum 50 ml

NOTES
Enticing top notes lure you in as wildly intriguing Black Currant Bud meets the forbidden charm of a Devil Liquorice Accord layered with a juicy Red Fruit Accord. Zesty Lemon and Wine SapApple Accord add an intoxicating twist.
The heart of the fragrance is an invigorating whirl of femininity and passion, with luxurious Rose Oil Essential that merges with the distinctive allure of Violet and rich, sensual Orange Flower.
Exotic Patchouli Oil Indonesia converges with the creamy enchantment of Vanilla and mysterious intrigue of Myhrr for a heartracing experience.
HOW TO USE?
Spray onto body for a refreshing effect. Reapply as desired.  
ABOUT THE COLLECTION
Give in to the temptation with DKNY Be Tempted, a provocative delectably addictive new fragrance with succulent fruits and unforgettable gourmand oriental notes. It represents a juicy and tempting red apple. It is conceived as a luminous, exciting, and alluring evening fragrance of oriental- gourmand character.

ABOUT THE BRAND
DKNY fragrances reflect Donna Karan's love of New York and her desire to create a brand designed for the truly modern woman on the go with a multifaceted lifestyle. Celebrating the calm and chaos of the city, DKNY blurs the lines between aspiration and practicality, balancing softness and tension. Like the city that inspired it, DKNY Fragrance celebrates individuality with a playful spirit.",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Dkny Be Tempted Edp 100ml,Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",Belgium,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBeTemptedEaudeParfum_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DKNYWomenBeTemptedEaudeParfum_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,"Orange Flower,Orange,Lemon,Patchouli,Rose,Rose Oil",,,,Spray,,,Evening,Floral,,Floral,Floral,2329263,https://www.myntra.com/perfume-and-body-mist/dkny/dkny-women-be-tempted-eau-de-parfum/2329263/buy,Strong,Regular,Eau de Parfum,Luminous,,,Brand,,,Luminous,Luminous,,,,,
EU00005373,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Beau Elegant Perfume Body Spray 200 ml,,150-200 ML,1,Armaf,349,331,Women Beau Elegant Perfume Body Spray,,,1,Units,,"Multi Import, STERLING PERFUMES Industries LLC - P.O. Box: 40769. Dubai-U.A.E",Saudi Arabia,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafWomenBeauElegantPerfumeBodySpray200ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafWomenBeauElegantPerfumeBodySpray200ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafWomenBeauElegantPerfumeBodySpray200ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafWomenBeauElegantPerfumeBodySpray200ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Floral,15387846,https://www.myntra.com/perfume-and-body-mist/armaf/armaf-women-beau-elegant-perfume-body-spray-200-ml/15387846/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005374,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Beautiful Belle Eau De Parfum - 30ml,,25-50 ML,1,Estee Lauder,6500,6500,Beautiful Belle Eau De Parfum,,,1,Units,,"Flashtech Retail, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",Belgium,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-30ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Night Time Fragrance,Spray,,,,Floral,,Oriental,Floral,18686394,https://www.myntra.com/perfume-and-body-mist/estee-lauder/estee-lauder-women-beautiful-belle-eau-de-parfum---30ml/18686394/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005375,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Beautiful Belle Eau De Parfum - 50 ml,,25-50 ML,1,Estee Lauder,8400,8400,"Women Beautiful Belle Eau De Parfum

Disclaimer 
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Flashtech Retail, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A.",Belgium,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15EsteeLauderWomenBeautifulBelleEauDeParfum-50ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,,Liquid,,,,Fruity,,Fruity,Floral,18686396,https://www.myntra.com/perfume-and-body-mist/estee-lauder/estee-lauder-women-beautiful-belle-eau-de-parfum---50-ml/18686396/buy,Strong,Regular,Eau de Parfum,,,,,,,,,,,,,
