L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Breakfast Sausage, 500 g PKT","At La Carne, we take pride in offering products of high quality.
La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside.
Made with lean ground chicken with low fat, perfect breakfast and alternative to regular sausages.",500 g PKT,g,500 g PKT,1,1,325,325,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161832'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161832_2-la-carne-chicken-breakfast-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161832-2_2-la-carne-chicken-breakfast-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161832-3_2-la-carne-chicken-breakfast-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161832-4_1-la-carne-chicken-breakfast-sausage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40161832', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (White Pepper & Coriander)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Cheese Sausages, 500 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat.
Chicken Sausages filled with cheese serves as anytime snack. Perfect snack for any time of the day.",500 g PKT,g,500 g PKT,1,1,375,375,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161838'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161838_1-la-carne-chicken-cheese-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161838-2_1-la-carne-chicken-cheese-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161838-3_1-la-carne-chicken-cheese-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161838-4_1-la-carne-chicken-cheese-sausages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40161838', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Processed Cheese, Common Salt, Soy, Spices & Condiments (White Pepper, Red Chilli Powder, Coriander)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Chorizo Sausage, 500 g PKT","At La Carne, we take pride in offering products of high quality.
La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside.
Spanish Chorizo flavouring in Chicken Sausage gives a distinctive taste of Spanish spices.",500 g PKT,g,500 g PKT,1,1,375,375,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['8906063892340'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161833_1-la-carne-chicken-chorizo-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161833-2_1-la-carne-chicken-chorizo-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161833-3_1-la-carne-chicken-chorizo-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161833-4_1-la-carne-chicken-chorizo-sausage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906063892340', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (Paprika, Black Pepper, Garlic, Oregano)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Classic Salami, 250 g PKT","At La Carne, we take pride in offering products of high quality.
La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside.
Made with lean ground chicken with low fat. Traditional Chicken Salami serves as anytime snack.
Perfect snack or Salad combo for any meal of the day.",250 g PKT,g,250 g PKT,1,1,160,160,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161840'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161840_2-la-carne-chicken-classic-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161840-2_2-la-carne-chicken-classic-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161840-3_2-la-carne-chicken-classic-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161840-4_1-la-carne-chicken-classic-salami.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40161840', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (White Pepper & Garlic Powder)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Cocktail Sausage, 500 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with the low fat, perfect snack for party serving or regular snacking.",500 g PKT,g,500 g PKT,1,1,325,325,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161835'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161835_1-la-carne-chicken-cocktail-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161835-2_1-la-carne-chicken-cocktail-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161835-3_1-la-carne-chicken-cocktail-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161835-4_1-la-carne-chicken-cocktail-sausage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw in chilled conditions. 
Pan Fry - Heat a little oil and fry sausages on low flame till desired colour and temperature is achieved. 
Grill - Apply oil and turn the sausages till desired colour and temperature is achieved. 
Steam - Place in a preheated steamer till the desired temperature is achieved.","['EAN Code: 40161835', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (White Pepper & Coriander)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Malai Tikka, 500 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat. Chicken Malai Tikka is a classic tender and traditionally marinated chicken cubes, ideal for delectable wraps and snack for parties.",500 g PKT,g,500 g PKT,1,1,450,450,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161845'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161845_2-la-carne-chicken-malai-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161845-2_2-la-carne-chicken-malai-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161845-3_2-la-carne-chicken-malai-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161845-4_1-la-carne-chicken-malai-tikka.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw in chilled conditions. 
Pan Fry - Heat a little oil and fry sausages on low flame till desired colour and temperature is achieved. 
Grill - Apply oil and turn the sausages till desired colour and temperature is achieved. 
Microwave - Heat till the desired temperature is achieved.","['EAN Code: 40161845', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Curd, Cream, Processed cheese, Cashew Paste, Vegetable Oil, Spices & Condiments (Ginger, Garlic Paste, Vinegar, Ajwain Seeds, Green Coriander, Paprika, Garam Masala, Red Chilli powder, Cardamom Powder, Green Chilli Paste, Black pepper)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Parsley Sausage, 500 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat, unique sausage to change the taste with the flavour of Parsley.",500 g PKT,g,500 g PKT,1,1,325,325,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161837'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161837_1-la-carne-chicken-parsley-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161837-2_1-la-carne-chicken-parsley-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161837-3_1-la-carne-chicken-parsley-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161837-4_1-la-carne-chicken-parsley-sausage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw in chilled conditions. 
Pan Fry - Heat a little oil and fry sausages on low flame till desired colour and temperature is achieved. 
Grill - Apply oil and turn the sausages till desired colour and temperature is achieved. 
Steam - Place in a preheated steamer till the desired temperature is achieved.","['EAN Code: 40161837', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (Parsley, White Pepper & Coriander)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Premium Ham, 250 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside.
Made with lean ground chicken with low fat. Chicken ham is a unique product and an alternative to traditional ham.
A good start to a day's breakfast.",250 g PKT,g,250 g PKT,1,1,200,200,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161841'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161841_2-la-carne-chicken-premium-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161841-2_2-la-carne-chicken-premium-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161841-3_2-la-carne-chicken-premium-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161841-4_1-la-carne-chicken-premium-ham.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40161841', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (Onion Powder, White Pepper & Coriander)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Tandoori Tikka, 500 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat. Chicken Tandoori Tikka is a tender and traditionally marinated chicken cubes, ideal for delectable wraps and snack for parties.",500 g PKT,g,500 g PKT,1,1,450,450,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161844'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161844_2-la-carne-chicken-tandoori-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161844-2_2-la-carne-chicken-tandoori-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161844-3_2-la-carne-chicken-tandoori-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161844-4_1-la-carne-chicken-tandoori-tikka.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw in chilled conditions. 
Pan Fry - Heat a little oil and fry sausages on low flame till desired colour and temperature is achieved.
Grill - Apply oil and turn the sausages till desired colour and temperature is achieved. 
Microwave - Heat till the desired temperature is achieved.","['EAN Code: 40161844', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Curd, Vegetable Oil, Spices & Condiments (Ginger, Garlic Paste, Vinegar, Paprika, Garam Masala, Red Chilli Powder, White Pepper)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Chicken Tikka Sausage, 500 g PKT","At La Carne, we take pride in offering products of high quality.
La Carne brings to you the authentic taste of premium Chicken Products.
Quick Freezing technology used to preserve all the goodness and freshness inside.
Made with lean ground chicken with low fat, unique sausage alternate to the traditional tikka.",500 g PKT,g,500 g PKT,1,1,350,350,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161836'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161836_1-la-carne-chicken-tikka-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161836-2_1-la-carne-chicken-tikka-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161836-3_1-la-carne-chicken-tikka-sausage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161836-4_1-la-carne-chicken-tikka-sausage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40161836', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Chicken Meat, Water, Common Salt, Soy, Spices & Condiments (Kasuri Methi, Garlic & Fenugreek)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Chicken Breast, Smoked, 220 g Pouch","Chicken meat (88%), Water, Commom salt, Dextose, yeast extract, soya, Edible Starch Anti-oxidant-300, Emulsifier-452, Colour fixative -250, white pepper, coriander, Contains permitted natural flavour.",220 g Pouch,g,220 g Pouch,1,1,325,325,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063445'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063445_1-la-carne-ham-chicken-breast-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063445', 'Manufactured & Marketed by:Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"Chicken Breast, Water, Edible Common Salt, Dextrose, Emulsifier-E407, E451, E452, Antioxidant-E316, Colour Fixative-E250 Contains permitted natural flavour.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Chicken Classic whole, Smoked, 800 g Pouch","Chicken Breast, Water, Edible Common Salt, Dextrose, Emulsifier-E407, E451, E452, Antioxidant-E316, Colour Fixative-E250 Contains permitted natural flavour.",800 g Pouch,g,800 g Pouch,1,1,750,750,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063430'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063430_2-la-carne-ham-chicken-classic-whole-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063430-2_2-la-carne-ham-chicken-classic-whole-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063430-3_1-la-carne-ham-chicken-classic-whole-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063430-4_1-la-carne-ham-chicken-classic-whole-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063430-5_1-la-carne-ham-chicken-classic-whole-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063430', 'Manufactured & Marketed By: Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin:India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"Chicken Boin-in, Water, Edible salt, Dextrose, Emulsifer E407, E451, E452, Anti-oxidant E316, Colour Fixative E250.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Chicken Pariser, Smoked, 150 g pouch","Chicken Boin-in, Water, Edible salt, Dextrose, Emulsifer E407, E451, E452, Anti-oxidant E316, Colour Fixative E250.",150 g pouch,g,150 g pouch,1,1,220,220,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063434'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063434_1-la-carne-ham-chicken-pariser-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063434-2_1-la-carne-ham-chicken-pariser-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063434', 'Manufactured & Marketed By:Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"Chicken meat (87%), Water, Dextrose, yeast extract, Anti-oxidant-300, Edible common salt Soya, Edible Strach, Spices, Vegetable Powder, Emulsifier-452, Colour fixative-250, Contains permitted natural flavour.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Chicken Tandoori, Mortadella, 150 g pouch","Chicken meat (87%), Water, Dextrose, yeast extract, Anti-oxidant-300, Edible common salt Soya, Edible Strach, Spices, Vegetable Powder, Emulsifier-452, Colour fixative-250, Contains permitted natural flavour.",150 g pouch,g,150 g pouch,1,1,200,200,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063431'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063431_5-la-carne-ham-chicken-tandoori-mortadella.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063431-2_5-la-carne-ham-chicken-tandoori-mortadella.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063431-3_4-la-carne-ham-chicken-tandoori-mortadella.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063431-4_4-la-carne-ham-chicken-tandoori-mortadella.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063431-5_4-la-carne-ham-chicken-tandoori-mortadella.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063431', 'Manufactured & Marketed by:Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"chicken meat (82%), Water, Spices, Dextrose, Yeast extract, Anti-oxidant E-300, common salt, emulsifier E-452 Vegetable powder, Colour Fixative E-250.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Pork, Smoked, 150 g Carton","chicken meat (82%), Water, Spices, Dextrose, Yeast extract, Anti-oxidant E-300, common salt, emulsifier E-452 Vegetable powder, Colour Fixative E-250.",150 g Carton,g,150 g Carton,1,1,325,325,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063429'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063429_1-la-carne-ham-pork-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063429-2_1-la-carne-ham-pork-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063429', 'Manufactured & Marketed By:Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"pork meat (74%), Water, Edible starch, Edible common salt, soy, Dextrose, Emulsifler E-452 & E-407, Antioxidants E-316, Colour flxative E-250 contains Natural Smoke.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Premium Beechwood Bacon, Smoked, 180 g pouch","pork meat (74%), Water, Edible starch, Edible common salt, soy, Dextrose, Emulsifler E-452 & E-407, Antioxidants E-316, Colour flxative E-250 contains Natural Smoke.",180 g pouch,g,180 g pouch,1,1,425,425,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063436'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063436_1-la-carne-ham-premium-beechwood-bacon-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063436-2_1-la-carne-ham-premium-beechwood-bacon-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063436', 'Manufactured & Marketed By:Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"Pork meat (77%), Water, Edible common Salt, Emulsifier-407, Dextrose, Anti-oxidant-316. Contains permitted natural flavour.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Ham - Turkey Bacon, Smoked, 180 g pouch","Pork meat (77%), Water, Edible common Salt, Emulsifier-407, Dextrose, Anti-oxidant-316. Contains permitted natural flavour.",180 g pouch,g,180 g pouch,1,1,390,390,Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,India,['40063435'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40063435_1-la-carne-ham-turkey-bacon-smoked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40063435-2_1-la-carne-ham-turkey-bacon-smoked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40063435', 'Manufactured & Marketed By: Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051', 'Country of origin:India', 'FSSAI Number :', 'Best before 01-09-2023', '",Plot No. 274|Sector 6|IMT Manesar|Gurgaon 122051,-,-,-,"Turkey meat (65%), Chicken Meat, Water, Edible common Salt, Emulsifier E452, Natural Smoke Flavour, Colour Fixative E260",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,La Carne,"La Carne Pork Chorizo Sausages, 250 g PKT","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Imported Pork Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with best of European Pork meat, which is lean with low fat. Spanish recipe, which is delicately spiced for that different zing.",250 g PKT,g,250 g PKT,1,1,350,350,"Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",India,['40161848'],['10013064000295'],https://datalabs.siva3.io/image/Eunimart_groceries_40161848_1-la-carne-pork-chorizo-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161848-2_1-la-carne-pork-chorizo-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161848-3_1-la-carne-pork-chorizo-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161848-4_1-la-carne-pork-chorizo-sausages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw in chilled conditions. 
Pan Fry - Heat a little oil and fry sausages on low flame till desired colour and temperature is achieved. 
Grill - Apply oil and turn the sausages till desired colour and temperature is achieved. 
Steam - Place in a preheated steamer till the desired temperature is achieved.","['EAN Code: 40161848', 'Country of origin: India', 'FSSAI Number: 10013064000295', 'Manufactured & Marketed by: Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051', 'Best before 01-09-2023', '","Primo Foods Pvt. Ltd. Plot No 274, Sector 6, IMT Manesar, Gurugram 122051",-,-,-,"Pork Meat, Chicken, Water, Common Salt, Spices & Condiments (Garlic, Paprika, White & Black pepper, Oregano, Red Chilli Powder)",-,-,-
