L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe,"Nescafe Sunrise Instant Coffee, 95 g Glass Jar","NESCAFE Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. NestleÇs world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesnÇt seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.
THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.",95 g Glass Jar,g,95 g Glass Jar,1,1,215,215,"Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001",India,['8901058904192'],['10012011000168'],https://datalabs.siva3.io/image/Eunimart_groceries_40177386_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-2_6-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-3_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-4_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-5_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-6_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-7_5-nescafe-sunrise-instant-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Usage: Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Storage Recommendation: Do store the instant coffee powder in a cool, dry and hygienic place. To ensure lasting freshness, close the lid tightly after every use. Always use a dry spoon.","[{'EAN Code': '8901058904192'}, {'FSSAI No': '10012011000168'}, {'Manufacturer Name and ': 'Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001'}, {'Marketed by': 'Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001'}, {'Country of origin': 'India'}]","Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001",-,-,"Nescafe Sunrise instant coffee-chicory mixture is made from blends of 70% coffee and 30% chicory
Our coffee journey begins with handpicking the best beans from the coffee farms in South India
Blends of arabica and robusta coffee beans are slow-roasted for the perfect aroma
Our world-class technology ensures that the aroma is retained throughout the coffee making the process and captured in rich aroma granules
Awaken your senses with rich aroma and taste of Nescafe Sunrise every morning",-,Coffee Beans (70%) & Chicory,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe,"Nescafe Sunrise Instant Coffee, 95 g Glass Jar","NESCAFE Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. NestleÇs world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesnÇt seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.
THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.",95 g Glass Jar,g,95 g Glass Jar,1,1,215,215,"Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001",India,['8901058904192'],['10012011000168'],https://datalabs.siva3.io/image/Eunimart_groceries_40177386_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-2_6-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-3_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-4_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-5_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-6_5-nescafe-sunrise-instant-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40177386-7_5-nescafe-sunrise-instant-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Usage: Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Storage Recommendation: Do store the instant coffee powder in a cool, dry and hygienic place. To ensure lasting freshness, close the lid tightly after every use. Always use a dry spoon.","[{'EAN Code': '8901058904192'}, {'FSSAI No': '10012011000168'}, {'Manufacturer Name and ': 'Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001'}, {'Marketed by': 'Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001'}, {'Country of origin': 'India'}]","Nestle India Limited, 100/101, World Trade centre, Barakhamba lane, New Delhi-110001",-,-,"Nescafe Sunrise instant coffee-chicory mixture is made from blends of 70% coffee and 30% chicory
Our coffee journey begins with handpicking the best beans from the coffee farms in South India
Blends of arabica and robusta coffee beans are slow-roasted for the perfect aroma
Our world-class technology ensures that the aroma is retained throughout the coffee making the process and captured in rich aroma granules
Awaken your senses with rich aroma and taste of Nescafe Sunrise every morning",-,Coffee Beans (70%) & Chicory,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe,"Nescafe Sunrise Instant Coffee-Chicory Mix, Rich In Aroma & Flavour,, 10 g Pouch","NESCAFE Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. NestleÇs world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesnÇt seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.
THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.",10 g Pouch,g,10 g Pouch,1,1,10,10,"NESTLE INDIA LIMITED, 100/101, World Trade Centre, Barakhamba lane, NEW DELHI- 110001",India,['8901058905199'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40020215_8-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-2_8-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-3_7-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-4_7-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-5_7-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-6_3-nescafe-sunrise-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020215-7_3-nescafe-sunrise-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Usage: Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Storage Recommendation: Do store the instant coffee powder in a cool, dry and hygienic place. To ensure lasting freshness, transfer the contents into an airtight container. Always use a dry spoon.","[{'EAN Code': '8901058905199'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'NESTLE INDIA LIMITED, 100/101, World Trade Centre, Barakhamba lane, NEW DELHI- 110001'}]",-,-,-,"Nescafe Sunrise instant coffee-chicory mixture is made from blends of 70% coffee and 30% chicory
Our coffee journey begins with handpicking the best beans from the coffee farms in South India
Blends of arabica and robusta coffee beans are slow-roasted for the perfect aroma
Our world-class technology ensures that the aroma is retained throughout the coffee making the process and captured in rich aroma granules
Awaken your senses with rich aroma and taste of Nescafe Sunrise every morning",-,Coffee Beans (70%) & Chicory,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe,"Nescafe Sunrise Rich Aroma, 500 g Pouch","NESCAFE Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. NestleÇs world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesnÇt seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.
THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.",500 g Pouch,g,500 g Pouch,1,1,830,830,"NESTLE INDIA LIMITED, 100/101, World Trade Centre, Barakhamba lane, NEW DELHI- 110001",India,['8901058900200'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40111434_11-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-2_12-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-3_11-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-4_11-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-5_11-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-6_10-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-7_1-nescafe-sunrise-rich-aroma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40111434-8_1-nescafe-sunrise-rich-aroma.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Usage: Simply follow the instructions on the back of the pack and mix the coffee granules to hot water, sugar and milk to release the rich aroma in your cup every morning.
Storage Recommendation: Do store the instant coffee powder in a cool, dry and hygienic place. To ensure lasting freshness, transfer the contents into an airtight container. Always use a dry spoon.","[{'EAN Code': '8901058900200'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'NESTLE INDIA LIMITED, 100/101, World Trade Centre, Barakhamba lane, NEW DELHI- 110001'}]",-,-,-,"Nescafe Sunrise instant coffee-chicory mixture is made from blends of 70% coffee and 30% chicory
Our coffee journey begins with handpicking the best beans from the coffee farms in South India
Blends of arabica and robusta coffee beans are slow-roasted for the perfect aroma
Our world-class technology ensures that the aroma is retained throughout the coffee making the process and captured in rich aroma granules
Awaken your senses with rich aroma and taste of Nescafe Sunrise every morning",-,Coffee Beans (70%) & Chicory,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe Classic,"Nescafe Classic Black Roast Instant Coffee - Rich & Dark, 100% Pure, Soluble Powder, 95 g Jar","To take your coffee experiences to the next level, Nescafe, the worldÇs favourite instant coffee brand brings forth a rich and dark aromatic coffee in the form of Nescafe's classic black roast. The unmistakable flavour of Nescafe's classic black roast is what makes this signature coffee so loved all over the world. Start your day right with the first sip of this intense, rich & dark, 100% pure coffee and let the intense taste and wonderfully refreshing aroma of Nescafe instant coffee awaken your senses to new opportunities.
With over 75 years of experience and working with coffee farmers to help them grow more sustainable coffee through improved crop techniques, we deliver the best coffee produced by the best selecting, roasting and blending methods. The fine coffee powder creates rich, frothy instant coffee that will make a coffee lover smile with sheer delight. 
Features:
Nescafe Classic Black Roast is bursting with flavour and gives the strongest start to the day.
Nescafe Classic Black Roast gives the most intense coffee experience, taste and aroma.
100% pure coffee that is roasted longer for an intense coffee experience bursting with flavour & aroma.
The darkest roast in the Nescafe range with the strongest, most intense tasting coffee.
Premium dark instant coffee right at home; a must-try for all coffee-lovers.
Made using specially selected and carefully roasted beans to create a captivating coffee experience.
Start your day right with the first sip of this intense, rich & dark coffee that awakens your senses to new opportunities. For Every Morning, Not For Everyone.",95 g Jar,g,95 g Jar,1,1,370,370,"NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001",India,['8901058904321'],['10012011000168'],https://datalabs.siva3.io/image/Eunimart_groceries_40229971_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-2_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-3_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-4_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-5_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-6_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-7_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-8_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901058904321'}, {'FSSAI No': '10012011000168'}, {'Manufactured & Marketed by': 'NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001'}, {'Country of origin': 'India'}, {'","NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001",-,-,-,-,Coffee Beans.,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe Classic,"Nescafe Classic Black Roast Instant Coffee - Rich & Dark, 100% Pure, Soluble Powder, 95 g Jar","To take your coffee experiences to the next level, Nescafe, the worldÇs favourite instant coffee brand brings forth a rich and dark aromatic coffee in the form of Nescafe's classic black roast. The unmistakable flavour of Nescafe's classic black roast is what makes this signature coffee so loved all over the world. Start your day right with the first sip of this intense, rich & dark, 100% pure coffee and let the intense taste and wonderfully refreshing aroma of Nescafe instant coffee awaken your senses to new opportunities.
With over 75 years of experience and working with coffee farmers to help them grow more sustainable coffee through improved crop techniques, we deliver the best coffee produced by the best selecting, roasting and blending methods. The fine coffee powder creates rich, frothy instant coffee that will make a coffee lover smile with sheer delight. 
Features:
Nescafe Classic Black Roast is bursting with flavour and gives the strongest start to the day.
Nescafe Classic Black Roast gives the most intense coffee experience, taste and aroma.
100% pure coffee that is roasted longer for an intense coffee experience bursting with flavour & aroma.
The darkest roast in the Nescafe range with the strongest, most intense tasting coffee.
Premium dark instant coffee right at home; a must-try for all coffee-lovers.
Made using specially selected and carefully roasted beans to create a captivating coffee experience.
Start your day right with the first sip of this intense, rich & dark coffee that awakens your senses to new opportunities. For Every Morning, Not For Everyone.",95 g Jar,g,95 g Jar,1,1,370,370,"NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001",India,['8901058904321'],['10012011000168'],https://datalabs.siva3.io/image/Eunimart_groceries_40229971_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-2_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-3_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-4_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-5_3-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-6_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-7_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229971-8_2-nescafe-classic-classic-black-roast-instant-coffee-rich-dark-100-pure-soluble-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901058904321'}, {'FSSAI No': '10012011000168'}, {'Manufactured & Marketed by': 'NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001'}, {'Country of origin': 'India'}, {'","NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001",-,-,-,-,Coffee Beans.,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Nescafe Gold,"Nescafe Gold Matinal Roasted Coffee, 200 g Jar","Instant coffee - Matinal Roasted. A Blend of Dark roast beans that bring out the rich coffee taste for a Pleasurable experience. Nescafe matinal Jiva instant coffee, this product is perfect if you are a coffee lover or you cannot start your day without coffee. Weight: 200 g (Jar)",200 g Jar,g,200 g Jar,1,1,999,999,"NESTLE INDIA LIMITED 100/101, World Trade Centre, Barakhamba Lane, New Delhi-110001",Switzerland,['7891000260500'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088141_1-nescafe-gold-roasted-coffee-matinal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '7891000260500'}, {'Country of origin': 'Switzerland'}]",-,-,-,-,-,100% Pure Coffee,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Organic Tattva,"Organic Tattva Filter Coffee, 150 g","Our chemical-free filter coffee has naturally flavoured coffee beans which act as stress relievers. Providing instant brain stimulation, this Filter Coffee by Organic Tattva is a perfect solution for over-exhaustive and lazy days. Coffee is not just a dose of caffeine but comes with a multitude of health benefits like being beneficial to heart health and reducing the risk of alzheimers.",150 g,g,150 g,1,1,275,233.75,"Mehrotra Consumer Products Pvt. Ltd.,26G, Sector 31, Ecotech I, Greater Noida, UP 201308",India,['40189835'],['12715055000323'],https://datalabs.siva3.io/image/Eunimart_groceries_40189835_2-organic-tattva-filter-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189835-2_2-organic-tattva-filter-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189835-3_2-organic-tattva-filter-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189835-4_2-organic-tattva-filter-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189835-5_2-organic-tattva-filter-coffee.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189835-6_1-organic-tattva-filter-coffee.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to prepare.,"[{'EAN Code': '40189835'}, {'Country of origin': 'India'}, {'FSSAI Number': '12715055000323'}, {'Manufactured & Marketed by': 'Mehrotra Consumer Products Pvt. Ltd.,26G, Sector 31, Ecotech I, Greater Noida, UP 201308'}]","Mehrotra Consumer Products Pvt. Ltd.,26G, Sector 31, Ecotech I, Greater Noida, UP 201308",-,-,-,-,"Organic Arabica Coffee, Organic Robusta Coffee.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,PRISTINE,"PRISTINE Deccan Gold - Premium Filter Coffee, 80:20 Blend, 50 g",Pristine Deccan Gold Premium is a slowly processed artisan coffee. Made from a fine blend of high grown Robusta and Arabica. Deccan Gold Premium is available in an 80:20 blend. Pristine is passionate about coffee cultivation culminated in mastering the art and craft of coffee roasting and blending to arrive at a connoisseurs cup of coffee.,50 g,g,50 g,1,1,35,29,"Pristine Organics Pvt Ltd #839, 3rd Floor, A Block, 6th Cross, Damodaran Road, Sahakar Nagar, Bangalore - 560092",India,['40142030'],['11217303000198'],https://datalabs.siva3.io/image/Eunimart_groceries_40142030_3-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-2_2-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-3_3-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-4_2-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-5_2-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-6_1-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-7_1-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142030-8_1-pristine-deccan-gold-premium-filter-coffee-8020-blend.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pour 20ml coffee decoction into 70 ml of milk. 
It can be used to make Espresso, Cafe Latte, Cappuccino.","[{'EAN Code': '40142030'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11217303000198'}, {'Manufactured & Marketed By': 'Pristine Organics Pvt Ltd #839, 3rd Floor, A Block, 6th Cross, Damodaran Road, Sahakar Nagar, Bangalore - 560092'}]","Pristine Organics Pvt Ltd #839, 3rd Floor, A Block, 6th Cross, Damodaran Road, Sahakar Nagar, Bangalore - 560092",-,-,-,-,"Coffee, Chicory.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Perfetto,"Perfetto Flavoured Instant Coffee - Creamy Vanilla, Intense Aroma, Flavour, Great Taste, 50 g Jar","The one essence that is guaranteed to take you back to childhood is vanilla. The purity, the simplicity of vanilla brings back memories of white-food-only tantrums and having vanilla ice cream from a cone while holding your motherÇs hands. When life gets too busy, too demanding, make a little space for a soothing, creamy vanilla flavoured coffee in a large white mug. Maybe disconnect from the social media, toast some marshmallows or some cheesy bruschettas to add layers to the evening, and call a friend over. Make a shining vanilla flavoured evening out of a bland day, with Perfetto Creamy Vanilla Instant Coffee.",50 g Jar,g,50 g Jar,1,1,299,299,"5A, Earle Street, Ground Floor, Kolkata, West Bengal-70002613",India,['8906031935026'],['12822999000417'],https://datalabs.siva3.io/image/Eunimart_groceries_40272573_1-perfetto-flavoured-instant-coffee-creamy-vanilla-intense-aroma-flavour-great-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272573-2_1-perfetto-flavoured-instant-coffee-creamy-vanilla-intense-aroma-flavour-great-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272573-3_1-perfetto-flavoured-instant-coffee-creamy-vanilla-intense-aroma-flavour-great-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272573-4_1-perfetto-flavoured-instant-coffee-creamy-vanilla-intense-aroma-flavour-great-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272573-5_1-perfetto-flavoured-instant-coffee-creamy-vanilla-intense-aroma-flavour-great-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Scoop one heaped tablespoon.
Pour 120ml of lukewarm water/milk.
Add sweeteners by your preference.
Stir and enjoy.
Additionally, serve with marshmallows or whipped cream.
Can be used to make cold coffee.
Maximum Shelf Life: 12 Months
Dietary Preference: Sugar-Free, Gluten-Free, Dairy-Free Number of Servings: 12 cups approx for 25g and 25 cups approx for 50g","[{'EAN Code': '8906031935026'}, {'Country Of Origin': 'India'}, {'FSSAI No': '12822999000417'}, {'Manufacture Name': 'Chikoff Trading Private Limited'}, {'Manufactured By': '5A, Earle Street, Ground Floor, Kolkata, West Bengal-70002613'}, {'Marketed By': 'PERFETTO COFFEE PVT. LTD | 5A, Earle Street,, Kolkata, West Bengal 700026'}]","PERFETTO COFFEE PVT. LTD | 5A, Earle Street,, Kolkata, West Bengal 700026",-,-,-,-,"Pure Agglomerated Instant Coffee, Natural Identical Flavours",-
