L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Biryani Pieces 1kg + Seer Fish Slice/Steak 500 g, Combo 2 Items","Net Weight 1 Kg
Number Of Pcs 24 to 28 
Serving Size 4 to 6 people 
Storage Temp 0-4 deg cel
Mutton biryani pieces are pieces of lamb meat cut small enough to make use of directly. It is packed simple and hygienically to cook stews and biryani. They are simply processed and include no artificial ingredients. It is high in protein, selenium, iron and zinc. It aids the making of red blood cells and muscle generation, avoiding anaemia. 
Lamb meat is high in protein, selenium, zinc and iron. The speciality of this meat is that it has all 8 amino acids and more than half of its fat content is healthy unsaturated fat. It also contains vitamin B, and copper and manganese. This meat aids muscle generation and the production of red blood cells, avoiding ""anaemia"". It also helps boost the immune system and prevent age-related degenerative disease.
Net Weight 500 g
Number Of Pcs 6 - 8  
Serving Size 6 to 8 people 
Storage Temp 0-4 deg cel
Seer fish is known for its great taste and different health benefits. It is one of the favourite fish in the south. It is used to made different delicacy including fish pickles. Seer fish is good for the heart and has a rich content of Omega-3 fatty acids. 
This steak sliced seer fish comes without the head. It is cleaned and gutted. This comes in 6-8 pcs which are perfect for 6-8 people. It is preservative-free. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,3664,2186.9,"LAZIZ CHICKEN AND MUTTON SHOP :- Gf-5 Safa Marwah Complex, Opp.Basera Duplex Tandalja, Vadodara-390012",India,['1215098'],[20718038000525],https://datalabs.siva3.io/image/Eunimart_groceries_215098_1-fresho-mutton-biryani-pieces-1kg-seer-fish-slicesteak-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1215098', 'Country of Origin: India', 'Manufactured & Marketed by: LAZIZ CHICKEN AND MUTTON SHOP :- Gf-5 Safa Marwah Complex, Opp.Basera Duplex Tandalja, Vadodara-390012', 'Best before 2 days from the date of delivery', 'Ahmedabad - Packed By:-Sakhi Sarvesh Corporates. B-6Th F-612, Titanium City Center(Business Park), Nr.Sachin Tower, 100Ft Road, Satellite, Ahmedabad. Fssai License No:-20718038000525. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120 Email:-Customerservice@Bigbasket.Com Phone No:-18601231000', 'Vadodara - Packed By:-Laziz Chicken And Mutton Shop, Gf 5, Safa Marwah Complex, Opp, Basera Duplex Tandalja Vasana Road, Tandalja, Vadodara-390012. Fssai License:-10715032000264. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000', 'Indore - Packed By:- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121 Marketed By:-Super Market Grocery Suppliees Private Limited. :-Vinod Warehouse Unit No 2 Part 2 Bypass, Survey No 149/1/1 Bicholi Mardana Indore, Mp 452001 . Fssai License No:-11416850000125.Email:-Customerservice@Bigbasket.Com Phone No:-18601231000', '","- Al-Ghori Khanne Khaas. Address:-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121 Marketed By:-Super Market Grocery Suppliees Private Limited. Address:-Vinod Warehouse Unit No 2 Part 2 Bypass, Survey No 149/1/1 Bicholi Mardana Indore, Mp 452001 . Fssai License No:-11416850000125.Email:-Customerservice@Bigbasket.Com Phone No:-18601231000",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Bones, 250 g","Fresho takes utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food-grade plastic which provides a nourishing and wholesome environment. To make the best soup use Fresho Mutton Bones. Order them now!",250 g,g,250 g,1,1,220,134,Bigbasket,India,['40227633'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227633_2-fresho-mutton-bones.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227633-2_1-fresho-mutton-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227633'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Lamb.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Bones, 250 g","Fresho takes utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food-grade plastic which provides a nourishing and wholesome environment. To make the best soup use Fresho Mutton Bones. Order them now!",250 g,g,250 g,1,1,220,134,Bigbasket,India,['40227633'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227633_2-fresho-mutton-bones.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227633-2_1-fresho-mutton-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227633'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Lamb.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Bones, 250 g","Fresho takes utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food-grade plastic which provides a nourishing and wholesome environment. To make the best soup use Fresho Mutton Bones. Order them now!",250 g,g,250 g,1,1,220,134,Bigbasket,India,['40227633'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227633_2-fresho-mutton-bones.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227633-2_1-fresho-mutton-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227633'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Lamb.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Brain - Fresh & Rich Texture, 4 pcs",Fresho Mutton Brain has fish-like texture meat which tastes delicious when cooked. Brain meat is packed with Omega 3 and nutrients that are beneficial to the body. Fresho mutton brain comes in 4 pieces which are perfect for 2-3 people. Fresho takes utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.,4 pcs,pcs,4 pcs,4,1,922,575,Bigbasket,India,['40227693'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227693_1-fresho-mutton-brain-fresh-rich-texture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227693-2_1-fresho-mutton-brain-fresh-rich-texture.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227693'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Curry Cut - Rewaji Male, 7 to 9 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece of about 30 to 35g 2-3 People 0-4 deg Celsius
Mutton is high in protein, selenium, zinc, and iron. The specialty of this meat is that it has all 8 amino acids, and more than half of its fat content is healthy unsaturated fat. It also contains vitamin B, copper, and manganese. This meat aids muscle generation and the production of red blood cells, avoiding anemia. It also helps boost the immune system and prevent age related degenerative disease. Product weighed before cleaning and cutting. Net weight will be lower at the time of delivery because of cleaning and Processing weight loss.",250 g,g,250 g,9,1,506,314,"Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090",India,['40094166'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094166_2-fresho-mutton-curry-cut-rewaji-male.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40094166', 'Country Of Origin: India', 'Manufacturer Name and : Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 2 days from delivery date', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Correctly Weighed Product after complete processing and cleaning.
Lab-Certified products, without any added chemicals and preservatives.
Processed from Healthy meat, without Liver and Kidney.
Contains Delicate Fat to enhance taste.
This Product is Halal.
Chilled, Not Frozen to ensure freshness and delicacy.
Each cut piece weighs approx. 45 to 60 gms.",-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Curry Cut - Rewaji Male, 7 to 9 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece of about 30 to 35g 2-3 People 0-4 deg Celsius
Mutton is high in protein, selenium, zinc, and iron. The specialty of this meat is that it has all 8 amino acids, and more than half of its fat content is healthy unsaturated fat. It also contains vitamin B, copper, and manganese. This meat aids muscle generation and the production of red blood cells, avoiding anemia. It also helps boost the immune system and prevent age related degenerative disease. Product weighed before cleaning and cutting. Net weight will be lower at the time of delivery because of cleaning and Processing weight loss.",250 g,g,250 g,9,1,506,314,"Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090",India,['40094166'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094166_2-fresho-mutton-curry-cut-rewaji-male.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40094166', 'Country Of Origin: India', 'Manufacturer Name and : Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 2 days from delivery date', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Correctly Weighed Product after complete processing and cleaning.
Lab-Certified products, without any added chemicals and preservatives.
Processed from Healthy meat, without Liver and Kidney.
Contains Delicate Fat to enhance taste.
This Product is Halal.
Chilled, Not Frozen to ensure freshness and delicacy.
Each cut piece weighs approx. 45 to 60 gms.",-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Curry Cut - Rewaji Male, 7 to 9 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece of about 30 to 35g 2-3 People 0-4 deg Celsius
Mutton is high in protein, selenium, zinc, and iron. The specialty of this meat is that it has all 8 amino acids, and more than half of its fat content is healthy unsaturated fat. It also contains vitamin B, copper, and manganese. This meat aids muscle generation and the production of red blood cells, avoiding anemia. It also helps boost the immune system and prevent age related degenerative disease. Product weighed before cleaning and cutting. Net weight will be lower at the time of delivery because of cleaning and Processing weight loss.",250 g,g,250 g,9,1,506,314,"Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090",India,['40094166'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40094166_2-fresho-mutton-curry-cut-rewaji-male.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40094166', 'Country Of Origin: India', 'Manufacturer Name and : Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 2 days from delivery date', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Correctly Weighed Product after complete processing and cleaning.
Lab-Certified products, without any added chemicals and preservatives.
Processed from Healthy meat, without Liver and Kidney.
Contains Delicate Fat to enhance taste.
This Product is Halal.
Chilled, Not Frozen to ensure freshness and delicacy.
Each cut piece weighs approx. 45 to 60 gms.",-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Curry Cut 1kg + Chicken Drumstick 500 g, Combo 2 Items","Net Weight 1 Kg
Number Of Pcs 15-20
Serving Size 4-6 people
Storage Temp 0-4 deg cel
Mutton is popular in most of the household. It is treated as a delicacy and is prepared for different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. 
Mutton curry is enjoyed in most of the houses. Fresho Mutton curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious mutton pieces come in 15-20 in numbers which are perfect for 4-6 people. 
The Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
Net Weight 500 g
Number Of Pcs 4-6
Serving Size 3-4 people 
Storage Temp 0-4 deg cel
Chicken is lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. 
This tender, juicy, without skin drumstick, gets flabbier once cooked. This is one of the most go-to pieces of chicken, as it is really easy to cook. One can come with countless culinary methods to cook this deliciousness. Savoury, sweet, spicy: there are more than a hundred recipes to cook a drumstick. These scrumptious chicken pieces come in 4-6 in numbers which are perfect for 3-4 people. 
The Add-on Benefits of Fresho Chicken: 
Ç¬Ç Free from antibiotic residue 
Ç¬Ç No growth hormone 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1714,1178.95,"LAZIZ CHICKEN AND MUTTON SHOP :- Gf-5 Safa Marwah Complex, Opp.Basera Duplex Tandalja, Vadodara-390012",India,['1215096'],[20718038000525],https://datalabs.siva3.io/image/Eunimart_groceries_215096_1-fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1215096'}, {'Country of Origin': 'India'}, {'Manufactured & Marketed by': 'LAZIZ CHICKEN AND MUTTON SHOP :- Gf-5 Safa Marwah Complex, Opp.Basera Duplex Tandalja, Vadodara-390012'}, {'Ahmedabad - Packed By': '-Sakhi Sarvesh Corporates. B-6Th F-612, Titanium City Center(Business Park), Nr.Sachin Tower, 100Ft Road, Satellite, Ahmedabad. Fssai License No:-20718038000525. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120 Email:-Customerservice@Bigbasket.Com Phone No:-18601231000'}, {'Vadodara - Packed By': '-Laziz Chicken And Mutton Shop, Gf 5, Safa Marwah Complex, Opp, Basera Duplex Tandalja Vasana Road, Tandalja, Vadodara-390012. Fssai License:-10715032000264. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000'}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121 Marketed By:-Super Market Grocery Suppliees Private Limited. :-Vinod Warehouse Unit No 2 Part 2 Bypass, Survey No 149/1/1 Bicholi Mardana Indore, Mp 452001 . Fssai License No:-11416850000125.Email:-Customerservice@Bigbasket.Com Phone No:-18601231000'}]","- Al-Ghori Khanne Khaas. Address:-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121 Marketed By:-Super Market Grocery Suppliees Private Limited. Address:-Vinod Warehouse Unit No 2 Part 2 Bypass, Survey No 149/1/1 Bicholi Mardana Indore, Mp 452001 . Fssai License No:-11416850000125.Email:-Customerservice@Bigbasket.Com Phone No:-18601231000",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Fat, 250 g","This product is readily available in areas where sheep are slaughtered for food and hides, and relatively inexpensive. It can be used to add a Ç¬Ç¬úmeatyÇ¬Ç¬ù flavor to some foods, such as french fries, and as a binder in sausages. However at Fresho we remove this fat in a very hygienically process for you to get the best flavour out. Fresho Mutton Fat is easy to use and passes several quality checks to make it safe to consume.",250 g,g,250 g,1,1,77,44,Bigbasket,India,['40227679'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227679_2-fresho-mutton-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227679-2_1-fresho-mutton-fat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40227679', 'FSSAI No:', 'Manufactured & Marketed by: Bigbasket', 'Country of origin: India', 'Best before 2 days from the date of delivery', '",Bigbasket,-,-,-,Mutton.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Goat Kid - Biryani Pieces, Juicy & Tender, 5 To 7 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece is about 40 to 50g, each pack contains 2 to 4 ribs pieces, 2 to 6 back and neck pieces, 2 to 4 leg and shoulder pcs. 2-3 people 0-4 degrees Celsius.
Fresho Mutton Goat kid - Biryani Pieces, is perfect for mutton curries, these cubes should be cooked over high heat to seal juices initially and then cooked till tender on low heat. Get soft and tender ready to cook mutton pieces for that perfect mutton curry or mutton biriyani when you decide to get your meat pieces more. It is tender, lean, cut, so it is good when cooked rare to medium-rare. Supreme Cuts of Mutton make it convenient to cook with just one wash. These meat pieces that are delivered are hygienically processed & packed with the required temperature control conditions. It passes several quality checks to make the meat safe to consume.",250 g,g,250 g,7,1,545,341,Bigbasket,India,['40227650'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227650_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227650-2_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227650'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Goat Kid.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Goat Kid - Biryani Pieces, Juicy & Tender, 5 To 7 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece is about 40 to 50g, each pack contains 2 to 4 ribs pieces, 2 to 6 back and neck pieces, 2 to 4 leg and shoulder pcs. 2-3 people 0-4 degrees Celsius.
Fresho Mutton Goat kid - Biryani Pieces, is perfect for mutton curries, these cubes should be cooked over high heat to seal juices initially and then cooked till tender on low heat. Get soft and tender ready to cook mutton pieces for that perfect mutton curry or mutton biriyani when you decide to get your meat pieces more. It is tender, lean, cut, so it is good when cooked rare to medium-rare. Supreme Cuts of Mutton make it convenient to cook with just one wash. These meat pieces that are delivered are hygienically processed & packed with the required temperature control conditions. It passes several quality checks to make the meat safe to consume.",250 g,g,250 g,7,1,545,341,Bigbasket,India,['40227650'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227650_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227650-2_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227650'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Goat Kid.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Goat Kid - Biryani Pieces, Juicy & Tender, 5 To 7 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g Each piece is about 40 to 50g, each pack contains 2 to 4 ribs pieces, 2 to 6 back and neck pieces, 2 to 4 leg and shoulder pcs. 2-3 people 0-4 degrees Celsius.
Fresho Mutton Goat kid - Biryani Pieces, is perfect for mutton curries, these cubes should be cooked over high heat to seal juices initially and then cooked till tender on low heat. Get soft and tender ready to cook mutton pieces for that perfect mutton curry or mutton biriyani when you decide to get your meat pieces more. It is tender, lean, cut, so it is good when cooked rare to medium-rare. Supreme Cuts of Mutton make it convenient to cook with just one wash. These meat pieces that are delivered are hygienically processed & packed with the required temperature control conditions. It passes several quality checks to make the meat safe to consume.",250 g,g,250 g,7,1,545,341,Bigbasket,India,['40227650'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227650_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227650-2_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227650'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Goat Kid.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Goat Kid - Leg Pieces, Fresh & Tender, 7 To 9 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g 7 to 9 pcs, (Made of Goat kid meat and each piece will be 30 to 35g made from leg portion only.) 3-4 people 0-4 degrees Celsius.
Lamb meat is one of the most widely consumed meats in the world. Lamb meat is very tasty in any form, whether curry, fried or barbecued. Ideal for preparing delicious curries. Fresho procures its meat from trusted vendors so that you receive the best in terms of taste and quality. It is hygienically packed, stored and transported in a temperature-controlled environment to keep freshness and quality intact. Goat meat is loaded with all the required healthy nutrients for the body in excessive amounts. It is a very nutritional food for your health. Fresho Mutton Goatkid - Leg Pieces are very fresh and perfect to cook or grill on special occasions.",250 g,g,250 g,9,1,558,350,Bigbasket,India,['40227664'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227664_2-fresho-mutton-goat-kid-leg-pieces-fresh-tender.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227664-2_2-fresho-mutton-goat-kid-leg-pieces-fresh-tender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227664'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Goatkid.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton Goat Kid - Leg Pieces, Fresh & Tender, 7 To 9 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g 7 to 9 pcs, (Made of Goat kid meat and each piece will be 30 to 35g made from leg portion only.) 3-4 people 0-4 degrees Celsius.
Lamb meat is one of the most widely consumed meats in the world. Lamb meat is very tasty in any form, whether curry, fried or barbecued. Ideal for preparing delicious curries. Fresho procures its meat from trusted vendors so that you receive the best in terms of taste and quality. It is hygienically packed, stored and transported in a temperature-controlled environment to keep freshness and quality intact. Goat meat is loaded with all the required healthy nutrients for the body in excessive amounts. It is a very nutritional food for your health. Fresho Mutton Goatkid - Leg Pieces are very fresh and perfect to cook or grill on special occasions.",250 g,g,250 g,9,1,558,350,Bigbasket,India,['40227664'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227664_2-fresho-mutton-goat-kid-leg-pieces-fresh-tender.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40227664-2_2-fresho-mutton-goat-kid-leg-pieces-fresh-tender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40227664'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'Bigbasket'}, {'Country of origin': 'India'}]",Bigbasket,-,-,-,Mutton Goatkid.
