L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,Package Contains,About
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mother Sparsh,"Mother Sparsh Plant Powered Natural Baby Soap - Gently Cleanses & Soothes Skin, 0+ Months, 100 g (Pack of 2)","When a baby is born, his skin takes time to adjust to the outer world, as his skin is sensitive & delicate. A baby‚s skin is more prone to get damaged and dry; its skin‚s protective barrier is weaker too. A baby's skin is 10 times thinner than an adult's and hence requires a lot more care and skin-softening element for the nurturing part. Plant-Powered natural baby soap is purely derived from nature‚s substances and a botanical mixture of essential oils.",100 g (Pack of 2),g (Pack of ),100 g (Pack of 2),2,1,299,269.1,"SRS Industries, Plot No-101, Raipur Bhagwanpur, Roorkee, Haridwar",India,['8908015090677'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40247522_2-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-2_2-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-3_2-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-4_2-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-5_2-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-6_1-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247522-7_1-mother-sparsh-plant-powered-natural-baby-soap-shea-butter-almond-oil-cleanses-soothes-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Glycerine, Calendula, Shea Butter & Almond Oil.",-,"Apply bar on baby‚s wet body and face.
Gently massage it into the skin.
Rinse with water.
Note:
For external use only.
Avoid contact with eyes.
Keep out of reach of children.","['EAN Code: 8908015090677', 'Manufacturer Name & : SRS Industries, Plot No-101, Raipur Bhagwanpur, Roorkee, Haridwar', 'Marketed by: Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)', 'Country of origin: India', 'Best before __PSL__ days from the delivery date', '","Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mother Sparsh,"Mother Sparsh Plant-Powered Baby Face Cream - With Herbs, Plants & Essential Oils, Moisturises Skin, 50 g","Say bye to your babies‚ dry and sensitive skin, Mother Sparsh Plant-Powered brings you their Natural Baby Face Cream, designed for your baby's new, soft & delicate skin. It is infused with the goodness of jojoba oil, wheat germ oil, coconut oil, Shea butter, etc. The presence of plant-based skin moisturisers & cooling agents will help you maintain the perfect moisture level of your little munchkin‚s skin. It also keeps the skin hydrated and healthy for a long time. My natural formulation does not include harsh chemicals like parabens, silicone, dyes, etc.",50 g,g,50 g,1,1,349,314.1,"Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017",India,['8906154950753'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40247513_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-2_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-3_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-4_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-5_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-6_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247513-7_1-mother-sparsh-plant-powered-baby-face-cream-with-herbs-plants-essential-oils-moisturises-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"DM Water, Wheat Germ Oil, Coconut Oil, Hydrogenated Sunflower Seed Oil, Polyglycery, Esters, Propanediol, Cetearyl Olivate, Olive Oil, Aloe Barbadensis Leaf Juice, Benzoic Acid, Sorbic Acid, Dehydroacetic, Orange Oil, Jojoba Oil, Xanthan Gum, Sodium Gluconate, Glycerin, Fucus Vesiculosus Extract.",-,"Apply gently on baby‚s dry delicate area like-cheeks, nose, elbows & knees.
Avoid under the eye area.","['EAN Code: 8906154950753', 'Manufacturer Name & : Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017', 'Marketed by: Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)', 'Country of origin: India', 'Best before __PSL__ days from the delivery date', '","Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mother Sparsh,"Mother Sparsh Plant-Powered Natural Baby Shampoo - Organic Herbs & Essential Oil, Nourishes Scalp, Hair, 200 ml","Mother Sparsh plant-powered natural baby shampoo is a rich emollient cleanser for your sweetheart‚s new grown hair. The infusion of ingredients like aloe vera, vitamin e & vanilla oil help in hydrating & conditioning the tender scalp. The no-tear mild formula gently nourishes your baby‚s hair follicles deeply, without leaving a heavy residue. The botanical blend of organic herbs, plant extracts and rare essential oils provide nutrients while promoting healthy hair growth & alleviating dryness. Suitable for all kinds of hair textures, this plant-based shampoo strengthens the hair & its natural fragrance helps calm the pure souls.",200 ml,ml,200 ml,1,1,390,351,"Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017",India,['8908015090134'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40247501_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-2_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-3_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-4_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-5_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-6_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-7_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water, Sodium Gluconate, Glycerine, Sodium PCA, Decyl Glucoside, Coco-Glucoside, Lactic Acid, Plantapon SF, Sodium Lauryl Sarcosinate, Aloe Vera Extract, Vanilla Oil, Guar Gum, Vitamin E, Sodium, Benzoate, Purasal, MoistXS, Potassium Sorbate.",-,"Take the required amount of baby shampoo onto your wet palm.
Gently massage the baby‚s scalp with your fingertips to create a rich lather.
Rinse off thoroughly with water & towel-dry.","['EAN Code: 8908015090134', 'Manufacturer Name & : Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017', 'Marketed by: Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)', 'Country of origin: India', 'Best before __PSL__ days from the delivery date', '","Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mother Sparsh,"Mother Sparsh Plant-Powered Natural Baby Shampoo - Organic Herbs & Essential Oil, Nourishes Scalp, Hair, 200 ml","Mother Sparsh plant-powered natural baby shampoo is a rich emollient cleanser for your sweetheart‚s new grown hair. The infusion of ingredients like aloe vera, vitamin e & vanilla oil help in hydrating & conditioning the tender scalp. The no-tear mild formula gently nourishes your baby‚s hair follicles deeply, without leaving a heavy residue. The botanical blend of organic herbs, plant extracts and rare essential oils provide nutrients while promoting healthy hair growth & alleviating dryness. Suitable for all kinds of hair textures, this plant-based shampoo strengthens the hair & its natural fragrance helps calm the pure souls.",200 ml,ml,200 ml,1,1,390,351,"Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017",India,['8908015090134'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40247501_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-2_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-3_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-4_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-5_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-6_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247501-7_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water, Sodium Gluconate, Glycerine, Sodium PCA, Decyl Glucoside, Coco-Glucoside, Lactic Acid, Plantapon SF, Sodium Lauryl Sarcosinate, Aloe Vera Extract, Vanilla Oil, Guar Gum, Vitamin E, Sodium, Benzoate, Purasal, MoistXS, Potassium Sorbate.",-,"Take the required amount of baby shampoo onto your wet palm.
Gently massage the baby‚s scalp with your fingertips to create a rich lather.
Rinse off thoroughly with water & towel-dry.","['EAN Code: 8908015090134', 'Manufacturer Name & : Indo Herbal Products unit 2, Plot  No. 29, Sector- 18, IIE, Ranipur, SIDCUL, Haridwar-249403(Uttarakhand) Regd. Office: C-84 (Basement) Panchsheel Enclave, New Delhi-110017', 'Marketed by: Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)', 'Country of origin: India', 'Best before __PSL__ days from the delivery date', '","Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mother Sparsh,"Mother Sparsh Plant-Powered Natural Baby Shampoo - Organic Herbs & Essential Oil, Nourishes Scalp, Hair, 400 ml","Mother Sparsh plant-powered natural baby shampoo is a rich emollient cleanser for your sweetheart‚s new grown hair. The infusion of ingredients like aloe vera, vitamin E & vanilla oil help in hydrating & conditioning the tender scalp. The no-tear mild formula gently nourishes your baby‚s hair follicles deeply, without leaving a heavy residue. The botanical blend of organic herbs, plant extracts and rare essential oils provide nutrients while promoting healthy hair growth & alleviating dryness. Suitable for all kinds of hair textures, this plant-based shampoo strengthens the hair & its natural fragrance helps calm the pure souls.",400 ml,ml,400 ml,1,1,699,629.1,"NG Electro Products (P) Limited. Plot no 51, HIMUDA industrial area, Phase 4 Bhatolikalan, Baddi, Distt,solan (H.P)-173205",India,['40247500'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40247500_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-2_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-3_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-4_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-5_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-6_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247500-7_1-mother-sparsh-plant-powered-natural-baby-shampoo-organic-herbs-essential-oil-nourishes-scalp-hair.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Water, Sodium Gluconate, Glycerine, Sodium PCA, Decyl Glucoside, Coco-Glucoside, Lactic Acid, Plantapon SF, Sodium Lauryl Sarcosinate, Aloe Vera Extract, Vanilla Oil, Guar Gum, Vitamin E, Sodium, Benzoate, Purasal, MoistXS, Potassium Sorbate.",-,"Take the required amount of baby shampoo onto your wet palm.
Gently massage the baby‚s scalp with your fingertips to create a rich lather.
Rinse off thoroughly with water & towel-dry.","['EAN Code: 40247500', 'Manufacturer Name & : NG Electro Products (P) Limited. Plot no 51, HIMUDA industrial area, Phase 4 Bhatolikalan, Baddi, Distt,solan (H.P)-173205', 'Marketed by: Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)', 'Country of origin: India', 'Best before __PSL__ days from the delivery date', '","Mother Sparsh Baby Care Pvt Ltd, 330, Industrial Area, Phase-1, 134113 (H.R.)",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Moti's,"Moti's Arrow Root Powder - Baby Care, 100 g",It is an extract from the roots of an arrowroot plant,100 g,g,100 g,1,1,60,60,"Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053",India,['8924648529817'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40109655_1-motis-arrow-root-powder-baby-care.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40109655-2_1-motis-arrow-root-powder-baby-care.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use for Cakes, Pudding, Biscuits, Halwa, Soup Gunjee etc.","['EAN Code: 8924648529817', 'Country of origin: India', 'Manufacture & Marketed by: Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053', '","Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Moti's,"Moti's Arrow Root Powder - Baby Care, 100 g",It is an extract from the roots of an arrowroot plant,100 g,g,100 g,1,1,60,60,"Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053",India,['8924648529817'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40109655_1-motis-arrow-root-powder-baby-care.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40109655-2_1-motis-arrow-root-powder-baby-care.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use for Cakes, Pudding, Biscuits, Halwa, Soup Gunjee etc.","['EAN Code: 8924648529817', 'Country of origin: India', 'Manufacture & Marketed by: Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053', '","Moti Sales Corporation, 2, 3rd cross, KV Ln, Akkipet, Bengaluru, Karnataka 560053",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mylo Care,"Mylo Care Baby Cleansing Wipes - Gentle & Soft With Coconut Oil, 98% Pure Water & Aloe Vera, 0% Alcohol, Parabens & Soap, 80 pcs (Pack of 3)","Mylo Care Gentle Baby Wipes give you a natural and safe wipe-off experience. Use it to clean your baby after a diaper change or to cleanse his her hands or face. The water-based wipes are made with natural ingredients including Organic Coconut oil, Neem, Organic Aloe Vera, Vitamin E, and glycerin. Unlike other available options, these wipes are thick and do not tear off while pulling out of the pack. The sealed packaging ensures that they do not lose their moisture. Wipe your tiny little bundle and lend moisture to his her skin with Mylo Care Gentle Baby Wipes.",80 pcs (Pack of 3),pcs (Pack of ),80 pcs (Pack of 3),3,1,449,336.75,"M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555",India,['40259425'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40259425_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-2_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-3_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-4_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-5_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-6_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-7_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-8_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Organic Coconut Oil, Neem, Organic Aloe Vera and Vitamin E.",-,"Gently peel the sticker.
Pull wipes out as required.
Re-seal the flap to prevent moisture loss.","['EAN Code: 40259425', 'Manufacturer Name & : M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555', 'Marketed by: Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003', 'Courntry Of Origin: India', 'Best before 01-03-2024', '","Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mylo Care,"Mylo Care Baby Cleansing Wipes - Gentle & Soft With Coconut Oil, 98% Pure Water & Aloe Vera, 0% Alcohol, Parabens & Soap, 80 pcs (Pack of 3)","Mylo Care Gentle Baby Wipes give you a natural and safe wipe-off experience. Use it to clean your baby after a diaper change or to cleanse his her hands or face. The water-based wipes are made with natural ingredients including Organic Coconut oil, Neem, Organic Aloe Vera, Vitamin E, and glycerin. Unlike other available options, these wipes are thick and do not tear off while pulling out of the pack. The sealed packaging ensures that they do not lose their moisture. Wipe your tiny little bundle and lend moisture to his her skin with Mylo Care Gentle Baby Wipes.",80 pcs (Pack of 3),pcs (Pack of ),80 pcs (Pack of 3),3,1,449,336.75,"M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555",India,['40259425'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40259425_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-2_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-3_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-4_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-5_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-6_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-7_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259425-8_1-mylo-care-baby-cleansing-wipes-gentle-soft-with-coconut-oil-98-pure-water-aloe-vera-0-alcohol-parabens-soap.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Organic Coconut Oil, Neem, Organic Aloe Vera and Vitamin E.",-,"Gently peel the sticker.
Pull wipes out as required.
Re-seal the flap to prevent moisture loss.","['EAN Code: 40259425', 'Manufacturer Name & : M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555', 'Marketed by: Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003', 'Courntry Of Origin: India', 'Best before 01-03-2024', '","Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Mylo Care,"Mylo Care Baby Wipes - Organic Coconut Oil & Neem, Safe For Baby's Skin, 80 pcs (Pack of 4)","Mylo Care Gentle Baby Wipes give you a natural and safe wipe-off experience. Use it to clean your baby after a diaper change or to cleanse his her hands or face. The water-based wipes are made with natural ingredients including Organic Coconut oil, Neem, Organic Aloe Vera, Vitamin E, and glycerin. Unlike other available options, these wipes are thick and do not tear off while pulling out of the pack. The sealed packaging ensures that they do not lose their moisture. Wipe your tiny little bundle and lend moisture to his her skin with Mylo Care Gentle Baby Wipes.",80 pcs (Pack of 4),pcs (Pack of ),80 pcs (Pack of 4),4,1,716,522.68,"M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555",India,['8904380604099'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40259421_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-2_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-3_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-4_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-5_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-6_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-7_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40259421-8_1-mylo-care-baby-wipes-organic-coconut-oil-neem-safe-for-babys-skin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Organic Coconut Oil, Neem, Organic Aloe Vera and Vitamin E.",-,"Gently open the lid.
Pull wipes out as required.
Re-seal the flap to prevent moisture loss.","['EAN Code: 8904380604099', 'Manufacturer Name & : M S Krishnendu Enterprises, C-2, Shukla Warehouseing, Gram- Jakhiya, Tehsil, Sanwer, Opposite Reweti Rang, Indore, Madhya Pradesh- 453555', 'Marketed by: Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003', 'Courntry Of Origin: India', 'Best before 01-03-2024', '","Blupin Technologies Pvt. Ltd., Plot No. 115 (5thFloor), Sector 44, Gurugram 122003",-,-,-,-,-,-,-,-
