L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Coconut, 125 g","Locker Quadratini is crispy, bite-sized wafer cubes that contain four layers of smooth coconut cream, sandwiched between five layers of the light wafer. These delicious wafers with a tropical twist are perfect for school, office, as an on-the-go snack, or as a sweet afternoon delight. No added flavour, colourings or preservatives and no hydrogenated fats. Allergen information: Contains wheat, milk, soy and barley. May contain hazelnuts and almonds. Weight: 125 g Store in a cool and dry place.",125 g,g,125 g,1,1,199,199,A. Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy,['8000380005925'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40123534_2-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-2_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-3_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-4_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-5_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-6_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-7_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-8_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-9_1-loacker-quadratini-wafer-cookies-coconut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123534-10_1-loacker-quadratini-wafer-cookies-coconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 8000380005925', 'Manufacturer Name & : A. Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Country of origin: Italy', 'Best to use for 01-12-2023', '",-,-,-,-,-,"Coconut Flakes 34%, Wheat Flour. Glucose Syrup, Coconut Oil, Soy Flour, Sugar, Whey Powder, Barley Malt Extract, Raising Agent (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithins, Fat Reduced Cocoa, Bourbon Vanilla Pods, Spices.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Dark Chocolate, 125 g Pouch","Loacker Quadratini are Italian wafer cube cookies layered with mouth-melting dark chocolate filling. A mouth-watering snack provides for a break anywhere you are at home, on a trip, at work when exercising. It is very delicious and serves as a great snacking option. 100% Natural, No Preservatives, No added flavour or colour, No hydrogenated fats. Allergen information : Contains wheat, milk, soy, barley, hazelnuts. May contain almonds. Weight: 125 g Store in a cool and dry place.",125 g Pouch,g,125 g Pouch,1,1,199,199,A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy Austria,['30003188'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30003188_3-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-2_2-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-3_2-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-4_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-5_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-6_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-7_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-8_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-9_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003188-10_1-loacker-quadratini-wafer-cookies-dark-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect accompaniment to hot or iced tea, coffee, ice cream. Ready to eat.","['EAN Code: 30003188', 'Manufactured by: A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of Origin: Italy, Austria', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Bittersweet Chocolate (Chocolate Liquor, Sugar, Butterfat, Cocoa Butter, Emulsifier Soy Lecithin), Unbleached Wheat Flour, Expeller Pressed Coconut Oil, Glucose Syrup (Wheat), Sugar, Cocoa, Bittersweet Chocolate (Chocolate Liquor, Sugar), Dextrose, Soy Flour, Whey Powder (Milk), Skimmed Milk Powder, Barley Malt Extract, Leavening Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithin, Hazelnuts, Natural Vanilla Pods, Spices",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Espresso, 110 g Pouch","Loacker Quadratini Espresso Wafer is yummy little cubes with the premium cream between crunchy wafer leaves in a practical reusealable bag. Quadratini is the pure pleasure of the cube with core flavors and unusual flavors. Bite into the crunchy wafer, flavor the delectable cream filling and enjoy. 100% Natural, No Preservatives, No added flavour or colour, No hydrogenated fats. Allergen information : Contains wheat, milk, soy, barley, hazelnuts. May contain almonds. Weight: 110 g Store in a cool and dry place.",110 g Pouch,g,110 g Pouch,1,1,199,199,A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy Austria,['8000380147144'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30002853_6-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-2_4-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-3_4-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-4_3-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-5_1-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-6_1-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-7_1-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-8_1-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-9_1-loacker-quadratini-wafer-cookies-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002853-10_1-loacker-quadratini-wafer-cookies-espresso.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect accompaniment to hot or iced tea, coffee, ice cream. Ready to eat.","['EAN Code: 8000380147144', 'Manufactured by: A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of Origin: Italy, Austria', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Unbleached Wheat Flour, Expeller Pressed Coconut Oil, Whey Powder (Milk), Glucose Syrup (Wheat), Sugar, Soy Flour, Skimmed Milk Powder, Cocoa, Dextrose, Coffee Powder 2.5% In The Cream, Barley Malt Extract, Salt, Leavening Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Emulsifier Soy Lecithin's, Natural Vanilla Pods, Hazelnuts, Spices. Contains Wheat, Milk, Soybeans, Tree Nuts. May Contain Almonds And Oats",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Tiramisu, 110 g Pouch","Loacker Tiramisu Wafer Cookies are all normal and come in bite-size for a delicious snack. They are finished with Quadratini wafers with an enjoyable Tiramisu filling between layers and come in a pack of 8 8.82-oz packages. The handy, resualable bag permits you to have as many or as few tasty bites as you wish. 100% Natural, No Preservatives, No added flavour or colour, No hydrogenated fats. Allergen information : Contains wheat, milk, soy, barley, hazelnuts. May contain almonds. Weight: 110 g Store in a cool and dry place.",110 g Pouch,g,110 g Pouch,1,1,199,199,A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy Austria,['8000380140541'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30003187_4-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-2_3-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-3_3-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-4_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-5_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-6_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-7_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-8_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-9_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003187-10_1-loacker-quadratini-wafer-cookies-tiramisu.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect accompaniment to hot or iced tea, coffee, ice cream. Ready to eat.","['EAN Code: 8000380140541', 'Manufactured by: A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of Origin: Italy, Austria', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Tiramisu Cream Filled Wafer Cookies (74% Cream). Ingredients: Unbleached Wheat Flour, Expeller Pressed Coconut Oil, Whey Protein (Milk), Sugar, Coconut Flave, Cream Powder 7%, Soy Flour, Skimmed Milk Powder, Barley Malt Extract, Dextrose, Mascarpone Powder (Milk), Hazelnuts, Cocoa, Coffee Powder, Salt, Leavening Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Emulsifier Soy Lecithin, Natural Flavor, Natural Vanilla Pods, Spices. Contains Wheat, Milk, Soybeans, Tree Nuts. May Contain Almonds And Oats",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Vanilla, 125 g Pouch","Loacker Quadratini Vanilla wafer, an extra wealthy and smooth cube-shaped Italian specialty is a pleasure amongst teenagers and youngsters. The handy little cubes permit you to have as many or as few as you wish at a time, and the reusalable bag will remain the product fresh between snacking. Bite through the crunchy wafer squares into the rich, soft filling and enjoy. 100% Natural, No Preservatives, No added flavour or colour, No hydrogenated fats. Allergen information : Contains wheat, milk, soy, barley, hazelnuts. May contain peanuts and almonds. Weight: 125 g Store in a cool and dry place.",125 g Pouch,g,125 g Pouch,1,1,199,199,A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy Austria,['30002854'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30002854_5-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-2_3-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-3_3-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-4_2-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-5_2-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-6_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-7_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-8_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-9_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002854-10_1-loacker-quadratini-wafer-cookies-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect accompaniment to hot or iced tea, coffee, ice cream. Ready to eat.","['EAN Code: 30002854', 'Manufactured by: A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of Origin: Italy, Austria', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Unbleached Wheat Flour, Expeller Pressed Coconut Oil, Glucose Syrup, Sugar, Dextrose, Sweet Whey Powder (Milk), Skimmed Milk Powder, Soy Flour, Barley Malt Extract, Salt, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Emulsifier Soy Lecithin, Bourbon Vanilla Pods",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Quadratini Wafer Cookies - Vanilla, 250 g","Loacker Quadratini Vanilla wafer, an extra wealthy and smooth cube-shaped Italian specialty is a pleasure amongst teenagers and youngsters. The handy little cubes permit you to have as many or as few as you wish at a time, and the reusalable bag will keep the remaining product fresh between snacking. Bite through the crunchy wafer squares into the rich, soft filling and enjoy. No added flavour, colourings or preservatives and no hydrogenated fats. Allergen information: Contains wheat, milk, barley, soy and hazelnuts. May contain almonds. Weight : 250 g Store in cool, dry place.",250 g,g,250 g,1,1,349,349,A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria,Italy Austria,['40038890'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40038890_5-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-2_5-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-3_5-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-4_2-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-5_2-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-6_2-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-7_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-8_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-9_1-loacker-quadratini-wafer-cookies-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038890-10_1-loacker-quadratini-wafer-cookies-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 40038890', 'Manufactured by: A.Loacker Konfekt GmbH/Heinfels - Tyrol - Austria', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of Origin: Italy, Austria', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Wheat Flour, Coconut Oil, Glucose Syrup, Whey Powder (Milk), Sugar, Dextrose, Skimmed Milk Powder, Soy Flour, Barley Malt Extract, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt Emulsifier Soy Lecithins, Fat Reduced Cocoa, Bourbon Vanilla Pods, Hazelnuts, Spices.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Wafer - Cremkakao, 45 g","Loacker Classic Wafers are an old favourite wafer that has been extraordinarily popular since 1925. This snack is made of three layers of light and crispy wafers sandwiched with smooth cocoa and chocolate cream, a combination that is second to none. They are perfect for school, office, as an on-the-go snack, or as a sweet afternoon delight. No added flavour, colourings ore preservatives and no hydrogenated fats. Allergen information: Contains wheat, milk and soy. May contain almonds. Weight: 45 g Store in a cool and dry place.",45 g,g,45 g,1,1,119,119,1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy,Italy,['40123532'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40123532_4-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-2_4-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-3_4-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-4_4-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-5_4-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-6_1-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-7_1-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-8_1-loacker-wafer-cremkakao.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123532-9_1-loacker-wafer-cremkakao.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 40123532', 'Manufacturer Name & : 1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy', 'Country of origin: Italy', 'Best to use for 01-12-2023', '",-,-,-,-,-,"Wheat Flour, Coconut Oil, Glucose Syrup, Cocoa 9% In The Cream Filling, Whey Powder (Milk), Chocolate 5% In Cream Filling, Soy Flour, Skimmed Milk Powder, Barley Malt Extract, Hazelnut, Raising Agent (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithins, Bourbon Vanilla Pods, Spices.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Wafer - Napolitaner, 90 g","Four layers of the smoothest cream filling are held by five light, crispy wafers. The fine Napolitaner cream with selected Italian hazelnuts will guarantee delicious hazelnut pleasure! The name Napolitaner comes from the fact that only nut varieties grown around Naples were originally used. Even today, Loacker exclusively uses Italian hazelnuts which are freshly roasted on-site at Loacker. It is this gentle Loacker roasting process that gives the hazelnuts and therefore the products their unique and distinctive flavour. No added flavour, colourings ore preservatives and no hydrogenated fats. Allergen information: Contains wheat, milk, barley, soy and hazelnuts. May contain almonds. Weight: 90 g Store in cool, dry place",90 g,g,90 g,1,1,199,199,1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy,Italy,['8000380153442'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40038891_6-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-2_6-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-3_6-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-4_5-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-5_3-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-6_1-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-7_1-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-8_1-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40038891-9_1-loacker-wafer-napolitaner.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"['EAN Code: 8000380153442', 'Manufactured by: 1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of origin: Italy', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Hazelnuts 9%, In The Cream Filling, Whey Powder (Milk), Soy Flour Skimmed Milk Powder, Fat Reduced Cocoa, Dextrose, Barley Malt Extract, Raising Agents, (Sodium Hydrogen, Carbonate, Disodium Diphosphate), Hazelnuts, Salt, Emulsifier Soy Lecithins, Salt, Bourbon Vanilla Pods, Spices",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Wafer - Vanille, 90 g","Three light, crispy wafers and two layers of the smoothest cream filling with real vanilla will guarantee truly exquisite moments of pleasure. The vanilla pods from Madagascar are used exclusively to process Loacker products. They are of premium quality, without additives and known for their purity. Just as exquisite, royal and exotic as the orchid, from whose fermented capsules the vanilla bean is extracted, is the taste of the fine Loacker vanilla cream filling. Together, with the light, crispy wafers, it is a highly exquisite composition. No Preservatives, No added flavour or colour, No hydrogenated fats. 100% Natural. Allergen information: Contains wheat, milk, soy, barley, hazelnuts. May contain peanuts and almonds. Weight: 90 g Store in a cool and dry place.",90 g,g,90 g,1,1,199,199,1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy,Italy,['404581'],-,https://datalabs.siva3.io/image/Eunimart_groceries_404581_3-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-2_3-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-3_3-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-4_2-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-5_2-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-6_1-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-7_1-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-8_1-loacker-wafer-vanille.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_404581-9_1-loacker-wafer-vanille.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 404581', 'Manufactured by: 1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy', 'Marketed by: United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.', 'Country of origin: Italy', 'Best before 27-11-2023', '","United Distributors Inc, 409 Nirman Kendra, Off Dr E Moses Road, Mahalaxmi West.Mumbai - 400 011.",-,-,-,-,"Coconut oil, Wheat Flour, Glucose Syrup, Whey Powder (Milk), Dextrose, Skimmed Milk Powder 6%, Sugar, Soy Flour, Whole Milk Powder 4%, Barley Malt Extract, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithins,fat-reduced cocoa, Bourbon Vanilla Pods, Spices. May Contain Almonds.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Loacker,"Loacker Wafer Napolitaner, 45 g","Loacker Classic Wafers are an old favourite wafer that has been extraordinarily popular since 1925. This snack is made of three layers of light and crispy wafers sandwiched with smooth hazelnut cream, a combination that is second to none. They are perfect for school, office, as an on-the-go snack, or as a sweet afternoon delight. No added flavour, colourings ore preservatives and no hydrogenated fats. Allergen information: Contains wheat, milk and soy. May contain almonds. Weight: 45 g Store in a cool and dry place.",45 g,g,45 g,1,1,119,119,1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy,Italy,['80001218'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40123531_3-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-2_3-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-3_3-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-4_3-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-5_2-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-6_2-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-7_2-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-8_2-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-9_2-loacker-wafer-napolitaner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40123531-10_1-loacker-wafer-napolitaner.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 80001218', 'Manufacturer Name & : 1-39054 Unterinn - Auna di Sotto -BZ South Tyrol - Italy', 'Country of origin: Italy', 'Best to use for 01-12-2023', '",-,-,-,-,-,"Wheat Flour, Coconut Oil, Glucose Syrup, Hazelnut 9% In The Cream Filling, Whey Powder (Milk), Soy Flour, Skimmed Milk Powder, Fat Reduced Cocoa, Dextrose, Barley Malt Extract, Raising Agent (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Soy Lecithins, Bourbon Vanilla Pods, Spices.",-,-,-,-,-
