L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,From The Brand
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Jensons,"Jensons Stainless Steel Quarter Plates - Strong, Durable, Lightweight, Dishwasher Safe, 11 Inch, 2 pcs","Jensons Stainless Steel Quarter Plates contains 2-Piece Full Plates. It is made of 100% food-grade material. It is a non-porous, hygienic dinnerware solution for your family. This set is easy to clean and non-stain. It has a unique modern design and vibrant prints on smooth super white surfaces. It is a stackable dinnerware that is easy to store as it does not take much space. They are microwave safe, lightweight and dishwasher safe.",2 pcs,pcs,2 pcs,2,1,825,249,"Jensons International , 94/32 Alipur Village, New Delhi - 110036",India,['40273740'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40273740_3-jensons-stainless-steel-quarter-plates-strong-durable-lightweight-dishwasher-safe-11-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273740-2_1-jensons-stainless-steel-quarter-plates-strong-durable-lightweight-dishwasher-safe-11-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273740-3_1-jensons-stainless-steel-quarter-plates-strong-durable-lightweight-dishwasher-safe-11-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273740-4_1-jensons-stainless-steel-quarter-plates-strong-durable-lightweight-dishwasher-safe-11-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273740-5_1-jensons-stainless-steel-quarter-plates-strong-durable-lightweight-dishwasher-safe-11-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made 100% Food Grade material.
Durable and stable.
Safe to use.
Made to last long.
Sturdy, hygienic, food-safe, scratch-resistant and dishwasher safe.","Great gift for any festive occasion like Diwali, house-warming function, wedding ceremony, etc.
Use it for a special occasion or for everyday use.","['EAN Code: 40273740', 'Manufacturer Name & Address: Jensons International , 94/32 Alipur Village, New Delhi - 110036', 'Marketed by: RMR BRANDS,C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041', 'Country of Origin: India',  | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket. com']","RMR BRANDS,C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041",-,-,-,"Brand:- Jensons
Type:- Plate
Material:- Stainless Steel
Colour:- Silver
Dimensions in mm:- 27.94x27.94x2
Non-Stick:- No
Induction Friendly:- No
Package Content:- 2 pcs plate set",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Jensons,"Jensons Stainless Steel Storage Set - Multi Colour, 5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L)","Switch over to healthier, long-lasting one that protects the health. Leave the old plastic storage boxes that easily break and get stuck with oil & dirt and move to a set of sleek and shiny Jensons steel. Now enjoy freshly packed food in these airtight and leak proof stainless steel.",5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L),pcs ( ml +  ml +  ml +  ml +  L),5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L),5,1,995,449,"RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041",India,['40265239'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40265239_3-jensons-stainless-steel-storage-set-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265239-2_1-jensons-stainless-steel-storage-set-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265239-3_1-jensons-stainless-steel-storage-set-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265239-4_1-jensons-stainless-steel-storage-set-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265239-5_1-jensons-stainless-steel-storage-set-multi-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High-Quality Stainless-Steel Canister
Fridge & Freezer Safe
BPA Free,
Dishwasher Safe
Rust Free","Ideal for office executives and school going kids. Spill proof, leak proof and airtight containers that keep food fresh for hours
You can use these as snack boxes to hold fresh or dried eatables, sandwiches and many more items
Ideal for storing food","['EAN Code: 40265239', 'Manufacturer Name & Marketed by Address:RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041', 'Country of Origin:India',  | ]","RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041",-,-,-,"Brand: Jensons
Type: Storage Set
Material: Stainless Steel
Material Grade; AISI 304, 18/8 food-grade
Colour : Multicolor
Capacity: 3150 (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L)
Lid Included: Yes
Lid Material: Plastic
Package Content: 5 Pcs Lid Bowl Set",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Jensons,"Jensons Stainless Steel Storage Set - White, 5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L)","Switch over to healthier, long-lasting Belly that protect the health and get rid of """"Single-use containers"""" for storage. Leave the old plastic storage boxes that easily break and get stuck with oil & dirt and move to set of sleek and shiny Jensons steel Storage Sets. Now enjoy freshly packed food in these airtight and leak-proof stainless-steel Storage Sets. Jensons steel Canisters are free from bpa (bisphenol a) they come in varied sizes.",5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L),pcs ( ml +  ml +  ml +  ml +  L),5 pcs (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L),5,1,995,399,"RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041",India,['40265238'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40265238_3-jensons-stainless-steel-storage-set-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265238-2_1-jensons-stainless-steel-storage-set-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265238-3_1-jensons-stainless-steel-storage-set-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265238-4_1-jensons-stainless-steel-storage-set-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40265238-5_1-jensons-stainless-steel-storage-set-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High-Quality Stainless-Steel Canister
Fridge & Freezer Safe
BPA Free
Dishwasher Safe
Rust Free","Ideal for office executives and school going kids. Spill proof, leak proof and airtight containers that keep food fresh for hours
You can use these as snack boxes to hold fresh or dried eatables, sandwiches and many more items
Ideal for storing food","[{'EAN Code': '40265238'}, {'Manufacturer Name & Marketed by Address': 'RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041'}, {'Country of Origin': 'India'}]","RMR BRANDS., C-3, Shivaji Park, West Punjabi Bagh, New Delhi-110041",-,-,-,"Brand: Jensons
Type: Storage Set
Material: Stainless Steel
Material Grade; AISI 304, 18/8 food-grade
Colour : White
Capacity: 3150 (200 ml + 350 ml + 600 ml + 850 ml + 1.15 L)
Lid Included: Yes
Lid Material: Plastic
Package Content : 5 Pcs Lid Bowl Set",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Stainless Steel Dinner Set - Mirror Finish, 6 pcs",No kitchen is complete without a stainless steel dinner set! Kitchen Essential presents this high-quality stainless steel utensils which will add ease and comfort to your kitchen chores. The brand has been at the cutting edge of technology and innovation offering both in style . This one is made from high-grade steel and is high in quality and durability.,6 pcs,pcs,6 pcs,6,1,615,449,"Neelam Appliances Pvt Ltd, Neelam House, Fafadia Industrial Estate, Village Waliv, Vasai (East), Dist. Palghar, (Maharashtra)",India,['8906028139277'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40170121_2-kitchen-essentials-stainless-steel-dinner-set-mirror-finish.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906028139277'}, {'Manufactured & Marketed by': 'Neelam Appliances Pvt Ltd, Neelam House, Fafadia Industrial Estate, Village Waliv, Vasai (East), Dist. Palghar, (Maharashtra)'}, {'Country of origin': 'India'}]","Neelam Appliances Pvt Ltd, Neelam House, Fafadia Industrial Estate, Village Waliv, Vasai (East), Dist. Palghar, (Maharashtra)",-,-,-,"1. Brand : Kitchen Essentials. 2. Type : Stainless Steel Dinner set . 3. Body Material : Stainless Steel 22 Gauge 4. Material :  Stainless Steel. 5. Color : Silver. 6. Size : NA 7. Capacity : NA 8. Dimension's : NA 9. Length : NA 10. Width : NA 11. Height : NA 12. Available Color : Silver. 13 . Package Contents :  Dinner Plate/Thali - 1 Pc( Size no.13,Size -28.8*2.4 cm)  Prem Vati/Veg Bowl - 1 Pc(Size no.5,Size -9*3.4 cm,Capacity-200 ml)  Prem Vati/Veg Bowl - 1 Pc(Size no.5.5,Size -10*3.4 cm,Capacity-250 ml)  Halwa Plate - 1 Pc(Size no.5.5,Size -11.5*1.8 cm,Capacity-250 ml)  Amarpali Glass â 1 Pc(Size No-7, Size -6.8*9.5 cm,Capacity- 290ml)  Spoon - 1 Pc(Thickness-1.5 mm).",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Bolt Classic Container Lunch Box - Food Grade, Leakproof, Dishwasher Safe, 5106SP, 2 pcs (800 ml + 150 ml)",Magnus Blot Classic are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,2 pcs (800 ml + 150 ml),pcs ( ml +  ml),2 pcs (800 ml + 150 ml),2,1,675,509,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096921880'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285744_1-magnus-bolt-classic-container-lunch-box-food-grade-leakproof-dishwasher-safe-5106sp.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285744-2_1-magnus-bolt-classic-container-lunch-box-food-grade-leakproof-dishwasher-safe-5106sp.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285744-3_1-magnus-bolt-classic-container-lunch-box-food-grade-leakproof-dishwasher-safe-5106sp.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285744-4_1-magnus-bolt-classic-container-lunch-box-food-grade-leakproof-dishwasher-safe-5106sp.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women.,"[{'EAN Code': '8906096921880'}, {'Manufacturer Name & Marketed by Address': 'Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.'}, {'Country of Origin': 'India'}]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Lunch Box
Material: - Stainless Steel
Colour: - Silver
Dimensions: - 217X158X47
Capacity: - 950 ml. (800 mml + 150 ml)
Material Grade: - AISI 201
Thickness: - 0.4 mm.
Lid Included: - Yes.
Package Content: - 1 Stainless Steel Container (800 ml), 1 Stainless Steel Container (150 ml).",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Bolt Deluxe - Stackable, Airtight, BPA & Lead Free, Food Grade, 5200, 300 ml",Magnus Blot Deluxe are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,300 ml,ml,300 ml,1,1,375,279,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096921200'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285747_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285747-2_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285747-3_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285747-4_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285747-5_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285747-6_1-magnus-bolt-deluxe-stackable-airtight-bpa-lead-free-food-grade-5200.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women.,"[{'EAN Code': '8906096921200'}, {'Manufacturer Name & Marketed by Address': 'Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.'}, {'Country of Origin': 'India'}]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Lunch Box 
Material: - Stainless Steel 
Colour: - Silver
Dimensions: - 131x131x45
Capacity: - 300 Ml.
Material Grade: - Aisi 201
Thickness: - 0.4 Mm.
Lid Included: - Yes.
Package Content: - 1 Stainless Steel Lunch Box (300 Ml).",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Bolt Deluxe Container Lunch Box - Stackable, Airtight, BPA & Lead Free, Food Grade, 5106, 2 pcs (800 ml + 150 ml)",Magnus Blot Deluxe are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,2 pcs (800 ml + 150 ml),pcs ( ml +  ml),2 pcs (800 ml + 150 ml),2,1,799,599,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096921170'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285743_1-magnus-bolt-deluxe-container-lunch-box-stackable-airtight-bpa-lead-free-food-grade-5106.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285743-2_1-magnus-bolt-deluxe-container-lunch-box-stackable-airtight-bpa-lead-free-food-grade-5106.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285743-3_1-magnus-bolt-deluxe-container-lunch-box-stackable-airtight-bpa-lead-free-food-grade-5106.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285743-4_1-magnus-bolt-deluxe-container-lunch-box-stackable-airtight-bpa-lead-free-food-grade-5106.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285743-5_1-magnus-bolt-deluxe-container-lunch-box-stackable-airtight-bpa-lead-free-food-grade-5106.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women,"[{'EAN Code': '8906096921170'}, {'Manufacturer Name & Marketed by Address': 'Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.'}, {'Country of Origin': 'India'}]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Lunch Box 
Material: - Stainless Steel 
Colour: - Silver
Dimensions: - 217X158X47
Capacity: - 950 ml.
Material Grade: - AISI 201
Thickness: - 0.4 mm.
Lid Included: - Yes.
Package Content: - 1 Stainless Steel Container (800 ml), 1 Stainless Steel Container (150 ml).",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Deluxe Chocolate No. 2 Stainless Steel Container - Detachable Clip Lock, Leakproof Container, Stackable Design, 9200, 200 ml",Magnus Deluxe Container are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,200 ml,ml,200 ml,1,1,210,159,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096920944'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285731_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285731-2_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285731-3_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285731-4_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285731-5_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285731-6_1-magnus-deluxe-chocolate-no-2-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9200.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women.,"['EAN Code: 8906096920944', 'Manufacturer Name & Marketed by Address:Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.', 'Country of Origin:India',  | ]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Airtight & Leakproof Container
Material: - Stainless Steel
Colour: - Silver
Dimensions: - 118X118X47 mm
Capacity: - 200 ml.
Material Grade: - AISI 201
Thickness: - 0.35 mm
Lid Included: - Yes
Lid Material: - Stainless Steel
Package Content: - 1 Container with Lid.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Deluxe Chocolate No. 3 Stainless Steel Container - Detachable Clip Lock, Leakproof Container, Stackable Design, 9300, 260 ml",Magnus Deluxe Container are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,260 ml,ml,260 ml,1,1,257,199,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096920951'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285732_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285732-2_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285732-3_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285732-4_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285732-5_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285732-6_1-magnus-deluxe-chocolate-no-3-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9300.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women.,"[{'EAN Code': '8906096920951'}, {'Manufacturer Name & Marketed by Address': 'Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.'}, {'Country of Origin': 'India'}]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Airtight & Leakproof Container
Material: - Stainless Steel
Colour: - Silver
Dimensions: - 133X133X47 mm
Capacity: - 260 ml
Material Grade: - AISI 201
Thickness: - 0.35 mm
Lid Included: - Yes.
Lid Material: - Stainless Steel
Package Content: - 1 Container with Lid.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Magnus,"Magnus Deluxe Chocolate No. 4 Stainless Steel Container - Detachable Clip Lock, Leakproof Container, Stackable Design, 9400, 400 ml",Magnus Deluxe Container are made from high-quality stainless-steel food grade material. The container is BPA free and made from non-toxic and chemical free materials. The container comes with a leak-proof design and provides you with non-messy carrying experience.,400 ml,ml,400 ml,1,1,362,275,"Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",India,['8906096920968'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285733_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285733-2_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285733-3_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285733-4_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285733-5_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285733-6_1-magnus-deluxe-chocolate-no-4-stainless-steel-container-detachable-clip-lock-leakproof-container-stackable-design-9400.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Leak and Spill proof airtight stainless-steel Containers.
Easy to Open & Close & Ergonomic Friendly and Sturdy Clips
Clip Lock Containers are odour resistant, have an anti-fingerprint finish, are Dishwasher safe on the top rack and stackable for easy storage.",Perfect for school going kids and office going men and women.,"[{'EAN Code': '8906096920968'}, {'Manufacturer Name & Marketed by Address': 'Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.'}, {'Country of Origin': 'India'}]","Mahavir Enterprises 5,6,7,Classic Industrial Estate, Tungarphata, Near Burmashell Petrol Pump, Vasai East, Palghar, Maharashtra-401208.",-,-,-,"Brand: - Magnus.
Type: - Airtight & Leakproof Container
Material: - Stainless Steel
Colour: - Silver
Dimensions: - 165X165X47
Capacity: - 400 ml
Material Grade: - AISI 201
Thickness: - 0.4 mm.
Lid Included: - Yes
Lid Material: - Stainless Steel.
Package Content: - 1 Container with Lid.",-
