L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby WN Nursing Bottle With Plus Type Nipple - Green, 240 ml","Wide-based nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion. Ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto the tongue, allowing smooth tongue movement and minimising air intake. The wide base and slim nipple top constitute to the unique contouring shape of the nipple that stimulates natural sucking behaviour.",240 ml,ml,240 ml,1,1,495,495,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['4902508003810'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40032901_3-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032901-2_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032901-3_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032901-4_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032901-5_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","['EAN Code: 4902508003810', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BOTTLE
Colour: MULTI
Care Instructions : 0
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 6.7x6.7x19.5
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby WN Nursing Bottle With Plus Type Nipple - Yellow, 160 ml","Wide-based nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion. Ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto the tongue, allowing smooth tongue movement and minimising air intake. The wide base and slim nipple top constitute to the unique contouring shape of the nipple that stimulates natural sucking behaviour.",160 ml,ml,160 ml,1,1,485,485,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['4902508003803'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40032900_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-2_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-3_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-4_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","['EAN Code: 4902508003803', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BOTTLE
Colour: MULTI
Care Instructions : 0
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 6.7x6.7x16.5
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby WN Nursing Bottle With Plus Type Nipple - Yellow, 160 ml","Wide-based nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion. Ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto the tongue, allowing smooth tongue movement and minimising air intake. The wide base and slim nipple top constitute to the unique contouring shape of the nipple that stimulates natural sucking behaviour.",160 ml,ml,160 ml,1,1,485,485,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['4902508003803'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40032900_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-2_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-3_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-4_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","['EAN Code: 4902508003803', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BOTTLE
Colour: MULTI
Care Instructions : 0
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 6.7x6.7x16.5
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby WN Nursing Bottle With Plus Type Nipple - Yellow, 160 ml","Wide-based nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion. Ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto the tongue, allowing smooth tongue movement and minimising air intake. The wide base and slim nipple top constitute to the unique contouring shape of the nipple that stimulates natural sucking behaviour.",160 ml,ml,160 ml,1,1,485,485,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['4902508003803'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40032900_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-2_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-3_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032900-4_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","['EAN Code: 4902508003803', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BOTTLE
Colour: MULTI
Care Instructions : 0
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 6.7x6.7x16.5
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby WN Nursing Bottle With Plus Type Nipple - Yellow, 240 ml","Wide-based nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion. Ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto the tongue, allowing smooth tongue movement and minimising air intake. The wide base and slim nipple top constitute to the unique contouring shape of the nipple that stimulates natural sucking behaviour.",240 ml,ml,240 ml,1,1,495,495,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['40032899'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40032899_3-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032899-2_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032899-3_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032899-4_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40032899-5_1-pigeon-baby-wn-nursing-bottle-with-plus-type-nipple-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","['EAN Code: 40032899', 'Country of origin: India', 'Manufacturer Name & : PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.', 'Best before 31-08-2024', '",-,-,-,-,-,-,"Brand: Pigeon
Type of Product: BOTTLE
Colour: MULTI
Care Instructions : 0
Microwave Safe: Y
Dishwasher Safe: N
Dimension in cm: 6.7x6.7x19.5
Shelf Life in months: 30
Material : Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Weaning Bottle - With Spoon, 6+ months, 120 ml","Breast milk is the best source of nutrition for your baby, especially during babys first year. The amount of time spent on breastfeeding also strengthens the bond between mother and baby. Pigeon Peristaltic Nipple to encourage baby's natural tongue movement. Wide-based Nipple helps your baby open his mouth widely, thereby encouraging steady peristaltic motion",120 ml,ml,120 ml,1,1,369,369,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",India,['20002171'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20002171_1-pigeon-baby-weaning-bottle-with-spoon-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bottle - Polypropylene & Nipple - Silicon, BPA Free",-,"Ultra soft Silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your babys tongue, allowing smooth tongue movement and minimising air intake","[{'EAN Code': '20002171'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Quick Dry,"Quick Dry Baby Bed Protector - Sublimation Print, Sea Green, 1 pc 100 X 70 cm","Quick Dry is a revolutionary and unique product that has been created by Shiva Texyarn Limited in early 1990s for the first time in South East Asia, adhering to international quality and safety standards. Quick Dry protects against dust mites, bacteria & allergens and is the best solution for the un-hygienic, non-absorbent rubber sheets that causes heat, rashes and perspiration. Quick Dry is ideal as a play or changing mat for babies, toilet-training toddlers as well as pregnant and new moms apart from adults/bed ridden patients with urinary incontinence. These bed protectors for babies bed from Quick Dry are quick absorbent that makes it dry faster. It protects the baby against the dust mites, bacteria and allergens. This leakproof protector is soft, cosy and smooth. It can be easily washed in the washing machine. It comes in a variety of colours with attractive print designs and sizes.",1 pc 100 X 70 cm,pcs,1 pc 100 X 70 cm,1,1,379,319,"Shri vari kikani centre 3A, 3rd floor, Krishnaswamy mudaliar Road, r s puram, coimbatore - 641002",India,['40137076'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137076_1-quick-dry-baby-bed-protector-sublimation-print-sea-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137076-2_1-quick-dry-baby-bed-protector-sublimation-print-sea-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137076-3_1-quick-dry-baby-bed-protector-sublimation-print-sea-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137076-4_1-quick-dry-baby-bed-protector-sublimation-print-sea-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TPU Laminated Polar Fleece,-,"No matter you are at home or on “the-go and travel, put it on the bed, a chair, a sofa or on your lap,
You can use it for your toddler or baby urine pad it highly absorbent polyester fiberfill layer.","[{'EAN Code': '40137076'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': 'Shri vari kikani centre 3A, 3rd floor, Krishnaswamy mudaliar Road, r s puram, coimbatore - 641002'}]","Shri vari kikani centre 3A, 3rd floor, Krishnaswamy mudaliar Road, r s puram, coimbatore - 641002",-,-,"They are quick absorbent that makes it dry faster.
It protects the baby against the dust mites, bacteria and allergens.
This leakproof protector is soft, cosy and smooth.
It can be easily washed in the washing machine.
It comes in a variety of colours with attractive print designs and sizes.",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,The Moms Co,"The Moms Co Natural Surface Cleanser - Kills 99.9% Germs, For Baby Bottles, Toys, Accessories, 500 ml","The Moms Co. Natural Surface Cleanser removes the toughest milk residues, grease & odour left behind by formula or breast milk; leaving it perfectly clean for your little one. This dermatologically tested liquid cleaner is enriched with Soapnut & Neem extract that helps in keeping bacteria away; making it ideal for cleaning baby bottles, feeding accessories, pacifiers, toys, fruits & vegetables.",500 ml,ml,500 ml,1,1,348,243.6,"Mfd. By: B.Jain Pharmaceuticals Pvt. Ltd. E-41/F, RIICO Industrial Area, Khushkhera, Bhiwadi - 301707, District Alwar, Rajasthan, India | Mfg. Lic. No.: RAJ-2396",India,['8906110132353'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40277349_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-2_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-3_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-4_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-5_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-6_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-7_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-8_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-9_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Plant-Based Cleansers, Neem Extract, Orange Oil & Natural Amino Acid.","Gentle and safe.
Multipurpose.
Mild natural fragrance.
Natural plant-based.","Take some on a wet sponge or bottle brush.
You can also apply it directly to the bottle.
Rub gently to create a rich lather.
Rinse it off with water.","[{'EAN Code': '8906110132353'}, {'Manufacturer Name & ': 'Mfd. By: B.Jain Pharmaceuticals Pvt. Ltd. E-41/F, RIICO Industrial Area, Khushkhera, Bhiwadi - 301707, District Alwar, Rajasthan, India | Mfg. Lic. No.: RAJ-2396'}, {'Country of Origin': 'INDIA'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,The Moms Co,"The Moms Co Natural Surface Cleanser - Kills 99.9% Germs, For Baby Bottles, Toys, Accessories, 500 ml","The Moms Co. Natural Surface Cleanser removes the toughest milk residues, grease & odour left behind by formula or breast milk; leaving it perfectly clean for your little one. This dermatologically tested liquid cleaner is enriched with Soapnut & Neem extract that helps in keeping bacteria away; making it ideal for cleaning baby bottles, feeding accessories, pacifiers, toys, fruits & vegetables.",500 ml,ml,500 ml,1,1,348,243.6,"Mfd. By: B.Jain Pharmaceuticals Pvt. Ltd. E-41/F, RIICO Industrial Area, Khushkhera, Bhiwadi - 301707, District Alwar, Rajasthan, India | Mfg. Lic. No.: RAJ-2396",India,['8906110132353'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40277349_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-2_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-3_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-4_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-5_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-6_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-7_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-8_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277349-9_1-the-moms-co-natural-surface-cleanser-kills-999-germs-for-baby-bottles-toys-accessories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Plant-Based Cleansers, Neem Extract, Orange Oil & Natural Amino Acid.","Gentle and safe.
Multipurpose.
Mild natural fragrance.
Natural plant-based.","Take some on a wet sponge or bottle brush.
You can also apply it directly to the bottle.
Rub gently to create a rich lather.
Rinse it off with water.","[{'EAN Code': '8906110132353'}, {'Manufacturer Name & ': 'Mfd. By: B.Jain Pharmaceuticals Pvt. Ltd. E-41/F, RIICO Industrial Area, Khushkhera, Bhiwadi - 301707, District Alwar, Rajasthan, India | Mfg. Lic. No.: RAJ-2396'}, {'Country of Origin': 'INDIA'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Vauva,"Vauva All Around Sipper Cup, 1 pc","""All Around Drinking Cup"" eliminates messes and supports kids' oral development all at once. Drinking from anywhere around the rim, like a regular cup, helps support normal muscle development in a child's mouth. And with no extra spouts, straws or pieces, the cup is easy to use and even easier to clean.",1 pc,pcs,1 pc,1,1,275,275,"Zenith Infant Products Co.,Ltd. 73/6 Moo 1, Khaelie, Krathumbaen, Samutsakhon 74110, Thailand",Thailand,['40161209'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40161209_1-vauva-all-around-sipper-cup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161209-2_1-vauva-all-around-sipper-cup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161209-3_1-vauva-all-around-sipper-cup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161209-4_1-vauva-all-around-sipper-cup.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161209-5_1-vauva-all-around-sipper-cup.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40161209'}, {'Manufacturer Name And ': 'Zenith Infant Products Co.,Ltd. 73/6 Moo 1, Khaelie, Krathumbaen, Samutsakhon 74110, Thailand'}, {'Marketed by': 'Imprulife Venture Pvt Ltd 6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India'}, {'Country of origin': 'Thailand'}]","Imprulife Venture Pvt Ltd 6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India",-,-,-,"Before first use, wash thoroughly and sterilise. Before each use, inspect the product. If there are any signs of damage or weakness immediately.",-,"Product Name: All-Around Sipper Cup
Brand Name: VAUVA
Material: PP + Silicone 100% BPA Free
Capacity :
Colour: multi-colour
Printed /Non Printed: Printed
Age group in months: 6+ m
Length in CM: 12
Width in CM: 9.5
Height in CM: 14.5
Package Content: 1 pc with care instructions printed on the packaging",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Vauva,"Vauva Baby Feeding Bottles For Milk & Water, 250 ml","CK  Bottle with anti-colic nipple works in the same way as the mammary glands. Its system means that bubbles disappear so that no air is swallowed, thus helping to reduce gassy colic. The shape, length and feel of its ultra-soft silicone teat mimic the mother's nipple.",250 ml,ml,250 ml,1,1,220,220,"Zenith Infant Products Co., Ltd, 73/4 Moo 1, Khaelie, Krathumbaen, Samutaakhon-74110, Thailand",Thailand,['40195194'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40195194_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-2_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-3_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-4_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-5_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-6_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-7_1-vauva-baby-feeding-bottles-for-milk-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195194-8_1-vauva-baby-feeding-bottles-for-milk-water.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40195194'}, {'Manufacturer Name and ': 'Zenith Infant Products Co., Ltd, 73/4 Moo 1, Khaelie, Krathumbaen, Samutaakhon-74110, Thailand'}, {'Marketed & Imported by': 'Imprulife Venture Pvt Ltd6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India'}, {'Country of origin': 'Thailand'}]","Imprulife Venture Pvt Ltd6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India",-,-,-,"Before first use, wash thoroughly and sterilise.",-," Description : Baby feeding bottles for milk & water 250 ml
 Brand : VAUVA
 Type of Product : Bottle with Silicone Nipple
 Material : PP & Silicone
 BPA Free : Yes
 Volume : 250 ml
 Best Use : 5 years from the date of manufacturing
 Dishwasher Safe : Yes (top rack only)
 Microwave safe : Yes, without the lid and silicone nipple
 BIS Standard : Yes
 Anti Colic: Yes
 Spill Proof: Yes
 Age group in months : 3+ m
 Color: Subject to change depending on stock
 Dimensions in CM : 59X44X66
 Package content: 1 pc with care instructions printed on the packaging",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Vauva,"Vauva Cereal Feeder, 120 ml","This ""Cereal Feeder"" To feed baby juices, cereals, mashed rice and vegetables and all kinds of pulpy semi-solid foods. The feeder is durable, easy to assemble, use and sterilise.",120 ml,ml,120 ml,1,1,150,150,"Zenith Infant Products Co.,Ltd. 73/6 Moo 1, Khaelie, Krathumbaen, Samutsakhon 74110, Thailand",Thailand,['40161207'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40161207_1-vauva-cereal-feeder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161207-2_1-vauva-cereal-feeder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161207-3_1-vauva-cereal-feeder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161207-4_1-vauva-cereal-feeder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161207-5_1-vauva-cereal-feeder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40161207'}, {'Manufacturer Name And ': 'Zenith Infant Products Co.,Ltd. 73/6 Moo 1, Khaelie, Krathumbaen, Samutsakhon 74110, Thailand'}, {'Marketed by': 'Imprulife Venture Pvt Ltd 6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India'}, {'Country of origin': 'Thailand'}]","Imprulife Venture Pvt Ltd 6-12, Sri Rama Dhama, Near Nittur Primary School, Puttur Post, Udupi-576105, Karnataka, India",-,-,-,"Before first use, wash thoroughly and sterilise. Before each use, inspect the product. If there are any signs of damage or weakness immediately.",-,"Product Name: Cereal Feeder
Brand Name: VAUVA
Material: PP 100% BPA Free
Capacity :
Colour: multi-colour
Printed /Non Printed: Printed
Age group in months: 3+ m
Length in CM: 6
Width in CM: 6
Height in CM: 16.5
Package Content: 1 pc with care instructions printed on the packaging",-
