L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Kiwi - Green, 3 pcs","Kiwis are oval shaped with a brownish outer skin. The flesh is bright green and juicy with tiny, edible black seeds. With its distinct sweet-sour taste and a pleasant smell, it tastes like strawberry and honeydew melon.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1010/lean-green-smoothie/
Also try this simple method to ripen and enjoy your juicy kiwi fruit.",3 pcs,pcs,3 pcs,3,1,105.26,80,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",Chile/Greece/Iran/New Zealand,['20000911'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20000911_30-fresho-kiwi-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20000911-2_39-fresho-kiwi-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One Kiwi contains a full day requirement of vitamin C.It is also full of dietry Fibre, Vitamin K, Amino acid,Vitamin B6 and several antioxidants
It is the perfect fruit for pregnant women as it contains good amount of folate that prevents neural tube defects and helps in brain growth in infants. Maintains healthy and smooth skin.",-,"[{'EAN Code': '20000911'}, {'Country of origin': 'Chile , Greece, Iran, New Zealand'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Longan, 500 g","The longan (Dragon Eye), is so named because it resembles an eyeball when its fruit is shelled (the black seed shows through the translucent flesh like a pupil/iris). The seed is small, round and hard, and of an enamel-like, lacquered black. In China, it is also called Gun and in Myanmar, it is called Deer's Eyes
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",500 g,g,500 g,1,1,207.33,140,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",Thailand,['30002320'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30002320_6-fresho-longan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Longan supplies 80% of daily requirement of vitamin C. It is also rich in vitamin A, minerals and antioxidants.
It prevents anaemia, relieves stress and treats nerve problems.Also treats snake bites and improves wound healing.
Reduces excessive sweating and improves skin health. Longan is highly recommended as an anti-depressant as they give relaxing effect on nerves.",-,"[{'EAN Code': '30002320'}, {'Country of origin': 'Thailand'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mini Orange Imported, 500 g","Lovely, bright, reddish, glossy and smooth skinned fruits, these little oranges are a sheer experience. The juiciness and sweetness of the mini oranges are distinctive. These are also simple to peel and section.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/",500 g,g,500 g,1,1,111.84,85,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",South Africa/Australia/Egypt,['20003956'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20003956_2-fresho-baby-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003956-2_1-fresho-baby-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Oranges are a good source of vitamin C and B complex. They lower cholesterol and control blood sugar level.
Oranges contain carotenoids, which maintains good eye health and prevents constipation. Orange peels are highly nutritious, fibre-rich and edible.
They are believed to be good for skin and nails.",-,"[{'EAN Code': '20003956'}, {'Country of origin': 'South Africa, Australia, Egypt'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mini Orange Imported, 500 g","Lovely, bright, reddish, glossy and smooth skinned fruits, these little oranges are a sheer experience. The juiciness and sweetness of the mini oranges are distinctive. These are also simple to peel and section.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/",500 g,g,500 g,1,1,111.84,85,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",South Africa/Australia/Egypt,['20003956'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20003956_2-fresho-baby-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003956-2_1-fresho-baby-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Oranges are a good source of vitamin C and B complex. They lower cholesterol and control blood sugar level.
Oranges contain carotenoids, which maintains good eye health and prevents constipation. Orange peels are highly nutritious, fibre-rich and edible.
They are believed to be good for skin and nails.",-,"[{'EAN Code': '20003956'}, {'Country of origin': 'South Africa, Australia, Egypt'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi (Loose), 4 pcs 700-900g","Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet.
Do not forget to check our delicious fruit recipe - < a href=""https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/"">https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/",4 pcs 700-900g,pcs,4 pcs 700-900g,4,1,94.74,72,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000192'],-,https://datalabs.siva3.io/image/Eunimart_groceries_92_19-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_92-2_24-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_92-3_3-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_92-4_2-fresho-mosambi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '10000192'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi (Loose), 6 pcs 800 gm - 1 kg","Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet.
Do not forget to check our delicious fruit recipe - < a href=""https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/"">",6 pcs 800 gm - 1 kg,pcs,6 pcs 800 gm - 1 kg,6,1,105.92,80.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000191'],-,https://datalabs.siva3.io/image/Eunimart_groceries_91_19-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_91-2_23-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_91-3_3-fresho-mosambi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_91-4_2-fresho-mosambi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '10000191'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi - Economy (Loose), 1 kg","Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large-sized with an underlying yellow base. The intense, refreshing aroma is due to the essential oils present in its skin. It generally tastes sweet, occasionally tart to sweet. Enriched with Vitamin C, protein and fiber, it provides a range of health benefits. You can even make Juice from this fruit.",1 kg,kg,1 kg,1,1,112.5,85.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40203347'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40203347_2-fresho-mosambi-economy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '40203347'}, {'FSSAI Number': '10015042002228'}, {'Sourced & Marketed By': 'Supermarket Grocery Supplies Pvt. Ltd., The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071.'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd., The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071.",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi - Economy (Loose), 1 kg","Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large-sized with an underlying yellow base. The intense, refreshing aroma is due to the essential oils present in its skin. It generally tastes sweet, occasionally tart to sweet. Enriched with Vitamin C, protein and fiber, it provides a range of health benefits. You can even make Juice from this fruit.",1 kg,kg,1 kg,1,1,112.5,85.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40203347'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40203347_2-fresho-mosambi-economy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '40203347'}, {'FSSAI Number': '10015042002228'}, {'Sourced & Marketed By': 'Supermarket Grocery Supplies Pvt. Ltd., The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071.'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd., The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071.",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi - Organically Grown (Loose), 1 kg","It is organically grown and handpicked from farm.
Sweet lime or mosambi is lime-like, large sized with an underlying yellow base.
The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,129.61,98.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40033916'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40033916_3-fresho-mosambi-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40033916-2_1-fresho-mosambi-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '40033916'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Mosambi - Premium (Loose), 4 pcs 900-1 kg","Fresho Mosambis are of the best quality, handpicked and sourced directly from the farmers of Anantapur. Sweet lime or mosambi is lime-like, large sized with an underlying yellow base. The intense, refreshing aroma is due to essential oils present in the skin. It generally tastes sweet, occasionally tart to sweet.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1847/coconut-chia-pudding-super-bowl/",4 pcs 900-1 kg,pcs,4 pcs 900-1 kg,4,1,123.68,94,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['94008373700001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40083737_6-fresho-mosambi-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083737-3_1-fresho-mosambi-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mosambis are a good source of vitamin C and potassium and its high water content is known for its cooling properties.
They lower cholesterol and control blood sugar level. They also prevent constipation.
Mosambi peels are highly nutritious, fiber-rich and edible, which are good for skin and nails.",-,"[{'EAN Code': '94008373700001'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Musk Melon Bulk, 1 kg","Muskmelons tissue is light orange, with a hollow cavity in its center, packed with small seeds. It is an outstanding source of Vitamin A and includes moderate levels of B-complex vitamins, such as vitamin C, B3 & B6, and minerals like potassium & manganese. It is low in calories.
Fresho Organic products are organically grown and handpicked by expert.
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,52.63,52.63,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40120324'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120324_3-fresho-musk-melon-bulk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Muskmelons have cooling properties. They are good for skin and help in weight loss. Also cures constipation, bladder infections and fatigue.
Good source of vitamin C, potassium and dietary fiber.",-,"[{'EAN Code': '40120324'}, {'Country of origin': 'India'}]",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Muskmelon - Diced, 200 g","We've neatly cubed this sweet muskmelon into bite-sized pieces for you. Our diced muskmelons are ready to eat or can be mixed with other fruits in your salad. Sweet but not oversweet, our ripe muskmelon has a refreshing aroma and plenty of juice. Perfect as a healthy tea break snack.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",200 g,g,200 g,1,1,53.95,41,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40005854'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40005854_14-fresho-muskmelon-diced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Muskmelons have cooling properties. They are good for the skin and help in weight loss. Also cures constipation, bladder infections and fatigue.
Folic acid, which is essential for pregnant women to prevent natural defects in the foetus is abundantly present in musk melon. It is a good source of vitamin C, potassium and dietary fiber.",-,"[{'EAN Code': '40005854'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Muskmelon - Netted Small, 1 pc 500g-900g","Having a netlike/ reticulated skin covering, its a round melon with firm, orange, moderately sweet flesh and a thin, reticulated, light-grey rind.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",1 pc 500g-900g,pcs,1 pc 500g-900g,1,1,44.08,24,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000141'],-,https://datalabs.siva3.io/image/Eunimart_groceries_41_25-fresho-muskmelon-netted-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_41-2_20-fresho-muskmelon-netted-small.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_41-3_7-fresho-muskmelon-netted-small.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Muskmelons have cooling properties. They are good for skin and help in weight loss. Also cures constipation, bladder infections and fatigue.
Folic acid, which is essential for pregnant women to prevent natural defects in the foetus is abundantly present in musk melon.
Good source of vitamin C, potassium and dietary fiber.",-,"[{'EAN Code': '10000141'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Muskmelon - Organically Grown (Loose), 1 pc (Approx. 500 g-1200 g)","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc (Approx. 500 g-1200 g),pcs,1 pc (Approx. 500 g-1200 g),1,1,60.53,46,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['50000534'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000534_12-fresho-muskmelon-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Muskmelons have cooling properties. They are good for skin and help in weight loss.
Also cures constipation, bladder infections and fatigue.
Folic acid, which is essential for pregnant women to prevent natural defects in the foetus is abundantly present in musk melon.
Good source of vitamin C, potassium and dietary fiber.",-,"[{'EAN Code': '50000534'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Muskmelon - Striped, 1 pc (approx. 450 g - 900 g)","Fresho striped muskmelons have a distinct external skin that is smooth, with green ribbing on pistachio-grey colored surface. Their flesh is orange coloured, sweet with a floral aroma. Fresho muskmelons are directly procured from our farmers.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",1 pc (approx. 450 g - 900 g),pcs,1 pc (approx. 450 g - 900 g),1,1,57.89,44,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40073761'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40073761_7-fresho-muskmelon-striped.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40073761-2_1-fresho-muskmelon-striped.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40073761-3_2-fresho-muskmelon-striped.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Muskmelons have cooling properties. They are good for skin and help in weight loss. Also cures constipation, bladder infections and fatigue.
Folic acid, which is essential for pregnant women to prevent natural defects in the foetus is abundantly present in musk melon.
Good source of vitamin C, potassium and dietary fiber.",-,"[{'EAN Code': '40073761'}, {'Country Of Origin': 'India'}]",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Orange - Imported (Loose), 6 pcs","Navel oranges are very sugary and juicy and considered to be the world's finest orange for fresh consumption because they are very sweet, naturally juice, seedless and peels and segments very easily. It has a variety of phytochemicals containing flavanoids hesperetin, beta-carotene and carotenoids alpha etc. It is wealthy in Vitamin C, A and Folate and includes small amounts of Vitamin E & B complex vitamins too.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",6 pcs,pcs,6 pcs,6,1,182.89,139,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",South Africa/Australia/Egypt,['8100057501084'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20000910_12-fresho-orange-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20000910-2_4-fresho-orange-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is rich in Antioxidants which protects the skin from free radicals and also protects against some cancers by suppressing cancer cell proliferation.
It is good for asthma patients and orange juice added in the face packs give a new life to the skin by removing the dead cells.",-,"[{'EAN Code': '8100057501084'}, {'Country of origin': 'South Africa, Australia, Egypt'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Orange - Imported (Loose), 6 pcs","Navel oranges are very sugary and juicy and considered to be the world's finest orange for fresh consumption because they are very sweet, naturally juice, seedless and peels and segments very easily. It has a variety of phytochemicals containing flavanoids hesperetin, beta-carotene and carotenoids alpha etc. It is wealthy in Vitamin C, A and Folate and includes small amounts of Vitamin E & B complex vitamins too.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",6 pcs,pcs,6 pcs,6,1,182.89,139,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",South Africa/Australia/Egypt,['8100057501084'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20000910_12-fresho-orange-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20000910-2_4-fresho-orange-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is rich in Antioxidants which protects the skin from free radicals and also protects against some cancers by suppressing cancer cell proliferation.
It is good for asthma patients and orange juice added in the face packs give a new life to the skin by removing the dead cells.",-,"[{'EAN Code': '8100057501084'}, {'Country of origin': 'South Africa, Australia, Egypt'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
