L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Passion Fruit, 500 g","A fruit that gives the taste buds an explosion of sweetness to tartness, passion fruit is generally round shaped with yellow-orange skin.
The flesh of a passion fruit is soft and juicy. Its jelly like texture with the crunchiness of numerous tart seeds within the flesh is a taste loved by many.
Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",500 g,g,500 g,1,1,273.68,205,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['30000543'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30000543_15-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-2_6-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-3_1-fresho-passion-fruit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Eating the flesh of passion fruits along with the seeds is a good source of fiber that improves digestion
They improve blood circulation, function as a sedative and treats insomnia. Passion fruits are rich in vitamin A that helps to maintain good eye health.",-,"[{'EAN Code': '30000543'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pear - Green, Imported, 4 pcs","Pears are grown throughout the world, but none matches the ideal growing conditions and climate of the Pacific Northwest states of South Africa   Washington & Oregon. USA Pears are recognized worldwide for their unsurpassed quality. They are good any time of the day  from mid-morning to pre bed time, easy to digest with only 100 calories. USA Pears are ready to eat when they yield to the gentle thumb test. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",4 pcs,pcs,4 pcs,4,1,244.74,186,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40048445_2-fresho-pear-green-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It contains no cholesterol, no sodium, free from saturated fat, an excellent source of fiber and a good source of vitamin C. South AfricaPears are a good source of potassium, which can help in lowering blood pressure and reduce risk of cancer. They have a large amount of natural fructose and glucose, making them a quick source of healthy energy.",-,"[{'EAN Code': '40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  '}]","40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pear - Green, Imported, 4 pcs","Pears are grown throughout the world, but none matches the ideal growing conditions and climate of the Pacific Northwest states of South Africa   Washington & Oregon. USA Pears are recognized worldwide for their unsurpassed quality. They are good any time of the day  from mid-morning to pre bed time, easy to digest with only 100 calories. USA Pears are ready to eat when they yield to the gentle thumb test. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",4 pcs,pcs,4 pcs,4,1,244.74,186,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40048445_2-fresho-pear-green-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It contains no cholesterol, no sodium, free from saturated fat, an excellent source of fiber and a good source of vitamin C. South AfricaPears are a good source of potassium, which can help in lowering blood pressure and reduce risk of cancer. They have a large amount of natural fructose and glucose, making them a quick source of healthy energy.",-,"[{'EAN Code': '40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  '}]","40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pear - Green, Imported, 4 pcs","Pears are grown throughout the world, but none matches the ideal growing conditions and climate of the Pacific Northwest states of South Africa   Washington & Oregon. USA Pears are recognized worldwide for their unsurpassed quality. They are good any time of the day  from mid-morning to pre bed time, easy to digest with only 100 calories. USA Pears are ready to eat when they yield to the gentle thumb test. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",4 pcs,pcs,4 pcs,4,1,244.74,186,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40048445_2-fresho-pear-green-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It contains no cholesterol, no sodium, free from saturated fat, an excellent source of fiber and a good source of vitamin C. South AfricaPears are a good source of potassium, which can help in lowering blood pressure and reduce risk of cancer. They have a large amount of natural fructose and glucose, making them a quick source of healthy energy.",-,"[{'EAN Code': '40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  '}]","40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pear - Green, Imported, 4 pcs","Pears are grown throughout the world, but none matches the ideal growing conditions and climate of the Pacific Northwest states of South Africa   Washington & Oregon. USA Pears are recognized worldwide for their unsurpassed quality. They are good any time of the day  from mid-morning to pre bed time, easy to digest with only 100 calories. USA Pears are ready to eat when they yield to the gentle thumb test. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",4 pcs,pcs,4 pcs,4,1,244.74,186,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40048445_2-fresho-pear-green-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It contains no cholesterol, no sodium, free from saturated fat, an excellent source of fiber and a good source of vitamin C. South AfricaPears are a good source of potassium, which can help in lowering blood pressure and reduce risk of cancer. They have a large amount of natural fructose and glucose, making them a quick source of healthy energy.",-,"[{'EAN Code': '40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  '}]","40048445 Country of origin: South Africa Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071 Best before 3 days from delivery date For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email:  ",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Plum - Imported, 250 g","Dark red or black, sweet, juicy and succulent plums are cherished for their taste everywhere.
We have handpicked the premium quality plums just for you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1267/kelloggs-special-k-baked-yogurt-with-berries/",250 g,g,250 g,1,1,153.95,117,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",Spain Italy,['30007415'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30007415_11-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-2_3-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-3_2-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-4_1-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-5_1-fresho-plum-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Plums are known to contain very less amount of calories and no saturated fats.
They increase iron absorption into the body due to the vitamin C content.
They prevent osteoporosis, maintain healthy nervous system and protect heart health.",-,"[{'EAN Code': '30007415'}, {'Country of origin': 'Spain, Italy'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Plum - Imported, 250 g","Dark red or black, sweet, juicy and succulent plums are cherished for their taste everywhere.
We have handpicked the premium quality plums just for you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1267/kelloggs-special-k-baked-yogurt-with-berries/",250 g,g,250 g,1,1,153.95,117,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",Spain Italy,['30007415'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30007415_11-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-2_3-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-3_2-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-4_1-fresho-plum-imported.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30007415-5_1-fresho-plum-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Plums are known to contain very less amount of calories and no saturated fats.
They increase iron absorption into the body due to the vitamin C content.
They prevent osteoporosis, maintain healthy nervous system and protect heart health.",-,"[{'EAN Code': '30007415'}, {'Country of origin': 'Spain, Italy'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Red Amaranth - Hydroponically Grown, 100 g",Red amaranth has especially nutritious foliage that tastes like slightly tangy spinach. It is hydroponically grown and is pesticide-free and completely traceable to the farm. It is grown hygienically and saving up to 90% water as compared to conventional farming.,100 g,g,100 g,1,1,59.21,59.21,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['1100007'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40216577_1-fresho-red-amaranth-hydroponically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1100007'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI Number': '10015042002228'}]","Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Red Oak Lettuce - Hydroponically Grown With Live Roots, 125 - 200 g","Red Oak Lettuce has a very attractive appearance which is completed well with its sweet taste.
It is burgundy red in color with the appearance of oak leaves.
It has a buttery texture with a mellow, nutty, and sweet flavor that doesn't turn bitter.
It is hydroponically grown with live roots and is pesticide-free and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.",125 - 200 g,g,125 - 200 g,1,1,121.05,92,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40198824'],['11520037000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40198824_1-fresho-red-oak-lettuce-hydroponically-grown-with-live-roots.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red Oak is infused with vitamins A, C, and K, calcium, iron, and anthocyanins.",-,"[{'EAN Code': '40198824'}, {'FSSAI Number': '11520037000328'}, {'Manufactured & Marketed By': 'Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507'}, {'Country of Origin': 'India'}]","Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Romaine Lettuce - Hydroponically Grown With Live Roots, 125 - 200 g","Nothing tastes pure like nutrient-dense Romaine lettuce combined with long, crisp, and dark green leaves.
It is hydroponically grown with live roots, is pesticide-free, and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.",125 - 200 g,g,125 - 200 g,1,1,121.05,92,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['401988210001'],['11520037000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40198821_1-fresho-romaine-lettuce-hydroponically-grown-with-live-roots.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is an excellent source of dietary fiber, vitamins, thiamin, folate, iron, potassium, calcium, and manganese that add health to your meal.",-,"[{'EAN Code': '401988210001'}, {'FSSAI Number': '11520037000328'}, {'Manufactured & Marketed By': 'Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507'}, {'Country of Origin': 'India'}]","Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Rosemary, 10 g","Bright, spiny and green, needle like rosemary leaves release an aromatic blast while cooking.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1959/green-quinoa-in-cheese/",10 g,g,10 g,1,1,39.47,39.47,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40026326'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40026326_2-fresho-rosemary.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rosemary leaves are antifungal, antibacterial, anti-inflammatory, and antiseptic.
They help fight cancer, improve memory and blood circulation.
They also help reduce muscle pain and promote hair growth.",-,"[{'EAN Code': '40026326'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Soursop, 1 pc 400 - 800g","Soursop fruits are dark green, ovoid and have a whitish and aromatic flesh. Since the ripe fruits taste acidic, the fruits are called as Soursop. The white pulp is fiber rich, and has a core of indigestible black seeds. The pulp is also used to make fruit nectar, smoothies, fruit juice drinks, as well as candies, sorbets, and ice cream flavourings. Soursop inhibits the growth of cancer cells, so it is also called as the Cancer Fruit.",1 pc 400 - 800g,pc  - g,1 pc 400 - 800g,1,1,127.63,97,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40066486'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40066486_4-fresho-soursop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40066486-2_1-fresho-soursop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40066486-3_1-fresho-soursop.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soursop inhibits the growth of cancer cells. It treats inflammations and infections.
Improves eye and gastro intestinal health. Also boosts the immune system.",-,"[{'EAN Code': '40066486'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Strawberry, 200 g","Extremely juicy and syrupy, these conical heart shaped fruits have seeds on the skin that give them a unique texture. With a blend of sweet-tart flavour, these are everyone's favourite berries.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/970/strawberry-cheesecake/",200 g,g,200 g,1,1,85.53,65,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['1000026300'],-,https://datalabs.siva3.io/image/Eunimart_groceries_263_12-fresho-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263-2_8-fresho-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263-3_1-fresho-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strawberries improve heart function.They are rich in antioxidants and detoxifiers, which reduce arthritis and gout pain.
Folic acid present in strawberries is necessary for pregnant women as it helps prevent birth defects. They maintain bone, skin, hair and eye health.
Crushed strawberry mixed with baking soda acts as a natural teeth whitener.",-,"[{'EAN Code': '1000026300'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Swiss Chard Mix - Hydroponically Grown, 100 - 125 g","Premium Chard Mix is a mix of Green, Golden and Rainbow Swiss chard is a green leafy vegetable. It is a superstar green leafy vegetable that is overshadowed by kale. Fresho swiss chard has large and fleshy but a tender deep green lead that is thick and has crisp stalks. Hydroponically grown swiss chard is a method of growing swiss chard without soil by using minerals and nutrient solutions in a water solvent. It is a non-traditional method that can make them highly nutritious.",100 - 125 g,g,100 - 125 g,1,1,91.45,69.5,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['8903594566926'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40211688_1-fresho-swiss-chard-mix-hydroponically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8903594566926'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI Number': '10015042002228'}]","Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tamarind - Sweet, 225 g","Sweet tamarind is bean shaped with brown to clay coloured skin. Flesh inside the pod is tender, succulent and sweet.Tamarinds include small amounts of a mixture of vitamins, including vitamins A, C, E and K.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/642/dahi-vada/",225 g,g,225 g,1,1,164.47,112.5,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",Thailand,['8050519873512'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004344_17-fresho-tamarind-sweet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004344-2_1-fresho-tamarind-sweet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004344-3_1-fresho-tamarind-sweet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004344-4_1-fresho-tamarind-sweet.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sweet tamarind helps in the production of stress hormones that reduces stress and keeps the body calm.
Helps in wound healing and relieves chronic diarrhea. Treats thyroid and arthritis.",-,"[{'EAN Code': '8050519873512'}, {'Country of origin': 'Thailand'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Zucchini - Green (Loose), 1 kg","Zucchini is a long, slender, cucumber like green vegetable that is also called squash. The green variant has a firm flesh and a mild flavour.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1933/quinoa-with-vegetables/",1 kg,kg,1 kg,1,1,122.37,122.37,"Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,['10000342'],-,https://datalabs.siva3.io/image/Eunimart_groceries_342_11-fresho-zucchini-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_342-2_1-fresho-zucchini-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_342-3_1-fresho-zucchini-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_342-4_1-fresho-zucchini-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_342-5_1-fresho-zucchini-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Zucchinis are rich in vitamin A, magnesium, folate, potassium, copper, and phosphorus.
This summer squash also has a high content of omega-3 fatty acids, zinc, niacin, and protein.
Moreover, vitamin B1, vitamin B6, vitamin B2, and calcium in zucchini assures optimal health.",-,"[{'EAN Code': '10000342'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
